13年 6月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月15日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,11, アズｰルウィンドウ,---,石橋脩, 4.7, 17, -17, -30,11,171.0, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｍグロｰネンダｰル, 20,北村宏, 5.0, 16, -26, -17,14,292.7, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-19 馬場:稍重(指数:-4),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-4),,,,,,,,,,,
"単勝:390円 複勝:02=170円 04=200円 09=170円 枠連:1,330円",,,,,,,,,,,,単勝:160円 複勝:02=110円 07=120円 04=420円 枠連:220円,,,,,,,,,,,,"単勝:1,030円 複勝:04=310円 07=680円 03=690円 枠連:2,130円",,,,,,,,,,,,"単勝:1,510円 複勝:05=410円 07=210円 04=1,450円 枠連:3,300円",,,,,,,,,,,
"馬連:1,290円 ワイド:02-04=380円 02-09=310円 04-09=410円",,,,,,,,,,,,"馬連:230円 ワイド:02-07=160円 02-04=900円 04-07=1,040円",,,,,,,,,,,,"馬連:9,310円 ワイド:04-07=2,680円 03-04=3,230円 03-07=7,070円",,,,,,,,,,,,"馬連:3,260円 ワイド:05-07=1,180円 04-05=6,130円 04-07=4,070円",,,,,,,,,,,
"馬単:2,320円 3連複:1,580円 3連単:8,800円",,,,,,,,,,,,"馬単:360円 3連複:2,230円 3連単:4,460円",,,,,,,,,,,,"馬単:17,730円 3連複:70,220円 3連単:374,060円",,,,,,,,,,,,"馬単:7,660円 3連複:57,190円 3連単:364,610円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1400m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃニシノオドリコ, 55,原田和,, 58,   2,  -5, 6, 14.6, ⑥⑥, 1,11, アンズチャン,---,石橋脩,, 62,  -7,*  9, 7, 24.9, ⑪⑪, 1,12,Ａモリトリュウコ, 80,横山典,, 74,   7,*  8, 2,  3.2, ⑪⑧, 1, 3,Ｃエキストラエンド, 87,内田博,, 87,   5,   7, 2,  2.8,⑦⑥⑦
 2, 7,Ｆマスタｰプラチナム, 52,北村宏, 0.1, 55,  -5,*  4, 8, 23.5, ⑭⑭, 2,12, シャｰクベイ,---,内田博, 0.2, 60,  -4,*  3, 1,  1.9, ⑧⑥, 2, 4,Ｂカントリｰスノｰ, 77,嶋田純, 0.1, 73,   7,*  5, 6, 17.3, ⑥⑤, 2,11,Ａジェントルマン, 88,戸崎圭, 0.1, 81,*  6,   1, 1,  2.2,⑤⑤④
 3,14, タイセイスペシャル,---,武士沢, 0.1, 58,   4,  -8,11, 58.9, ⑤⑤, 3, 7, エスティレイズ,---,西田雄, 0.7, 59,   1,  -6,11, 94.0, ④③, 3,15,Ｋオリオンザスタｰ, 67,松岡正, 0.4, 72,*  9,   1, 5, 14.6, ③③, 3, 9,Ｇマｰブルデイビｰ, 82,石橋脩, 0.1, 85,   5,   7, 9, 47.2,⑩⑩⑩
 4, 6,Ｇトｰアコロチャン, 52,西田雄, 0.5, 54,   1,  -8,12, 63.7, ⑧⑧, 4, 2, レイヨンヴェｰル,---,江田照, 0.9, 57,*  3, -12, 2,  5.8, ①①, 4, 8,Ｃプリュキエｰル, 77,北村宏, 0.4, 72,   5,*  7, 4,  7.5, ⑮⑪, 4, 6,Ｄヴァｰゲンザイル, 86,吉田豊, 0.1, 86,   4,*  8, 3,  7.2,⑨⑨⑨
 5,13,Ｋティリアンパｰプル, 47,戸崎圭, 0.6, 52,  -3,* -3, 7, 19.7, ⑬⑬, 5, 9, ディアアイスバイン,---,蛯名正, 1.4, 50,  -7,  -4, 6, 18.1, ⑩⑩, 5,16,Ｍベｰルグリｰン, 64,江田照, 0.8, 69,   8,  -1,13,108.4, ⑤⑥, 5,10,Ｊマイネルグｰト, 74,柴田大, 0.1, 83,*  8,  -1, 6, 27.5,②②②
 6, 8,Ｉキャラ, 51,蛯名正, 0.6, 54,*  6, -16, 3,  5.8, ①①, 6, 3, アイナマｰリエ,---,北村宏, 2.1, 46,*  1, -21, 8, 28.0, ②②, 6, 2,Ｆツクババンドｰオｰ, 76,武士沢, 0.8, 71,   7,   2, 3,  7.4, ⑫⑩, 6, 7,Ｅネオブラックダイヤ, 85,北村宏, 0.1, 86,   2,* 11, 4, 11.8,⑫⑫⑫
 7,15,Ｅオｰシャン, 54,的場勇, 0.7, 53,*  6, -15, 9, 24.6, ③③, 7,10, エンチャンタｰ,---,ウィリ, 2.2, 48,  -2, -16,10, 69.3, ⑤⑤, 7, 7,Ｄヴェルティゴ, 76,吉田豊, 1.0, 68,   7,  -1, 9, 25.4, ⑦⑦, 7, 5,Ｉシンボリボルドｰ, 76,武士沢, 0.4, 84,   3,*  8,12,273.4,⑪⑪⑪
 8, 9,Ｄアキノディフェンス, 54,石橋脩, 0.7, 54,*  6, -15, 2,  3.5, ②②, 8, 8, ディアポジション,---,横山典, 2.5, 41,  -7, -13, 5, 16.1, ⑦⑨, 8,14,Ｈトｰセンブリッツ, 70,ウィリ, 1.2, 71,* 10,  -7, 7, 17.9, ②②, 8, 8,Ｌリリエンタｰル, 71,田中勝, 0.4, 80,   6,   1, 8, 36.4,④④⑥
 9,12,Ｂヒシキャッツアイ, 57,大庭和, 0.7, 52,   1,  -9, 4, 10.6, ⑪⑨, 9, 4, タカラジェニファ,---,武士沢, 2.6, 42,  -7, -14, 9, 46.1, ⑥⑧, 9, 1,Ｉコスモパルダ, 69,柴田大, 1.3, 66,   5,   0,12, 82.7, ⑭⑭, 9,12,Ｂトウカイオｰロラ, 88,柴田善, 0.5, 77,*  6,  -4, 5, 12.4,⑧⑦⑤
10, 4,Ｈリルバニヤン, 51,ウィリ, 0.8, 55,   4, -14, 1,  2.9, ④④,10, 1, マイネルガヴァナｰ,---,柴田大, 3.4, 36,   0, -29, 4,  7.5, ③④,10,11,Ｊナンヨｰヤシマ, 69,西村太, 1.4, 66,   3,   2,14,313.3, ⑯⑯,10, 4,Ｋポｰルアックス, 72,嶋田純, 0.6, 74,*  8, -10, 7, 31.2,①①①
11,11,Ｎビコｰズオブラヴ, 32,嶋田純, 0.8, 50,  -2,  -6,13, 80.2, ⑩⑪,11, 6, ブラックソヴリン,---,嶋田純, 3.6, 33, -17, -10,12,135.5, ⑫⑫,11,10,Ｇシゲルクルミ, 74,柴田善, 1.5, 64,   6,  -3,10, 27.1, ⑬⑬,11, 2,Ｈサイモントルナｰレ, 79,蛯名正, 1.2, 72,   4,  -8,11,106.9,⑥⑧⑧
12, 3,Ａカゼノサファイア, 58,田中勝, 1.0, 48,  -3,  -6, 5, 13.7, ⑫⑫,12, 5, ラシアンカウボｰイ,---,戸崎圭, 4.2, 29,  -7, -29, 3,  6.3, ⑨⑦,12,13,Ｌマンボマンボ, 65,西田雄, 1.7, 64,   6,  -5,15,348.7, ⑩⑫,12, 1,Ｆニシノヴァンクｰル, 82,松岡正, 2.0, 60,*  6, -26,10, 70.3,③③③
13, 2,Ｊピュアラメｰル, 50,松岡正, 1.1, 50,   2, -12,10, 47.0, ⑨⑦,,,,,,,,,,,,,13, 3,Ｏヒシパンサｰ, 58,大庭和, 1.9, 61,   7,  -8,11, 52.3, ⑧⑨,,,,,,,,,,,,
14, 5,Ｌフラワｰリヴァｰ, 40,中谷雄, 3.5, 30,  -2, -31,16,355.1, ⑦⑩,,,,,,,,,,,,,14, 9,Ｎバイタルフォルム, 63,戸崎圭, 2.1, 60,*  9, -15, 8, 19.2, ①①,,,,,,,,,,,,
15,16,Ｍフジノカナサン, 32,花田大, 4.5, 24,  -6, -34,15,240.8, ⑮⑮,,,,,,,,,,,,,15, 6,Ｐキボウノチカラ, 57,二本柳, 4.3, 45,   4, -25,16,490.1, ⑨⑮,,,,,,,,,,,,
16,10, バンブトンサン,---,江田照, 8.0,-25, -43, -18,14,192.3, ⑯⑯,,,,,,,,,,,,,16, 5,Ｅヘイロｰフォンテン, 76,田中勝, 5.3, 36,   7, -41, 1,  3.2, ④④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,
"単勝:1,460円 複勝:01=490円 07=840円 14=1,290円 枠連:3,480円",,,,,,,,,,,,"単勝:2,490円 複勝:11=490円 12=120円 07=1,550円 枠連:2,120円",,,,,,,,,,,,"単勝:320円 複勝:12=180円 04=380円 15=420円 枠連:2,780円",,,,,,,,,,,,単勝:280円 複勝:03=130円 11=120円 09=550円 枠連:270円,,,,,,,,,,,
"馬連:13,870円 ワイド:01-07=4,520円 01-14=7,320円 07-14=10,080円",,,,,,,,,,,,"馬連:2,170円 ワイド:11-12=770円 07-11=8,160円 07-12=2,620円",,,,,,,,,,,,"馬連:2,430円 ワイド:04-12=910円 12-15=920円 04-15=2,480円",,,,,,,,,,,,"馬連:300円 ワイド:03-11=160円 03-09=1,370円 09-11=1,020円",,,,,,,,,,,
"馬単:32,550円 3連複:215,750円 3連単:1,190,370円",,,,,,,,,,,,"馬単:6,700円 3連複:23,890円 3連単:217,270円",,,,,,,,,,,,"馬単:3,630円 3連複:9,760円 3連単:40,320円",,,,,,,,,,,,"馬単:650円 3連複:2,520円 3連単:7,890円",,,,,,,,,,,
■ 3R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,日野特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｉボップリヴァｰサル, 50,蛯名正,, 66,* -2,*  6, 4,  7.4, ②①, 1, 8,Ｃアキレスバイオ, 66,戸崎圭,, 67,   4,* -1, 1,  2.3,⑨⑧⑦, 1, 9,Ｂチャｰチクワイア, 79,北村宏,, 80,   3,* 13, 3,  7.8, ⑩⑩, 1, 8,Ｉフロリダブルｰ, 68,内田博,, 74,   5,*  8, 3,  8.0, ⑥⑥
 2, 4,Ａメイスンウォｰ, 66,長岡禎, 0.1, 68,  -7,* 13, 3,  6.1, ⑪⑫, 2,12,Ｄトウショウマナｰズ, 61,内田博, 1.0, 60,   3,* -8, 3,  6.6,⑬⑩⑨, 2, 8,Ｃシャンボｰルフィズ, 78,内田博, 0.2, 79,   7,   6, 4, 11.0, ⑥⑤, 2, 7,Ａシンキングマシｰン, 83,横山典, 0.2, 72,   4,*  8, 1,  1.6, ⑦⑦
 3,15,Ｄカフェシリウス, 60,松岡正, 0.6, 62,* -3,   2, 5,  8.9, ⑥④, 3,15,Ａギンザマｰシャル, 67,松岡正, 1.8, 56,   1,* -8, 4,  6.8,⑯⑯⑬, 3,14,Ｆウイングドウィｰル, 74,田中勝, 0.2, 77,   5,   8, 6, 18.9, ⑨⑧, 3,10,Ｃアンバウンド, 74,北村宏, 0.4, 70,*  7,   2, 4,  9.8, ②②
 4, 1,Ｂプリｰズドンテル, 65,武士沢, 0.8, 63,  -9,*  9, 6, 14.8, ⑭⑬, 4, 2,Ｈアルテルフ, 55,石橋脩, 2.0, 55,   4, -19,12, 92.5,④⑥⑤, 4,13,Ａラスヴェンチュラス, 83,蛯名正, 0.2, 80,   1,* 15, 1,  1.7, ⑬⑬, 4,14,Ｆフェアエレン, 70,蛯名正, 0.6, 70,   1,   7, 7, 40.8, ⑪⑪
 5, 2,Ｃロングシャドウ, 64,内田博, 1.0, 59,* -3,  -1, 1,  2.4, ⑬⑤, 5,10,Ｉドラゴンロックス, 52,柴田大, 2.1, 53,   4, -20, 2,  6.0,⑤⑦⑥, 5,11,Ｅイルミナティ, 74,吉田豊, 0.3, 75,*  9,  -1, 7, 32.3, ②②, 5,12,Ｇロｰレンルｰナ, 70,ウィリ, 0.6, 72,*  7,   0, 5, 11.3, ③③
 6, 6,Ｅオｰバｰザトップ, 57,横山典, 1.3, 55,  -4,  -2, 2,  5.5, ③⑥, 6, 7,Ｆスチブナイト, 57,中谷雄, 2.2, 54,   3, -17,15,269.0,⑫⑫⑩, 6, 4,Ｊアクアライン, 73,松岡正, 0.3, 77,   3,   8, 9, 37.1, ⑦⑨, 6,15,Ｄシンボリスウィフト, 73,田中勝, 0.7, 69,   1,   7, 6, 35.1, ⑫⑫
 7,10,Ｈサクセスカｰチス, 50,山崎亮, 1.6, 56,  -7,   0, 9, 42.6, ⑨⑪, 7, 3,Ｇコミュニティ, 56,嶋田純, 2.2, 53,   0, -10,13,177.9,⑭⑭⑮, 7, 3,Ｉジｰニマジック, 73,戸崎圭, 0.5, 71,   7,  -2, 2,  4.8, ③③, 7, 9,Ｂアメリカンダイナｰ, 79,石橋脩, 0.9, 69,   3,   3, 2,  6.0, ⑧⑨
 8, 7,Ｆハルカナルブルｰ, 56,柴田大, 1.7, 53,  -5,  -4, 7, 18.7, ⑤⑦, 8,11,Ｂヴィルトグラｰフ, 66,北村宏, 2.2, 53,*  5, -22, 5,  9.2,⑥③③, 8, 1,Ｄプリンセスカママル, 75,柴田善, 0.7, 71,   5,  -1, 5, 18.1, ⑤⑥, 8, 6,Ｅデイブレイク, 72,松岡正, 1.1, 65,   6,  -3, 8, 60.0, ④④
 9,16,Ｋピンクダイヤモンド, 46,嘉藤貴, 2.0, 52,* -2,  -9,15,567.2, ④③, 9,13,Ｊバトルスプレンダｰ, 49,長岡禎, 2.7, 51,   1, -16,16,297.6,⑮⑮⑫, 9,16,Ｍコスモミレネｰル, 63,柴田大, 0.8, 70,* 12, -12,10, 65.7, ①①, 9, 4,Ｋハヤブサフィｰバｰ, 65,柴田善, 1.1, 66,  -2,*  8,13,159.6, ⑯⑯
10, 8,Ｊサクラフラムドｰル, 49,嶋田純, 2.7, 46,  -6, -12,11, 48.0, ⑦⑨,10,14,Ｍドラゴンナイト, 48,武士沢, 3.2, 49,   4, -29,10, 70.1,⑩⑨⑧,10,10,Ｇフェニｰチェ, 74,横山典, 0.9, 68,   1,   4, 8, 34.4, ⑪⑪,10,13,Ｊトウショウハマｰ, 67,柴田大, 1.1, 64,   5,  -3,14,217.4, ⑤⑤
11, 5,Ｇプラスティックボム, 53,北村宏, 2.7, 45,  -4, -14, 8, 19.5, ⑧⑧,11, 1,Ｌアレックスキッド, 49,江田照, 3.3, 48,   2, -22,11, 89.5,⑧⑪⑪,11, 6,Ｏツキノウサギ, 62,江田照, 1.0, 68,   5,  -4,11, 94.4, ⑧⑦,11, 1,Ｌカリスマアキラ, 65,嶋田純, 1.5, 62,   1,  -1, 9, 61.5, ⑨⑩
12,12,Ｍオリュウ, 42,大庭和, 3.6, 39,  -8, -17,13,510.8, ⑮⑭,12,16,Ｎフェイマスシｰン, 47,吉田豊, 3.8, 45,*  5, -35, 8, 30.4,⑦④④,12, 5,Ｌアルマシャウラ, 64,武士沢, 1.1, 68,  -1,   4,14,401.5, ⑭⑭,12, 5,Ｈレッドガルシア, 69,吉田豊, 1.5, 62,   3,  -3,10, 82.3, ⑩⑧
13, 3,Ｌボンボニエｰル, 44,中谷雄, 3.7, 40,  -6, -20,12,410.8, ⑩⑩,13, 9,Ｋアントｰルド, 49,田中勝, 4.8, 41,*  5, -46, 7, 18.7,③②②,13,12,Ｎカカアデンカ, 63,西村太, 1.2, 66,   1,  -1,12,121.6, ⑫⑫,13, 2,Ｍロｰドエストレｰラ, 64,武士沢, 1.8, 61,  -1,  -1,12,121.3, ⑬⑬
14,11,Ｏビビットオレンジ, 40,花田大, 3.7, 40,  -9, -16,14,513.4, ⑫⑮,14, 5,Ｐアイアンフォックス, 36,柴田善, 7.2, 33,   0, -53,14,200.2,⑪⑬⑭,14,15,Ｈシｰクレットベｰス, 73,石橋脩, 1.4, 64,  -1,   0,13,135.2, ⑮⑮,14,16,Ｏピュｰマティック, 60,西田雄, 2.1, 58,  -2,  -3,16,594.4, ⑮⑮
15, 9, メイショウタカサゴ,---,柴田善, 4.5, 31,* -3, -32,10, 47.8, ①②,15, 4,Ｅウインチェイサｰ, 59,ウィリ, 7.6, 17,*  5, -70, 6, 11.7,②①①,15, 7,Ｐインティワタナ, 52,嘉藤貴, 2.7, 47,   8, -33,15,647.5, ④④,15,11,Ｐトミケンウエスト, 50,江田照, 2.1, 58,  -1,  -2,15,252.9, ⑭⑭
,,,,,,,,,,,,16, 6,Ｏメイスンインパルス, 46,西田雄,11.0, -7,  -2, -82, 9, 59.4,①⑤⑯,,,,,,,,,,,,,16, 3,Ｎクリスタルカイザｰ, 63,戸崎圭, 4.9, 35,*  7, -38,11, 95.4, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:稍重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:-7),,,,,,,,,,,
