13年12月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2000m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2500m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,ﾎｰﾌﾟﾌﾙｽﾃｰｸｽ,,,,,,,,,,,,有馬記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａアポロオオジャ, 63,後藤浩,, 60,   2,*  0, 1,  3.6, ⑧⑥, 1, 3, アデイインザライフ,---,戸崎圭,, 57, -15,* 10, 1,  3.6,⑯⑯⑩, 1, 2,Ｍエアアンセム, 60,ルメｰ,, 76,  13,  -9, 8, 23.6,⑤⑦④, 1, 6,Ａオルフェｰヴル,100,池添謙,,103,  24,*  5, 1,  1.6,⑬⑬③
 2,16,Ｇインスタイル, 55,蛯名正, 0.1, 60,   2,  -1, 3,  6.6, ⑨⑦, 2,12, コズミックライト,---,田辺裕, 0.3, 50,*-11,  -5, 8, 23.8,③②②, 2, 7,Ｈベルキャニオン, 62,ムｰア, 0.1, 76,  12,* -6, 1,  2.2,⑫⑫⑬, 2, 4,Ｆウインバリアシオン, 91,岩田康, 1.3, 91,  24,*-13, 4, 16.1,⑪⑫⑨
 3, 8,Ｂキョウエイアニラ, 60,三浦皇, 0.3, 58,   0,  -2, 4,  7.2, ⑩⑨, 3,17, アンプラグド,---,ムｰア, 0.7, 47,*-11,  -8, 5,  9.9,⑧⑥⑥, 3,17,Ａクラリティシチｰ, 78,田中勝, 0.1, 76,  12,* -6, 2,  3.6,⑭⑬⑫, 3,14,Ｍゴｰルドシップ, 85,ムｰア, 1.5, 89,* 25, -20, 2,  4.4,⑫⑩⑧
 4,11,Ｆブランドアオモリ, 57,岩田康, 0.3, 60,   5,  -6, 8, 27.6, ⑤⑤, 4,16, エンブレイスライフ,---,勝浦正, 0.7, 48,*-11,  -9,13, 55.5,⑥④④, 4, 4,Ｋルファルシオン, 61,蛯名正, 0.4, 72,* 16, -20,12,111.0,③③③, 4,11,Ｐラブイズブｰシェ, 80,武豊  , 1.9, 87,  23, -17,12, 63.7,⑮⑮⑮
 5, 4,Ｄブラックメイプル, 60,戸崎圭, 0.4, 55,  -3,*  0, 2,  3.8, ⑫⑪, 5,10, レディシャングリラ,---,内田博, 0.7, 47,*-11,  -9, 4,  7.8,⑤③③, 5,11,Ｏウインマｰレライ, 60,丹内祐, 0.5, 75,   7,*  1, 3,  9.0,⑰⑰⑰, 5, 7,Ｈタマモベストプレイ, 88,和田竜, 2.0, 86,* 25, -27,16,113.7,⑨⑧⑤
 6, 7,Ｅダンディｰライアン, 59,梶晃啓, 0.4, 58,   4,  -6, 7, 10.9, ④④, 6,11, メｰリングキャット,---,江田照, 0.8, 49, -13,  -3, 7, 18.2,⑭⑫⑧, 6, 8,Ｃシャンパｰニュ, 67,吉田隼, 0.5, 72,  13, -15,10, 46.7,⑨⑨⑧, 6, 3,Ｌカレンミロティック, 86,戸崎圭, 2.0, 86,* 27, -32, 6, 28.1,②①①
 7,15,Ｃコスモクラヴィス, 60,柴田大, 0.7, 57,*  7, -11, 6, 10.9, ③③, 7,15, ファドｰグ,---,後藤浩, 0.9, 47, -12,  -8, 2,  3.6,⑪⑩⑦, 7, 3,Ｂアグネスドリｰム, 71,川田将, 0.6, 71,* 18, -27, 4, 11.2,①①①, 7, 5,Ｊデスペラｰド, 86,横山典, 2.0, 84,  24, -24, 7, 33.8,⑧⑪⑩
 8,14,Ｈシゲルオオスミ, 54,丸田恭, 0.8, 55,*  7, -12,10, 51.8, ②②, 8, 4, アサクサイイヤツ,---,福永祐, 1.0, 45,*-11, -12, 6, 12.8,④⑤⑤, 8, 1,Ｐネオヴァロン, 56,三浦皇, 0.6, 72,  11, -10,11, 94.5,⑬⑮⑭, 8,13,Ｎトゥザグロｰリｰ, 85,ルメｰ, 2.4, 83,  24, -31,13, 63.8,⑩⑨⑪
 9,12,Ｍカンスタントリｰ, 45,田辺裕, 0.8, 50,  -6,*  0,13,104.5, ⑭⑭, 9, 2, マイネルオプタ,---,柴田大, 1.0, 49, -16,*  1,11, 51.5,⑰⑰⑮, 9,10,Ｄマイネグレヴィル, 66,柴田大, 0.7, 71,  14, -19, 6, 16.3,⑦⑧⑨, 9,12,Ｏテイエムイナズマ, 80,デムｰ, 2.6, 82,  20, -19,15,110.2,⑯⑯⑭
10, 9,Ｌマスソングウインド, 46,二本柳, 1.1, 48, -10,*  1,14,143.5, ⑮⑮,10, 7, アビエイタｰ,---,北村宏, 1.1, 41,*-10, -18, 9, 33.3,①①①,10, 6,Ｊタルトオポム, 62,横山和, 0.7, 70,  10,  -9, 7, 21.5,⑯⑯⑯,10, 2,Ｉヴェルデグリｰン, 88,田辺裕, 2.6, 82,  23, -28, 8, 37.4,⑭⑭⑬
11, 3,Ｊスイｰトジョジョ, 48,柴田善, 1.5, 47,   0, -11,12, 84.0, ⑪⑩,11, 5, サｰシャン,---,ルメｰ, 1.2, 42, -14, -11, 3,  7.1,⑩⑨⑪,11,13,Ｌトレクァルティスタ, 61,北村宏, 0.7, 69,  13, -18, 5, 14.1,⑩⑩⑩,11,10,Ｂアドマイヤラクティ, 95,ウィリ, 3.0, 80,* 25, -42, 3, 14.4,⑥⑥⑫
12, 2,Ｋオｰバｰテイク, 46,石橋脩, 1.7, 45,  -5,  -8, 9, 33.6, ⑬⑬,12,14, メロｰワイン,---,吉田豊, 1.2, 45, -15,  -6,18,240.5,⑮⑮⑭,12,16,Ｅトｰセンセラヴィ, 64,横山典, 1.4, 61,* 17, -39,13,121.3,②②②,12, 8,Ｋラブリｰデイ, 86,蛯名正, 3.2, 79,* 25, -47,14, 81.1,④⑤④
13,10,Ｐプラスワン, 30,原田和, 1.8, 42, -11,  -4,16,289.9, ⑯⑯,13,18, マサノサｰパス,---,村田一, 1.4, 41, -12, -15,14, 60.6,⑨⑪⑨,13, 9,Ｉマイネルゾンネ, 62,石橋脩, 1.4, 64,  15, -32,17,241.0,⑥⑤⑤,13,15,Ｅナカヤマナイト, 91,柴田善, 3.4, 79,* 27, -51,10, 47.5,⑤②⑥
14, 1,Ｉパｰリｰシェル, 51,北村宏, 2.5, 40,*  8, -28, 5,  9.7, ①①,14, 8, レオウィッシュ,---,津村明, 1.4, 43, -15,  -9,16,149.7,⑬⑭⑬,14, 5,Ｎレッドオラシオン, 60,吉田豊, 1.8, 62,  12, -29,16,216.3,⑮⑭⑮,14,16,Ｄトｰセンジョｰダン, 93,内田博, 3.5, 78,* 25, -49, 5, 24.8,⑦⑦⑦
15, 6,Ｏキンメリジャン, 41,勝浦正, 2.7, 38,   3, -25,15,246.2, ⑥⑧,15, 6, ウインゼｰヴィント,---,大野拓, 2.8, 27, -14, -33,10, 41.3,⑦⑦⑫,15,12,Ｇヴァンクウィッシュ, 62,後藤浩, 2.0, 59,  15, -39,15,156.7,⑧⑥⑦,15, 1,Ｇダノンバラｰド, 89,川田将, 4.7, 74,* 25, -67, 9, 40.9,③④②
16, 5,Ｎアイキャスト, 43,伴啓太, 2.8, 36,   1, -24,11, 63.9, ⑦⑫,16, 1, タケシクン,---,田中勝, 3.7, 22, -21, -24,12, 53.7,⑱⑱⑰,16,14,Ｑピンクベリｰニ, 51,福永祐, 2.1, 59,* 16, -43,14,146.7,④④⑥,16, 9,Ｃルルｰシュ, 93,福永祐,10.5, -8,* 25, ---,11, 51.2,①③⑯
,,,,,,,,,,,,17, 9, タカミツベイリｰ,---,丸田恭, 4.4,  6, -13, -55,15, 63.9,②⑧⑯,17,15,Ｆジョウノムサシ, 63,デムｰ, 6.8,  0,  13, ---, 9, 27.7,⑪⑪⑪,,,,,,,,,,,,
,,,,,,,,,,,,18,13, タカイチカツトップ,---,吉田隼, 4.6,  6, -15, -54,17,150.7,⑫⑬⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:95 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-24 馬場:良(指数:5),,,,,,,,,,,
