13年12月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 8日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1600m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,こうやまき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｋレッドアルヴィス, 48,勝浦正,, 62,  -6,*  9, 1,  1.6,④⑥⑤, 1, 8,Ｃカゼノサファイア, 68,中井裕,, 71,  -3,* 12, 2,  4.0, ⑦⑦, 1,14,Ｂモシモシ, 76,横山和,, 78,  12,* 25, 6, 18.6,⑰⑱⑱, 1, 7,Ｂヌｰヴォレコルト, 71,吉田隼,, 74,* -6,  12, 2,  4.3,③②②
 2, 1,Ａティｰポイズン, 60,松山弘, 0.4, 59,* -6,*  3, 2,  4.4,①①①, 2,12,Ｂシャンパンルｰジュ, 70,西田雄, 0.2, 68,*  2,   5, 3,  6.4, ②①, 2,11,Ｊカムイミンタラ, 70,勝浦正, 0.0, 79,  15,* 16,11, 24.7,⑫⑫⑭, 2, 6,Ｅアドマイヤビジン, 66,松山弘, 0.1, 76, -11,* 18, 7, 10.9,⑧⑧⑧
 3,11,Ｆスリｰサウス, 55,鮫島良, 1.4, 57,  -8,   1, 5, 12.1,⑫⑮⑮, 3, 7,Ｅメイショウジビュス, 66,城戸義, 0.2, 68,   0,   8, 8, 21.4, ③③, 3,13,Ｄコスモユッカ, 74,丹内祐, 0.2, 75,* 21,  -4, 3,  6.9,②②②, 3, 9,Ｆゲットアテｰプ, 65,勝浦正, 0.2, 73,  -7,  10, 1,  3.9,⑤④③
 4, 6,Ｄオｰルドバルディｰ, 56,吉田隼, 1.5, 52,* -6,  -6, 6, 20.7,⑪⑤⑦, 4, 4,Ａマウントフジ, 71,丸田恭, 0.3, 67,  -1,   8, 5, 10.7, ⑤⑤, 4,16,Ｆインプレザリオ, 73,村田一, 0.3, 74,  17,   6, 2,  3.9,⑩⑩⑩, 4, 8,Ｄモンラッシェ, 68,松田大, 0.3, 74, -13,* 17, 8, 17.0,⑨⑨⑨
 5, 9,Ｂロｰドガンブラック, 58,菱田裕, 1.6, 52, -10,*  2, 3, 10.1,⑭⑯⑯, 5, 5,Ｉキャメロンロｰド, 63,黛弘人, 0.3, 67,  -5,  11,13, 57.8, ⑨⑧, 5, 2,Ｃテナシティｰ, 75,伊藤工, 0.4, 73,  13,  15, 1,  3.8,⑭⑯⑯, 5,10,Ｃサングラス, 69,古川吉, 0.3, 67,* -5,   3, 4,  8.3,①①①
 6,16,Ｅシャッツクヴェレ, 55,藤岡康, 1.9, 48,* -6, -10, 4, 10.7,⑥④④, 6,13,Ｆアイネクライネ, 66,松田大, 0.3, 67,  -6,* 12, 7, 13.5, ⑩⑨, 6, 5,Ｋチェイスザゴｰルド, 69,藤岡康, 0.4, 73,  14,  13, 5, 14.3,⑱⑮⑮, 6, 3,Ｈトシストロング, 62,国分優, 0.4, 72, -10,  11, 5,  8.8,⑥⑤⑤
 7,13,Ｇマイネルプレセンテ, 53,丹内祐, 2.0, 50,  -8,  -5, 9, 82.6,⑦⑩⑩, 7,16,Ｄタイセイクインス, 67,川須栄, 0.5, 66,   0,   5, 1,  4.0, ④④, 7, 4,Ｇフィオリア, 72,丸山元, 0.4, 73,* 19,  -2,15, 38.1,④④③, 7, 5,Ｇスｰリｰル, 63,藤岡康, 0.6, 68, -10,   9, 9, 21.9,⑦⑥⑥
 8, 5,Ｃワイマン, 56,伴啓太, 2.0, 48,  -7,  -6, 7, 41.4,⑧⑪⑪, 8, 9,Ｇヨゾラニネガイヲ, 66,勝浦正, 0.7, 63,  -8,  10, 4,  6.7, ⑪⑪, 8,15,Ｅクリビツテンギョ, 73,国分優, 0.5, 74,  13,  15, 4, 12.8,⑮⑰⑰, 8, 2,Ｊストロベリｰキング, 53,丸山元, 0.8, 69, -14,  14, 6,  9.3,⑩⑩⑩
