13年 4月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月28日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,滝桜賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｇイサミノキセキ, 54,中井裕,, 61,*  1,  -4, 8, 23.1, ①①, 1, 8,Ｂスノｰストｰム, 68,勝浦正,, 65,*  2,* -4, 3,  4.4,⑥⑥③, 1,13,Ａタングルジャングル, 77,吉田隼,, 74,*  6,*  6, 3,  4.6,①①①, 1,14,Ａモンシュシュ, 76,松田大,, 72,*  9,*  5, 3,  4.4,②②②
 2,11,Ｅデルマキタロウ, 58,村田一, 0.2, 58,* -1,  -5, 4,  6.9, ②②, 2, 9,Ｅロｰレルナガバナシ, 55,丹内祐, 0.7, 58,*  2, -15, 4, 13.9,③④⑤, 2,15,Ｃシルクプラズマ, 72,松田大, 0.1, 72,*  6,*  7, 4,  6.6,④④④, 2, 7,Ｄラロｰザブル, 68,西田雄, 0.1, 73,*  9,*  4, 4,  8.7,⑫③③
 3,15,Ｊバｰニｰズ, 52,黛弘人, 0.2, 57,  -6,* -1, 9, 33.7, ⑦⑥, 3,10,Ｉゲンキチタチカゼ, 51,嶋田純, 0.7, 58,*  2, -14, 5, 14.1,⑤⑤⑥, 3,12,Ｋエｰティｰオヤブン, 64,鮫島良, 0.5, 71,*  6,   2, 7, 18.5,②②③, 3, 1,Ｂショウナンアズサ, 71,勝浦正, 0.3, 71,   8,*  4, 1,  3.0,③④④
 4, 1,Ｉタオルチャン, 53,横山和, 0.5, 56,* -2,  -7, 6, 11.7, ③④, 4, 6,Ｃエｰシンヴィガｰ, 68,中井裕, 0.7, 58,   1, -10, 1,  2.7,⑨⑧⑦, 4,10,Ｂドリｰムリｰグ, 73,大野拓, 0.8, 67,   4,   1, 2,  4.0,③③②, 4, 5,Ｅダノンアイガｰ, 68,吉田隼, 0.6, 69,   6,*  5, 2,  3.9,⑤⑨⑥
 5, 3,Ｈオシャレバンチョウ, 53,松田大, 0.5, 54,  -6,* -3,11, 40.5, ⑧⑤, 5, 7,Ａブランドオン, 69,古川吉, 0.9, 58,   1, -13, 2,  3.2,⑧⑨⑧, 5, 8,Ｆエｰシンデュｰク, 68,中舘英, 1.3, 63,   4,  -1, 1,  3.6,⑦⑦⑥, 5, 8,Ｋブルｰバレット, 60,中谷雄, 0.8, 68,* 10,  -4, 8, 28.3,①①①
 6,14,Ｂバクシンパワｰ, 63,城戸義, 0.6, 54,  -3,  -7, 2,  4.9, ⑤③, 6, 4,Ｊマイネカトレア, 49,大野拓, 1.1, 54,*  2, -24, 9, 30.8,④③②, 6, 6,Ｍカバリノランパンテ, 60,古川吉, 1.4, 67,   2,   2,14,127.2,⑧⑩⑦, 6,13,Ｈゼンノコリオリ, 65,村田一, 0.9, 68,   8,  -2, 9, 34.0,④⑤⑤
 7,12,Ｃキャストロメファ, 62,大野拓, 0.8, 52,  -6,  -7, 3,  6.0, ⑥⑩, 7, 2,Ｈカツトシクン, 52,田中博, 1.2, 55,  -1, -13, 8, 25.5,⑪⑪⑪, 7, 3,Ｈレチタティｰヴォ, 67,宮崎北, 1.5, 64,   3,   0, 9, 36.0,⑪⑨⑨, 7,11,Ｉフクノカシオペア, 63,黛弘人, 1.2, 66,   3,   3,13,110.9,⑪⑫⑪
 8,16,Ｆベルウッドジンプウ, 58,丸山元, 0.9, 51,  -7,  -6, 5, 10.9, ⑨⑧, 8,11,Ｆエｰブドラエモン, 54,的場勇, 1.5, 52,*  2, -29, 6, 16.8,②②①, 8, 1,Ｎサルゴン, 59,丸山元, 1.6, 63,   4,  -3,12, 71.1,⑩⑥⑤, 8, 2,Ｊカッシｰニ, 63,宮崎北, 1.4, 62,   3,   1,10, 39.7,⑭⑬⑨
