13年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,刈谷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂバルザック, 59,鮫島良,, 56,  -4,*  2, 3, 11.9, ⑧⑦, 1,18,Ｇコアレスドラゴン, 54,藤岡康,, 59, -14,*  2, 5,  7.8, ⑮⑪, 1,10,Ａミルキｰブロｰド, 78,津村明,, 72,*  3,  10, 1,  2.1, ②②, 1,11,Ｄウィザｰズポケット, 73,松田大,, 79,* -1,  16, 1,  4.8,⑤③④
 2,13, アグネスコスモス,---,中井裕, 0.4, 51,  -9,*  1, 5, 17.5, ⑬⑪, 2,12,Ｆトウシンヴィｰナス, 54,松山弘, 0.2, 56,* -6,  -6, 6,  9.4, ⑤③, 2, 9,Ｄタニセンヴォイス, 72,中舘英, 0.0, 71,*  3,  10, 4, 10.1, ①①, 2,15,Ｊマカハ, 68,武豊  , 0.2, 75,*  0,  10, 2,  5.5,②②②
 3, 7,Ｄシゲルタテザ, 53,北村宏, 0.6, 48,  -7,  -2, 4, 12.3, ⑪⑬, 3, 2,Ｉラｰストチカ, 53,バルジ, 0.3, 54, -12,* -3, 4,  7.1, ⑥⑧, 3,12,Ｂデプロマトウショウ, 77,吉田隼, 0.3, 69,   0,  11, 3,  6.9, ⑤④, 3, 5,Ｌダイワアクシス, 66,北村宏, 0.3, 76,  -2,  13, 8, 11.2,⑧⑤⑥
 4, 1,Ｇイフウドウドウ, 45,田中勝, 0.6, 47, -12,*  3, 6, 19.3, ⑭⑭, 4,17,Ｈエイティグロｰリｰ, 53,勝浦正, 0.4, 54, -10,  -5, 7, 15.5, ⑪⑦, 4, 2,Ｈピオニエトウショウ, 68,川須栄, 0.5, 71,  -3,* 15, 5, 16.5, ⑪⑩, 4,12,Ｋサクラヴィクトリｰ, 68,吉田隼, 0.3, 78,  -8,* 22, 4,  8.8,⑬⑪⑬
 5, 2,Ａカトラス, 75,吉田隼, 0.6, 50,  -3,  -5, 1,  1.6, ⑦⑧, 5,15,Ｄショウナンバグｰス, 58,北村宏, 0.4, 53,  -9,  -7, 1,  4.3, ⑧⑥, 5, 7,Ｊドリｰムバラｰド, 65,横山和, 0.5, 68,  -3,* 12,13,116.8, ⑩⑫, 5,13,Ｅトキノサコン, 72,吉田豊, 0.5, 75,  -5,  15,12, 46.4,⑨⑨⑩
 6, 3,Ｍツヤマル, 14,川須栄, 0.8, 49,  -5,  -5, 7, 28.1, ⑩⑫, 6, 5,Ａベルエアファルコン, 64,丸山元, 0.5, 51, -15,* -3, 3,  5.9, ⑨⑬, 6, 8,Ｎフェニｰチェ, 62,大野拓, 0.5, 68,  -1,  11,10, 54.6, ⑦⑦, 6,16,Ｃグランマルシェ, 73,柴山雄, 0.8, 73, -10,* 19, 7,  9.3,⑯⑯⑯
 7,10,Ｃビｰナストリック, 58,宮崎北, 0.9, 47,   0, -11, 2,  6.2, ④④, 7, 7,Ｋバｰチャルツアｰ, 47,大野拓, 0.5, 51, -10,  -9,10, 33.5, ②④, 7,15,Ｇラリエット, 68,勝浦正, 0.8, 65,  -2,   9,12, 87.6, ⑨⑨, 7, 7,Ｆインディｰグラブ, 71,武幸四, 0.9, 71,  -8,  13, 5,  9.0,⑫⑬⑫
 8,16,Ｋオシャレバンチョウ, 33,松田大, 0.9, 49,*  3, -14,10, 37.6, ②②, 8,16,Ｃトシファイブスタｰ, 58,北村友, 0.6, 51, -16,* -3, 2,  4.4, ⑯⑮, 8,14,Ｅブライトポジｰ, 69,長岡禎, 0.9, 65,  -2,   8, 8, 25.2, ⑧⑧, 8, 2,Ｇダノンハロｰ, 71,中井裕, 0.9, 67,  -2,   5,10, 20.9,⑦⑥⑤
