13年 3月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月24日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,常総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｅキタサンミカヅキ, 52,武士沢,, 61, -13,* 12, 2,  3.7, ⑪⑩, 1, 8, トｰセンマグナム,,五十嵐,,,,, 1,  1.6,①①①, 1, 8,Ｊオメガエンブレム, 61,蛯名正,, 69,   4,   4, 7, 12.7,⑤③③, 1,10,Ａヴェルデグリｰン, 88,田辺裕,, 89,  -4,* 25, 2,  3.4,③⑥⑥
 2, 4,Ｃスノｰモンキｰ, 57,内田博, 0.1, 61,*  1,   0, 4,  5.9, ③④, 2,10, ガニオン,,金子光,192.8,,,, 8, 47.4,②③②, 2, 6,Ａサンデｰスイセイ, 73,嶋田純, 0.0, 68,   4,*  5, 5,  8.6,⑧⑤④, 2, 1,Ｃジョングルｰル, 88,蛯名正, 0.1, 87,  -4,  23, 1,  2.1,④⑤⑤
 3,12,Ａケｰジｰササニシキ, 61,三浦皇, 0.2, 59,*  3,  -3, 1,  2.7, ①①, 3,13, セイカペガサス,,大江原,193.0,,,, 2,  4.7,③②③, 3,10,Ｂフォｰミｰ, 73,武士沢, 0.5, 68,   0,*  7, 2,  4.2,⑨⑨⑧, 3, 6,Ｇニシノジャブラニ, 78,松岡正, 0.2, 85,* -2,  18, 7, 18.7,①①①
 4, 7,Ｂベルウッドジンプウ, 59,柴田善, 1.0, 52,*  2,  -9, 3,  4.1, ④③, 4, 1, ダイヤモンドハウス,,平沢健,193.8,,,, 3,  7.6,⑦⑥④, 4, 3,Ｆランブイエ, 64,松岡正, 0.8, 63,   4,  -2, 4,  8.1,②④⑤, 4, 2,Ｄフジマサエンペラｰ, 84,田中勝, 0.4, 87,  -7,* 26, 8, 19.9,⑪⑩⑧
 5, 9,Ｊフジフロｰラ, 36,横山和, 1.4, 48, -13,*  1,14,212.2, ⑫⑫, 5, 9, ウマテック,,高野和,194.3,,,, 6, 30.1,⑨⑦⑥, 5, 5,Ｃウエスタンルｰチェ, 71,石神深, 0.8, 64,*  5,  -3, 1,  2.8,③②②, 5, 3,Ｂアロマカフェ, 88,四位洋, 0.4, 82,* -3,  16, 4, 10.5,②③②
 5, 5,Ｄセプテンバｰロｰズ, 53,杉原誠, 1.4, 49,  -5,  -6, 6, 24.6, ⑤⑤, 6, 4, ユニバｰサルアゲン,,草野太,195.6,,,, 5, 17.2,④④⑤, 6, 1,Ｈレインボｰデイズ, 62,大野拓, 0.9, 65,   1,   5,10,120.7,⑩⑩⑨, 6, 4,Ｅアドマイヤブルｰ, 83,石橋脩, 0.5, 84,  -6,  21, 3,  8.4,⑤⑦⑩
 7,15,Ｈイデアリスタ, 44,中谷雄, 1.7, 46, -10,  -4,11, 83.7, ⑨⑧, 7, 3, イキシアグレイド,,浜野谷,196.3,,,,11,119.2,⑤⑤⑦, 7, 4,Ｅケイツｰクロｰト, 67,田中勝, 0.9, 63,   3,  -1, 6, 12.2,④⑥⑥, 7, 8,Ｊダノンミル, 75,三浦皇, 0.5, 87,  -7,* 25, 5, 13.3,⑨⑪⑨
 8,11,Ｆフレンドリｰゼウス, 48,江田照, 1.8, 46,  -4, -10,10, 74.8, ⑥⑥, 8, 7, ビュｰビｰナス,,黒岩悠,197.4,,,,14,263.1,⑪⑩⑧, 8, 2,Ｄコスモレイラ, 68,柴田大, 0.9, 63,   1,   2, 8, 13.0,⑥⑦⑦, 8, 7,Ｈウインマリアベｰル, 77,武士沢, 0.6, 81,  -4,  16,10,211.7,⑧④④
 9,10, レッドジュピタｰ,---,北村宏, 1.9, 44, -11,  -5, 5, 16.5, ⑩⑪, 9,14, ドラゴンフライ,,植野貴,197.6,,,, 7, 32.9,⑩⑨⑩, 9, 7,Ｉサラファン, 62,杉原誠, 1.4, 59,*  5,  -9, 3,  5.9,①①①, 9, 9,Ｋスマｰトリバティｰ, 74,古川吉, 0.7, 83,  -6,  21, 9, 63.7,⑩⑨⑦
10, 8, モルフェキッド,---,山崎亮, 1.9, 44,  -9,  -6,13,172.6, ⑧⑨,10, 5, マｰニｰ,,田村太,199.0,,,,12,123.5,⑫⑫⑫,10, 9,Ｇセンティラシオン, 64,今野忠, 2.7, 52,   2, -14, 9, 69.6,⑦⑧⑩,10,11,Ｆサクラボｰルド, 81,北村宏, 0.9, 79,  -6,  16, 6, 15.0,⑥⑧⑪
11,13,Ｋレディノボ, 28,大庭和, 2.1, 42,*  3, -19, 7, 52.8, ②②,11, 6, ロｰドギフテッド,,石神深,199.4,,,, 8, 47.4,⑬⑬⑬,,,,,,,,,,,,,11, 5,Ｉシンボリボルドｰ, 76,田中博, 1.0, 75,* -3,   9,11,236.4,⑦②③
12, 6, ヒｰフｰミｰチャン,---,嘉藤貴, 2.7, 38, -15,  -7, 9, 66.7, ⑬⑬,12,12, キングダンサｰ,,江田勇,199.8,,,, 4, 16.3,⑥⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
13, 2,Ｉスイｰトルンバ, 39,田中博, 2.7, 38,  -8, -14, 8, 53.4, ⑦⑦,13, 2, エｰスオブタッチ,,蓑島靖,200.9,,,,13,250.7,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
14,14,Ｇハッピｰハｰト, 44,二本柳, 3.4, 31, -17, -12,15,330.5, ⑭⑭,14,11, ブリｰジｰデイズ,,山本康,201.3,,,,10, 48.8,⑧⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,
15, 3,Ｌランフォｰス, 25,村田一, 4.4, 24, -23, -14,12,126.3, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:2),,,,,,,,,,,
"単勝:370円 複勝:01=140円 04=150円 12=120円 枠連:1,020円",,,,,,,,,,,,"単勝:160円 複勝:08=110円 10=630円 13=140円 枠連:1,260円",,,,,,,,,,,,"単勝:1,270円 複勝:08=310円 06=200円 10=190円 枠連:1,770円",,,,,,,,,,,,単勝:340円 複勝:10=130円 01=110円 06=320円 枠連:270円,,,,,,,,,,,
"馬連:1,210円 ワイド:01-04=430円 01-12=260円 04-12=370円",,,,,,,,,,,,"馬連:3,600円 ワイド:08-10=1,050円 08-13=190円 10-13=2,440円",,,,,,,,,,,,"馬連:4,380円 ワイド:06-08=1,330円 08-10=1,040円 06-10=600円",,,,,,,,,,,,馬連:340円 ワイド:01-10=170円 06-10=980円 01-06=640円,,,,,,,,,,,
"馬単:2,170円 3連複:920円 3連単:6,210円",,,,,,,,,,,,"馬単:4,570円 3連複:4,160円 3連単:23,280円",,,,,,,,,,,,"馬単:8,730円 3連複:5,590円 3連単:49,170円",,,,,,,,,,,,"馬単:710円 3連複:1,880円 3連単:7,000円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾏｰﾁｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
