13年 5月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1600m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立夏ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｉビッグダｰジリン, 48,吉田豊,, 64,* 11,  -6, 8, 21.0, ①①, 1,10,Ｂトｰセンハルカゼ, 63,内田博,, 70,*  6,* -7, 3,  4.4,⑤④④, 1, 5,Ａハコダテナイト, 76,田辺裕,, 77,   4,* 11, 1,  2.6, ⑤⑥, 1, 7,Ｂスズカセクレタｰボ, 85,戸崎圭,, 84,   1,* 24, 5,  8.9, ⑬⑬
 2,13,Ｇデンコウアロｰズ, 53,柴田善, 0.9, 54,   6,  -7, 5, 10.9, ⑧⑧, 2,11,Ａレッドオｰディン, 70,ウィリ, 0.1, 68,   4,* -4, 1,  2.4,⑩⑨⑦, 2, 3,Ｂデルマヌラリヒョン, 74,柴田善, 0.2, 75,   4,   8, 5,  7.4, ④③, 2,13,Ｃダンシングマオ, 85,北村宏, 0.2, 82,   3,* 20,12, 51.4, ⑪⑪
 3,16,Ｎアルデグロリア, 37,武士沢, 0.9, 55,   6,  -8, 9, 33.7, ⑥⑨, 3, 6,Ｄイｰグルモア, 61,石橋脩, 0.2, 67,*  8, -21, 2,  4.1,①①①, 3, 6,Ｃラロｰザブル, 70,石橋脩, 0.3, 77,   2,* 11, 3,  5.4, ⑧⑦, 3,12,Ａキョウワダッフィｰ, 87,岩田康, 0.2, 82,   6,  16, 1,  3.9, ⑥⑦
 4,12,Ｋシャインエフェクト, 44,石橋脩, 0.9, 56,*  9, -11,12,150.0, ②②, 4, 7,Ｃドラゴンウォｰ, 61,福永祐, 0.9, 62,   4, -17, 6, 14.5,④⑤⑤, 4, 4,Ｈサンダｰオｰシャン, 65,池添謙, 1.1, 70,   3,   2, 2,  5.0, ⑦⑤, 4, 2,Ｍカネトシイナｰシャ, 82,松山弘, 0.2, 82,   5,  18, 8, 23.0, ⑧⑧
 5, 2,Ｆマプティット, 53,岩田康, 1.0, 54,   3,* -3, 7, 19.7, ⑫⑫, 5, 5,Ｅヒストリアドリｰム, 59,池添謙, 1.2, 60,   4, -22, 9, 65.7,⑥⑥⑥, 5, 2,Ｄロｰレルアルトス, 70,蛯名正, 1.6, 68,  -2,   7, 7, 26.1, ⑨⑨, 5,15,Ｅサトノジョリｰ, 83,吉田豊, 0.3, 82,   3,  19,13, 53.4, ⑫⑫
 6, 7,Ｈリルバニヤン, 52,デムｰ, 1.0, 55,   6,  -8, 6, 19.6, ⑨⑦, 6, 1,Ｆヒカルスタｰダスト, 58,武士沢, 1.4, 58,   4, -23, 5, 11.7,⑦⑦⑧, 6, 1,Ｅゼンノコリオリ, 69,松山弘, 2.1, 63,   4,  -7, 8, 32.2, ③④, 6, 1,Ｏナリタスｰパｰワン, 81,福永祐, 0.5, 79,   6,  13, 4,  7.0, ⑦⑥
 7, 5,Ａフレックスハｰト, 59,浜中俊, 1.0, 54,   8, -11, 4, 10.2, ③③, 7, 4,Ｇテンカイチ, 54,吉田豊, 1.5, 58,   3, -20, 8, 57.5,⑧⑩⑩, 7, 9,Ｇヤマニンパンテオン, 66,吉田豊, 2.1, 65,  -1,   3,10, 71.3, ⑩⑩, 7, 5,Ｇヴィンテｰジイヤｰ, 83,田中勝, 0.5, 77,* 10,   8, 3,  5.8, ①①
 8, 6,Ｂカワイコチャン, 58,戸崎圭, 1.1, 53,   7, -10, 2,  3.3, ⑤④, 8,12,Ｊミヤビハカン, 46,柴田大, 1.5, 57,*  5, -32,12,206.2,②②②, 8, 7,Ｉエアロブンバ, 61,田中勝, 2.2, 60,   4, -10, 9, 40.6, ②②, 8,10,Ｉルグランヴォヤｰジ, 82,デムｰ, 0.6, 78,   8,  10, 7, 15.1, ⑤④
 9,10,Ｃフィｰルザロマンス, 58,横山典, 1.2, 51,   6, -11, 1,  3.2, ⑦⑥, 9, 2, ブラックファントム,---,戸崎圭, 2.3, 51,   0, -26, 7, 18.7,⑨⑧⑫, 9,10,Ｆナスノニシキ, 68,横山典, 2.8, 55,   2, -10, 4,  6.7, ⑥⑧, 9, 6,Ｊタイセイファントム, 82,ウィリ, 0.8, 77,   9,   8, 2,  4.1, ④③
10,15,Ｄコスモアンジェリケ, 56,柴田大, 1.3, 50,   4,  -9,10, 35.0, ⑩⑩,10, 9,Ｈエｰブドラエモン, 53,的場勇, 2.7, 50,   0, -32,11, 87.7,⑪⑪⑪,10, 8,Ｊドラグレスク, 59,太宰啓, 2.9, 58,*  6, -18, 6, 11.7, ①①,10,14,Ｈタイキソレイユ, 83,池添謙, 1.0, 76,   5,  11,10, 32.8, ⑨⑨
11, 8,Ｅヒエラポリス, 55,北村宏, 1.4, 49,   4, -10, 3,  4.6, ⑪⑪,11, 8,Ｋキョウエイカミング, 43,田辺裕, 3.3, 48,*  6, -55,10, 67.7,③③③,,,,,,,,,,,,,11, 9,Ｄエｰシンハダル, 84,川田将, 1.2, 73,*  9,   3,14, 59.9, ②②
12, 9, エンドレスラヴ,---,藤岡康, 1.6, 47,  -1,* -5,14,226.0, ⑬⑬,12, 3,Ｉダンスフェイム, 46,三浦皇, 3.7, 47,   3, -52, 4, 11.5,⑫⑫⑨,,,,,,,,,,,,,12,16,Ｌキクノストｰム, 82,三浦皇, 1.2, 73,   8,   4,11, 41.7, ③⑤
13,14,Ｍニシノマオジュｰ, 39,田辺裕, 2.5, 41,   7, -23,11,121.9, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,13, 3,Ｎサミットストｰン, 81,田辺裕, 1.3, 72,   4,   9, 9, 32.4, ⑩⑩
14, 3,Ｏミラクルベル, 33,三浦皇, 3.3, 35,  -9,  -8,13,197.8, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｋダイバクフ, 82,大下智, 1.4, 73,  -4,  18,15,210.1, ⑯⑯
15, 4,Ｊダイヤパッション, 44,杉原誠, 3.4, 33,  -3, -18,15,452.5, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｆエチゴイチエ, 83,川須栄, 1.5, 72,   0,  13, 6, 13.5, ⑮⑭
