13年 4月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月29日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-19,,,,,■ 7R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■10R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小名浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂリアライズブラザｰ, 63,内田博,, 61,*  6,*  1, 1,  2.9,⑤④③, 1,12,Ｂデルマネコムスメ, 65,内田博,, 66,  -1,*  6, 1,  1.7, ④③, 1,11,Ａカルブンクルス, 72,勝浦正,, 60,* -1,   6, 1,  1.8, ③③, 1,10,Ａダノンクリエｰタｰ, 76,松田大,, 70,*  6,   8, 1,  2.0,①①①
 2,10,Ａトミケンプレミオ, 66,宮崎北, 0.5, 55,*  7,  -5, 3,  5.6,①①①, 2,15,Ａメイショウラムダ, 66,中舘英, 0.9, 57,*  3,  -6, 2,  5.9, ②②, 2, 6,Ｂクラウンカイザｰ, 71,菱田裕, 0.1, 61,  -2,   6, 2,  4.3, ⑤⑤, 2, 2,Ｃメルシｰラスカル, 72,中井裕, 0.2, 72,   4,   9, 2,  5.5,⑤④②
 3,15,Ｇデルマカマイタチ, 53,大野拓, 0.6, 56,   3,*  0, 6, 19.2,⑦⑦⑤, 3,16,Ｃチェリｰシェル, 65,菅原隆, 1.2, 55,  -1,  -5, 8, 34.4, ③④, 3, 2,Ｇミヤジチョビ, 66,丸山元, 0.2, 59,  -2,   5, 6, 31.3, ④④, 3, 1,Ｉプリティｰマッハ, 65,横山和, 0.5, 74,   0,* 17, 9, 37.9,⑪⑬⑫
 4,14,Ｃナムライチバンボシ, 63,中井裕, 0.8, 56,*  7,  -7, 5,  7.6,②②②, 4,11,Ｆマリｰズミイ, 60,柴田大, 1.3, 53,  -5,  -2, 5, 16.2, ⑥⑥, 4, 3,Ｄタンブルブルｰタス, 70,内田博, 0.3, 58,  -3,   5, 3,  5.2, ⑦⑧, 4, 6,Ｇタガノナパヴァレｰ, 70,高倉稜, 0.5, 70,   2,* 12, 6, 16.6,⑨⑩⑧
 5, 3,Ｅクリノコトノオｰ, 59,高倉稜, 1.5, 51,   1,  -2, 4,  7.1,⑪⑩⑨, 5, 8,Ｋドニゼッティ, 48,勝浦正, 1.3, 54,  -7,   0, 9, 45.5, ⑧⑧, 5, 4,Ｃキクノラフィカ, 70,藤岡康, 0.4, 57,*  1,   1, 4, 10.1, ①①, 5, 9,Ｆリアライズナマステ, 71,戸崎圭, 0.6, 66,*  5,   5, 4,  8.0,③③④
 6, 4,Ｆカミナリコゾウ, 53,川須栄, 1.6, 51,*  6, -13, 7, 20.9,④③④, 6, 1,Ｈエｰシンアプロｰズ, 50,横山和, 1.3, 53, -17,*  7,12,122.5, ⑫⑫, 6,16,Ｉビｰキュｰト, 62,横山和, 0.4, 58,*  1,   1, 8, 55.4, ②②, 6,13,Ｂサダルメリク, 72,古川吉, 0.7, 69,*  5,   4, 5, 12.2,②②③
 7, 1,Ｉサザンビクトル, 46,嶋田純, 1.6, 47,   4, -11, 9, 46.6,⑥⑥⑦, 7,10,Ｄクニサキゼブライカ, 60,西田雄, 1.3, 53,*  3, -10, 4,  8.7, ①①, 7, 1,Ｆノボジュピタｰ, 67,田辺裕, 0.6, 54,  -6,   5, 5, 23.6, ⑧⑦, 7, 5,Ｅサンマルヴィエント, 71,津村明, 1.7, 61,   4,  -1, 7, 20.9,⑩⑦⑨
 8, 6,Ｎアルファジニアス, 36,勝浦正, 1.8, 50,  -4,*  5,13,157.8,⑭⑭⑭, 8, 9,Ｌハギノエルドラド, 47,鮫島良, 1.4, 53, -10,   1,11, 75.8, ⑨⑨, 8,10,Ｏオンワｰドナスキｰ, 56,黛弘人, 0.6, 56,  -2,   2,11,132.2, ⑥⑥, 8, 3,Ｄエクチュア, 72,内田博, 1.7, 62,   3,   1, 3,  5.8,⑬⑪⑪
 9, 8,Ｋタガノジュラｰレ, 43,古川吉, 1.9, 51,   0,  -4,11, 75.7,⑬⑪⑪, 9, 3,Ｇシキランマン, 51,吉田豊, 1.6, 52, -13,   3, 6, 20.0, ⑪⑪, 9, 5,Ｌハナズフレイム, 58,西田雄, 0.6, 55,  -8,   7,10,113.1, ⑪⑨, 9, 7,Ｋスズカアタック, 63,西村太, 1.8, 61,   3,  -1,11,118.9,⑦⑧⑤
10,12,Ｈデマジオ, 49,戸崎圭, 2.1, 45,   2, -10, 8, 31.0,⑩⑧⑧,10,14,Ｅストップザジョｰク, 60,戸崎圭, 1.7, 49,  -6,  -6, 3,  8.4, ⑦⑦,10, 8,Ｋウメジマダイオｰ, 59,嘉藤貴, 0.8, 53,  -7,   4,14,242.0, ⑨⑩,10,11,Ｊサハラブレイヴ, 65,荻野琢, 1.9, 57,   3,  -4,10, 95.1,④⑥⑥
11, 9,Ｊマイネルバリスタｰ, 44,黛弘人, 2.2, 46,   2, -10,12, 88.0,⑧⑨⑩,11, 6,Ｊタイキシャｰリｰ, 49,嶋田純, 2.2, 44,  -6, -10,13,138.4, ⑤⑤,11,14,Ｎトモヲエラババ, 57,杉原誠, 0.8, 53, -15,* 12,15,298.8, ⑮⑮,11,12,Ｌデミチンタ, 62,中谷雄, 2.1, 58,   3,  -4,12,191.5,⑧⑨⑩
12, 5,Ｄスティレット, 63,津村明, 2.8, 42,   4, -21, 2,  3.9,③⑤⑥,12, 5,Ｏアナタトトモニ,  2,丹内祐, 2.7, 42, -11,  -9,15,226.5, ⑩⑩,12, 7,Ｊハロｰエフェクト, 61,高倉稜, 1.0, 51, -14,*  9,13,161.8, ⑭⑬,12, 8,Ｍブラウシュタイン, 56,西田雄, 2.1, 61,   0,   4,13,310.6,⑫⑫⑬
