13年 7月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月21日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,尾頭橋特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｆルイカズマ, 43,浜中俊,, 62,* -1,*  5, 2,  3.4, ③②, 1, 5,Ａロッカデバルディ, 67,浜中俊,, 68,  -7,*  7, 1,  2.2,⑦⑨⑤, 1, 8,Ｂフィエロ, 74,浜中俊,, 78,* -4,  13, 1,  2.8, ②②, 1, 7,Ｂリックムファサ, 80,戸崎圭,, 77,   3,  12, 1,  3.3, ⑦⑥
 2, 2,Ｈドリｰムカイザｰ, 40,幸英明, 0.6, 57,  -4,*  2, 3,  8.4, ④③, 2,14,Ｆコスミックワンダｰ, 59,池添謙, 0.4, 67,  -9,*  9, 4,  5.9,⑰⑮⑭, 2,14,Ｄクロｰチェ, 73,和田竜, 0.2, 76,* -7,  13, 3,  6.8, ④⑤, 2,14,Ｆネオシｰサｰ, 78,岡田祥, 0.2, 76,  -4,* 18,12, 52.3, ⑭⑭
 3,10,Ｇミヤジカｰルソン, 42,高倉稜, 0.8, 54,  -5,*  1, 4, 14.8, ⑤⑤, 3, 6,Ｂシゲルオヒツジザ, 66,松山弘, 0.5, 65,  -8,*  5, 2,  5.3,⑬⑪⑩, 3, 5,Ａキタサンエピソｰド, 74,川田将, 0.3, 73,* -4,   8, 2,  4.7, ①①, 3,15,Ｅトップオブザヘヴン, 78,浜中俊, 0.3, 74,  -3,  14, 3,  6.2, ⑬⑬
 4, 1,Ａトラディション, 51,武豊  , 1.5, 49,*  0, -10, 1,  1.7, ①①, 4,15,Ｃルペｰルノエル, 63,福永祐, 0.7, 60,  -7,  -3, 5,  7.6,⑨⑧⑦, 4,13,Ｎダノンドリｰム, 61,戸崎圭, 0.3, 76,  -9,* 16, 7, 17.3, ⑦⑧, 4,11,Ｄアランルｰス, 78,武豊  , 0.3, 76,   4,   9, 5, 10.2, ⑧⑨
 5, 4,Ｌアスタｰクレバｰ, 30,国分優, 2.2, 42,  -7, -10, 9, 77.6, ⑦⑦, 5,10,Ｄトウカイプリｰズ, 61,幸英明, 0.7, 65,  -9,*  5, 3,  5.6,⑯⑯⑮, 5, 2,Ｃスピｰクソフトリｰ, 73,武幸四, 0.4, 75,  -9,* 14, 6, 14.0, ⑨⑥, 5, 4,Ｏアンリヴィｰルド, 70,武幸四, 0.4, 77,*  7,   4, 6, 14.2, ②②
 6,11,Ｃデンコウガイア, 47,内田博, 2.3, 42, -17,   0, 6, 33.3, ⑯⑭, 6, 3,Ｈカイザｰカフェ, 54,武幸四, 1.3, 58, -10,   1,12,165.9,⑱⑱⑱, 6, 9,Ｌジｰブラック, 66,高倉稜, 0.6, 74, -11,* 16,10, 42.9, ⑭⑬, 6, 9,Ａカシノインカロｰズ, 80,酒井学, 0.4, 74,  -4,  15, 2,  4.3, ⑫⑫
 7,14,Ｄダンシングバトｰ, 45,太宰啓, 2.3, 43,  -5, -12, 5, 20.1, ⑥⑥, 7,13,Ｅダノングラッド, 60,中井裕, 1.3, 52,* -3, -17, 8, 42.9,⑪④③, 7,12,Ｍサダムコｰテイ, 62,松山弘, 0.6, 72, -10,  13, 4,  8.2, ⑪⑫, 7, 3,Ｌナリタシｰズン, 74,松山弘, 0.6, 72, -12,* 20,13, 63.7, ⑯⑯
 8,12,Ｋウインマティｰニ, 34,中井裕, 2.5, 41,  -8, -11,16,259.4, ⑨⑩, 8, 4,Ｌビｰビｰダンク, 50,戸崎圭, 1.6, 47,* -5, -19,10, 88.2,④⑤④, 8,18,Ｏラヴァｰズポイント, 60,酒井学, 0.6, 71,  -8,  10, 8, 29.4, ⑧⑨, 8, 1,Ｉレッツゴｰマｰクン, 75,柴山雄, 0.7, 72,  -3,  12, 8, 22.1, ⑪⑩
 9, 3,Ｂブルｰホｰル, 50,柴山雄, 2.5, 40, -12,  -7,14,187.2, ⑬⑫, 9,18,Ｑイセノファルコン, 37,柴山雄, 1.6, 46,* -4, -22,16,348.8,③③②, 9, 4,Ｆノｰブリｰ, 71,藤岡康, 0.7, 71, -11,  13, 5,  9.0, ⑩⑪, 9,10,Ｋトイボックス, 74,中井裕, 0.7, 73,   1,   8,14, 66.6, ⑨⑧
10, 8,Ｏシゲルオワリ, 23,小牧太, 2.5, 42,  -9,  -8,12,130.9, ⑪⑪,10, 7,Ｊシゲルウミヘビザ, 53,熊沢重, 1.8, 51, -11,  -7,11, 93.8,⑮⑰⑰,10, 7,Ｈトルネｰドミノル, 68,太宰啓, 0.9, 68,  -9,   8,15,131.4, ⑥⑦,10, 8,Ｊガｰルズストｰリｰ, 74,藤懸貴, 0.8, 71,   7,   1,11, 33.4, ③③
11,13,Ｉコスモフラッグ, 38,柴田大, 2.6, 38,  -8, -12,10,100.7, ⑩⑨,11, 8,Ｏテイケイカトレヤ, 43,田村太, 2.1, 45,  -8, -17,18,477.6,⑧⑩⑫,11,10,Ｋメイショウムロト, 66,福永祐, 0.9, 70, -13,  13,12, 52.2, ⑮⑭,11,12,Ｈイッツアチャンス, 76,福永祐, 0.8, 70,* 10,  -3,10, 31.4, ①①
12, 5,Ｅバンブｰカッサｰノ, 45,和田竜, 3.2, 34,* -1, -24, 7, 41.1, ②④,12,12,Ｋサワヤカハンサム, 51,森一馬, 2.3, 42,  -6, -24,17,410.2,⑥⑦⑧,12, 1,Ｐディパッション, 59,内田博, 1.2, 63,* -6,   0,14, 80.2, ③④,12, 6,Ｎシゲルオウシザ, 72,国分優, 0.8, 70,   2,   4, 9, 23.8, ⑥⑦
13,15,Ｐシンゼンタイガ, 19,武幸四, 3.2, 36, -16, -10,13,171.4, ⑮⑮,13,17,Ｐスズカルミナリｰ, 40,酒井学, 2.3, 42,  -8, -21,13,239.1,⑭⑫⑪,13, 6,Ｉエイユｰラピス, 68,柴山雄, 1.3, 63, -12,   5,16,191.4, ⑫⑩,13, 2,Ｐマッシヴリｰダｰ, 63,熊沢重, 0.8, 73,   5,   2,15,138.9, ④④
14, 7,Ｎクラウンマリリン, 29,松山弘, 3.4, 32,  -7, -20, 8, 50.4, ⑧⑧,14, 9,Ｎクリムトキッス, 46,藤岡康, 3.2, 33,  -8, -36, 6, 36.7,⑤⑥⑨,14,11,Ｅスマｰトアｰサイト, 72,武豊  , 1.4, 64, -15,   9,13, 62.1, ⑯⑯,14,16,Ｍラヴフェアリｰ, 72,水口優, 1.0, 69,  -5,  10,16,366.6, ⑮⑮
15, 6,Ｊコウエイロンド, 36,藤懸貴, 3.9, 27, -12, -20,15,233.7, ⑫⑬,15, 2,Ｍスナｰクスクリプト, 46,国分優, 3.4, 34,  -9, -33,14,298.3,⑫⑭⑬,15,15,Ｇロゼッタストｰン, 70,小牧太, 1.4, 64, -15,   9, 9, 35.6, ⑱⑰,15,13,Ｃアテｰナｰズブレス, 79,池添謙, 1.1, 68,   2,   3, 4,  7.6, ⑩⑪
16,16,Ｍモウイイデショウ, 30,戸崎圭, 4.9, 18, -12, -28,11,108.1, ⑭⑯,16,11,Ｇサダムサロペット, 56,藤懸貴, 3.9, 30,* -4, -56, 7, 37.5,①①①,16, 3,Ｑシュｰサクオｰ, 58,鮫島良, 1.4, 60,* -6,  -3,17,342.5, ⑤③,16, 5,Ｇトｰホウペガサス, 76,幸英明, 1.8, 61,   5,  -7, 7, 18.1, ⑤⑤
,,,,,,,,,,,,17, 1,Ｉアキノライセンス, 54,小牧太, 4.4, 26, -11, -44, 9, 84.0,⑩⑬⑯,17,17,Ｊシゲルシバグリ, 68,藤懸貴, 1.6, 60, -13,   4,11, 47.5, ⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,18,16,Ｒホウショウザクラ, 17,高倉稜, 7.7,-21,  -6, ---,15,344.7,②②⑥,18,16,Ｒサンマルリバティ, 57,国分優, 1.9, 59, -17,   5,18,568.1, ⑰⑱,,,,,,,,,,,,
