13年 8月 3日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月 3日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,陸奥湾特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄアｰスウィンド, 38,勝浦正,, 43,*  4, -27, 3,  9.3,⑤②②, 1, 3,Ｅビップイシマツ, 56,松田大,, 66,   0,* -1, 8, 35.1, ④③, 1,10,Ｅスカｰレル, 72,柴山雄,, 77,*  3,* 17, 6, 12.5,②②②, 1, 6,Ｄアルティスト, 75,藤田伸,, 78,   0,* 18, 2,  3.2,⑨⑧⑧
 2, 1,Ｇブラウ, 35,丸山元, 0.3, 39,   3, -27, 5, 11.7,②③③, 2, 1,Ｃショウナンパレット, 58,勝浦正, 0.3, 62,  -1,  -4, 2,  4.2, ⑤⑤, 2, 1,Ｂハヤブサペコチャン, 77,吉田隼, 0.5, 74,   2,  14, 2,  3.5,③③③, 2,10,Ｆネコタイショウ, 68,勝浦正, 0.1, 73,*  5,   6, 4,  9.0,①①①
 3, 2,Ｃサンアンドムｰン, 40,津村明, 0.4, 41,   2, -27, 4, 11.1,④⑤⑤, 3,11,Ｆアギャント, 53,竹之下, 0.5, 61,*  3, -10, 4, 13.6, ②②, 3, 3,Ｇトゥザレジェンド, 67,川須栄, 0.6, 74,  -1,* 16, 4,  5.8,⑥⑧⑦, 3, 9,Ｃダノンフェニックス, 78,松田大, 0.1, 72,*  4,   8, 5, 14.2,②②②
 4, 6,Ｆコスモディクシｰ, 37,丹内祐, 0.4, 39,  -1,*-20, 6, 31.9,⑦⑦⑦, 4, 5,Ｋミリオンジス, 46,横山和, 0.6, 56, -10,*  1,12,178.4, ⑬⑪, 4, 2,Ｃシンワウォッカ, 72,四位洋, 0.8, 73,   1,  12, 7, 13.2,⑤⑥⑤, 4, 3,Ａブラインドサイド, 80,四位洋, 0.2, 71,*  4,   7, 1,  2.5,④③③
 5, 3,Ｅダッシュスライダｰ, 37,横山和, 0.4, 39,   0, -23, 7, 60.2,⑥⑥⑥, 5,15,Ａエリモフロｰラ, 69,丸山元, 0.9, 54,  -1, -12, 1,  2.0, ⑥⑥, 5, 9,Ｊフィｰルザロマンス, 66,藤田伸, 1.5, 67,*  2,   3, 5, 10.2,①①①, 5, 5,Ｈメジロミドウ, 64,黛弘人, 0.3, 72,   3,   9,10, 76.5,③④④
 6, 7,Ａノｰスショアビｰチ, 45,村田一, 0.9, 36,   2, -34, 2,  5.4,③④④, 6,16,Ｄエメラルドタワｰ, 57,川島信, 0.9, 53,  -8,  -5, 6, 19.9, ⑫⑩, 6, 5,Ｈトゥルヴァｰユ, 67,三浦皇, 1.8, 63,   1,   3, 3,  5.0,⑦⑤④, 6, 4,Ｅゼログラヴィティｰ, 73,川須栄, 0.3, 74,   1,  13, 7, 19.2,⑤⑦⑦
 7, 4,Ｂアクシア, 45,黛弘人, 1.1, 33,*  4, -43, 1,  1.4,①①①, 7, 4,Ｊショウナンアズｰリ, 47,荻野琢, 1.0, 52,  -6,  -8,15,303.0, ⑨⑫, 7, 4,Ｄトレジャｰチェスト, 72,横山和, 2.0, 61,   1,   0, 8, 34.6,⑩④⑥, 7, 8,Ｇメイショウリョウマ, 67,菱田裕, 0.3, 73,   2,  10, 6, 17.5,⑦⑥⑥
,,,,,,,,,,,, 8, 8,Ｈスタｰボウ, 51,丸田恭, 1.1, 49, -12,  -4, 5, 15.0, ⑮⑬, 8, 7,Ａジャズダンサｰ, 77,丸田恭, 3.0, 54,   1,  -6, 1,  3.3,④⑦⑧, 8, 1,Ｂマデイラ, 79,吉田隼, 0.4, 70,   3,   9, 3,  5.1,⑥⑤⑤
,,,,,,,,,,,, 9, 6,Ｍピンクダイヤモンド, 42,上村洋, 1.2, 51,  -9,  -5,14,285.6, ⑭⑮, 9, 8,Ｉアリエルシチｰ, 67,城戸義, 3.1, 56,  -3,  -1, 9,225.3,⑨⑩⑩, 9, 2,Ｉファストソング, 62,丸田恭, 0.6, 70,   0,  13, 8, 47.7,⑧⑨⑨
,,,,,,,,,,,,10, 7,Ｇメイショウゴリン, 52,伴啓太, 1.2, 48,  -9,  -8, 7, 22.7, ⑪⑭,10, 6,Ｆフジドリｰム, 69,丹内祐, 3.4, 56,  -1,  -4,10,236.6,⑧⑨⑨,10, 7,Ｊトウショウバラｰド, 55,伴啓太, 1.3, 63,   0,   3, 9, 55.0,⑩⑩⑩
,,,,,,,,,,,,11, 2,Ｏタイセイスカイ, 40,秋山真, 1.3, 48,  -5, -13, 9, 37.4, ⑧⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,12,14,Ｎジュｰヌフルｰル, 41,吉田隼, 1.6, 43,  -6, -16,11, 47.2, ⑩⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,12,Ｂレｰヴドプランス, 60,三浦皇, 1.8, 44,*  2, -26, 3,  6.0, ③④,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14,13,Ｉヴィラデステ, 50,柴山雄, 1.9, 41,  -2, -23,10, 45.8, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15,10,Ｐガッテンテン, 40,丹内祐, 2.0, 42,*  4, -31,16,305.2, ①①,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 9,Ｌジパング, 46,川須栄, 3.3, 26, -21, -23,13,270.7, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-16 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,
単勝:930円 複勝:05=760円 01=850円 枠連:0円,,,,,,,,,,,,"単勝:3,510円 複勝:03=740円 01=160円 11=350円 枠連:6,650円",,,,,,,,,,,,"単勝:1,250円 複勝:10=270円 01=160円 03=180円 枠連:1,180円",,,,,,,,,,,,単勝:320円 複勝:06=140円 10=270円 09=320円 枠連:780円,,,,,,,,,,,
"馬連:3,440円 ワイド:01-05=780円 02-05=580円 01-02=840円",,,,,,,,,,,,"馬連:6,710円 ワイド:01-03=1,690円 03-11=6,440円 01-11=840円",,,,,,,,,,,,"馬連:1,680円 ワイド:01-10=570円 03-10=1,200円 01-03=380円",,,,,,,,,,,,"馬連:2,530円 ワイド:06-10=800円 06-09=720円 09-10=1,160円",,,,,,,,,,,
"馬単:8,720円 3連複:5,070円 3連単:45,730円",,,,,,,,,,,,"馬単:18,260円 3連複:25,960円 3連単:195,180円",,,,,,,,,,,,"馬単:4,330円 3連複:3,770円 3連単:28,550円",,,,,,,,,,,,"馬単:4,200円 3連複:5,620円 3連単:26,930円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1700m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,STV杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｈバｰニｰズ, 56,三浦皇,, 67,* -2,*  6, 3,  6.2, ②②, 1, 6, メイショウスミトモ,---,古川吉,, 52,  -6,* -5, 7, 21.7,⑦⑧⑤, 1, 1,Ｂエリモフェザｰ, 70,黛弘人,, 71,*  1,*  9, 2,  4.0, ②②, 1, 6,Ｅメジロツボネ, 75,黛弘人,, 76,  -5,  11, 5,  8.7, ④④
 2, 1,Ａウイッチワンド, 67,丹内祐, 0.3, 66,  -4,*  6, 1,  1.8, ④④, 2, 7, ハイベストバイオ,---,荻野琢, 0.1, 47,  -8,* -3, 5, 13.8,⑨⑨⑧, 2, 3,Ｄマウントフジ, 70,丸田恭, 0.6, 66,  -2,   5, 5, 12.5, ③③, 2,11,Ｊヤマニンプチガトｰ, 70,藤田伸, 0.0, 77,  -8,  14, 3,  6.3, ⑥⑥
 3, 5,Ｆメイショウアシタバ, 59,古川吉, 0.4, 64,  -4,*  4, 4,  9.2, ③③, 3, 2, ライトオブホｰプ,---,柴山雄, 0.4, 47,  -5, -11, 3,  8.4,⑤④④, 3, 9,Ｇオンワｰドセジｰル, 68,勝浦正, 0.8, 64,  -8,*  7, 6, 17.3, ⑨⑨, 3, 2,Ｄレッドガルシア, 76,松田大, 0.0, 75,  -8,  14, 6, 12.1, ⑤⑤
 4, 2,Ｂレｰヴイマｰジン, 62,藤田伸, 0.5, 64,* -1,   1, 2,  5.2, ①①, 4, 9, コスモトレント,---,丹内祐, 0.7, 46,  -5, -12, 9, 39.4,⑧⑤⑦, 4, 5,Ｆレゼトワｰル, 69,藤田伸, 0.9, 64,  -5,   4, 3,  4.6, ⑥⑦, 4,13,Ｂワキノブレイブ, 77,四位洋, 0.1, 75, -10,  15, 1,  3.4, ⑧⑧
 5, 9,Ｇシキランマン, 57,勝浦正, 0.9, 59,  -6,   2, 9, 59.6, ⑥⑤, 5, 1, リオヴェラ,---,三浦皇, 1.0, 43,  -6, -13, 2,  3.9,⑥⑥⑥, 5, 8,Ｅクレバｰデステニｰ, 70,村田一, 0.9, 64,  -4,   4, 1,  2.7, ⑦⑧, 5, 8,Ｇゴｰルデンムｰン, 74,三浦皇, 0.2, 75, -12,  15, 2,  4.4, ⑩⑩
 6, 8,Ｃゴｰルドマズル, 61,田中博, 1.2, 55,  -6,  -1, 6, 20.5, ⑤⑦, 6,11, セクシｰボｰイ,---,丸田恭, 1.1, 40,* -4, -19, 4,  9.2,②②②, 6, 7,Ｉセイントデジタル, 62,川島信, 1.1, 61,  -8,   4, 8, 32.3, ⑧⑥, 6, 4,Ｃニシノカチヅクシ, 76,柴山雄, 0.2, 73,  -9,  13, 7, 15.0, ⑦⑦
 7,12,Ｉチサト, 52,横山和, 1.3, 53, -10,  -1, 8, 32.5, ⑧⑧, 7,10, キングガンホｰ,---,丸山元, 1.4, 40,* -4, -22, 6, 20.7,①①①, 7,10,Ａコロカムイ, 71,小林徹, 1.1, 62,*  2,  -2, 7, 17.3, ①①, 7, 3,Ｆトレノソルｰテ, 74,川須栄, 0.3, 73, -12,  14,15,138.7, ⑨⑨
 8,11,Ｅベルウッドジンプウ, 60,伴啓太, 1.3, 53, -12,   1, 7, 27.6, ⑪⑩, 8, 3, ウッドフォｰド,---,秋山真, 1.5, 39,  -5, -20, 1,  2.0,③③③, 8, 4,Ｃフォｰスフル, 70,柴山雄, 1.2, 60,  -2,  -1, 4,  5.6, ④④, 8,16,Ｉシゲルシゲザネ, 71,川島信, 0.3, 73, -14,* 16, 9, 24.2, ⑬⑪
 9, 7,Ｋクリアプロフィット, 47,丸山元, 1.3, 53,  -8,  -2,11,309.3, ⑦⑥, 9, 5, ペイシャンスゼｰタ,---,横山和, 3.1, 28, -10, -25,10, 44.3,⑪⑩⑩, 9, 6,Ｈプリサイストップ, 67,松田大, 1.7, 55,  -2,  -5, 9,137.6, ⑤⑤, 9, 1,Ａメイショウヒデタダ, 77,吉田隼, 0.4, 69,  -5,   6, 4,  8.2, ③③
10, 6,Ｊマリンレイ, 47,松田大, 1.9, 46, -12,  -4,10, 89.5, ⑩⑨,10, 4, ウインヴォイジャｰ,---,黛弘人, 3.8, 21, -12, -29,11, 78.6,⑩⑪⑪,10, 2,Ｊイクラン, 49,田中博, 2.4, 46, -26,   4,10,300.7, ⑩⑩,10,10,Ｍセイウンチカラ, 69,秋山真, 0.6, 67,* -3,   1, 8, 17.9, ②②
11,10,Ｄキタサンヤマビコ, 61,小林徹, 2.1, 47,  -9,  -6, 5, 14.6, ⑨⑪,11, 8, ミリオンブライト,---,勝浦正, 4.1, 23,  -6, -40, 8, 29.8,④⑦⑨,,,,,,,,,,,,,11, 7,Ｌツクバリンカｰン, 69,古川吉, 0.6, 69, -17,  15,10, 33.8, ⑭⑫
12, 4,Ｌカシノスペル, 37,荻野琢, 3.7, 26, -22, -15,12,481.6, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,,12,15,Ｏジョｰジジョｰジ, 67,丸田恭, 0.6, 70, -20,* 18,12, 78.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｈラベンダｰカラｰ, 72,菱田裕, 0.7, 68, -14,  11,13, 95.6, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｋリベルタドｰレス, 70,丸山元, 1.0, 61,* -1,  -5,11, 38.8, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｎサクラシリアス, 69,津村明, 1.0, 63, -13,   6,16,246.4, ⑪⑬
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,Ｐベストブルｰム, 65,勝浦正, 1.1, 63, -17,   9,14,138.0, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
