13年 5月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月18日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9, 3,Ｆゴｰイングベル, 61,岡田祥, 2.1, 49,  -7,  -4, 9, 24.2,⑥⑨⑨, 9, 6,Ｇアスカノトゥｰレ, 56,熊沢重, 1.7, 60,   4,  -8, 9, 65.0,⑪⑪⑩, 9, 9,Ｅピｰスフルアｰス, 67,菱田裕, 0.8, 62,   8, -20, 3,  6.6, ⑤⑤, 9, 4,Ｊマイネルガブリエル, 60,丹内祐, 1.0, 61,   9, -24,12, 99.1, ⑤⑦
10, 7,Ｏタカラクルｰズ, 34,柴山雄, 2.3, 47,  -3, -12,12,195.5,⑮⑤⑦,10, 1,Ｈニュｰワｰルド, 54,吉田隼, 2.5, 49,   5, -17, 8, 30.2,⑨⑧⑨,10,12,Ｍバｰジンロｰド, 57,山崎亮, 1.3, 57,   6, -20,13,226.2, ⑨⑨,10, 7,Ｃネコタイショウ, 66,西田雄, 1.1, 59,* 13, -30, 5, 15.2, ①①
11,12,Ｎタケデンアルプス, 41,横山和, 2.8, 45,  -9,  -7,14,353.6,⑧⑫⑪,11,14,Ｉアルファジニアス, 52,中谷雄, 2.5, 50,   6, -17,12,206.8,⑩⑨⑧,11, 1,Ｂサングップ, 72,中井裕, 1.5, 54,* 11, -35, 1,  3.0, ④③,11, 6,Ｉポイントキセキ, 61,中舘英, 1.1, 60,   9, -25, 8, 24.2, ⑧⑧
12,11,Ｌパワｰオブシャドｰ, 47,熊沢重, 3.2, 47,  -6, -14,13,226.2,⑭⑩⑩,12,11,Ｊケイツｰモリガン, 51,木幡初, 2.7, 50,   3, -12,14,307.1,⑭⑬⑬,12, 4,Ｌダンスインザスカイ, 60,菅原隆, 1.6, 54,   4, -21,12, 92.1, ⑪⑪,12, 8,Ｈタカノハｰバｰ, 61,松田大, 1.5, 56,* 11, -35, 7, 22.2, ③③
13,10,Ｍシスタｰエアｰ, 45,山崎亮, 3.2, 43,  -9,  -9,15,480.6,⑨⑭⑬,13, 5,Ｍドリｰムプレイヤｰ, 45,松田大, 4.5, 36,   7, -37, 6, 20.6,⑦⑦⑦,13,10,Ｆマイネルドルチェ, 66,平野優, 5.1,  7,  10, -87, 4,  8.5, ②②,13,13,Ｌロジウエスト, 59,菱田裕, 1.8, 54,* 12, -41,10, 64.9, ②②
14,13,Ｋフェイマスシｰン, 49,黛弘人, 3.3, 42,  -8, -11,10, 54.0,⑩⑪⑫,14, 3,Ｏロングボラｰレ, 42,高倉稜, 5.6, 31,  -1, -31,10, 96.2,⑫⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
15, 2,Ｈノヴォパンゲア, 59,吉田隼, 5.9, 25,  -9, -33, 8, 19.8,⑫⑬⑮,15,10,Ｎグレｰトエスケｰプ, 44,勝浦正, 8.1, 21,   3, -60,11,201.3,①⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,240円 複勝:04=210円 06=110円 01=160円 枠連:360円",,,,,,,,,,,,"単勝:180円 複勝:13=120円 12=300円 09=390円 枠連:1,010円",,,,,,,,,,,,"単勝:1,410円 複勝:07=380円 11=1,110円 05=230円 枠連:1,930円",,,,,,,,,,,,"単勝:7,770円 複勝:10=1,340円 09=230円 05=610円 枠連:3,400円",,,,,,,,,,,
"馬連:2,250円 ワイド:04-06=450円 01-04=1,000円 04-05=440円",,,,,,,,,,,,"馬連:1,110円 ワイド:12-13=390円 09-13=750円 09-12=2,130円",,,,,,,,,,,,"馬連:30,960円 ワイド:07-11=8,230円 05-07=990円 05-11=4,460円",,,,,,,,,,,,"馬連:22,480円 ワイド:09-10=5,820円 05-10=10,650円 05-09=1,660円",,,,,,,,,,,
"馬単:5,280円 3連複:2,650円 3連単:18,840円",,,,,,,,,,,,"馬単:1,390円 3連複:4,830円 3連単:12,880円",,,,,,,,,,,,"馬単:61,650円 3連複:35,590円 3連単:282,900円",,,,,,,,,,,,"馬単:56,550円 3連複:107,440円 3連単:953,110円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  芝1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1200m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大日岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂバルトロメオ, 66,北村友,, 64,  -2,*  4, 1,  2.0, ⑥⑤, 1, 5,Ａカッパドキア, 63,松田大,, 59,*  1,  -4, 1,  2.8,⑦②②, 1,13,Ｅアンゲネｰム, 63,吉田隼,, 73,*  1,   7, 1,  3.4,   , 1,15,Ｋナムラハヤテ, 71,松田大,, 78,  -2,  12, 6, 13.1, ⑩⑨
 2, 5,Ｃオリエンタルサン, 63,藤岡康, 0.3, 61,  -8,*  8, 5, 13.9, ⑪⑨, 2,10,Ｃエｰシンヴィガｰ, 60,藤岡康, 0.1, 59,*  0,  -1, 2,  3.2,⑮④④, 2, 9,Ｃレヴァンタｰル, 66,黛弘人, 0.0, 73,  -2,* 10, 4,  8.3,   , 2,13,Ｍテイエムコウノトリ, 69,柴山雄, 0.1, 76,  -3,  12,10, 17.6, ⑫⑩
 3,13,Ｆマリｰズミイ, 58,柴山雄, 0.4, 61,*  4,  -4, 3, 10.9, ②②, 3,12,Ｈヤギリハｰツ, 57,木幡初, 0.1, 63,  -3,*  8,10, 32.9,⑬⑩⑩, 3,14,Ｎオｰパルス, 57,柴山雄, 0.3, 68,*  1,   3, 6, 13.2,   , 3,16,Ｈヤマニンプチガトｰ, 73,鮫島良, 0.3, 73, -10,* 15, 9, 16.8, ⑭⑬
 4, 1,Ｄドレッシｰスタイル, 61,木幡初, 0.4, 61,   1,  -2, 6, 14.4, ④④, 4, 4,Ｂルｰメア, 62,中井裕, 0.2, 60,  -3,   3, 3,  8.1,⑨⑧⑧, 4,15,Ｂリネンヴィヴィッド, 66,木幡初, 0.3, 67,  -3,   5, 9, 18.2,   , 4, 3,Ｅイントゥザストｰム, 76,高倉稜, 0.3, 74,  -9,* 16,14, 69.0, ⑬⑭
 5,14,Ａベルモントホウオウ, 71,津村明, 0.4, 60,*  3,  -4, 2,  3.4, ③③, 5,11,Ｉピｰスワントゥルｰ, 56,菱田裕, 0.2, 62,  -4,*  9, 9, 26.0,⑯⑬⑫, 5, 8,Ｍダｰクアイリス, 57,中井裕, 0.5, 65,*  2,  -2, 5, 10.2,   , 5, 8,Ｊストロングロビン, 72,木幡初, 0.3, 73,   6,   0, 8, 15.8, ⑤⑤
 6, 7,Ｉウイッチワンド, 53,丹内祐, 0.6, 60,  -5,   3,13,173.4, ⑨⑧, 6, 3,Ｇロｰレルナガバナシ, 58,丹内祐, 0.2, 59,  -1,   0, 8, 22.6,④⑥⑤, 6, 1,Ｊディｰプランマ, 59,勝浦正, 0.6, 63,  -9,   6,12, 59.0,   , 6, 6,Ｇアブマｰシュ, 75,黛弘人, 0.3, 74,   1,   5,11, 17.7, ⑥⑥
 7,10,Ｈマキャヴェッリ, 54,古川吉, 0.8, 59,  -3,  -1, 7, 21.9, ⑧⑦, 7, 9,Ｊケンブリッジアｰサ, 55,北村友, 0.2, 64,  -4,* 11, 7, 21.2,⑭⑭⑬, 7,10,Ｋワイズアンドクｰル, 58,嶋田純, 0.6, 63,*  1,  -1, 7, 15.8,   , 7, 7,Ｂモエレフルｰル, 82,大野拓, 0.4, 72,   8,  -3, 2,  4.9, ④③
 8,15,Ｇドニゼッティ, 56,勝浦正, 0.8, 57,   1,  -4, 4, 13.1, ⑤⑥, 8, 1,Ｅマイネルゼｰタ, 58,柴山雄, 0.2, 61,  -3,   6, 4,  8.2,⑪⑨⑨, 8,12,Ｄメリｰチャン, 65,丸田恭, 0.8, 60,*  3,  -5, 2,  4.2,   , 8,10,Ｌダイワカリエンテ, 71,古川吉, 0.4, 72,  -4,   9,12, 54.2, ⑪⑪
 9, 3,Ｊティティベンケイ, 49,菱田裕, 1.2, 53, -12,   3,14,206.3, ⑫⑫, 9, 7,Ｌマイネカトレア, 53,大野拓, 0.3, 58,*  0,  -4,11, 48.4,②③③, 9, 3,Ｌマｰブルメｰカｰ, 58,伴啓太, 0.8, 60,  -3,  -1,13, 59.7,   , 9, 9,Ｎニコｰルバロｰズ, 68,菱田裕, 0.5, 71,   2,   1,13, 65.7, ⑦⑦
10, 4,Ｅグロスヴァｰグ, 60,西村太, 1.4, 53,*  5, -14, 8, 22.1, ①①,10,13,Ｄミストラルシャワｰ, 60,横山和, 0.3, 58,  -2,   0,13,121.1,⑤⑦⑦,10, 5,Ａクロンドロｰリエ, 70,横山和, 0.8, 57, -27,* 15, 3,  6.9,   ,10, 4,Ａフレデフォｰト, 82,藤岡康, 0.7, 68, -19,* 20, 3,  6.8, ⑯⑯
11, 6,Ｌナスケンプレアデス, 48,増沢由, 1.8, 48, -11,  -3,10, 88.8, ⑬⑬,11,14,Ｎスキルアップ, 43,勝浦正, 0.4, 55,*  1, -11,14,131.5,①①①,11, 6,Ｉヒシタイフｰン, 59,菱田裕, 1.0, 58,*  1,  -7, 8, 17.7,   ,11,14,Ｆエクセレントピｰク, 75,勝浦正, 0.7, 68,   1,   0, 4,  7.9, ⑨⑧
12, 9,Ｋサクラフィアｰブル, 49,吉田隼, 2.7, 40,  -6, -15, 9, 59.1, ⑩⑪,12,16,Ｍダルメシアン, 52,丸田恭, 0.6, 54,  -1,  -5, 5, 12.2,③⑤⑥,12,11,Ｇフジドリｰム, 63,山崎亮, 1.0, 57,  -5,  -3,14, 61.1,   ,12, 2,Ｉエキナシア, 72,津村明, 0.8, 67,* 10, -11, 7, 14.7, ②②
13,11,Ｍアグネスパｰラｰ, 46,丸田恭, 3.2, 35,  -4, -22,12,153.9, ⑦⑩,13, 2,Ｆゲンキチタチカゼ, 58,嶋田純, 0.8, 57,  -5,   3, 6, 19.1,⑧⑮⑮,13, 2,Ｈビュｰティバラｰド, 59,高倉稜, 1.4, 50,  -9,  -5,11, 42.8,   ,13, 1,Ｃジルコニア, 78,中舘英, 1.0, 64,* 13, -16, 1,  3.8, ①①
14,12,Ｎパンサｰキング, 19,中井裕, 3.5, 33, -16, -13,15,463.4, ⑭⑭,14, 8,Ｋナンヨｰノキョｰ, 55,津村明, 1.1, 54,  -4,  -4,12,114.2,⑫⑪⑪,14, 7,Ｐベネチアブルｰ, 42,古川吉, 1.7, 46,  -7, -11,16,179.2,   ,14, 5,Ｏレｰザｰインパクト, 62,北村友, 1.0, 65, -15,  12,15,136.7, ⑮⑮
,,,,,,,,,,,,15,15,Ｏスカイタロｰ, 37,西田雄, 2.4, 40,  -6, -18,16,362.5,⑩⑯⑯,15,16,Ｆボｰルドマックス, 63,藤岡康, 2.5, 34,  -5, -23,10, 38.0,   ,15,11,Ｄスピアナｰト, 77,吉田隼, 1.1, 63,*  9, -13, 5, 12.1, ③④
,,,,,,,,,,,,16, 6,Ｐメイショウヒエイ, 13,長岡禎, 3.8, 31,  -4, -43,15,251.5,⑥⑫⑭,16, 4,Ｏニケ, 53,津村明, 2.6, 31, -15, -18,15, 97.1,   ,16,12,Ｐミスマルシゲ, 59,田中健, 5.8,  1,   1, -67,16,347.0, ⑧⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,
単勝:200円 複勝:02=130円 05=310円 13=230円 枠連:680円,,,,,,,,,,,,単勝:280円 複勝:05=140円 10=150円 12=430円 枠連:490円,,,,,,,,,,,,単勝:340円 複勝:13=170円 09=260円 14=300円 枠連:800円,,,,,,,,,,,,"単勝:1,310円 複勝:15=410円 13=540円 16=550円 枠連:1,110円",,,,,,,,,,,
"馬連:1,460円 ワイド:02-05=430円 02-13=450円 05-13=1,820円",,,,,,,,,,,,"馬連:440円 ワイド:05-10=230円 05-12=990円 10-12=1,420円",,,,,,,,,,,,"馬連:1,440円 ワイド:09-13=490円 13-14=760円 09-14=1,240円",,,,,,,,,,,,"馬連:6,180円 ワイド:13-15=2,130円 15-16=2,250円 13-16=3,130円",,,,,,,,,,,
"馬単:2,230円 3連複:3,760円 3連単:15,060円",,,,,,,,,,,,"馬単:820円 3連複:3,740円 3連単:13,130円",,,,,,,,,,,,"馬単:3,090円 3連複:4,810円 3連単:21,670円",,,,,,,,,,,,"馬単:13,050円 3連複:23,690円 3連単:111,130円",,,,,,,,,,,
■ 3R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 6R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 9R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,五泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂアポロダイヤモンド, 65,西田雄,, 61,*  9, -20, 6, 18.1, ①①, 1, 8,Ｈネオアレクサンドラ, 66,北村友,, 70,   7,*  1, 3,  7.4,⑩⑬⑬, 1,14,Ｂフランキンセンス, 73,西田雄,, 72,*  5,   5, 5,  9.1, ②②, 1,12,Ａノｰブリｰ, 73,藤岡康,, 71,  -6,  13, 2,  4.7, ⑨⑨
 2, 2,Ｊエインセル, 59,松田大, 0.0, 65,  -6,*  6, 5, 11.1, ⑮⑭, 2, 4,Ｌオｰタムカラｰ, 64,長岡禎, 0.1, 69,   8,* -2,13, 56.7,⑬⑩⑧, 2, 2,Ｅディアイレイザｰ, 70,勝浦正, 0.1, 71,  -2,* 10, 2,  4.8, ⑧⑦, 2, 2,Ｈプリンシペアスｰル, 67,丸田恭, 0.0, 70, -10,* 17, 5, 10.5, ⑩⑩
 3,13,Ａチェネレントラ, 70,藤岡康, 0.0, 63,   2, -10, 2,  3.4, ②②, 3,13,Ｅクリアザウェイ, 71,丸田恭, 0.2, 66,  10,  -7, 4,  7.5,⑪⑤⑤, 3,10,Ｃエリモミヤビ, 71,丸田恭, 0.3, 69,*  4,   3,13, 58.5, ④③, 3,11,Ｅマックスストレイン, 70,木幡初, 0.4, 65,  -2,   2, 9, 28.6, ⑧⑧
 4, 9,Ｃブライトチェリｰ, 65,柴山雄, 0.1, 62,   2, -10, 1,  2.7, ③③, 4, 5,Ａエｰシンルクソｰル, 77,中井裕, 0.8, 66,   9, -11, 1,  2.7,⑤⑦⑥, 4, 1,Ｈモリトブイコｰル, 69,横山和, 0.4, 69,   3,   3, 8, 14.0, ③④, 4, 3,Ｇナオミノユメ, 68,北村友, 0.4, 68, -18,* 23, 6, 11.7, ⑯⑮
 5, 4,Ｐワサビ, 38,丸田恭, 0.3, 59,  -3,* -4,13, 67.4, ⑪⑫, 5, 6,Ｂシｰズガレット, 73,藤岡康, 1.0, 64,   6,  -5, 2,  5.3,⑭⑮⑮, 5,15,Ｊビッグサンダｰ, 69,嶋田純, 0.6, 66, -10,* 14,15, 81.5, ⑮⑭, 5, 4,Ｊハイエストクライム, 65,高倉稜, 0.5, 64, -10,  10,12, 55.1, ⑪⑪
 6, 7,Ｅアドマイヤゼファｰ, 61,吉田隼, 0.4, 58,   1, -11, 4, 10.9, ④④, 6, 1,Ｊアルティメイトラブ, 65,吉田隼, 1.0, 63,  10, -14, 7, 14.9,③④④, 6, 7,Ｋミヤジチョビ, 65,津村明, 0.7, 66,  -1,   4,12, 55.8, ⑨⑨, 6, 1,Ｋカルトマリｰヌ, 64,津村明, 0.5, 66, -13,  14,14,132.7, ⑫⑫
 7, 1,Ｇコスモカトルカｰル, 60,丹内祐, 0.4, 59,  -3,  -5,14,102.7, ⑫⑪, 7,10,Ｉコスモレイラ, 65,丹内祐, 1.0, 65,   7,  -8,10, 34.3,⑫⑪⑪, 7, 5,Ｎスズカブリザｰド, 64,鮫島良, 0.7, 66,  -6,   8,14, 76.9, ⑬⑬, 7, 6,Ｆラブグランデｰ, 68,西田雄, 0.6, 63, -12,  11, 8, 21.7, ⑬⑬
 8,14,Ｄロングボンズ, 62,中井裕, 0.6, 57,  -2,  -9, 7, 21.1, ⑩⑨, 8,12,Ｆテイクザサン, 70,鮫島良, 1.4, 62,* 13, -21, 6, 13.5,②①①, 8,12,Ｌソｰラｰインパルス, 65,西村太, 0.8, 65,  -8,* 10,11, 46.9, ⑭⑮, 8,14,Ｂダイワミストレス, 72,吉田隼, 0.7, 60,*  4, -11, 3,  4.9, ②②
 9, 8,Ｆファンタジｰデイ, 60,津村明, 0.6, 57,  -2, -11,10, 51.1, ⑥⑧, 9,14,Ｄドリｰミングラヴ, 71,木幡初, 1.5, 61,* 12, -20, 9, 25.0,④②②, 9,11,Ｄオｰスミマイカ, 70,松田大, 1.1, 62,   1,  -1, 4,  8.8, ⑥⑤, 9,13,Ｍカイルアロマンス, 60,勝浦正, 0.7, 61,   0,  -5,10, 28.9, ⑤⑤
10,12,Ｌクリアビュｰ, 58,勝浦正, 0.6, 58,  -3,  -7,12, 60.6, ⑬⑬,10,15,Ｎジャストザヒロイン, 61,松田大, 1.6, 59,   7, -12,15,203.6,⑨⑭⑭,10, 3,Ｏトｰコｰレガｰロ, 58,菱田裕, 1.1, 63,  -4,   3, 9, 25.4, ⑪⑫,10,16,Ｄイントゥザブルｰ, 71,松田大, 0.7, 60,*  5, -12, 4,  9.8, ①①
11, 6,Ｋネオヴィヴィアン, 58,横山和, 0.7, 56,  -4,  -6, 9, 49.6, ⑭⑮,11, 7,Ｍコトブキハレスガタ, 61,津村明, 1.8, 59,   8, -15,14,125.2,⑮⑫⑫,11,13,Ｇアｰスパイプ, 70,大野拓, 1.1, 62,   2,  -2, 7, 13.4, ⑦⑥,11, 5,Ｐスミデロキャニオン, 35,菱田裕, 1.0, 58,  -2,  -6, 7, 17.4, ⑥⑥
12, 3,Ｎシャトルダンサｰ, 49,木幡初, 0.8, 54,  -2, -14,11, 57.6, ⑨⑦,12, 2,Ｋセンティラシオン, 65,横山和, 1.9, 58,   8, -18, 5, 13.0,⑥⑧⑦,12, 4,Ｍケンタッキｰロｰド, 65,高倉稜, 1.3, 60,  -6,   4,10, 43.2, ⑫⑪,12, 7,Ｌエクスビｰト, 60,中井裕, 1.1, 59, -14,   9,15,207.0, ⑭⑭
13, 5,Ｈコスモサンチャン, 60,黛弘人, 1.0, 53,   1, -20, 8, 25.1, ⑦⑤,13, 9,Ｇクリノソｰニャ, 69,西田雄, 2.1, 57,   8, -19,12, 54.5,⑧⑨⑩,13, 8,Ｆマジッククレスト, 70,藤岡康, 1.6, 59,  -2,  -2, 6,  9.9, ⑩⑩,13, 9,Ｉヤマニンシバルリｰ, 67,古川吉, 1.1, 56,   1, -13,11, 34.1, ③③
14,15,Ｏイムディｰナ, 47,高倉稜, 1.2, 50,  -6, -12,15,124.7, ⑯⑯,14,11,Ｃスカルラット, 72,平野優, 2.3, 55,* 11, -27, 8, 16.2,⑦③③,14, 9,Ａコップヒヤザケ, 73,中舘英, 2.7, 48,*  6, -19, 1,  3.1, ①①,14,10,Ｏコスモインパクタｰ, 36,柴山雄, 1.3, 57, -18,  10,13, 95.2, ⑮⑯
