13年 5月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月18日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰｽﾄﾗﾘｱﾄﾛﾌｨｰ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａミキノノボリリュウ, 73,デムｰ,, 71,* -1,* 14, 1,  1.6,②②②, 1,15,Ｄマッシヴプリンス, 63,藤田伸,, 74,*  5,*  5, 6, 16.8,①①①, 1,14,Ｋラブリイステラ, 64,酒井学,, 70,   6,*  3,10, 46.1, ⑤⑤, 1, 1,Ｃメイショウキラリ, 76,武豊  ,, 86,* -4,  19, 4,  6.9,③③④
 2, 4,Ｊニホンピロホウオｰ, 51,酒井学, 0.4, 70,* -1,  11, 8, 42.2,①①①, 2, 7,Ｇデビルズハｰツ, 58,四位洋, 0.3, 74,*  4,*  4, 7, 17.3,⑧④③, 2, 4,Ｄサイズミックレディ, 69,武豊  , 0.3, 68,   8,  -1, 6, 13.4, ③②, 2, 2,Ｈフィロパトｰル, 71,川田将, 0.2, 82,* -3,  13, 2,  6.0,①①①
 3, 7,Ｃナムライットウセイ, 63,国分優, 0.7, 68,  -4,* 13, 3,  6.2,⑧⑦⑤, 3, 3,Ｂエｰティｰタラント, 69,和田竜, 1.1, 68,*  5,  -4, 2,  4.4,④③②, 3,12,Ｃシゲルシュサ, 70,幸英明, 0.3, 68,   4,*  5, 4,  9.2, ⑫⑪, 3, 3,Ｂサンレガｰロ, 76,岩田康, 0.2, 88,  -7,* 22, 1,  2.2,⑧⑧⑧
 4,11,Ｇアドマイヤイナズマ, 57,幸英明, 1.1, 66,  -7,* 14, 7, 27.9,⑮⑬⑨, 4, 8,Ｉスピｰディシャｰプ, 55,幸英明, 1.8, 66,   2,   1,11,191.9,⑪⑪⑦, 4, 7,Ｂトウカイメリｰ, 70,岩田康, 0.4, 68,   7,   1, 1,  2.4, ⑧⑥, 4, 6,Ｄアラドヴァル, 76,浜中俊, 0.3, 84,  -6,  19, 5,  7.6,⑤⑤⑥
 5, 2,Ｅエアｰウェｰブ, 58,国分恭, 1.3, 62,  -5,  10, 6, 25.7,⑩⑪⑦, 5, 1,Ａステｰジジャンプ, 70,福永祐, 1.9, 61,*  4,  -8, 1,  2.0,③⑤⑤, 5, 1,Ｌスリｰネイチャｰ, 62,水口優, 0.5, 65,   2,*  5,12,117.4, ⑬⑭, 5, 5,Ａマイファｰストラヴ, 77,武幸四, 0.3, 83,  -6,  17, 3,  6.7,⑥⑦⑦
 6, 8,Ｂワイルドアンセム, 67,武豊  , 1.3, 62,* -2,   5, 2,  5.2,④④④, 6, 4,Ｊナリタアップスタｰ, 53,国分恭, 2.2, 61,   3,  -7,13,240.3,⑩⑧⑥, 6,10,Ａデコレイト, 73,福永祐, 0.6, 65,   5,   0, 2,  3.8, ⑨⑨, 6,10,Ｉデルマイザナミ, 70,小牧太, 0.5, 83,  -7,  19, 9, 34.5,⑨⑨⑨
 7, 1,Ｄタイセイボルト, 62,藤岡佑, 1.7, 59,* -2,   1, 4, 13.6,⑬③③, 7,11,Ｃウインアルカディア, 63,デムｰ, 2.3, 59,   3, -10, 5, 11.9,⑥⑥⑧, 7, 9,Ｍシゲルセキニンシャ, 61,国分優, 0.9, 62,   4,  -1,14,353.5, ⑪⑫, 7, 7,Ｆコンカラン, 73,幸英明, 0.5, 79,* -4,  10, 6, 15.7,④④③
 8,15,Ｋナムラタイショウ, 49,太宰啓, 2.1, 59,  -3,  -1,13,253.9,⑦⑤⑥, 8,14,Ｈカナディアンリｰフ, 58,国分優, 2.5, 58,   1,  -9, 3,  8.6,⑭⑦⑫, 8, 5,Ｅマウントフジ, 69,デムｰ, 1.0, 61,   2,   1, 5, 12.4, ⑭⑮, 8, 4,Ｊオｰシャンビｰナス, 70,福永祐, 1.0, 78,  -8,  14, 8, 20.3,⑩⑩⑩
 9,14,Ｈシｰクレットゾｰン, 55,松山弘, 2.7, 54,  -7,   1, 9, 61.4,⑪⑭⑪, 9, 9,Ｍツｰエムスイフト, 50,水口優, 2.6, 58,   0,  -6,16,692.3,⑫⑫⑪, 9, 6,Ｇキタサンテンニョ, 67,佐久間, 1.1, 60,   4,  -3,11, 67.2, ⑩⑩, 9, 9,Ｅミッキｰレモン, 76,デムｰ, 1.4, 67,  -6,   1, 7, 20.1,⑦⑥⑤
