13年 4月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月 6日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
 4,13, メイショウハッピｰ,---,藤岡康, 0.5, 44,* -8,  -3, 5,  8.5,②②③, 4, 6, スタｰオブミュｰズ,---,勝浦正, 0.6, 57,* -4,  -5, 7, 15.9, ④④, 4,11,Ｄアルティスト, 73,二本柳, 0.4, 73,  -4,  13, 2,  7.6,⑫⑭⑪, 4,12,Ｍカイシュウタビビト, 68,津村明, 0.3, 72,  -2,   6,12, 25.7, ④④
 5,10,Ｅビットビエント, 47,柴山雄, 0.6, 47, -10,   3, 1,  3.8,⑩⑧⑧, 5, 3,Ｂスプリングマジック, 53,田中博, 1.0, 54, -22,*  7, 5, 14.0, ⑭⑭, 5, 5,Ｃエイダイポイント, 73,田中博, 0.4, 77,  -7,* 19,14, 39.1,⑯⑯⑮, 5,13,Ｉイトククリ, 72,大野拓, 0.3, 73, -10,  14, 2,  5.6, ⑪⑪
 6, 5,Ｊマイネグラディウス, 32,黛弘人, 0.8, 48, -13,*  6,12, 53.2,⑪⑫⑫, 6,15, ブラックブッシュ,---,宮崎北, 1.2, 50, -17,   0, 4,  8.9, ⑬⑬, 6,15,Ｆアスｰルアラテラ, 71,伊藤工, 0.4, 74,  -5,* 15,13, 32.9,⑮⑮⑬, 6, 5,Ｇサクラベル, 73,松田大, 0.4, 70,  -3,   6, 7, 17.1, ⑥⑥
 7, 7, サニｰロック,---,勝浦正, 0.8, 45, -12,   3, 9, 33.1,⑧⑩⑨, 7,10,Ｄスピニングゴッデス, 49,中舘英, 1.3, 48,  -8, -10, 3,  7.9, ⑦⑦, 7, 8,Ｅテｰオｰレジェンド, 72,城戸義, 0.5, 65,*  1,  -3, 1,  3.0,①①①, 7, 8,Ｂダイワカリエンテ, 76,古川吉, 0.5, 69,*  0,   3, 9, 22.5, ②②
 8, 9,Ｂヤマニンアドｰレ, 61,伊藤工, 0.9, 42,  -9,  -4, 4,  6.3,⑨⑤⑥, 8,12,Ｊレディｰスワロｰ, 39,松田大, 1.3, 49, -13,  -5,15,261.3, ⑩⑩, 8, 7,Ｌマジックポスト, 65,木幡初, 0.6, 68,  -1,   3, 3,  7.7,⑥⑥⑤, 8, 7,Ｃストロングロビン, 76,丸田恭, 0.5, 70, -10,  12, 4,  9.4, ⑫⑫
 9, 2,Ｉレイナ, 36,丸田恭, 1.1, 46, -17,*  9, 7, 21.7,⑬⑭⑬, 9, 4,Ｈランドボイジャｰ, 40,中井裕, 1.4, 47, -16,  -4,12, 36.8, ⑫⑫, 9, 2,Ｐビリｰヴマイン, 59,西村太, 0.6, 69,  -3,   6,15, 87.1,⑦⑦⑧, 9, 1,Ｏピエナアプロｰズ, 66,荻野琢, 0.5, 69,*  1,   1, 6, 13.8, ①①
10, 3,Ｃレリックマイヤｰ, 56,大庭和, 1.1, 38,  -9,  -9, 3,  5.2,⑤④⑤,10,11,Ｌペドレリｰア, 35,嶋田純, 1.6, 44, -11, -12,11, 36.7, ⑧⑧,10, 6,Ｋマイネルヴァルム, 66,丹内祐, 0.7, 65,*  0,  -1,12, 30.0,④④④,10,10,Ｌキｰパップ, 70,中井裕, 0.6, 71, -19,* 19,11, 25.4, ⑯⑭
11, 4,Ｇスノｰドロップ, 39,丹内祐, 1.2, 40, -12,  -3,10, 37.4,⑦⑨⑦,11, 7,Ｉルルドバシリカ, 39,長岡禎, 1.8, 41, -14, -12,14,195.9, ⑨⑨,11, 4,Ｊマンハッタンコｰド, 67,藤岡康, 0.8, 66,  -3,   3,10, 25.1,⑧⑧⑨,11, 9,Ｄモトヒメ, 75,黛弘人, 0.6, 68,*  0,   1,13, 28.0, ③③
12,15,Ｄタイセイゴディス, 48,木幡初, 1.3, 41, -13,  -1, 6,  8.6,⑯⑬⑭,12,16, ショウナンハヤテ,---,村田一, 1.8, 42, -13, -11,13, 78.4, ⑪⑪,12,13,Ｇトウカイクオｰレ, 69,勝浦正, 0.9, 63,*  0,  -4, 7, 12.3,⑤⑤⑥,12, 2,Ａアグン, 77,藤岡康, 0.7, 66,  -3,   2, 3,  7.9, ⑤⑤
13,11, クレバｰムレイニｰ,---,大野拓, 1.4, 37, -12,  -6, 8, 32.5,⑫⑪⑩,13,13, スモｰルハピネス,---,大野拓, 2.0, 40, -25,  -2, 9, 25.6, ⑯⑮,13,10,Ｂスプリングアルタ, 74,丸田恭, 1.0, 59,*  0,  -8, 5,  9.4,②②②,13,15,Ｊラテアｰト, 72,高倉稜, 0.8, 67, -15,  13,14, 80.5, ⑮⑮
14, 6,Ｆキョウエイラｰク, 42,平野優, 2.5, 23, -10, -24,13, 85.8,⑥⑦⑪,14, 8,Ｇサンシャインレディ, 41,丸田恭, 2.2, 36,* -1, -28, 6, 14.9, ①①,14, 3,Ｏシンボリヴァルト, 63,津村明, 1.3, 62,  -5,  -1, 9, 20.1,⑭⑫⑫,14,14,Ｋメロｰクｰミス, 71,宮崎北, 0.8, 65,  -8,   6,15,123.9, ⑬⑩
15,14, ケｰジｰアメジスト,---,上野翔, 3.0, 20, -17, -18,16,232.0,⑮⑮⑮,15, 2,Ｋミステリｰガｰル, 37,荻野琢, 3.7, 18, -25, -24,16,292.0, ⑮⑯,15,12,Ａスリｰヴェロｰチェ, 75,柴山雄, 1.4, 58,  -3,  -7, 8, 15.9,⑨⑨⑭,15, 6,Ｆロングスロｰイン, 75,中谷雄, 0.8, 65,  -4,   3, 8, 18.5, ⑦⑧
16,12, オｰレリｰ,---,宮崎北, 3.1, 21, -17, -18,15,209.2,⑭⑯⑯,,,,,,,,,,,,,16, 1,Ｎフロｰルジェナ, 64,横山和, 2.1, 51,  -4, -11,16,249.1,⑩⑬⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,
"単勝:490円 複勝:16=230円 01=3,390円 08=1,000円 枠連:4,160円",,,,,,,,,,,,"単勝:3,350円 複勝:14=780円 09=580円 05=220円 枠連:2,850円",,,,,,,,,,,,"単勝:930円 複勝:16=370円 09=330円 14=700円 枠連:1,980円",,,,,,,,,,,,"単勝:280円 複勝:03=150円 11=3,670円 04=560円 枠連:2,880円",,,,,,,,,,,
"馬連:34,170円 ワイド:01-16=9,520円 08-16=3,160円 01-08=32,950円",,,,,,,,,,,,"馬連:39,490円 ワイド:09-14=10,300円 05-14=2,830円 05-09=1,570円",,,,,,,,,,,,"馬連:4,240円 ワイド:09-16=2,110円 14-16=2,740円 09-14=3,160円",,,,,,,,,,,,"馬連:36,310円 ワイド:03-11=11,740円 03-04=1,040円 04-11=33,280円",,,,,,,,,,,
"馬単:65,400円 3連複:330,820円 3連単:1,481,360円",,,,,,,,,,,,"馬単:109,140円 3連複:58,050円 3連単:309,800円",,,,,,,,,,,,"馬単:8,610円 3連複:24,410円 3連単:106,030円",,,,,,,,,,,,"馬単:51,150円 3連複:179,580円 3連単:897,530円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 9R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,花見山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｆリアルエンブレム, 56,柴山雄,, 65,* -1,*  5, 5, 18.3,①①①, 1,10,Ｃアプリコｰゼ, 74,丸田恭,, 71,*  6,* 10, 5, 10.4,②②②, 1, 2,Ｄイエスイットイズ, 69,中舘英,, 73,*  8,   4, 1,  2.0, ①①, 1,10,Ａセンキ, 78,津村明,, 72,  -1,* 18, 1,  2.3,⑤⑤⑦
 2, 9,Ｃセルリアンサｰロス, 60,鮫島良, 0.7, 61,* -1,  -1, 7, 25.1,⑫③④, 2, 9,Ｂステップアヘッド, 75,西村太, 0.5, 72,   4,* 13, 4,  8.0,⑧⑨⑧, 2, 6,Ｈカルブンクルス, 66,勝浦正, 0.4, 70,  -1,*  8, 2,  5.2, ③③, 2, 8,Ｂリベラルアｰツ, 76,大野拓, 0.1, 71,  -2,* 18, 2,  4.2,⑥⑨⑧
 3, 4,Ｂナムライチバンボシ, 61,中井裕, 0.9, 62,  -2,   0, 2,  5.3,③④③, 3, 4,Ａテｰオｰダンシング, 75,高倉稜, 0.6, 69,   5,   8, 3,  4.4,③⑤⑤, 3, 8,Ａグリｰディｰボス, 73,嶋田純, 0.7, 66,  -5,*  8, 4,  9.2, ⑥⑥, 3, 3,Ｊレッドグルｰヴァｰ, 64,高田潤, 0.4, 68,  -1,  14, 4,  7.0,③④②
 4,11,Ｈペリドットムｰン, 54,丸山元, 1.1, 58,* -1,  -4, 9, 33.6,⑨②②, 4,12,Ｄシルバｰレイショウ, 73,大野拓, 0.8, 68,*  6,   5, 2,  4.2,④③③, 4, 7,Ｍエゾムサシ, 62,柴山雄, 1.4, 61,  -9,   7, 8, 23.1, ⑬⑪, 4, 5,Ｄサダルメリク, 73,古川吉, 0.5, 69,*  0,  11, 6, 17.7,②②③
 5,10,Ｅワイドマンボ, 58,藤岡康, 1.1, 58,  -2,  -2, 1,  1.7,⑥⑥⑥, 5, 8,Ｅモネロ, 72,古川吉, 0.9, 70,   6,   7, 6, 14.5,⑤⑥⑥, 5,12,Ｎデンコウデア, 60,川島信, 1.5, 61,  -6,   3, 6, 20.2, ⑨⑫, 5, 2,Ｆタガノナパヴァレｰ, 70,高倉稜, 0.5, 67,  -1,  15, 8, 34.0,⑧⑦⑥
 6, 8,Ｄバンクシｰ, 60,大野拓, 1.1, 59,  -5,*  4, 4, 10.8,⑭⑨⑧, 6, 2,Ｈプレミアクラウン, 70,藤岡康, 1.0, 66,*  6,   2, 1,  3.1,①①①, 6, 3,Ｂデリケｰトアｰチ, 71,宮崎北, 1.6, 58,  -7,   3,10, 28.9, ⑫⑧, 6, 1,Ｇリアライズナマステ, 69,中舘英, 0.6, 65,*  0,  10, 5, 11.2,①①①
 7,15,Ｊグリコｰゲン, 49,荻野琢, 2.1, 51,  -1, -10,12, 87.7,⑤⑤⑤, 7,13,Ｇホクシン, 71,勝浦正, 1.2, 67,   5,   4, 7, 16.8,⑨⑦⑦, 7, 9,Ｊアラマサスチｰル, 64,的場勇, 1.6, 59, -11,   7,13, 94.5, ⑮⑮, 7, 6,Ｋスペクラ, 62,勝浦正, 0.8, 64,  -1,   9,10, 93.0,④③④
 8, 6,Ｇミラクレスト, 55,高倉稜, 2.3, 50,  -5,  -7, 6, 21.6,④⑦⑦, 8, 5,Ｆトｰホウナイト, 72,松田大, 1.3, 68,   3,* 10,12,101.9,⑩⑬⑩, 8,14,Ｐギルドマスタｰ, 56,中井裕, 1.6, 60,  -6,   1,12, 76.9, ⑧⑩, 8, 9,Ｅトゥルｰフレンド, 73,村田一, 1.1, 64,  -2,   9, 3,  4.9,⑩⑥⑤
 9, 2,Ｉベｰルグリｰン, 54,田中博, 2.7, 49,  -6,  -7,14,114.8,⑧⑩⑩, 9, 6,Ｌトレノユｰボウ, 63,横山和, 1.4, 66,*  6,   0, 8, 28.1,⑥④④, 9, 1,Ｌカプリｰスレディｰ, 62,伊藤工, 1.7, 59, -12,*  8,15,145.6, ⑯⑭, 9,12,Ｌデミチンタ, 61,柴山雄, 1.8, 58,  -2,   4, 9, 78.8,⑨⑧⑨
10, 1,Ａイオンドライブ, 63,丸田恭, 3.1, 45,  -8,  -6, 3,  8.7,⑪⑬⑬,10, 7,Ｍシンボリシュテルン, 62,伊藤工, 1.7, 65,   3,   6,11, 64.4,⑪⑪⑪,10, 4,Ｋニシノカｰリｰ, 63,長岡禎, 1.9, 56,  -7,   1,14,144.2, ⑪⑦,10,11,Ｉソレイユアルダン, 66,宮崎北, 1.8, 56,  -4,   7, 7, 31.6,⑦⑩⑪
11, 5, フユミチャン,---,村田一, 3.2, 49, -12,  -1,13,106.7,⑮⑮⑭,11,11,Ｊビコｰクラウン, 68,佐久間, 1.8, 64,   4,   3,10, 48.9,⑬⑩⑫,11,16,Ｃノボジュピタｰ, 70,原田和, 1.9, 56,  -6,   0, 7, 23.0, ⑩⑬,11, 4,Ｈボタモチ, 68,黛弘人, 2.0, 56,  -4,   6,11,132.9,⑪⑪⑩
12, 7,Ｋミスズブライアンズ, 46,松田大, 3.3, 44,  -8,  -9,10, 49.9,⑩⑫⑫,12, 3,Ｉラグナロク, 69,中井裕, 1.8, 64,   4,   1, 9, 38.9,⑦⑧⑨,12,15,Ｏドリｰムクレド, 57,田中博, 2.6, 50,  -1, -11,16,164.2, ④④,,,,,,,,,,,,
13,14,Ｍケイアイレｰヴェ, 37,田中健, 3.4, 43,  -5, -16, 8, 28.2,②⑧⑨,13, 1,Ｋリバｰクリｰク, 65,嶋田純, 2.1, 62,   3,   3,13,102.1,⑫⑫⑬,13,11,Ｆヒカリホクサイ, 67,中谷雄, 2.6, 50,  -9,  -4, 5, 17.3, ⑭⑯,,,,,,,,,,,,
14,13, サチノコンゴウリキ,---,木幡初, 3.7, 42,  -7, -15,11, 77.9,⑦⑪⑪,,,,,,,,,,,,,14,10,Ｇユキノマｰクン, 66,津村明, 2.7, 49,  -6,  -8,11, 31.2, ⑦⑨,,,,,,,,,,,,
15,12,Ｌプライベイトポスト, 41,黛弘人, 4.9, 32,  -9, -21,15,133.1,⑬⑭⑮,,,,,,,,,,,,,15, 5,Ｅスノｰクラフト, 68,木幡初, 3.4, 43,  -5, -14, 3,  8.4, ⑤⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,13,Ｉカリステジア, 64,丸田恭, 8.5, -4,*  8, -70, 9, 27.2, ②②,,,,,,,,,,,,
