13年 3月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心斎橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16, サクラフェリｰス,---,川須栄,, 69,*  5,  -1, 3,  6.0, ③③, 1,12,Ｂグロシュラライト, 63,藤田伸,, 65,* -1,   3, 5,  8.2, ①①, 1,14,Ｄスピｰディｰドｰタ, 68,丸山元,, 75,*  9,*  0,10, 33.0, ③③, 1, 1,Ｉマヤノリュウジン, 75,浜中俊,, 85,   8,  10, 2,  3.7, ⑨⑨
 2, 6,Ｅメイショウメロディ, 58,勝浦正, 0.7, 62,   0,  -1, 8, 20.8, ⑥⑤, 2, 4,Ｃヴｰドゥｰフェスト, 60,藤岡康, 0.2, 62,  -4,   4, 4,  7.8, ④④, 2,12,Ｉアルティメイト, 64,小坂忠, 0.7, 71,   6,  -1, 6, 16.8, ⑦⑤, 2,14,Ｈニンジャ, 75,高倉稜, 0.1, 83,   3,* 17,10, 25.9, ⑮⑮
 3,12,Ａリャナンシｰ, 60,小牧太, 0.8, 61,  -5,   2, 2,  3.7, ⑨⑨, 3, 2,Ｅドニカナルボｰイ, 60,浜中俊, 0.3, 62,  -3,   3, 1,  2.5, ⑥⑥, 3,13,Ｆメイショウオウヒ, 68,浜中俊, 0.7, 70,   8,  -4, 2,  4.0, ⑥④, 3,17,Ｂアルティシムス, 84,秋山真, 0.3, 82,   7,   9, 4, 10.8, ⑪⑪
 4, 2,Ｄハッピｰチャｰト, 59,岡田祥, 0.8, 61,  -3,   0, 5,  7.5, ⑧⑦, 4,10,Ａメイショウドゥｰマ, 64,上村洋, 0.5, 61,  -4,   2, 6,  8.8, ⑦⑦, 4,15,Ｈシゲルアケビ, 65,国分恭, 1.1, 65,   3,  -1, 8, 25.7, ⑫⑩, 4,13,Ｃデンコウジュピタｰ, 82,川須栄, 0.3, 80,   4,* 12, 3,  7.1, ⑬⑬
 5, 9, ケイティバロｰズ,---,丸山元, 1.1, 58,  -1,  -5,14,116.9, ④⑥, 5,13,Ｄサクラシェンロン, 60,川須栄, 0.6, 59,* -3,  -2, 2,  6.2, ②②, 5, 4,Ｃラブリイステラ, 69,勝浦正, 1.2, 63,   1,*  0, 4,  7.3, ⑭⑭, 5, 9,Ｋオｰルブランニュｰ, 73,小牧太, 0.3, 80,   0,* 17,11, 57.5, ⑱⑰
 6, 7,Ｃヤマニンプチタルト, 59,岩崎翼, 1.2, 57,*  7, -13, 4,  6.8, ②②, 6, 9,Ｉガルム, 56,鮫島良, 0.7, 58, -10,   7, 9, 38.9, ⑩⑫, 6, 7,Ｂコｰラルグリッタ, 71,高倉稜, 1.2, 63,  -2,*  4, 5, 11.2, ⑯⑯, 6,16,Ｇダノンウィスラｰ, 79,シュタ, 0.4, 82,  12,   2, 5, 13.5, ⑧⑧
 7,10,Ｉジョウショｰピアス, 47,国分恭, 1.2, 58, -20,* 13,11, 79.9, ⑯⑭, 7, 1,Ｆホッコｰマグマ, 59,勝浦正, 0.8, 57, -11,   7, 7, 20.7, ⑫⑪, 7, 6,Ｇキタサンテンニョ, 67,佐久間, 1.5, 62,   1,  -2,12, 44.0, ⑬⑬, 7, 2,Ｊメイショウスザンナ, 73,藤岡佑, 0.5, 78,   4,   9, 6, 16.3, ⑭⑭
 8, 4,Ｆマコトクオバディス, 57,藤岡佑, 1.2, 58,  -1,  -6, 6, 16.0, ⑤④, 8, 5,Ｈハギノグラミｰ, 56,丸山元, 0.8, 59,  -5,   3,11, 71.9, ⑨⑨, 8, 8,Ａピｰスオブアイ, 73,藤岡佑, 1.6, 64,* 10, -14, 1,  3.2, ①①, 8, 7,Ａサマｰルナ, 84,菱田裕, 0.5, 82,* 15,  -4, 8, 19.6, ④④
