13年 5月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 5月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,15,Ｋフクノアトリア, 45,黛弘人, 2.3, 42,*  9, -32,10, 55.5,②②②, 9, 5,Ｂミスズブライアンズ, 62,松田大, 1.0, 53,  -7,  -5, 5, 21.1, ⑨⑩, 9,11,Ｋネオザスティング, 65,西村太, 0.8, 62,   4,  -9,14, 94.4, ③③, 9, 3,Ｈノｰティカルスタｰ, 65,中井裕, 0.9, 65,  -5,   0, 4,  7.5, ⑥⑤
10, 3,Ｊハッピｰドライブ, 47,横山和, 2.3, 43,   3, -20,11,142.0,⑨⑦⑨,10,11,Ｋエｰブガッチャマン, 45,的場勇, 1.1, 53,  -5,  -9,15,210.6, ⑩⑧,10, 1,Ｍチェルカトロｰバ, 63,横山和, 0.8, 63,  -1,  -1, 9, 44.7, ⑧⑧,10, 8,Ｄキタサンパイロット, 69,松田大, 1.0, 61,*  0, -12, 7, 10.8, ①①
11, 1,Ｉハナチャン, 48,城戸義, 2.5, 43,  -2, -13, 6, 30.1,⑧⑫⑬,11, 6,Ｉムテキザセカンド, 46,中井裕, 1.2, 48,  -4, -16, 9, 44.0, ③③,11, 3,Ｎアサクサウタヒメ, 57,田中博, 0.8, 65,  -6,   8,12, 76.3, ⑯⑮,11, 5,Ｉチャｰドリｰ, 65,高倉稜, 1.2, 66,  -7,   2, 8, 13.8, ⑬⑬
12, 4,Ｆタガノアムｰル, 54,菱田裕, 3.6, 36,   6, -37, 5, 23.6,③④④,12,13, サンダｰバｰド,---,中舘英, 1.6, 46,  -8, -13, 8, 30.0, ⑮⑬,12,12,Ｅラパｰジュ, 71,丸田恭, 0.9, 59,   2,  -8, 3,  5.7, ⑤⑤,12,11,Ｋシゲルジョウム, 63,津村明, 1.3, 64,  -7,   0, 9, 18.7, ⑪⑪
13, 6,Ｄドリｰムクリスタル, 56,松田大, 3.7, 34,  -1, -25, 8, 39.9,⑥⑪⑫,13,10,Ｎメイショウテンニョ, 37,城戸義, 1.7, 44,  -7, -17,14,173.4, ⑦⑦,13, 5,Ａマコトサンパギｰタ, 76,鮫島良, 1.0, 60,  -3,   0, 1,  4.6, ⑩⑪,13, 7,Ｎデルマビシャモン, 57,吉田隼, 1.8, 56,  -6,  -9,15,127.1, ⑧⑦
14, 5,Ｎケｰジｰアメジスト, 20,平野優, 5.8, 25,  -4, -36,14,299.4,⑤⑭⑭,14,15,Ｏスマｰトホルス, 35,原田敬, 1.7, 44,  -7, -17, 6, 27.4, ⑤⑤,14,16,Ｌハギノクｰザ, 64,黛弘人, 3.0, 39,  -7, -22,16,288.4, ⑮⑯,14,14,Ｏエルマカロン, 54,菱田裕, 1.9, 57,  -7,  -8,14,120.9, ⑫⑫
,,,,,,,,,,,,15,14,Ｆダイワボルドｰ, 51,丸田恭, 2.0, 39,* -3, -29, 7, 29.4, ②②,15,15,Ｏマイオリオン, 54,伴啓太, 4.5,  9,* 13, -83,10, 51.0, ②②,15,12,Ｍクリノモンテロｰザ, 61,宮崎北, 2.3, 47,* -2, -27,13,106.0, ②③
,,,,,,,,,,,,16, 1,Ｍトラストハック, 42,西田雄, 2.8, 33,  -9, -27,16,292.8, ⑪⑫,16, 7,Ｐソラコマチ, 35,中井裕, 7.8,-34,* 13, ---,13, 93.3, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,
"単勝:950円 複勝:09=320円 08=170円 13=930円 枠連:1,130円",,,,,,,,,,,,"単勝:600円 複勝:16=160円 12=110円 09=2,480円 枠連:340円",,,,,,,,,,,,"単勝:1,710円 複勝:04=410円 13=210円 08=330円 枠連:5,190円",,,,,,,,,,,,"単勝:880円 複勝:15=320円 06=240円 13=170円 枠連:4,160円",,,,,,,,,,,
"馬連:1,550円 ワイド:08-09=460円 09-13=2,210円 08-13=1,320円",,,,,,,,,,,,"馬連:360円 ワイド:12-16=200円 09-16=7,360円 09-12=2,920円",,,,,,,,,,,,"馬連:4,010円 ワイド:04-13=920円 04-08=1,750円 08-13=780円",,,,,,,,,,,,"馬連:3,760円 ワイド:06-15=1,240円 13-15=650円 06-13=600円",,,,,,,,,,,
"馬単:3,450円 3連複:10,420円 3連単:51,280円",,,,,,,,,,,,"馬単:1,290円 3連複:11,520円 3連単:38,480円",,,,,,,,,,,,"馬単:9,770円 3連複:9,460円 3連単:64,030円",,,,,,,,,,,,"馬単:8,380円 3連複:3,890円 3連単:33,270円",,,,,,,,,,,
■ 2R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1000m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,駿風ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａヒロノプリンス, 74,原田敬,, 66,* -1,*  8, 1,  2.6,①①①, 1, 4,Ｄイヴピアジェ, 58,菱田裕,, 62,  -3,   1, 1,  3.1, ⑥⑥, 1, 4,Ｇマイネアルナイル, 71,中井裕,, 71,   8,*  4, 9, 14.4,⑦⑦⑦, 1,13,Ｇビラゴｰティアラ, 75,吉田隼,, 81,  -7,* 16, 4,  7.3,   
 2, 7,Ｆオルゲイユ, 60,菱田裕, 0.4, 67,  -6,* 14, 3,  6.4,⑫⑩⑧, 2,15,Ｈソウキュウ, 53,津村明, 0.1, 61,  -6,*  3,11, 25.7, ⑩⑨, 2, 3,Ａクｰルエレガンス, 77,柴山雄, 0.1, 71,* 11,  -4,10, 15.2,②②②, 2,15,Ｄレオパステル, 78,黛弘人, 0.2, 78,*  0,   9, 1,  4.2,   
 3, 4,Ｄリメインサイレント, 61,中井裕, 0.4, 63,  -6,* 11, 2,  5.3,⑩⑦⑥, 3, 1,Ｂスｰパｰアｰス, 61,大野拓, 0.2, 59,*  2,  -7, 2,  5.6, ①①, 3, 8,Ｃロｰリングストｰン, 74,木幡初, 0.2, 71,   7,*  7, 5, 11.9,⑭⑫⑪, 3, 7,Ｂヤマニンパピオネ, 79,柴山雄, 0.3, 75,*  1,   6, 6, 10.6,   
 4,15,Ｉポンデザムｰル, 51,横山和, 0.7, 59,* -3,   2,11, 71.4,④④③, 4,10,Ｌショウリュウバイオ, 49,鮫島良, 0.2, 59,  -6,   1, 8, 16.4, ⑨⑧, 4, 1,Ｉアポロテイスト, 69,西田雄, 0.2, 69,* 11,  -4, 6, 12.5,③③③, 4,12,Ｌバルスピュｰル, 72,大野拓, 0.3, 76, -11,* 15, 9, 19.4,   
 5, 6,Ｃヴェイパｰコｰン, 61,西村太, 0.8, 59,  -4,   4, 5,  9.7,③⑤⑦, 5,12,Ｋクレバｰチャｰム, 49,伴啓太, 0.3, 58,*  0,  -5, 6, 13.0, ④③, 5, 9,Ｈスタｰトセンス, 70,大野拓, 0.2, 72,   6,* 11, 2,  4.6,⑫⑬⑭, 5,11,Ｎアンヴァルト, 71,高倉稜, 0.4, 74,  -7,  11, 2,  5.6,   
 6,12,Ｅトウカイフェスタ, 61,嶋田純, 0.9, 56,* -1,  -5, 4,  6.7,②②②, 6,11,Ｇシンコｰプリンセス, 54,古川吉, 0.3, 58,  -3,  -3, 4,  8.6, ⑦⑦, 6, 6,Ｂマイネルテンクウ, 76,丹内祐, 0.3, 69,* 11,  -6, 1,  3.7,④④④, 6, 6,Ａメイショウハガクレ, 81,菱田裕, 0.5, 73,  -4,   8,10, 21.6,   
 7, 9,Ｂウインノｰヴァ, 63,伴啓太, 1.4, 54,  -7,   1, 6, 11.5,⑤⑧⑨, 7, 6,Ｏリネンスカイ, 15,西田雄, 0.4, 55, -16,*  9,14,187.7, ⑮⑮, 7,15,Ｄモビｰル, 74,津村明, 0.4, 69,   9,   0, 8, 14.4,⑪⑨⑨, 7,16,Ｅダノンフェアリｰ, 76,松田大, 0.7, 68,*  1,   1, 3,  7.3,   
 8, 2,Ｊマノアラニ, 48,城戸義, 1.4, 55,  -8,   4, 8, 26.9,⑨⑬⑫, 8, 5,Ｅレｰヴドプランス, 57,吉田隼, 0.5, 55,  -2,  -7, 3,  7.6, ⑤⑤, 8, 2,Ｆレアｰレスパｰダ, 72,松田大, 0.7, 65,  10,  -8, 4, 11.7,⑤⑤⑤, 7, 9,Ｍアポロノカンザシ, 71,西田雄, 0.7, 69,  -8,   8, 8, 17.2,   
 9,11,Ｍデルマヤマンバ, 35,原田和, 1.5, 55,  -8,   4, 9, 40.4,⑬⑫⑪, 9, 7,Ａワイメアウェｰブ, 63,荻野琢, 0.7, 51, -11,   0, 5, 12.0, ⑫⑫, 9,10,Ｋフェニックスソｰド, 66,宮崎北, 0.8, 65,   9,  -5,13, 44.7,⑨⑧⑧, 9,14,Ｆエスカｰダ, 75,丹内祐, 0.7, 68,  -3,   4,11, 25.7,   
10,13,Ｈアズマワンダｰ, 52,荻野琢, 1.5, 51,  -5,  -4,10, 55.2,⑥⑥⑤,10,14,Ｉタケショウナデシコ, 53,嶋田純, 0.7, 52,  -8,  -3,10, 21.9, ⑪⑪,10, 7,Ｌロノ, 65,菱田裕, 0.8, 65,* 13, -17,11, 17.6,①①①,10, 8,Ｃコンサｰトレディ, 78,中舘英, 0.7, 69, -13,  10, 5,  9.1,   
11, 3,Ｋカシノビッグベン, 45,小野寺, 2.3, 46, -11,  -4,15,260.7,⑭⑭⑭,11,13,Ｊサザンドリｰム, 51,横山和, 0.8, 51,  -4,  -8, 9, 17.5, ⑧⑩,11, 5,Ｎモスカｰトロｰザ, 64,丸田恭, 0.9, 63,   5,   3, 3,  9.2,⑬⑮⑮,11, 5,Ｉメイショウヒデタダ, 74,川島信, 0.7, 70,  -8,   8,13, 39.3,   
12, 1,Ｇセブンスヘヴン, 58,長岡禎, 2.4, 43,  -7, -13, 7, 13.4,⑦⑨⑩,12, 2,Ｃバｰチャルツアｰ, 61,西村太, 1.0, 48,*  1, -16, 7, 13.2, ②②,12,11,Ｍアドマイヤトライ, 65,中舘英, 1.1, 61,  10, -14,12, 22.3,⑥⑥⑥,12, 3,Ｊニシノモレッタ, 73,丸田恭, 0.8, 66,  -7,   5, 7, 11.3,   
13, 5,Ｎヴェラｰチェ, 33,大下智, 2.4, 45, -11,  -5,13,195.5,⑮⑮⑮,13, 8,Ｆキョウワリスキｰ, 54,城戸義, 1.0, 48,* -1, -15,12, 28.8, ③④,13,13,Ｊテイエムオペラドン, 67,高倉稜, 1.1, 63,   6,  -2, 7, 13.6,⑮⑭⑫,13, 4,Ｈタｰニングポイント, 74,宮崎北, 0.9, 66, -11,   6,14, 64.0,   
14, 8,Ｌアｰルジュエリｰ, 44,平野優, 2.8, 40,  -6, -19,12,145.6,⑪⑪⑬,14, 3, サクラブルｰムｰン,---,高倉稜, 1.2, 46, -15,  -3,13, 43.7, ⑭⑭,14,14,Ｅリッカタキシｰド, 72,吉田隼, 1.1, 63,   8,  -5,14, 90.7,⑩⑪⑩,14,10,Ｋストロングポイント, 73,古川吉, 1.2, 61, -15,   5,12, 37.7,   
15,10,Ｏアルファエンゼル, 23,山崎亮, 2.9, 37,* -3, -31,14,240.1,⑧③④,15, 9,Ｎトップスピン, 24,岩部純, 1.6, 41, -23,   0,16,440.3, ⑯⑯,15,12,Ｏカシノレインボｰ, 48,山崎亮, 4.9, 38,   7, -60,15,314.4,⑧⑩⑬,15, 1,Ｏサンマルヘイロｰ, 66,岩部純, 2.0, 48, -17,  -5,15,110.1,   
,,,,,,,,,,,,16,16,Ｍヤマカツヒロイン, 27,川島信, 1.8, 39, -11, -14,15,265.7, ⑬⑬,,,,,,,,,,,,,16, 2,Ｐレイクエルフ, 61,小野寺, 2.0, 47,  -9, -10,16,166.4,   
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,
単勝:260円 複勝:14=160円 07=190円 04=170円 枠連:520円,,,,,,,,,,,,"単勝:310円 複勝:04=150円 15=480円 01=210円 枠連:4,230円",,,,,,,,,,,,"単勝:1,440円 複勝:04=400円 03=620円 08=370円 枠連:2,670円",,,,,,,,,,,,単勝:730円 複勝:13=250円 15=180円 07=390円 枠連:760円,,,,,,,,,,,
馬連:980円 ワイド:07-14=510円 04-14=360円 04-07=490円,,,,,,,,,,,,"馬連:4,690円 ワイド:04-15=1,590円 01-04=350円 01-15=2,360円",,,,,,,,,,,,"馬連:12,850円 ワイド:03-04=4,170円 04-08=3,300円 03-08=3,550円",,,,,,,,,,,,"馬連:1,360円 ワイド:13-15=610円 07-13=1,670円 07-15=1,230円",,,,,,,,,,,
"馬単:1,940円 3連複:1,520円 3連単:7,060円",,,,,,,,,,,,"馬単:8,260円 3連複:7,300円 3連単:50,300円",,,,,,,,,,,,"馬単:28,920円 3連複:50,450円 3連単:292,820円",,,,,,,,,,,,"馬単:3,270円 3連複:6,070円 3連単:29,660円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 6R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■12R  ダ1800m 4歳上1000万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白馬岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｊプリサイスガｰル, 52,黛弘人,, 60,   1,  -1, 7, 17.3, ⑤④, 1,13,Ｄシルクプラズマ, 74,松田大,, 70,   6,* 10, 4,  8.0,③④③, 1,15,Ｅロイヤルサルｰト, 70,平野優,, 63,* -1,   7, 3,  9.9, ⑤③, 1, 1,Ｅマルブツビアン, 78,木幡初,, 80,   8,  13, 1,  2.8,⑥⑦⑥
 2, 4,Ａサンマルヴィグラス, 67,松田大, 0.1, 58,*  4,  -6, 1,  3.0, ②②, 2,11,Ｅタイセイロｰマン, 74,吉田隼, 0.0, 71,*  7,   9, 5,  9.7,②②②, 2,14,Ａウエスタンスマイル, 78,中舘英, 0.0, 62,*  0,   5, 1,  1.8, ②②, 2,14,Ｂオｰシャンドライブ, 82,松田大, 0.0, 79,   6,* 16, 2,  3.2,⑨⑨⑨
 3, 1,Ｂゼンノビッグワン, 62,菱田裕, 0.3, 58,*  6, -10, 3,  7.2, ①①, 3, 7,Ａリベラルアｰツ, 77,大野拓, 0.3, 71,   4,* 13, 1,  2.8,⑪⑩⑧, 3, 3,Ｋフォｰスライト, 64,津村明, 0.3, 60,  -2,   5, 9, 35.9, ③④, 3,10,Ａシルクエステｰト, 82,菱田裕, 0.0, 83,   5,* 18, 3,  6.6,⑫⑫⑫
 4,12,Ｈクイックスパイダｰ, 54,岩部純, 0.4, 54, -11,*  6, 5,  7.9, ⑬⑬, 4, 9,Ｃドラゴンピｰス, 74,木幡初, 0.4, 69,   5,   8, 2,  5.4,⑥⑥④, 4,13,Ｇグランプリブルｰ, 67,松田大, 0.4, 59, -11,* 12, 7, 21.9, ⑪⑪, 4, 8,Ｄエｰペックス, 78,柴山雄, 0.6, 74,* 10,   2, 4, 10.3,③②②
 5, 2,Ｅクラウンプルｰトゥ, 60,津村明, 0.5, 54,  -4,  -1, 2,  4.5, ⑨⑧, 5, 8,Ｇコスモマイギフト, 72,丹内祐, 0.6, 69,   5,   7, 7, 11.6,⑩⑦⑦, 5, 7,Ｆコスモイルダｰナ, 68,丹内祐, 0.4, 60,  -2,   5, 4, 11.2, ④⑤, 5, 2,Ｉフｰラブライド, 75,古川吉, 0.7, 78,   5,  12, 7, 25.0,⑩⑩⑩
 6, 5,Ｄキリノトップラン, 61,大野拓, 0.7, 52,  -2,  -5, 4,  7.3, ⑥⑦, 6,15,Ｎワンダｰストラ, 62,高倉稜, 0.7, 66,*  8,   1,11, 58.8,①①①, 6, 4,Ｊチェリｰビスティｰ, 65,中井裕, 0.5, 59,  -5,   6,12, 62.8, ⑥⑥, 6,13,Ｋトウカイノｰマル, 73,的場勇, 0.9, 75,   5,  10,12, 90.9,⑪⑪⑪
 7,11,Ｃハギノグラミｰ, 61,長岡禎, 0.8, 52,  -6,  -2, 9, 25.0, ⑩⑨, 7, 2,Ｈシルクエルドｰル, 71,津村明, 0.8, 67,   4,   7, 6, 10.1,⑧⑧⑨, 7, 6,Ｎシュｰサクオｰ, 58,鮫島良, 0.8, 57, -10,   8,13, 78.9, ⑩⑩, 7, 4,Ｌコスモシャンハイ, 72,丹内祐, 1.1, 73,* 10,  -1, 8, 26.4,⑦③③
 8, 8,Ｍミリオンジス, 46,柴山雄, 0.8, 52,   1,  -8,14,144.7, ④⑤, 8, 1,Ｂマヤノクレド, 75,柴山雄, 1.4, 64,   2,   7, 3,  7.3,⑫⑬⑭, 8, 5,Ｏグランヴァン, 34,柴山雄, 0.9, 54, -13,* 10,14, 83.6, ⑫⑫, 8, 5,Ｃハリマノワタリドリ, 79,津村明, 1.1, 75,   4,  11,10, 38.9,⑮⑭⑬
 9, 7,Ｆベルモントラヴ, 57,高倉稜, 0.8, 51,  -1,  -7, 6, 13.0, ⑦⑥, 9, 4,Ｆナリタタイフｰン, 73,中井裕, 1.5, 64,   2,   6,10, 34.5,⑭⑭⑬, 9, 2,Ｃピｰスオブアイ, 71,嶋田純, 1.0, 53, -13,   9, 5, 11.8, ⑬⑬, 9,11,Ｆロｰンウルフ, 78,嶋田純, 1.2, 73,   4,  11,14,175.5,⑬⑮⑭
10, 6,Ｋシュテルンブルｰメ, 50,中井裕, 1.2, 47,  -9,  -4,12, 78.1, ⑪⑪,10, 5,Ｉアサクサニッポン, 71,菱田裕, 1.5, 64,   3,   4, 9, 26.4,⑬⑫⑩,10, 9,Ｈヒカリホクサイ, 66,中谷雄, 1.0, 55,  -5,   2,10, 53.7, ⑦⑦,10,12,Ｏハギノタイクｰン, 65,鮫島良, 2.2, 66,   8,  -8, 9, 28.1,②④④
11,13,Ｌランギョク, 49,鮫島良, 1.2, 49,   1, -13,10, 52.7, ③③,11,10,Ｊエｰシンデュｰク, 68,中舘英, 1.7, 59,   6,  -4, 8, 22.8,⑦⑤⑤,11,11,Ｉナイスヘイロｰ, 65,古川吉, 1.2, 54,  -5,   0, 6, 20.0, ⑧⑧,11,15,Ｈサクラトップクイン, 75,高倉稜, 2.6, 64,   5,  -2, 6, 16.6,⑭⑬⑮
12,10,Ｇコラム, 55,伴啓太, 1.4, 44, -13,  -1, 8, 18.0, ⑭⑭,12,14,Ｋハッピｰヤングマン, 68,城戸義, 1.7, 63,   0,   7,13, 94.0,⑮⑮⑮,12,10,Ｍテイエムチャンス, 62,菱田裕, 1.2, 53,*  0,  -5,11, 61.2, ①①,12, 9,Ｍメジロカトリｰヌ, 67,黛弘人, 2.7, 61,   8, -12,13, 95.5,④⑤⑤
13, 9,Ｉクリノロブソン, 53,荻野琢, 1.7, 42, -17,*  0,15,288.5, ⑮⑮,13, 3,Ｌショウナンガｰデン, 68,丸田恭, 2.2, 56,   6,  -7,12, 70.5,④③⑥,13, 1,Ｂペガサスヒルズ, 73,吉田隼, 1.2, 53, -15,* 10, 2,  5.8, ⑮⑮,13, 3,Ｊタイセイワイルド, 73,大野拓, 3.0, 60,   7, -10,11, 49.8,⑧⑧⑧
