13年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月14日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 4R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1400m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,つわぶき賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｄドリｰムカイザｰ, 55,幸英明,, 60,*  9,* -4, 1,  2.5, ③③, 1, 3,Ｄハギノハイブリッド, 59,藤岡佑,, 65,  -6,* 13, 2,  4.8,⑤⑦⑦, 1, 7,Ｂモレサンドニ, 75,花田大,, 71,* -5,* 12, 3, 12.4, ②②, 1,11,Ａリアルヴィｰナス, 70,福永祐,, 70,  -1,  12, 1,  1.8, ⑥⑥
 2,16,Ｃペイシャモンシェリ, 57,国分恭, 0.4, 56,*  8,  -6, 3,  7.0, ④④, 2, 5,Ｆアイスブレイク, 58,横山典, 0.6, 55,* -5,   2, 3,  8.0,④④④, 2, 6,Ｉレディｰ, 67,田中健, 0.0, 72,* -4,  11, 5, 18.5, ①①, 2,14,Ｅマイネヴァリエンテ, 65,中井裕, 0.1, 69,   1,   8, 5, 14.1, ③④
 3, 3,Ａサウンドカｰル, 69,福永祐, 0.7, 52,   5,  -7, 2,  2.5, ⑤⑤, 3, 1,Ａハヤブサゴッド, 69,吉田隼, 0.8, 53,* -4,  -6, 4,  9.1,②②②, 3,15,Ａロｰレルボルケｰノ, 78,藤懸貴, 0.0, 70,* -5,* 12, 2,  6.2, ③③, 3, 5,Ｂイマスグキスミｰ, 70,横山典, 0.2, 67,  -5,* 15, 2,  5.6, ⑩⑪
 4, 4,Ｂディアデュｰルマン, 57,勝浦正, 0.7, 53,*  9, -10, 4,  9.0, ①①, 4, 2,Ｈハイクロス, 53,松岡正, 0.8, 56,  -6,   2,14,197.1,⑧⑪⑥, 4, 9,Ｄサンライズマｰチ, 72,菱田裕, 0.2, 69,  -8,* 13, 1,  1.5, ⑥⑥, 4, 4,Ｆフェブノヘア, 64,柴山雄, 0.3, 65,*  4,   1,12, 76.3, ②②
 5,11,Ｉナスケンリュウジン, 41,横山和, 0.8, 48,   0,* -2, 7, 41.4, ⑩⑨, 5,17,Ｅメジャｰホｰプ, 58,岩崎翼, 0.9, 53,* -5,  -3,12, 90.0,③③③, 5, 4,Ｋニュアｰジゲラン, 64,原田和, 0.3, 68,  -7,  11,14, 86.2, ④④, 5,12,Ｎタカラジャンヌ, 51,三浦皇, 0.4, 67,  -2,   9,13,127.0, ⑦⑧
 6, 5,Ｇキョウワメロディｰ, 48,柴山雄, 1.8, 43,*  9, -20, 9, 82.0, ②②, 6,10,Ｇクｰルオｰプニング, 54,武豊  , 0.9, 57,  -7,   5, 6, 11.2,⑨⑧⑨, 6,14,Ｌメイショウアキシノ, 62,中井裕, 0.7, 66, -10,  11,10, 40.7, ⑩⑪, 6, 2,Ｌケンタッキｰミント, 59,武豊  , 0.4, 65,  -5,  11, 4,  8.7, ⑪⑩
 7,15,Ｎセイユウパワｰ, 23,原田和, 2.0, 37,  -6,  -8,10,121.5, ⑪⑫, 7,16,Ｉダンディｰズムｰン, 50,福永祐, 0.9, 54,* -5,  -3, 1,  2.3,⑦⑥⑤, 7,16,Ｊメイショウヒメユリ, 66,西村太, 0.9, 64,  -9,   9,12, 66.7, ⑦⑨, 7, 6,Ｃシャイニｰガｰル, 70,幸英明, 0.6, 63,  -3,   6, 6, 14.4, ⑨⑦
 8,13,Ｌカシノリｰベ, 29,二本柳, 2.2, 35,  -6,  -9,11,159.6, ⑫⑪, 8,18,Ｏロゴマｰク, 41,松田大, 1.1, 54,  -9,   4, 8, 34.3,⑮⑭⑭, 8, 8,Ｏハプスブルク, 51,平野優, 1.0, 64, -10,   9,13, 76.4, ⑨⑧, 8,13,Ｄウメ, 65,酒井学, 0.6, 63,  -3,   6,11, 71.8, ⑧⑨
 9,14,Ｈアサケスピカ, 42,城戸義, 2.3, 34, -11,  -6,16,420.2, ⑭⑬, 9, 9,Ｐジェイボｰイ, 40,藤懸貴, 1.1, 55, -11,* 10,17,284.5,⑱⑱⑱, 9, 2,Ｐラドゥガ, 49,岩崎翼, 1.3, 59,  -9,   4, 7, 27.9, ⑤⑤, 9, 9,Ｉシニョリｰナ, 61,吉田隼, 0.7, 62,  -7,  10, 8, 43.1, ⑫⑫
10, 2,Ｅスキャットソング, 52,杉原誠, 2.5, 34,  -1, -16, 5, 15.3, ⑨⑩,10, 8,Ｃマイネボニｰタ, 60,中井裕, 1.2, 54,  -7,  -1, 5,  9.9,⑯⑩⑩,10,11,Ｃスワンボｰト, 72,小野寺, 1.3, 60, -17,* 12, 6, 27.3, ⑮⑮,10, 7,Ｋヴィンテｰジロｰズ, 59,小牧太, 0.8, 61,  -1,   2, 3,  7.3, ⑤⑤
11, 1,Ｍエストデスティネ, 23,西田雄, 2.8, 31,   0, -20,12,256.6, ⑧⑦,11, 4,Ｊゴルトエルゼ, 49,川須栄, 1.2, 52,  -6,  -2,10, 54.6,⑥⑤⑧,11,13,Ｆノボジュピタｰ, 69,横山和, 1.4, 58, -14,   8, 9, 34.5, ⑬⑬,11, 8,Ｍプレシャスムｰン, 58,横山和, 0.9, 60,  -9,  12,14,222.1, ⑬⑬
