13年12月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年12月 8日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａレッドロンメル, 72,福永祐,, 60,* -4,   7, 1,  1.6,②②②, 1,15,Ａホッコｰサラスタｰ, 64,池添謙,, 65,   0,*  2, 1,  2.1, ⑬⑫, 1, 5,Ｅエアラｰテル, 75,福永祐,, 78,   9,*  6, 6, 27.2,⑨⑨⑦, 1, 5,Ｆアドマイヤフライト, 82,福永祐,, 85,   9,*  8, 1,  3.4,②③③
 2, 3,Ｂアカリロンドン, 58,戸崎圭, 0.3, 59,  -6,*  8, 3,  5.1,⑩⑪⑧, 2,12,Ｆアイノデンドウシ, 57,戸崎圭, 0.2, 65,   2,* -1, 3,  5.6, ⑩⑩, 2,11,Ｄトゥルｰフレンド, 75,国分恭, 0.4, 75,   8,*  4, 9, 87.4,⑫⑫⑧, 2, 3,Ａプロモントｰリオ, 89,戸崎圭, 0.3, 82,   7,*  8, 3,  5.6,⑤⑥④
 3,11,Ｇアクアマリンブレス, 54,浜中俊, 0.3, 59,  -5,   6, 2,  4.6,⑤⑥⑤, 3,17,Ｌキュｰクッキング, 50,蛯名正, 0.3, 63,   5,  -9,13,141.4, ⑧⑧, 3,10,Ｈコウユｰアンドレ, 66,幸英明, 0.6, 77,   7,*  5, 7, 36.8,⑬⑬⑩, 3, 4,Ｃマイネルメダリスト, 85,蛯名正, 0.4, 81,* 10,   1, 4,  7.6,①①②
 4,10,Ｆクラウンデピュティ, 54,後藤浩, 0.4, 55,  -4,   4, 7, 27.1,③③③, 4, 6,Ｐマイネバラシア, 46,田辺裕, 0.3, 64,   9, -14, 9, 36.0, ③③, 4,12,Ｃカレングラスジョｰ, 80,デムｰ, 0.7, 70,* 10,  -4, 2,  3.7,⑦④③, 4, 2,Ｂタニノエポレット, 87,幸英明, 0.6, 81,   6,*  8, 8, 19.7,⑧⑧⑧
 5, 8,Ｅヒャクマンバリキ, 55,和田竜, 0.5, 57,* -4,   1, 8, 43.4,①①①, 5, 2,Ｄニホンピロディｰル, 59,太宰啓, 0.3, 65,* 11, -18, 4, 10.4, ①①, 5, 9,Ｆタマノペルセウス, 71,浜中俊, 0.8, 72,* 10,  -4, 4, 15.2,⑧⑤⑤, 5, 8,Ｉマイネルマｰク, 77,デムｰ, 0.6, 81,   8,   7, 6, 10.4,⑦⑦⑦
 6, 7,Ｉエノラブエナ, 46,デムｰ, 1.3, 49,  -6,   0, 6, 25.0,⑪⑦⑦, 6, 8,Ｅアルカンジュ, 58,和田竜, 0.4, 64,   8, -12, 2,  5.3, ⑤⑤, 6, 2,Ｇサチゴロウ, 68,酒井学, 1.0, 72,   7,   1,12,163.8,⑩⑪⑪, 6, 6,Ｅピクシｰプリンセス, 83,バルザ, 0.8, 78,* 10,  -5, 2,  3.7,③②①
 7, 6,Ｈゼンノスサノヲ, 53,森一馬, 1.6, 50,  -6,  -2,10,328.0,⑨⑩⑩, 7,16,Ｍムｰンフライト, 50,デムｰ, 0.6, 58,   2,  -9, 6, 26.3, ⑪⑪, 7, 1,Ｉティマイドリｰム, 65,蛯名正, 1.3, 68,   9,  -6, 8, 67.6,⑪⑧⑥, 7, 9,Ｇトウカイオｰロラ, 81,浜中俊, 1.1, 75,   6,   2, 7, 10.6,⑩⑩⑩
 8, 4,Ｊジョウショｰノブシ, 40,国分恭, 1.7, 48,  -6,  -3,11,383.1,⑥⑧⑨, 8, 3,Ｏメイショウパワｰズ, 47,武幸四, 0.8, 56,  -4,* -2,10, 42.5, ⑯⑯, 8, 4,Ｂメテオライト, 81,川田将, 1.3, 70,* 11, -10, 1,  1.7,⑤③②, 8, 7,Ｈメイショウジンム, 81,後藤浩, 1.2, 75,   6,  -1, 9, 64.0,⑨⑨⑨
 9, 1,Ｃコマノオトコ, 57,田辺裕, 2.0, 44,  -5,  -8, 4, 20.0,④⑤④, 9, 5,Ｎファｰマフレア, 49,森一馬, 1.0, 54,  -1,  -8,15,179.6, ⑫⑭, 9, 8,Ｊダイコウキ, 64,和田竜, 2.3, 63,   8, -13,10,102.0,⑥⑦⑨, 9,10,Ｄヤマイチパｰトナｰ, 83,武幸四, 1.7, 70,   9, -14, 5,  8.4,⑥④⑤
10, 5,Ｄハイベストバイオ, 55,小牧太, 2.2, 45,  -5, -10, 5, 21.9,⑧④⑥,10, 9,Ｉルｰルウイニング, 54,幸英明, 1.1, 55,   9, -24,11, 48.7, ④④,10, 7,Ａタマモプラネット, 82,水口優, 2.4, 64,* 11, -20, 3,  7.1,③②①,10, 1,Ｊヤマカツゴｰルド, 65,池添謙, 2.4, 64,   7, -19,10,120.5,④⑤⑥
11, 9,Ｋメフィストワルツ, 39,幸英明, 4.4, 33,  -9, -22, 9, 95.3,⑦⑨⑪,11, 1,Ｋピッカピカヒメ, 51,高倉稜, 1.1, 53,  -3,  -8,17,208.7, ⑭⑬,11, 3,Ｌレッドグラサｰジュ, 55,後藤浩, 4.9, 44,* 10, -39, 5, 18.0,④⑥④,,,,,,,,,,,,
,,,,,,,,,,,,12, 4,Ｇクイｰンズシアタｰ, 55,後藤浩, 1.1, 53,   1, -14, 5, 11.5, ⑨⑨,12, 6,Ｋゼンノビッグワン, 62,森一馬, 6.3, 40,   9, -50,11,163.2,①①⑫,,,,,,,,,,,,
,,,,,,,,,,,,13,10,Ｂディオレサンス, 63,藤岡佑, 1.5, 49,   5, -24, 8, 31.7, ⑦⑦,13,13,Ｍグッバイタキオン, 46,藤岡佑,12.0, -6,   3, -86,13,221.3,②⑩⑬,,,,,,,,,,,,
,,,,,,,,,,,,14,11,Ｈフィｰルハッピｰ, 55,酒井学, 1.7, 48,  -3, -13,16,201.4, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 7,Ｑシゲルワカサ, 42,国分恭, 1.7, 46,  -3, -17,14,172.6, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,13,Ｊチャオプラヤ, 51,藤田伸, 1.9, 46,   7, -32,12, 52.9, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,14,Ｃケｰプオブホｰプ, 62,小坂忠, 2.2, 43,* 12, -42, 7, 30.6, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,
単勝:160円 複勝:02=100円 03=110円 11=140円 枠連:270円,,,,,,,,,,,,"単勝:210円 複勝:15=120円 12=160円 17=1,770円 枠連:540円",,,,,,,,,,,,"単勝:2,720円 複勝:05=1,030円 11=1,770円 10=1,320円 枠連:1,490円",,,,,,,,,,,,"単勝:340円 複勝:05=170円 03=200円 04=200円 枠連:1,210円",,,,,,,,,,,
馬連:250円 ワイド:02-03=130円 02-11=180円 03-11=310円,,,,,,,,,,,,"馬連:630円 ワイド:12-15=270円 15-17=3,270円 12-17=6,110円",,,,,,,,,,,,"馬連:45,430円 ワイド:05-11=5,880円 05-10=3,650円 10-11=6,280円",,,,,,,,,,,,"馬連:1,350円 ワイド:03-05=530円 04-05=540円 03-04=590円",,,,,,,,,,,
"馬単:380円 3連複:410円 3連単:1,150円",,,,,,,,,,,,"馬単:880円 3連複:17,030円 3連単:46,210円",,,,,,,,,,,,"馬単:92,880円 3連複:166,180円 3連単:1,156,760円",,,,,,,,,,,,"馬単:2,570円 3連複:1,970円 3連単:11,560円",,,,,,,,,,,
■ 2R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,阪神ｼﾞｭﾍﾞﾅｲﾙﾌｨﾘｰｽﾞ ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｄコパノハリｰ, 56,後藤浩,, 59,  -1,*  0, 2,  3.6, ⑧⑧, 1, 4, ブルｰフラッシュ,---,戸崎圭,, 71,*-15,* 17, 4,  4.7, ②②, 1,12,Ｅコスタアレグレ, 80,後藤浩,, 81,*  8,  12, 4, 10.4, ②②, 1, 8,Ｉレッドリヴェｰル, 68,戸崎圭,, 81,   8,*  9, 5, 14.6, ⑧⑩
 2, 6,Ｃサンレイクウッド, 57,浜中俊, 0.2, 60,*  2,  -6, 1,  2.9, ③③, 2, 7, ショウナンパンドラ,---,浜中俊, 0.1, 73, -17,* 20, 2,  3.3, ⑥⑥, 2, 5,Ａサウンドトゥルｰ, 85,蛯名正, 0.0, 83,   2,* 19, 1,  2.2, ⑪⑩, 2,10,Ａハｰプスタｰ, 81,川田将, 0.0, 82,   3,* 16, 1,  1.7, ⑭⑮
 3, 8,Ｅハピネスイズヒア, 55,福永祐, 0.2, 60,   1,  -3, 5,  6.7, ⑦⑥, 3, 2, エイシンスパルタン,---,藤岡佑, 0.1, 71,*-14,  14, 1,  3.0, ①①, 3,13,Ｊナリタハリケｰン, 77,池添謙, 0.1, 82,   6,  14, 3,  9.2, ⑥⑥, 3, 6,Ｍフォｰエバｰモア, 66,蛯名正, 0.0, 80,  11,   1, 8, 31.3, ⑥⑤
 4,12,Ｌトットコ, 46,武幸四, 0.8, 55,  -9,*  1,11,173.9, ⑮⑭, 4, 3, メイクアップ,---,酒井学, 1.1, 57, -17,   4, 9, 94.2, ⑤⑤, 4, 8,Ｂヴィンテｰジイヤｰ, 81,浜中俊, 0.3, 80,*  8,  10, 2,  5.0, ④③, 4,12,Ｌクリスマス, 67,デムｰ, 0.2, 80,   2,* 16, 7, 26.6, ⑰⑰
 5,13,Ｂカシノボルト, 62,幸英明, 1.0, 51,  -3,  -7, 4,  6.6, ⑫⑪, 5, 6, アドマイヤアロマ,---,和田竜, 1.2, 60, -18,   7, 6, 14.8, ⑧⑧, 5, 7,Ｆヤマチョウフェア, 80,戸崎圭, 0.3, 80,   6,  12, 7, 19.8, ⑤⑤, 5,13,Ｂマｰブルカテドラル, 76,田辺裕, 0.4, 76,   9,   1, 4, 12.4, ⑨⑦
