13年 1月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月20日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,蒲郡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａポイントキセキ, 67,浜中俊,, 69,*  2,*  5, 1,  1.4,⑥③③, 1,14,Ｊジャスティシア, 66,西村太,, 67,  -2,   5, 6, 13.2, ⑤⑤, 1,12,Ａカネトシイナｰシャ, 76,田中健,, 76,   1,* 13, 1,  3.3, ⑩⑪, 1,14,Ｈシャドウエミネンス, 65,ルメｰ,, 69, -31,* 24, 3,  6.9, ⑪⑪
 2,15,Ｃリラコサｰジュ, 61,岩田康, 0.2, 69,*  4,*  4, 2,  8.2,③②②, 2, 5,Ｂキャロルロゼ, 74,飯田祐, 0.1, 66,  -4,   6, 5, 12.4, ⑧⑧, 2, 5,Ｃルミナススカイ, 71,丸田恭, 0.4, 72,   2,*  8, 6, 13.7, ⑦⑥, 2,13,Ｆユキノアイオロス, 66,柴山雄, 0.2, 65, -26,  16,11, 30.6, ⑤⑤
 3, 1,Ｌセカイノカナ, 47,幸英明, 0.6, 65,   1,*  2, 9, 40.8,④④④, 3,12,Ｃフェアリｰライン, 74,浜中俊, 0.1, 66,  -6,   8, 2,  4.8, ⑩⑩, 3,11,Ｂバルダメンテ, 75,岩田康, 1.1, 66,  -2,*  6, 3,  5.4, ⑮⑮, 3,10,Ｌサウンドマンデュロ, 63,浜中俊, 0.2, 64,*-23,  13, 6, 10.5, ②②
 4, 4,Ｂメイショウブリエ, 62,武豊  , 1.4, 60,*  3,  -7, 3, 10.8,①①①, 4, 7,Ｉテングジョウ, 67,丸田恭, 0.2, 65, -15,* 16,11, 38.1, ⑯⑯, 4, 3,Ｄサンクフルネス, 70,北村友, 1.1, 67,  -1,   5, 4,  5.8, ⑬⑭, 4,12,Ｍテイエムジョニクロ, 62,菱田裕, 0.3, 63, -27,  16,15, 50.6, ⑦⑦
 5,12,Ｄハヤブサユウサン, 58,北村友, 1.4, 60,   1,  -4, 7, 32.9,⑨⑦⑤, 5, 1,Ｄスノｰクラフト, 71,ルメｰ, 0.5, 63,  -2,   1, 1,  3.0, ④④, 5,15,Ｎマッシヴヒｰロｰ, 59,松山弘, 1.1, 68,   5,  -3,10, 40.6, ⑤④, 5,15,Ｉクラウンエンビｰ, 65,西田雄, 0.3, 64, -30,  19,14, 46.3, ⑩⑨
 6,14,Ｅアモｰルミｰオ, 57,ルメｰ, 1.8, 57,  -1,  -4, 8, 37.8,⑩⑩⑧, 6,11,Ｅワキノネクサス, 70,松山弘, 0.5, 64,  -8,   7, 8, 14.4, ⑪⑫, 6,13,Ｅエｰシンバサラ, 70,和田竜, 1.1, 68,*  6,  -4, 2,  4.8, ③③, 6, 1,Ａレディオスソｰプ, 71,横山典, 0.4, 61, -26,  13, 1,  3.2, ④④
 7,13,Ｋアグネスチャンス, 47,小林徹, 1.9, 58,  -5,*  3,10,116.2,⑬⑭⑭, 7, 2,Ｆラベンダｰカラｰ, 70,藤懸貴, 0.6, 63,  -5,   3, 3,  7.1, ⑦⑦, 7, 9,Ｍクレバｰアレｰス, 62,丸山元, 1.7, 63,   4,  -7,13,110.0, ④⑤, 7, 6,Ｅユキノサイレンス, 67,中井裕, 0.6, 60, -31,  16, 9, 26.6, ⑨⑩
 8, 2,Ｈレアパルファム, 54,丸田恭, 2.0, 55,  -1,  -7, 6, 25.9,⑦⑧⑥, 8, 4,Ｍアラマサスチｰル, 64,的場勇, 0.6, 62,  -9,   7,16,358.5, ⑬⑪, 8, 2,Ｇリッカスウィｰプ, 70,幸英明, 1.8, 60,  -4,   3, 9, 35.5, ⑯⑯, 8,11,Ｄチェリｰビスティｰ, 68,川須栄, 0.6, 62, -35,* 20, 7, 14.7, ⑭⑭
