13年 3月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月24日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,名古屋城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｉバｰディｰイｰグル, 53,戸崎圭,, 63,  -2,*  3, 2,  4.3, ⑧⑨, 1,10,Ｃマイネルサンオペラ, 59,戸崎圭,, 55,*-10,  -1, 3,  6.3,⑯④⑤, 1, 7,Ｍシェルビｰ, 66,岩田康,, 88,  17,*  4, 2,  4.0,⑦⑥⑥, 1, 9,Ａカワキタフウジン,100,武豊  ,, 85,   6,* 22, 4,  9.9,⑥⑥⑦
 2,10,Ｅトウショウタイド, 58,国分優, 0.1, 62,  -3,*  2, 7, 13.5, ⑨⑦, 2, 6,Ｂシゲルオヒツジザ, 62,丹内祐, 0.0, 58, -12,   2, 7, 14.7,④⑥⑥, 2,12,Ｃスマッシュスマイル, 74,福永祐, 0.5, 82,  16,   0, 1,  4.0,⑧⑨⑨, 2, 8,Ｂカレンミロティック, 98,池添謙, 0.0, 85,*  9,  17, 3,  4.4,②②②
 3, 1,Ｂロｰドアストロ, 60,福永祐, 0.2, 62,*  1,  -3, 8, 19.3, ②②, 3, 9,Ｊバジンガ, 49,岩田康, 0.0, 62, -15,*  8, 1,  2.4,⑫⑫⑬, 3, 9,Ａエｰブフウジン, 77,吉田隼, 0.6, 80,  14,*  1, 4,  7.5,⑪⑪⑪, 3, 3,Ｆエックスマｰク, 86,福永祐, 0.2, 84,   6,  19, 1,  2.5,⑦⑧⑥
 4, 9,Ｆバルトロメオ, 57,岩田康, 0.7, 58,  -1,  -5, 3,  5.5, ⑤⑤, 4,11,Ｅサクセスカサノヴァ, 56,吉田隼, 0.1, 62, -16,* 11, 6, 11.6,⑭⑰⑱, 4,13,Ｄコウヨウアレス, 74,戸崎圭, 0.9, 74,* 21, -16, 5,  8.9,①②②, 4, 7,Ｅツルミプラチナム, 86,柴山雄, 0.2, 84,   5,* 22, 7, 24.5,⑧⑨⑨
 5,16,Ｃラロｰザブル, 60,幸英明, 1.0, 55,  -4,  -3, 6,  9.4, ⑫⑫, 5, 2,Ｆマルイチワンダｰ, 53,幸英明, 0.2, 55,* -9,  -7, 8, 36.0,①①①, 5,10,Ｂエメラルドヴァレｰ, 74,松山弘, 1.0, 76,  16,  -7, 7, 17.0,⑩⑧⑧, 5, 1,Ｃニュｰダイナスティ, 96,デムｰ, 0.2, 82,   8,  16, 2,  3.9,④④⑤
 6,14,Ａタイムアラウド, 63,松田大, 1.1, 54,  -2,  -6, 5,  9.3, ⑩⑩, 6,14,Ｇエｰブドラゴンマン, 51,北村友, 0.2, 55, -12,  -1,11,125.7,⑱⑧⑦, 6, 3,Ｌレオパルドゥス, 67,池添謙, 1.0, 77,  10,*  1,12, 65.0,⑮⑮⑮, 6, 6,Ｇマイネルディｰン, 85,バルジ, 0.4, 80,   8,  12, 5, 10.1,⑤⑤④
 7, 2,Ｇブラックシャリオ, 56,バルジ, 1.7, 50,  -1, -14,12, 81.5, ④⑥, 7, 5,Ｑメイショウゴリン, 27,松山弘, 0.3, 57, -14,*  4,13,209.4,⑪⑮⑫, 7, 4,Ｅマカハ, 74,川田将, 1.0, 76,* 20, -15, 3,  4.6,④③③, 7, 4,Ｊメイショウジンム, 80,戸崎圭, 0.6, 78,   7,  14, 8, 32.6,⑩⑦⑧
 8, 5,Ｊシｰクレットゾｰン, 51,松山弘, 1.8, 48,*  0, -16,11, 81.2, ③③, 8,17,Ｈマコトビジャｰチ, 50,デムｰ, 0.4, 54, -13,  -1, 9, 36.6,⑩⑪⑨, 8, 2,Ｉグレｰトヴァリュｰ, 70,北村友, 1.2, 74,  10,  -1,13, 72.2,⑭⑭⑭, 8,10,Ｄトウカイオｰロラ, 93,幸英明, 0.9, 76,   8,   5, 9, 54.5,③③③
 9, 8, フィオリｰト,---,酒井学, 1.8, 49,  -4, -10,14,105.1, ⑪⑪, 9,18,Ｐシャドｰクイｰン, 38,太宰啓, 0.5, 56, -14,   2,16,239.2,⑬⑬⑭, 9, 1,Ｆテラノイロハ, 73,松田大, 1.2, 74,  14,  -7, 9, 36.9,⑨⑩⑩, 9, 2,Ｈセイカプレスト, 84,太宰啓, 0.9, 79,   5,  15,10,188.1,⑨⑩⑩
10, 6,Ｄサトノエクセル, 59,デムｰ, 2.0, 49,   0, -17, 1,  3.4, ⑥④,10,16,Ｉフェｰトグランド, 50,バルジ, 0.5, 52, -12,  -4, 5, 11.5,⑦⑦⑧,10, 6,Ｈアンレヴマン, 70,デムｰ, 1.2, 72,  18, -15, 8, 20.3,⑤⑤⑤,10, 5,Ｉゴｰルデングロｰブ, 82,岩田康, 1.8, 66,*  9,  -9, 6, 12.2,①①①
11,11,Ｍジュｰンメイ, 48,中井裕, 2.0, 48,  -1, -17,10, 76.1, ⑦⑧,11, 4,Ａアステュｰト, 68,川田将, 0.6, 48,*-10, -11, 4,  7.6,②②②,11,11,Ｋラヴァｰズキッス, 67,中井裕, 1.6, 69,  12,  -9,15,138.1,⑫⑫⑫,,,,,,,,,,,,
12, 7, ドリｰムブレイズ,---,柴山雄, 2.1, 45,  -9,  -7, 9, 25.2, ⑯⑭,12,15,Ｍスｰサンタイガｰ, 44,柴山雄, 0.7, 52, -14,  -1,17,388.5,⑰⑱⑮,12,14,Ｐウインジェラルド, 54,バルジ, 2.0, 65,  13, -16,16,185.6,⑬⑬⑬,,,,,,,,,,,,
13, 4,Ｎトラストハック, 41,北村友, 2.2, 46,  -5, -11,16,298.1, ⑬⑬,13,12,Ｋミラフロｰレス, 48,松田大, 0.9, 49, -13,  -7,14,221.8,⑧⑨⑩,13, 8,Ｊシャイニングサヤカ, 67,幸英明, 2.5, 61,   9, -17,11, 51.6,⑯⑯⑯,,,,,,,,,,,,
14,12,Ｈスマｰトレｰベル, 54,武豊  , 2.5, 43,  -6, -14, 4,  9.3, ⑭⑯,14,13,Ｄメイショウバッカス, 57,武豊  , 1.2, 47, -16,  -5, 2,  5.2,⑮⑯⑯,14,16,Ｎジョウテンオリｰヴ, 65,吉田豊, 2.5, 59,* 24, -43,10, 41.3,②①①,,,,,,,,,,,,
15,13,Ｋハイランドコンドル, 51,原田和, 2.9, 42,*  3, -27,15,277.3, ①①,15, 1,Ｌサンマルグレｰス, 46,国分優, 1.6, 40,*-10, -22,12,149.4,③⑤③,15,15,Ｇメイショウジェｰン, 71,武豊  , 2.6, 58,  19, -36, 6, 14.0,③④④,,,,,,,,,,,,
