13年 2月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,琵琶湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅスピリットレイク, 58,川田将,, 64,* -8,*  6, 3,  4.4, ②②, 1, 6, オレアリア,---,浜中俊,, 68,   2,*  3, 3,  6.3,⑥⑤⑤, 1, 9,Ａオペラモｰヴ, 75,岩田康,, 74,*  8,   1, 1,  2.4, ①①, 1, 9,Ｊリベルタス, 73,福永祐,, 82,   7,  10, 4,  6.1,④④⑤
 2,13,Ｂタガノレオｰネ, 63,池添謙, 0.1, 63,* -7,   4, 1,  3.3, ①①, 2, 1, ブルｰチッパｰ,---,幸英明, 0.2, 66,*  4,  -4, 6, 19.7,①①①, 2,12,Ｏヴァルナビット, 56,酒井学, 0.2, 71,  -5,* 11,12, 89.4, ⑬⑫, 2, 7,Ａコウエイオトメ, 86,四位洋, 0.2, 81,   6,* 13, 1,  2.7,⑫⑨⑧
 3, 4,Ｇグレｰトエンジェル, 57,酒井学, 0.5, 61, -14,*  8, 6, 13.9, ⑩⑩, 3,11, マッケンジｰ,---,池添謙, 0.8, 64,   2,  -5, 2,  6.0,③④④, 3, 4,Ｇアルティザン, 69,丸野勝, 0.3, 70,   1,   5,10, 60.9, ⑨⑧, 3, 2,Ｃトウシンイｰグル, 82,和田竜, 0.2, 81,   6,* 12, 3,  5.4,⑧⑦⑥
 4,12,Ａテイエムトリック, 65,福永祐, 0.5, 60,* -7,   2, 5,  9.0, ③③, 4, 8, マンノレジェンド,---,国分恭, 0.9, 63,   0,  -1, 9, 50.3,⑤⑧⑥, 4, 3,Ｅリアリｰサムシング, 71,国分優, 0.4, 67,  -7,* 12, 8, 46.0, ⑭⑭, 4, 6,Ｌヤマニンアｰマｰ, 72,国分優, 0.3, 78,* 10,  -2,10, 90.6,①②①
 5,11,Ｉセイントデジタル, 52,藤田伸, 0.7, 58, -13,   5, 7, 22.4, ⑨⑨, 5, 2, ヒミノオオタカ,---,丸野勝, 1.5, 58,  -1,  -5, 8, 42.9,⑨⑨⑦, 5,14,Ｆシゲルシュサ, 69,幸英明, 0.4, 71,*  8,  -2,11, 83.8, ②②, 5, 8,Ｉタマモグランプリ, 77,国分恭, 0.4, 81,   6,  11, 7, 20.0,⑨⑧⑨
 6, 2,Ｆマリナｰズコンパス, 57,国分恭, 0.7, 59,  -9,   2, 9, 37.8, ④④, 6, 5, イナセナ,---,岩田康, 1.8, 55,*  3, -16, 1,  1.7,②②②, 6,11,Ｄワンダｰゴヴェルノ, 71,水口優, 1.0, 65,   2,  -2, 6, 15.8, ⑦⑦, 6, 4,Ｇロｰレルジャブラニ, 78,幸英明, 0.4, 78,* 10,  -3, 5,  7.7,②③③
 7, 8,Ｃメイショウアシタバ, 62,幸英明, 0.8, 56,  -9,   1, 2,  4.3, ⑤⑤, 7,10, サンライズマｰチ,---,和田竜, 1.8, 58,   3, -14, 4,  9.5,④③③, 7, 6,Ｊダイシンサｰベル, 65,和田竜, 1.2, 63,  -1,  -1,14,110.7, ⑪⑩, 7,10,Ｂマッキｰバッハ, 83,池添謙, 0.6, 76,   6,   5, 6, 15.4,⑥⑥⑦
 8, 7,Ｈプリｰズドスマイル, 55,四位洋, 1.0, 57, -15,   6,10, 57.6, ⑫⑪, 8, 7, ワンダｰプロフィｰ,---,武幸四, 3.8, 50,   1, -27, 7, 25.0,⑦⑥⑧, 8,13,Ｂキタサンウンリュｰ, 74,武幸四, 1.6, 61,   1,  -7, 5, 11.9, ⑧⑪, 8, 5,Ｄキンセイポラリス, 80,藤岡佑, 0.6, 78,   7,   5, 8, 20.9,⑤⑤④
 9, 9,Ｊハナズインパルス, 51,浜中俊, 1.0, 54, -10,   0, 4,  7.3, ⑥⑥, 9, 9, カヤトｰスト,---,川田将, 4.5, 40,   0, -32, 5, 15.5,⑧⑦⑨, 9, 7,Ｋタツショウワ, 64,藤岡佑, 1.6, 58,  -5,  -1, 7, 45.2, ⑫⑬, 9,12,Ｆマｰムｰドイモン, 78,丸野勝, 0.7, 78,   5,  11, 9, 55.0,⑪⑫⑪
10,10,Ｄシナｰラ, 59,岩田康, 1.2, 54, -11,  -1, 8, 24.4, ⑦⑧,10, 3, サカジロダイキチ,---,国分優, 6.8, 26, -14, -24,11,106.8,⑩⑩⑩,10, 1,Ｃジョウショｰキング, 72,国分恭, 1.7, 57,  -1,  -5, 2,  3.1, ⑩⑨,10, 3,Ｅアドマイヤパｰシア, 78,岩田康, 1.3, 69,* 11, -19, 2,  5.0,③①②
