13年10月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月12日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  ダ1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ2100m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,昇仙峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａシャｰクベイ, 64,内田博,, 47,  -4,*  0, 1,  1.4, ⑦⑥, 1, 6, アスペンツリｰ,---,田中勝,, 63,  -3,*  6, 3, 11.1, ⑧⑨, 1, 2,Ａスタｰノエル, 79,蛯名正,, 75,*  2,  15, 1,  1.6, ②②, 1,15,Ｆスタｰバリオン, 80,田辺裕,, 84,   0,* 24, 4, 11.5,⑨⑦⑤
 2, 7,Ｐヒシサブリナ, -2,吉田隼, 0.1, 47,* -2,  -5, 2,  9.5, ②②, 2,10, タマモマズルカ,---,蛯名正, 0.7, 58,*  0,  -6, 2,  3.9, ③③, 2, 7,Ｉグランデアリュｰル, 67,木幡初, 0.6, 72,  -2,  16, 7, 29.6, ⑤⑤, 2,14,Ｋトルバドゥｰル, 79,メンデ, 0.2, 83,*  1,  22,11, 59.9,⑥④③
 3, 2,Ｎギンザデスポット, 22,柴山雄, 0.5, 44,* -3,  -7, 8, 56.4, ③③, 3, 1, トｰセンエンブレム,---,江田照, 1.2, 55,  -2,  -7, 9, 43.7, ⑤⑤, 3, 9,Ｌポッドスタｰ, 58,江田照, 0.8, 70,*  1,   9,11, 95.2, ③③, 3,16,Ａヴォｰグトルネｰド, 88,内田博, 0.3, 84,   0,* 25, 1,  1.7,⑪⑨⑩
 4,10,Ｍトラストサムライ, 22,田中博, 0.5, 42,  -5,  -4,11, 92.7, ⑥⑦, 4, 9, カｰボンタイクｰン,---,田辺裕, 1.3, 54,  -2,  -6, 5, 16.1, ⑨⑧, 4,10,Ｋリサｰチアゲン, 60,嶋田純, 0.9, 66,*  3,   6, 9, 51.3, ①①, 4, 1,Ｂゲルマンシチｰ, 87,戸崎圭, 0.5, 83,  -1,* 25, 3,  9.7,⑦⑩⑪
 5, 1,Ｃダイメイリシャｰル, 49,柴田善, 0.7, 41,  -4,  -7, 3, 11.2, ⑤④, 5, 3, ロｰズマリｰイチ,---,村田一, 1.3, 56,*  1, -10, 4, 14.6, ②②, 5, 5,Ｇブルｰイングリｰン, 68,松岡正, 1.2, 69,  -7,* 19, 8, 30.2, ⑩⑩, 5, 4,Ｄリキサンステルス, 81,北村宏, 0.7, 79,   0,  19, 5, 11.7,⑤⑤⑥
 6, 6,Ｋシャドウキャスト, 28,田中勝, 1.0, 38,* -3, -11, 7, 39.0, ④⑤, 6, 4, ジｰガｰクリスタル,---,松岡正, 1.6, 51,  -4,  -7,11, 79.5, ⑩⑩, 6, 3,Ｂエルヘイロｰ, 75,柴山雄, 1.4, 69,  -8,* 19, 4, 11.3, ⑫⑪, 6,11,Ｈレッドフォルツァ, 79,柴山雄, 0.7, 79,*  1,  18, 9, 32.7,③②②
 7,15,Ｂシゲルキシュウ, 50,後藤浩, 1.0, 38,  -8,  -4, 5, 15.0, ⑭⑬, 7, 2, カｰマンライン,---,内田博, 1.9, 50,  -2, -13, 1,  1.7, ④④, 7,12,Ｆオアフライダｰ, 68,内田博, 1.6, 65,  -3,  10, 3,  8.5, ⑥⑥, 7, 5,Ｎショウナンダイラ, 77,蛯名正, 1.0, 80,  -3,  22, 8, 31.1,⑬⑬⑮
 8, 4,Ｆマイネアバンガルド, 42,三浦皇, 1.1, 37, -10,* -3, 9, 57.3, ⑮⑮, 8,12, クインズトロブラボ,---,柴田善, 2.1, 47,  -7,  -7, 7, 19.1, ⑫⑫, 8, 4,Ｅサンマルヴィエント, 68,嘉藤貴, 1.8, 63,  -4,  10,12,135.8, ⑧⑧, 8,10,Ｏディアグリスタｰ, 76,吉田豊, 1.1, 77,   0,  16,14,130.4,⑫⑫⑦
 9, 5,Ｌデュナトス, 24,村田一, 1.6, 35,* -1, -19,14,195.2, ①①, 9, 7, ケｰジｰプリサイス,---,勝浦正, 2.8, 42,  -2, -21, 6, 17.8, ⑥⑥, 9,11,Ｄロゼオ, 70,長岡禎, 2.0, 64, -10,  16,10, 57.7, ⑪⑫, 9, 7,Ｊロンギングエｰス, 79,石橋脩, 1.1, 78,  -2,  20, 7, 20.8,⑩⑪⑬
10, 9,Ｏクラバウタｰマン, 21,丹内祐, 1.7, 34,  -6, -13,16,350.5, ⑩⑧,10,11, トｰアイタダキ,---,丸田恭, 2.8, 43,  -5, -16,12,201.8, ⑪⑪,10, 1,Ｊケイジｰタイタン, 61,岩部純, 2.3, 60,  -4,   5, 5, 18.6, ⑦⑦,10, 9,Ｃサンマルデュｰク, 82,田中勝, 1.2, 76,  -1,  17, 2,  7.6,⑧⑧⑨
11,16,Ｄスパルタカス, 46,戸崎圭, 2.2, 29,  -8, -14, 4, 12.1, ⑫⑭,11, 8, ワビチャ,---,北村宏, 2.9, 42,  -3, -20,10, 45.5, ⑦⑦,11, 6,Ｈハｰストイｰグル, 67,横山典, 2.3, 56,   0,  -3, 2,  5.5, ④④,11, 2,Ｉハイランドジャガｰ, 79,熊沢重, 1.4, 77,   0,  12, 6, 12.4,②③④
12,12,Ｅコスモアメシスト, 46,柴田大, 2.3, 28,  -7, -17, 6, 19.3, ⑪⑩,12, 5, クラウンバシリカ,---,三浦皇, 4.9, 29,*  0, -43, 8, 40.2, ①①,12, 8,Ｃドンビザッツウェイ, 71,戸崎圭, 3.0, 54,  -4,  -1, 6, 24.2, ⑨⑨,12, 3,Ｍアｰルシネマスタア, 77,三浦皇, 1.4, 75,  -1,  15,13, 81.6,④⑥⑧
13, 8,Ｊショウブキセキ, 32,大野拓, 2.6, 27,  -7, -19,13,157.0, ⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｌパクサ, 78,武士沢, 1.5, 75,  -2,  16,10, 51.6,⑭⑭⑫
14,11,Ｇワｰルドスロｰン, 38,長岡禎, 2.6, 26,  -7, -20,10, 89.3, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,,14,12,Ｅバｰチャルトラック, 80,丸田恭, 1.5, 76,  -1,  17,16,282.2,⑮⑯⑭
15,13,Ｈリネンスウィフト, 38,西田雄, 2.7, 28,  -7, -18,15,309.7, ⑬⑫,,,,,,,,,,,,,,,,,,,,,,,,,15, 6,Ｇレジアｰネ, 79,後藤浩, 1.8, 70,*  1,   7,12, 68.6,①①①
16,14,Ｉダムキナ, 33,武士沢, 2.8, 25, -11, -15,12,144.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16, 8,Ｐシベリアンファクト, 75,勝浦正, 2.2, 71,  -3,  14,15,280.3,⑯⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:-2),,,,,,,,,,,
"単勝:140円 複勝:03=110円 07=240円 02=1,060円 枠連:670円",,,,,,,,,,,,"単勝:1,110円 複勝:06=380円 10=190円 01=1,090円 枠連:1,230円",,,,,,,,,,,,"単勝:160円 複勝:02=110円 07=500円 09=1,620円 枠連:840円",,,,,,,,,,,,"単勝:1,150円 複勝:15=280円 14=950円 16=120円 枠連:2,050円",,,,,,,,,,,
"馬連:690円 ワイド:03-07=370円 02-03=1,450円 02-07=6,240円",,,,,,,,,,,,"馬連:2,060円 ワイド:06-10=670円 01-06=3,480円 01-10=1,800円",,,,,,,,,,,,"馬連:2,440円 ワイド:02-07=840円 02-09=2,420円 07-09=12,370円",,,,,,,,,,,,"馬連:20,790円 ワイド:14-15=5,530円 15-16=450円 14-16=2,110円",,,,,,,,,,,
"馬単:860円 3連複:10,550円 3連単:23,810円",,,,,,,,,,,,"馬単:4,890円 3連複:16,710円 3連単:96,520円",,,,,,,,,,,,"馬単:2,840円 3連複:41,510円 3連単:112,410円",,,,,,,,,,,,"馬単:38,810円 3連複:12,500円 3連単:140,340円",,,,,,,,,,,
■ 2R  ダ1300m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-13,,,,,■ 5R  芝2000m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝3110m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,東京ﾊｲｼﾞｬﾝﾌﾟ,,,,,,,,,,,,白秋ｽﾃｰｸｽ,,,,,,,,,,
