13年 8月18日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 8月18日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 7R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,支笏湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂシシャモオｰジ, 54,松田大,, 68,* 17,   0, 3,  4.6, ①①, 1,12,Ｂマイネルパイレｰツ, 67,戸崎圭,, 64,*  2,*  4, 2,  3.4,④②②, 1, 9,Ａシャッセロｰル, 72,川須栄,, 73,*  0,   8, 2,  3.5, ②①, 1, 1,Ｄヤマイチパｰトナｰ, 81,武豊  ,, 84,* 13,* -2, 3,  6.5,⑥④③
 2, 8,Ｃアルマエルナト, 52,丸山元, 0.3, 64,* 16,  -3, 2,  4.1, ②②, 2,10,Ｊマルトクスパｰト, 54,伴啓太, 0.0, 64,*  3,   2, 9, 26.7,①①①, 2,10,Ｉドキドキガｰル, 63,丸山元, 0.0, 72,*  0,   8, 7, 24.8, ③③, 2,13,Ｎテイエムダイパワｰ, 68,松田大, 0.0, 81,* 15, -10, 7, 18.4,①①①
 3, 1,Ｄシュヴァリエ, 47,藤田伸, 0.3, 61,   5,*  9, 4, 14.2, ⑦⑥, 3, 4,Ｄハリマヤヨサコイ, 65,横山和, 0.3, 63,   0,*  5, 3,  8.2,③⑤④, 3,11,Ｅシルヴァｰグレイス, 67,秋山真, 0.1, 70,  -6,* 11, 1,  3.1, ⑦⑦, 3, 6,Ｆラヴィンライフ, 80,吉田隼, 0.5, 80,  10,*  1, 6, 16.2,⑭⑩⑤
 4, 5,Ｅアマアマ, 43,三浦皇, 0.4, 63,  12,   0, 5, 20.2, ③④, 4, 9,Ｉヴィンチトｰレ, 56,川田将, 0.6, 61,   1,   0, 5,  9.9,⑤③③, 4, 5,Ｂマウントフジ, 70,丸田恭, 0.4, 68,  -2,   6, 4,  6.6, ④④, 4, 9,Ｉアドマイヤバラｰド, 76,秋山真, 0.8, 77,* 13, -14, 2,  4.1,④③②
 5,11,Ａドラゴンスパン, 58,柴山雄, 0.5, 60,  12,  -2, 1,  1.9, ④③, 5, 5,Ｆマイネルゲイナｰ, 61,内田博, 0.7, 61,   1,   2, 8, 17.1,⑧⑥⑤, 5, 3,Ｈアラマサスチｰル, 65,横山和, 0.8, 62, -15,* 11,10, 54.8, ⑫⑫, 5, 8,Ｈエアポｰトメサ, 80,川須栄, 1.6, 73,  13, -19, 8, 19.3,⑪⑧⑥
 6, 9,Ｇクリノエビスジン, 41,岩田康, 1.3, 47,  -2,   2, 6, 23.0, ⑨⑦, 6, 8,Ｍセプテンバｰロｰズ, 47,丸田恭, 0.9, 59,  -3,*  5,10, 72.4,⑬⑪⑦, 6, 8,Ｆパワフルラリマｰ, 66,三浦皇, 0.9, 63,  -3,   2, 3,  5.0, ⑥⑤, 6, 2,Ｂキンセイポラリス, 82,荻野琢, 3.0, 65,   9, -26,12, 55.0,⑬⑭⑩
 7, 2,Ｈルｰクインザスカイ, 35,小林徹, 2.1, 37,   2, -11, 9, 71.5, ⑧⑨, 7,11,Ｃテイエムクロジシ, 66,小林徹, 1.1, 59,  -3,*  4, 6, 12.6,⑪⑬⑪, 7, 7,Ｃフリップフロップ, 70,岩田康, 1.1, 61,  -4,   0, 5, 12.6, ⑤⑥, 7, 7,Ｌスズカゲイル, 72,三浦皇, 3.4, 64,  11, -39,14,100.5,⑫⑨⑦
 8, 3,Ｆヴォルカヌス, 42,内田博, 2.2, 38,  -6,  -4, 7, 23.2, ⑩⑩, 8, 3,Ｅキクノセントロ, 63,川須栄, 1.2, 59,  -3,   3, 1,  3.0,⑨⑩⑬, 8, 6,Ｊディアジｰロｰズ, 63,戸崎圭, 1.2, 60, -11,   6, 8, 28.8, ⑪⑪, 8,14,Ｃパッシフロｰラ, 81,戸崎圭, 4.0, 60,  12, -53, 4, 10.4,③⑤⑧
