13年 3月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月23日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  ダ1400m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鳴門ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ａブルｰチッパｰ, 68,幸英明,, 66,*  2,* -2, 1,  1.2,①①①, 1, 2, リバｰハイランド,,平沢健,,,,, 7, 24.4,③③④, 1,10,Ｃゴットマスタング, 76,藤田伸,, 78,   5,*  6, 2,  4.1,⑧⑧⑧, 1, 5,Ｂセイカプリコｰン, 87,川田将,, 84,   5,* 16, 2,  3.8, ⑩⑪
 2, 4,Ｅシュンシャイン, 53,太宰啓, 1.2, 59,   0,  -8, 4, 21.7,⑤⑤③, 2, 5, トｰセンタイガｰ,,小野寺,202.5,,,, 4,  6.1,⑥④③, 2, 6,Ａブランクヴァｰス, 81,浜中俊, 0.1, 76,   3,*  5, 1,  1.6,⑩⑨⑨, 2, 7,Ｅホクセツキングオｰ, 85,和田竜, 0.1, 83,   9,   9, 1,  3.8, ④③
 3, 9,Ｃレッドアモｰレ, 57,武豊  , 1.3, 56,*  1, -11, 3,  8.1,②②②, 3, 3, エｰシンジｰライン,,西谷誠,202.8,,,, 2,  3.5,②②①, 3, 8,Ｊモｰレツ, 67,バルジ, 0.8, 68,   6, -10, 6, 20.9,⑤⑤④, 3,14,Ｄサンライズブレット, 85,松山弘, 0.2, 81,   5,  14, 3,  4.8, ⑪⑩
 4, 6,Ｂスイｰトリリック, 60,藤岡佑, 1.9, 54,  -1, -12, 2,  7.6,⑪⑧⑤, 4, 6, テイエムオウショウ,,白浜雄,204.8,,,, 1,  3.3,⑧⑧⑧, 4, 7,Ｄマルケサス, 73,幸英明, 0.8, 71,*  8, -13, 4, 14.7,②②②, 4,12,Ａホクセツダンス, 87,浜中俊, 0.6, 79,   6,   9, 4,  8.0, ⑧⑦
 5,12,Ｊカシノソラｰレ, 46,吉田豊, 2.1, 52,  -4,  -8,13,426.3,⑫⑫⑪, 5, 1, ノンパッサｰレ,,大江原,205.2,,,,10, 54.7,④⑤⑤, 5,12,Ｂカｰマイン, 81,岩田康, 1.0, 69,   6, -11, 3,  7.1,⑥⑥⑥, 5,11,Ｃルグランヴォヤｰジ, 86,荻野琢, 0.6, 78,   0,* 16, 5,  8.4, ⑭⑭
 6, 1,Ｉタマモアルバ, 49,和田竜, 2.2, 53,   0, -17, 9, 76.6,③③⑥, 6, 7, タマモクリエイト,,熊沢重,205.8,,,, 5,  9.8,⑤⑥⑥, 6,11,Ｆエクセレントブルｰ, 72,小牧太, 1.1, 67,   3,  -7, 7, 30.1,⑨⑩⑩, 6, 3,Ｆアマノレインジャｰ, 85,小牧太, 0.7, 77,   8,   6, 6, 10.5, ⑤⑥
 7,14,Ｆテイエムレオネッサ, 53,松山弘, 2.5, 48,  -1, -19, 8, 64.6,⑥⑥⑦, 7, 9, スズカジェネラル,,林満明,206.1,,,, 3,  4.1,①①②, 7, 4,Ｋメイショウタマカゼ, 66,川島信, 1.2, 67,   5, -13, 8, 66.2,⑦⑦⑦, 7, 9,Ｊキクノフレヴァン, 82,幸英明, 0.7, 77,   9,   5, 9, 36.7, ⑥⑤
 8,13,Ｋビックリマｰチャン, 44,浜中俊, 2.7, 48,  -3, -15, 6, 38.7,⑧⑩⑩, 8,11, ライジングバイオ,,黒岩悠,206.2,,,, 9, 51.4,⑨⑨⑨, 8, 1,Ｈコウエイキング, 69,和田竜, 1.4, 64,   6, -18, 9,113.1,③③③, 8,13,Ｉダイバクフ, 83,大下智, 0.8, 78,  -4,* 20,15,205.8, ⑯⑯
 9,10,Ｈルナリア, 49,川田将, 2.9, 48,  -1, -19, 5, 30.9,⑦⑦⑨, 9, 8, スズカホｰプ,,北沢伸,207.1,,,, 6, 24.4,⑩⑩⑩, 9, 3,Ｉセルリアンディンゴ, 68,国分恭, 1.4, 62,*  8, -23,10,117.5,①①①, 9,10,Ｎフィｰルザラブ, 77,吉田豊, 1.1, 75,   6,   5, 8, 36.5, ⑦⑨
