13年 6月23日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 6月23日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 2, 7,Ａアスタｰストｰム, 65,古川吉, 0.0, 61,  -1,* 10, 3,  6.9, ④③, 2, 7, ドラゴンスパン,---,柴山雄, 0.0, 40, -38,   6, 5,  6.5, ③③, 2, 1,Ａヴァンヘルシング, 76,菱田裕, 0.1, 74,   6,*  5, 1,  2.1,⑦⑦⑤, 2, 9,Ｂエアハリファ, 91,三浦皇, 0.1, 86,*  7,  18, 1,  1.9,③③②
 3, 3,Ｈブルｰモントレｰ, 49,菱田裕, 0.3, 58,*  4,   4, 7, 25.7, ①①, 3, 6, ヴァイサｰリッタｰ,---,田中勝, 0.0, 40,*-36,   5, 3,  5.7, ②②, 3,12,Ｈサウスパシフィック, 67,三浦皇, 0.3, 70,*  9,  -2, 8, 23.4,①①①, 3, 3,Ｌメダリアビｰト, 86,菱田裕, 0.1, 87,*  8,  17,12,112.0,②①①
 4, 2,Ｃグランデミルク, 62,的場勇, 0.3, 56,  -1,   7, 2,  5.6, ③④, 4, 8, アルマエルナト,---,勝浦正, 0.1, 42, -44,* 11, 4,  6.0, ⑧⑦, 4,10,Ｋサチゴロウ, 64,柴山雄, 1.0, 65,   6,  -4, 6, 16.9,⑥⑥⑦, 4,10,Ｋチョイワルグランパ, 86,丸山元, 0.3, 84,*  7,  16,11, 62.1,⑤④③
 5,10,Ｉヒカリマサムネ, 44,大野拓, 0.5, 55,  -1,   7, 5, 12.2, ⑤⑤, 5, 4, コスモラヴモア,---,三浦皇, 0.3, 38, -40,   5, 2,  4.7, ⑥⑥, 5, 5,Ｉコスモレイラ, 66,丹内祐, 1.1, 67,   7,  -6, 7, 21.6,⑤⑤③, 5, 4,Ｅナリタシルクロｰド, 89,松田大, 0.6, 81,   6,  15, 4, 14.3,④⑥⑤
 6, 8,Ｄトドロック, 56,上村洋, 0.7, 53,  -4,   5, 4,  8.9, ⑥⑥, 6, 2, ドリｰムアスリｰト,---,丸山元, 0.7, 32, -44,   4, 7, 39.8, ⑦⑧, 6,11,Ｅアルボランシｰ, 69,黛弘人, 1.2, 61,   4,  -2,12, 98.8,⑩⑨⑧, 6,13,Ｄセイリオス, 90,四位洋, 0.6, 86,   3,* 21, 5, 15.3,⑫⑬⑬
 7, 1,Ｆグランデラポｰル, 52,丸田恭, 1.4, 44,  -6,   1, 8, 99.1, ⑦⑦, 7, 9, ヒュウガ,---,古川吉, 0.7, 31, -39,  -2, 6, 18.8, ⑤④, 7, 9,Ｄシルクラングレｰ, 73,竹之下, 1.2, 65,   4,  -2, 3,  5.3,⑪⑪⑨, 7, 1,Ｍボレアス, 81,川須栄, 0.7, 84,   4,* 20, 9, 53.8,⑪⑫⑫
 8, 9,Ｇバトルタイムレス, 51,横山和, 2.1, 37,  -7,  -5,10,248.3, ⑨⑨, 8, 5, ディアエトワｰル,---,的場勇, 0.8, 28,*-35,  -7, 8, 55.6, ①①, 8, 3,Ｆゴｰルドルｰスタｰ, 68,丸山元, 1.4, 64,   2,   0, 9, 27.2,⑫⑫⑩, 8, 8,Ｇツクバコガネオｰ, 88,古川吉, 0.8, 83,   4,  17, 3,  7.7,⑨⑩⑩
 9,12,Ｅモストヴェルデ, 52,丸山元, 2.3, 35, -10,  -4, 6, 18.9, ⑩⑩, 9, 1, モリトラッキｰ,---,横山和, 2.0, 15, -50,  -8, 9,108.5, ⑨⑨, 9, 4,Ｊミッキｰバルｰン, 65,吉田隼, 1.6, 62,*  8, -12, 4,  9.9,③③④, 9, 7,Ｉクリｰルパッション, 88,津村明, 0.9, 80,   6,  13,10, 60.8,⑥⑦⑥
10, 5,Ｊエキゾチックロｰズ, 41,吉田隼, 4.1, 17, -15, -17, 9,177.4, ⑪⑪,,,,,,,,,,,,,10, 8,Ｂラグナロク, 76,丸田恭, 2.8, 52,   4, -14, 5, 16.0,⑨⑩⑫,10,12,Ｊサクラシャイニｰ, 87,上村洋, 0.9, 83,   5,  16,13,137.2,⑩⑪⑪
11, 4,Ｋカシノフェアリｰ, 25,伴啓太, 4.5, 14,  -7, -26,11,351.5, ⑧⑧,,,,,,,,,,,,,11, 2,Ｌドリｰムピｰス, 64,大野拓, 3.5, 49,   5, -22,11, 75.1,⑧⑧⑪,11, 5,Ｃトウショウカズン, 90,大野拓, 0.9, 81,   4,  15, 7, 18.2,⑦⑨⑨
12,11, ヤマニンサティネ,---,城戸義, 5.0,  5, -38, -12,12,353.4, ⑫⑫,,,,,,,,,,,,,12, 7,Ｃデコレイト, 74,横山和, 3.8, 46,   7, -29, 2,  5.1,④④⑥,12,11,Ａマスクトヒｰロｰ, 94,田中勝, 1.5, 75,   5,   9, 2,  3.9,⑧⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13, 2,Ｈアドバンスウェイ, 88,木幡初, 3.5, 62,*  7, -11, 6, 16.5,①②⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-25 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-2),,,,,,,,,,,
単勝:160円 複勝:06=110円 07=200円 03=560円 枠連:280円,,,,,,,,,,,,単勝:230円 複勝:03=120円 07=180円 06=160円 枠連:550円,,,,,,,,,,,,"単勝:6,150円 複勝:13=1,600円 01=140円 12=620円 枠連:1,780円",,,,,,,,,,,,"単勝:4,390円 複勝:06=730円 09=120円 03=1,560円 枠連:1,780円",,,,,,,,,,,
"馬連:490円 ワイド:06-07=270円 03-06=780円 03-07=1,630円",,,,,,,,,,,,馬連:630円 ワイド:03-07=260円 03-06=290円 06-07=550円,,,,,,,,,,,,"馬連:9,320円 ワイド:01-13=3,320円 12-13=8,430円 01-12=990円",,,,,,,,,,,,"馬連:4,890円 ワイド:06-09=1,390円 03-06=12,320円 03-09=2,350円",,,,,,,,,,,
"馬単:800円 3連複:3,310円 3連単:9,870円",,,,,,,,,,,,"馬単:970円 3連複:1,080円 3連単:3,720円",,,,,,,,,,,,"馬単:31,040円 3連複:44,760円 3連単:503,310円",,,,,,,,,,,,"馬単:15,090円 3連複:62,640円 3連単:548,500円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  芝2600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 9R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,潮騒特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂハギノソフィア, 57,吉田隼,, 59,* -7,* -3, 1,  2.8, ③④, 1,12,Ｌオムニバス, 52,秋山真,, 79,   5,* 13, 9, 31.4,⑬⑫⑧, 1,16,Ａストレイトガｰル, 83,田中勝,, 80,   4,   9, 1,  2.0, ④④, 1, 4,Ｋバｰトラムガｰデン, 67,津村明,, 77,*  2,   6, 4,  7.2, ②②
 2, 8,Ｈアギャント, 47,竹之下, 0.3, 55,* -4,  -9,15,154.6, ①①, 2, 6,Ｆフロレント, 56,丸田恭, 0.7, 71,   6,* -1, 4,  8.5,⑩⑨⑥, 2, 9,Ｂモエレフルｰル, 75,大野拓, 0.4, 74,   1,   6, 2,  4.7, ⑦⑦, 2, 2,Ａレッドエレンシア, 76,三浦皇, 0.0, 79,  -7,  16, 3,  5.6, ④④
 3, 4,Ｍムｰンメイヴン, 40,三浦皇, 0.3, 55, -11,* -3, 2,  5.2, ⑦⑦, 3, 5,Ｃワッペンジュニア, 60,大野拓, 1.0, 67,* 10, -22, 3,  5.6,②①①, 3, 8,Ｆクロンドロｰリエ, 67,横山和, 0.6, 72,  -3,   8, 8, 32.4, ⑩⑨, 3, 1,Ｌメイショウヒデタダ, 66,川島信, 0.1, 77, -10,  17, 8, 18.7, ⑥⑦
 4,16,Ｄクインポルカ, 52,松田大, 0.7, 50, -18,* -2, 8, 35.9, ⑭⑫, 4, 3,Ｇロｰレルナガバナシ, 56,丹内祐, 1.6, 63,   8, -19, 7, 14.4,⑦⑦⑤, 4,10,Ｄアブマｰシュ, 73,黛弘人, 0.7, 71,  -6,   9, 4, 11.1, ⑫⑫, 4, 8,Ｃゴｰイングパワｰ, 74,松田大, 0.1, 76, -10,  17, 5,  7.5, ⑦⑥
 5, 1,Ｇリュウノヒゲ, 49,勝浦正, 0.7, 50, -14,  -6, 5,  6.3, ⑩⑨, 5,10,Ｄシャルパンテ, 58,上村洋, 1.8, 61,*  9, -28, 5,  9.9,⑤④④, 5, 5,Ｍタニノマイルストン, 60,丸山元, 1.0, 67, -12,* 12,13, 68.6, ⑮⑮, 5,11,Ｅヨドノグレイス, 72,菱田裕, 0.1, 75,*  0,   7,12, 53.2, ③③
 6, 5,Ｃキュｰルエアリス, 56,秋山真, 0.8, 49,  -8, -12, 3,  5.5, ⑤⑤, 6,11,Ａステｰジジャンプ, 64,三浦皇, 1.8, 62,* 10, -32, 1,  2.6,⑨②③, 6,15,Ｅブルｰピアス, 69,菱田裕, 1.1, 66,*  6,  -8,10, 34.1, ③②, 6, 6,Ｂシゲルシゲザネ, 75,秋山真, 0.2, 76, -15,* 20, 9, 23.0, ⑪⑩
 7, 3,Ｊイデアリスタ, 46,大野拓, 0.9, 47, -18,  -4,14,143.2, ⑬⑬, 7, 1,Ｅウインノｰヴァ, 57,黛弘人, 2.0, 62,   8, -23, 6, 13.4,③⑥⑦, 7,12,Ｎアイルランドロｰズ, 59,藤田伸, 1.3, 64,   1,  -5,11, 53.5, ⑧⑩, 7,10,Ｄマスイデア, 73,吉田隼, 0.3, 75, -12,  17, 2,  4.2, ⑨⑨
 8, 9,Ａアイティコスモス, 60,丹内祐, 0.9, 47,* -5, -16, 4,  5.9, ②②, 8, 8,Ｉサマｰキララ, 55,横山和, 2.3, 59,   4, -16,11, 52.6,⑫⑬⑨, 8, 7,Ｊフィｰルドメジャｰ, 63,古川吉, 1.3, 63,   2,  -7, 6, 17.8, ⑥⑥, 8, 9,Ｊゴｰルドスマイル, 68,丸田恭, 0.4, 71,  -7,  10,11, 36.4, ⑤⑤
 9,13,Ｌルナｰリンガス, 44,菱田裕, 1.1, 44,* -7, -17,11, 72.2, ④③, 9, 7,Ｈミスズブライアンズ, 56,松田大, 2.5, 57,*  9, -37, 8, 19.9,④③②, 9, 6,Ｏアマレット, 55,津村明, 1.4, 62,  -4,  -2,16,341.8, ⑪⑪, 9, 7,Ｈサクラベル, 70,川須栄, 0.5, 71, -11,  12, 6, 12.9, ⑧⑧
10,11,Ｉクイニｰアマン, 47,川島信, 1.2, 45, -21,  -4,13,113.4, ⑮⑮,10, 4,Ｋヤマニンイリｰズ, 52,柴山雄, 4.0, 50,   6, -46,12, 96.7,⑥⑧⑫,10,14,Ｌマｰブルメｰカｰ, 60,伴啓太, 1.5, 60,  -7,   0,15,232.1, ⑭⑬,10,12,Ｇクリノタカラチャン, 71,村田一, 0.6, 70,*  7,  -5, 1,  4.1, ①①
11, 7,Ｅアグランディｰル, 50,田中勝, 1.3, 43, -11, -16, 6, 22.3, ⑧⑧,11, 9,Ｊウィングオブライト, 53,菱田裕, 4.7, 49,   6, -56,10, 39.1,⑪⑩⑩,11,11,Ｇエレガントタイム, 66,丸田恭, 1.5, 60, -19,* 12, 9, 33.1, ⑯⑯,11, 5,Ｆベストブルｰム, 72,西田雄, 0.9, 66, -15,  11,10, 27.8, ⑩⑫
12, 2,Ｏアナザｰガｰル, 32,古川吉, 1.5, 41, -25,  -4,16,267.5, ⑯⑯,12,13,Ｂイｰグルモア, 60,津村明, 5.7, 21,   8, -75, 2,  5.6,①⑤⑪,12, 1,Ｃヨシカワクン, 75,勝浦正, 1.6, 60,   2, -11, 3,  7.9, ⑤⑤,12, 3,Ｉミリオンフレッシュ, 70,藤田伸, 0.9, 66, -15,  11, 7, 14.3, ⑫⑪
13,15,Ｎマトリカリア, 35,津村明, 1.6, 38,  -8, -22,12, 99.5, ⑥⑥,,,,,,,,,,,,,13,13,Ｉネオザスティング, 63,柴山雄, 1.7, 58,  -5,  -4,14,134.7, ⑬⑭,,,,,,,,,,,,
14,12,Ｋスマｰトマリン, 44,川須栄, 1.8, 36, -11, -22,10, 65.6, ⑨⑪,,,,,,,,,,,,,14, 3,Ｋリｰジェンシｰ, 63,三浦皇, 1.9, 55,   0, -12, 5, 15.7, ⑨⑧,,,,,,,,,,,,
15,10, ホンズイｰン,---,西田雄, 1.8, 36, -13, -20, 7, 22.7, ⑪⑩,,,,,,,,,,,,,15, 4,Ｐハヤブサペコチャン, 48,吉田隼, 2.0, 54,*  6, -20,12, 57.1, ②①,,,,,,,,,,,,
16,14,Ｆオリヴィア, 50,伴啓太, 2.8, 22, -15, -32, 9, 52.8, ⑫⑭,,,,,,,,,,,,,16, 2,Ｈアルレガｰロ, 64,四位洋, 2.3, 50,*  6, -24, 7, 21.2, ①③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:-6),,,,,,,,,,,
"単勝:280円 複勝:06=130円 08=2,670円 04=190円 枠連:890円",,,,,,,,,,,,"単勝:3,140円 複勝:12=670円 06=230円 05=220円 枠連:1,470円",,,,,,,,,,,,単勝:200円 複勝:16=120円 09=160円 08=440円 枠連:290円,,,,,,,,,,,,"単勝:720円 複勝:04=250円 02=210円 01=570円 枠連:2,690円",,,,,,,,,,,
"馬連:27,730円 ワイド:06-08=6,920円 04-06=410円 04-08=15,270円",,,,,,,,,,,,"馬連:9,000円 ワイド:06-12=3,000円 05-12=2,840円 05-06=780円",,,,,,,,,,,,"馬連:510円 ワイド:09-16=250円 08-16=880円 08-09=1,150円",,,,,,,,,,,,"馬連:2,160円 ワイド:02-04=850円 01-04=2,040円 01-02=1,450円",,,,,,,,,,,
"馬単:39,910円 3連複:50,930円 3連単:462,040円",,,,,,,,,,,,"馬単:25,040円 3連複:21,350円 3連単:201,060円",,,,,,,,,,,,"馬単:700円 3連複:2,950円 3連単:7,870円",,,,,,,,,,,,"馬単:4,580円 3連複:10,970円 3連単:55,520円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
