13年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｆアウトイン, 49,嶋田純,, 55,   2,  -9, 6, 16.1, ⑤⑤, 1,12, ガイヤｰスヴェルト,---,ビュイ,, 65,* -4,* 10, 1,  3.0,⑤④③,,,,,,,,,,,,,,,,,,,,,,,,
 2, 6,Ｃレモンチャン, 57,内田博, 0.1, 54,*  5, -14, 1,  3.2, ③③, 2,14, スペｰストリップ,---,和田竜, 1.2, 59,* -4,  -2, 6, 14.0,②①①,,,,,,,,,,,,,,,,,,,,,,,,
 3, 3,Ｂマリｰズミイ, 58,柴田大, 0.5, 53,*  7, -19, 2,  3.9, ②②, 3, 7, アサクサベルｰガ,---,マクド, 1.3, 56,* -3,  -3, 4,  8.3,④②②,,,,,,,,,,,,,,,,,,,,,,,,
 4,12,Ｉランギョク, 43,大野拓, 0.5, 49,   0, -13,15,130.8, ⑥⑥, 4, 5, ピｰスワントゥルｰ,---,北村宏, 1.9, 53, -10,*  3,11, 33.5,⑪⑪⑩,,,,,,,,,,,,,,,,,,,,,,,,
 5,10,Ｌケイツｰネイト, 38,武士沢, 0.6, 49,  -8,* -3,14,113.0, ⑭⑬, 5, 1, スキャットマン,---,大野拓, 2.0, 53,  -7,  -2,15, 82.3,⑨⑥⑤,,,,,,,,,,,,,,,,,,,,,,,,
 6,14,Ｄスワンソング, 53,横山典, 0.7, 44,  -4, -10, 4,  8.0, ⑨⑨, 6,15, ベルウッドサロン,---,田中勝, 3.3, 41,  -5, -17, 8, 19.8,①③④,,,,,,,,,,,,,,,,,,,,,,,,
 7, 1,Ａブライティアミル, 60,的場勇, 0.9, 49,*  8, -23, 3,  4.2, ①①, 7,11, ニュｰワｰルド,---,松岡正, 3.4, 41,  -6, -16, 2,  5.4,⑧⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,
 8, 4,Ｈマルヨコマキ, 45,大庭和, 0.9, 44,  -9,* -6,16,195.5, ⑬⑪, 8, 4, イｰスタｰカクタス,---,丸田恭, 3.5, 41,  -7, -14, 5, 11.6,⑦⑨⑦,,,,,,,,,,,,,,,,,,,,,,,,
 9, 9,Ｍバシニアティヴ, 37,田中博, 1.0, 45,   0, -16,13,100.8, ⑦⑧, 9, 6, アンクランダイユ,---,吉田隼, 3.7, 39,  -7, -16, 3,  6.6,⑥⑧⑨,,,,,,,,,,,,,,,,,,,,,,,,
10, 2,Ｅフクノシリウス, 53,西田雄, 1.1, 42,  -7, -11, 5, 12.8, ⑫⑩,10, 8, ヘルシｰバイオ,---,田辺裕, 4.2, 36,  -7, -21,10, 24.0,③⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,
