13年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, 7,Ｊカシノラッキｰ, 41,二本柳, 1.1, 43,  -1, -16,11, 86.5, ⑧⑦,11,10, オクマンチョウジャ,---,村田一, 5.1, 33,  -9, -23,13, 63.9,⑩⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Ｐロックザパｰティ, 19,伊藤工, 1.4, 41, -18,* -3,12, 86.5, ⑯⑯,12, 9, ロｰレルトレジャｰ,---,黛弘人, 5.3, 36, -21,  -4,12, 38.3,⑭⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
13,16,Ｏミヤビヴァｰジナル, 34,長岡禎, 1.6, 41,   4, -26,10, 60.9, ④④,13, 2, セイカクロノス,---,津村明, 5.6, 37, -19,  -5,14, 64.3,⑮⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
14,15,Ｋメモリアルメイト, 39,中舘英, 1.6, 37,  -6, -16, 8, 31.4, ⑩⑫,14,13, ゴｰルデンフロアｰ,---,蛯名正, 6.3, 34, -27,*  2, 7, 15.2,⑯⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｇネコイッチョクセン, 46,吉田豊, 1.7, 37, -10, -14, 7, 16.6, ⑮⑮,15, 3, メインオｰバル,---,柴田大, 7.6, 18, -11, -42, 9, 21.1,⑫⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
16, 5,Ｎクレバｰジョｰイ, 35,杉原誠, 2.4, 31,  -7, -23, 9, 45.3, ⑪⑭,16,16, トミケンバアシス,---,木幡初, 9.0, 13, -26, -22,16,123.6,⑬⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"単勝:1,610円 複勝:08=350円 06=150円 03=150円 枠連:2,270円",,,,,,,,,,,,単勝:300円 複勝:12=150円 14=350円 07=250円 枠連:620円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:2,700円 ワイド:06-08=1,010円 03-08=740円 03-06=340円",,,,,,,,,,,,"馬連:1,920円 ワイド:12-14=710円 07-12=540円 07-14=2,110円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:7,570円 3連複:2,880円 3連単:29,290円",,,,,,,,,,,,"馬単:2,960円 3連複:6,210円 3連単:28,250円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａドラゴンビュｰティ, 63,武士沢,, 59,  -5,*  1, 1,  2.8,⑫⑬⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2, 5,Ｈアキレスバイオ, 53,蛯名正, 0.2, 55,  -3,  -5, 4,  7.1,⑦⑦⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3,11,Ｍプルｰフ, 43,杉原誠, 0.4, 55,  -6,* -1,10, 38.0,⑮⑮⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4, 9,Ｌクレバｰセレクト, 46,田辺裕, 0.5, 52,  -3,  -8,12, 61.9,⑧⑧⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5, 6,Ｇドラゴンブラザｰズ, 54,マクド, 0.6, 52,  -4,  -6, 7, 15.6,⑪⑪⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6,10,Ｊアズマクリスエス, 49,三浦皇, 1.0, 48,  -4, -10,11, 54.4,⑨⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 7, 1,Ｄトキメキボｰイ, 57,柴田善, 1.2, 47,  -3, -12, 6, 14.9,⑩⑨⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8, 4,Ｃサイレンスバｰド, 59,木幡初, 1.2, 47,* -1, -17, 3,  7.0,②②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9,12,Ｆセイウンコダシ, 55,村田一, 1.3, 49,  -5, -10,13,129.7,⑭⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10, 3,Ｋリボントリコロｰル, 49,横山和, 1.3, 47,* -2, -16, 5, 10.3,④⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11, 8,Ｉテンジンキヨモリ, 53,江田照, 1.4, 47,* -2, -17, 8, 17.8,⑤⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,13,Ｅマキャヴェッリ, 56,岩部純, 1.9, 44,* -2, -22,14,138.5,③③③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Ｂラッキｰチケット, 59,ビュイ, 2.1, 42,* -2, -24, 2,  4.4,⑥④④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 2,Ｎシャトルダンサｰ, 40,丹内祐, 3.3, 38,* -1, -35, 9, 35.1,①①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 7,Ｏアングリア, 25,柴山雄, 4.4, 30,  -5, -35,15,273.6,⑬⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:稍重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
単勝:280円 複勝:15=150円 05=240円 11=850円 枠連:330円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:1,240円 ワイド:05-15=440円 11-15=3,110円 05-11=4,450円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:2,090円 3連複:20,490円 3連単:53,990円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａヒュウガミズキ, 71,横山典,, 58,*  6,  -1, 1,  1.8, ①①,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 2,16,Ｂウインプロスパｰ, 59,三浦皇, 0.3, 56,*  3,  -1, 2,  4.2, ②②,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 3, 1,Ｉプリンシアルｰナ, 44,ビュイ, 0.5, 56,   2,   0, 7, 31.9, ⑤③,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 4,15,Ｆビックファントム, 51,内田博, 0.8, 51,   2,  -4, 5, 14.2, ③④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 5,13,Ｃヴァンドランス, 57,吉田豊, 0.9, 52,  -1,  -2, 6, 20.6, ⑨⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 6, 3,Ｄシンパサイザｰ, 51,田辺裕, 1.1, 50,  -8,*  4, 3,  8.1, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 7, 6,Ｍシキランマン, 39,杉原誠, 1.1, 51,  -6,*  2,11,133.0, ⑩⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 8,11,Ｊプレジｰル, 43,石橋脩, 1.2, 49,  -6,   0,13,174.9, ⑪⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 9, 8,Ｅティアップドリｰム, 51,黛弘人, 1.3, 48,  -1,  -6, 8, 43.3, ⑦⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10, 7,Ｋメイスンインパルス, 43,マクド, 1.7, 44, -13,*  2, 9, 57.2, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,10,Ｌドヴァラパｰラ, 41,田中博, 1.7, 45,   0,  -9,16,621.3, ⑧⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12, 2,Ｏデルマベラ, 29,柴山雄, 1.8, 43,  -1,  -9,12,171.1, ⑥⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 4,Ｎカンタベリｰサクラ, 35,二本柳, 2.3, 39,  -9,  -7,15,555.7, ⑫⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 9,Ｈショウブスタｰ, 45,嶋田純, 2.6, 35,  -9,  -9,10, 91.5, ⑭⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 5,Ｐネフライト, 22,柴田大, 3.3, 31, -12, -11,14,346.4, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｇサウンドカスケｰド, 50,松岡正, 3.3, 29,   1, -25, 4, 10.9, ④⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
単勝:180円 複勝:14=110円 16=130円 01=520円 枠連:230円,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬連:300円 ワイド:14-16=160円 01-14=860円 01-16=1,270円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"馬単:440円 3連複:2,220円 3連単:5,670円",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
