13年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月 7日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9, 3,Ｄマルヨファスリエフ, 61,原田敬, 1.9, 43, -14,  -2, 5, 11.6, ⑨⑩, 9,11, タイキミホクイｰン,---,江田照, 0.8, 36,  -3, -12, 8, 27.7, ⑫⑫, 9, 2,Ｅテイケイフロックス, 65,中舘英, 1.0, 59, -10,   7, 2,  6.1, ⑫⑩, 9, 4,Ａアロヒラニ, 79,丸田恭, 1.1, 58,  -6,  -3, 1,  3.1,⑥⑥⑨
10, 8, ヤマニンビュラン,---,柴田大, 2.1, 41, -17,  -1,10, 88.3, ⑪⑨,10,10,Ｅイチマイカンバン, 50,荻野琢, 1.0, 34,   1, -19,10, 35.3, ⑨⑩,10,15,Ｂレイズオブザサン, 66,原田敬, 1.0, 59,*  2,  -4, 6, 17.5, ④⑤,10, 5,Ｇゴットラウディｰ, 69,津村明, 1.4, 56,  -6,  -7, 5, 11.6,⑦⑦⑤
11, 2,Ｉキセキノナルシスト, 32,原田和, 2.5, 36, -17,  -5,11, 93.4, ⑩⑪,11, 8,Ｎアシタハテンキ, 24,古川吉, 1.0, 35,  -2, -16,12, 56.6, ⑪⑪,11,14,Ｉセイルアゲン, 61,嶋田純, 1.3, 55, -11,   5,15,263.5, ⑭⑭,11, 3,Ｌデルマビシャモン, 52,高倉稜, 1.5, 54,  -4, -11,11,149.1,③③④
12,10, ケｰジｰメグミ,---,山崎亮, 5.1, 10, -26, -22,12,122.0, ⑫⑫,12, 6,Ｋミススタｰレｰン, 35,原田和, 1.3, 32,   3, -23,16,150.2, ⑥④,12, 6,Ｊマデイラ, 60,松山弘, 1.4, 53, -14,   6, 7, 18.6, ⑯⑮,12, 6,Ｊオンワｰドナスキｰ, 55,黛弘人, 2.8, 39,* -3, -31,12,174.8,②②②
,,,,,,,,,,,,13, 7,Ｈインパクトレディｰ, 42,木幡初, 1.6, 27, -12, -14,13, 69.0, ⑮⑮,13, 7,Ｋウェルトレインド, 60,鮫島良, 1.6, 51, -11,   1,13, 88.9, ⑬⑯,,,,,,,,,,,,
,,,,,,,,,,,,14, 4, ドミナスイオン,---,山崎亮, 1.7, 26, -12, -14,14, 95.0, ⑭⑭,14, 8,Ｏトｰセンサイクロン, 55,中井裕, 1.9, 47,  -6,  -8,11, 43.2, ⑩⑪,,,,,,,,,,,,
,,,,,,,,,,,,15,16,Ｉキネオロｰズ, 41,津村明, 2.1, 22, -10, -23, 5,  7.7, ⑬⑬,15,16,Ｐキンショｰダイシ, 51,柴山雄, 2.3, 43,   0, -18,16,374.7, ⑥⑨,,,,,,,,,,,,
,,,,,,,,,,,,16, 5,Ｍヴィトルオｰゾ, 30,田中健, 2.6, 17, -15, -24, 9, 29.1, ⑯⑯,16,12,Ｎドウデス, 55,津村明, 3.6, 27,  -8, -27, 9, 34.8, ⑪⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:重(指数:9),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:不良(指数:9),,,,,,,,,,,
"単勝:310円 複勝:11=140円 09=510円 12=130円 枠連:2,460円",,,,,,,,,,,,単勝:490円 複勝:12=160円 13=160円 02=200円 枠連:630円,,,,,,,,,,,,"単勝:12,120円 複勝:05=2,100円 11=890円 13=240円 枠連:7,520円",,,,,,,,,,,,"単勝:1,550円 複勝:12=340円 11=240円 09=330円 枠連:4,270円",,,,,,,,,,,
"馬連:3,690円 ワイド:09-11=1,120円 11-12=190円 09-12=1,230円",,,,,,,,,,,,馬連:940円 ワイド:12-13=380円 02-12=580円 02-13=700円,,,,,,,,,,,,"馬連:104,140円 ワイド:05-11=19,530円 05-13=13,070円 11-13=3,150円",,,,,,,,,,,,"馬連:4,300円 ワイド:11-12=1,150円 09-12=1,790円 09-11=1,120円",,,,,,,,,,,
"馬単:7,690円 3連複:4,380円 3連単:28,830円",,,,,,,,,,,,"馬単:1,930円 3連複:2,810円 3連単:13,000円",,,,,,,,,,,,"馬単:186,080円 3連複:387,730円 3連単:4,251,990円",,,,,,,,,,,,"馬単:9,540円 3連複:11,230円 3連単:80,820円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｈランミネルバ, 49,横山和,, 70,  -1,*  7, 7, 31.1,⑦⑨⑤, 1, 6,Ｃブライトマｰサ, 62,中井裕,, 60,   1,* -1, 1,  3.7,⑨⑦⑧, 1, 7,Ａトウショウギフト, 76,吉田隼,, 66,   5,*  8, 2,  3.8,⑦④④, 1,12,Ｇマイネルラクリマ, 82,柴田大,, 87,  14,*  3, 3,  6.4,⑨⑩⑧
 2,15,Ｉディレットリｰチェ, 49,松山弘, 0.4, 62,*  4,  -3, 5, 11.7,②①①, 2,14,Ｄクリノコトノオｰ, 58,国分恭, 0.2, 56,   0,*  0, 7, 17.4,⑪⑩⑨, 2,14,Ｅエｰシンデュｰク, 70,丸田恭, 0.7, 60,*  6,  -1, 5,  8.1,⑬③②, 2,14,Ｊマックスドリｰム, 80,古川吉, 0.6, 79,  12,  -4, 7, 15.2,⑮⑬④
 3, 2,Ａアｰスザスリｰ, 64,高倉稜, 0.6, 60,*  2,  -3, 1,  2.6,①②②, 3, 9,Ｋシルバｰトｰク, 47,二本柳, 0.3, 55,*  5,  -9,11,100.2,①①①, 3, 2,Ｃシルクプラズマ, 74,松田大, 0.9, 60,   1,*  6, 4,  6.9,⑧⑪⑨, 3, 1,Ｃキョウエイストｰム, 84,丸田恭, 0.7, 78,  13,  -5,10, 18.8,⑪⑫⑭
 4, 4,Ｊメイショウポピュラ, 48,松田大, 0.6, 61,   2,*  0,13,133.5,③⑤③, 4, 1,Ａヒミノオオタカ, 64,松田大, 0.5, 52,   2,  -7, 4,  9.5,④⑤③, 4, 6,Ｄシルクアポロン, 73,松山弘, 1.0, 59,*  6,  -3, 1,  3.6,③②①, 4,13,Ｋサトノタイガｰ, 78,的場勇, 0.8, 78,  14,  -8,11, 20.6,⑫⑪③
 5, 3,Ｂキョウエイリリック, 60,丸田恭, 1.3, 55,  -2,  -2, 2,  3.4,⑮⑫⑧, 5, 2,Ｍエｰシンザヘッド, 44,古川吉, 0.8, 54,  -1,  -4, 3,  4.4,⑫⑪⑫, 5, 9,Ｂミッキｰクリスエス, 74,高倉稜, 1.0, 60,   4,   2, 3,  6.3,⑩⑧⑥, 5,15,Ｌダノンスパシｰバ, 76,藤岡康, 0.9, 77,   9,* -1, 2,  5.9,⑯⑯⑮
 6,10,Ｃシャトルダンサｰ, 59,木幡初, 2.2, 51,*  2, -16, 4,  6.6,④③④, 6, 4,Ｆポッドスタｰ, 53,柴山雄, 1.0, 51,  -2,  -3, 5, 10.0,⑩⑬⑭, 6,13,Ｍテンエイエンドレス, 38,荻野琢, 1.1, 58,   4,   0,15,175.5,⑪⑥⑤, 6, 9,Ｈトップカミング, 82,柴山雄, 1.1, 74,  15, -16,12, 26.0,⑤⑤⑨
 7,12,Ｍビレッジドリｰム, 37,山崎亮, 3.1, 43,   0, -21,10, 67.4,⑧⑦⑥, 7,15,Ｅヒシパシフィック, 57,嶋田純, 1.2, 47,*  4, -16, 6, 10.8,③③②, 7, 1,Ｌアリアｰヌ, 48,木幡初, 1.4, 59,   1,*  4,10, 53.6,⑫⑬⑭, 7, 3,Ａスピリタス, 86,高倉稜, 1.1, 76,  13,  -9, 8, 16.0,⑬⑭⑫
 8,11, コンパスロｰズ,---,中井裕, 3.1, 45,   1, -23,12,104.4,⑤④⑦, 8,13,Ｈダイゴハクリュウ, 52,吉田隼, 1.2, 50,  -3,  -3,10, 39.3,⑬⑭⑮, 8,11,Ｇスカイノレイ, 58,横山和, 2.2, 56,   0,  -3,13,104.5,⑭⑭⑪, 8, 7,Ｆマルカボルト, 82,吉田隼, 1.1, 73,  15, -17, 1,  3.9,④④②
 9,13, ジョリファム,---,勝浦正, 3.2, 44,  -5, -12, 9, 58.8,⑭⑮⑮, 9, 3,Ｊアズマクリスエス, 48,高倉稜, 1.5, 47,  -2,  -8,15,221.4,⑭⑫⑩, 9, 3,Ｎニットウミュｰズ, 36,嶋田純, 2.4, 49,  -1,  -3,14,172.1,⑮⑮⑮, 9, 2,Ｍスズジュピタｰ, 75,江田照, 1.5, 71,  14, -17,14,128.4,⑧⑨⑬
10, 5,Ｅボンジュｰルノゾミ, 53,津村明, 3.2, 44,  -1, -20, 6, 17.6,⑬⑪⑩,10, 7,Ｌコンシェルジュ, 46,伊藤工, 1.6, 46,   0, -13,12,104.3,⑦⑧⑥,10,15,Ｆメイショウイチフジ, 62,国分恭, 2.5, 49,   3, -10,11, 55.0,⑨⑩⑦,10, 6,Ｉドリｰムセｰリング, 81,松田大, 1.6, 69,* 18, -28, 5, 10.5,①①①
11,14,Ｄメイショウキリコ, 58,吉田隼, 3.3, 41,   0, -23, 3,  6.2,⑩⑧⑪,11, 8,Ｂネコイッチョクセン, 63,江田照, 1.9, 44,   2, -19, 2,  4.3,⑤⑥⑦,11, 8,Ｈヴァリュｰビジョン, 57,伊藤工, 2.6, 49,   0,  -7, 9, 23.6,⑤⑫⑬,11, 8,Ｎリッツィｰスタｰ, 66,宮崎北, 1.7, 69,  15, -24,15,130.7,⑥⑥⑩
12, 9,Ｇハッピｰドライブ, 51,伊藤工, 3.3, 43,  -2, -18, 8, 52.0,⑪⑬⑫,12, 5,Ｏキクカサンダｰ, 27,木幡初, 2.0, 46,  -5,  -6,13,115.4,⑮⑮⑬,12, 4,Ｊマリｰアルｰア, 55,勝浦正, 2.6, 48,*  6, -17, 8, 22.1,①①③,12,11,Ｅデルフォイ, 82,中舘英, 2.0, 66,  14, -27, 4,  8.3,⑩⑧⑦
13, 7,Ｌコンポｰザｰ, 40,宮崎北, 3.7, 38,  -1, -24,11, 91.5,⑨⑩⑬,13,12,Ｇスリｰアクシオ, 53,中舘英, 2.1, 41,*  4, -23, 8, 18.3,⑥④④,13,10,Ｋヤマノクリスタル, 54,西村太, 4.0, 40,   2, -22,12, 99.5,⑥⑨⑩,13,10,Ｂミッキｰパンプキン, 85,松山弘, 2.1, 64,  14, -27, 6, 13.3,⑦⑦⑪
14, 6,Ｋノｰブルダンス, 41,原田和, 4.4, 35,   0, -32,15,469.3,⑥⑥⑨,14,11,Ｉトウケイゴｰルド, 52,藤岡康, 2.1, 43,   0, -17, 9, 18.4,⑧⑨⑪,14,12,Ｉドラケンスバｰグ, 57,藤岡康, 4.9, 33,   5, -33, 6, 13.4,④⑤⑧,14, 5,Ｄモズ, 83,国分恭, 2.4, 61,* 16, -37, 9, 17.1,③③⑥
15, 8,Ｆスｰサンリラ, 52,古川吉, 5.2, 33,  -4, -31,14,253.6,⑫⑭⑭,15,10,Ｎウインエスペランサ, 41,柴田大, 2.2, 41,*  5, -26,14,147.3,②②⑤,15, 5, グランヴァン,---,中井裕, 5.4, 32,   4, -36, 7, 15.3,②⑦⑫,15, 4,Ｐエイシンオスマン, 60,勝浦正, 2.6, 61,* 16, -39,13, 27.8,②②⑤
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｏサニｰサンデｰ, 65,黛弘人, 5.1, 45,  11, -61,16,172.6,⑭⑮⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:不良(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-15 馬場:不良(指数:9),,,,,,,,,,,
"単勝:3,110円 複勝:01=730円 15=300円 02=140円 枠連:5,380円",,,,,,,,,,,,"単勝:370円 複勝:06=190円 14=400円 09=2,900円 枠連:1,350円",,,,,,,,,,,,単勝:380円 複勝:07=170円 14=230円 02=180円 枠連:640円,,,,,,,,,,,,"単勝:640円 複勝:12=270円 14=500円 01=480円 枠連:1,690円",,,,,,,,,,,
"馬連:10,360円 ワイド:01-15=3,280円 01-02=1,400円 02-15=670円",,,,,,,,,,,,"馬連:3,960円 ワイド:06-14=1,190円 06-09=8,160円 09-14=15,670円",,,,,,,,,,,,"馬連:1,680円 ワイド:07-14=650円 02-07=460円 02-14=640円",,,,,,,,,,,,"馬連:5,700円 ワイド:12-14=1,910円 01-12=1,810円 01-14=4,150円",,,,,,,,,,,
"馬単:22,760円 3連複:8,770円 3連単:92,790円",,,,,,,,,,,,"馬単:5,990円 3連複:143,220円 3連単:399,560円",,,,,,,,,,,,"馬単:2,930円 3連複:2,160円 3連単:12,190円",,,,,,,,,,,,"馬単:10,260円 3連複:33,760円 3連単:162,210円",,,,,,,,,,,
■ 3R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 9R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喜多方特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅネコタイショウ, 57,江田照,, 74,*  5,* 11, 1,  3.7,①①①, 1, 4,Ｋラクリモｰサ, 66,勝浦正,, 72,   7,* -2, 7, 12.5,⑫⑪⑪, 1, 5,Ｇミラクルピッチ, 67,勝浦正,, 68,  -2,* 10, 5, 13.3, ⑧⑦, 1,14,Ｄスピアナｰト, 69,松山弘,, 75,*  5,   4,11, 22.1, ②②
 2, 1,Ａテイエムオｰライト, 65,鮫島良, 1.0, 63,*  3,   1, 7, 10.5,③③②, 2, 7,Ｃインダクティ, 75,柴山雄, 0.2, 72,   6,* -1, 9, 17.0,⑪⑫⑦, 2,14,Ｆクラウンカイザｰ, 70,柴山雄, 0.0, 69,*  3,   5, 9, 19.0, ③③, 2,16,Ｐマイネサヴァラン, 61,柴田大, 0.5, 70,*  2,   0, 9, 15.5, ③③
 3, 6,Ｌペプチドウインド, 45,国分恭, 1.0, 63,   2,*  5,13, 69.5,⑤⑧⑤, 3, 1,Ｆセミニョン, 72,中井裕, 0.2, 68,   8,  -9, 3,  6.3,⑤⑤③, 3, 6,Ｃトウカイチャｰム, 75,嶋田純, 0.3, 65,  -7,* 11, 2,  4.9, ⑬⑫, 3, 4,Ｂモエレフルｰル, 71,丸田恭, 0.5, 68,  -1,   2, 1,  3.7, ⑤④
 4, 5,Ｇトウカイフェスタ, 55,木幡初, 1.5, 58,   1,  -5, 2,  5.4,⑥⑤⑥, 4, 3,Ｂモスカｰトロｰザ, 76,丸田恭, 0.4, 68,   4,* -1, 8, 14.0,⑭⑭⑭, 4, 2,Ｅコスモイルダｰナ, 72,柴田大, 0.4, 65,  -5,   9, 6, 14.3, ⑪⑪, 4,11,Ｎパシオンルｰジュ, 63,津村明, 0.5, 70,*  6,  -4, 3,  9.2, ①①
 5,16,Ｂマイネルランスタン, 61,津村明, 1.6, 59,   0,  -2, 4,  7.5,⑨⑨⑦, 5, 2,Ｏセクシイスイｰト, 48,高倉稜, 0.4, 66,* 11, -19,12, 71.4,①①①, 5, 3,Ｌメイショウクロシオ, 63,中井裕, 0.4, 66,  -3,   7,10, 21.9, ⑨⑨, 5,12,Ｃツキミハナミ, 71,中井裕, 0.6, 68, -10,* 10, 8, 15.0, ⑪⑩
 6, 2,Ｊスプリングシャトル, 51,中井裕, 1.7, 58,  -3,*  4, 8, 22.8,⑭⑭⑨, 6,10,Ｊキワミ, 66,原田敬, 0.5, 66,   8, -13,10, 20.3,⑥⑥⑧, 6, 7,Ｈロクイチスマイル, 67,横山和, 0.6, 64, -10,* 10, 4, 13.0, ⑭⑭, 6, 3,Ｏテストマッチ, 62,国分恭, 0.8, 64,  -6,   4, 5, 11.2, ⑥⑥
 7, 8,Ｏマイネルワｰグナｰ, 30,柴田大, 1.7, 61,  -2,   4,15,128.8,⑮⑮⑩, 7,12,Ｈスタｰリットスカイ, 70,藤岡康, 0.6, 65,   6,  -9, 5,  9.4,⑩⑩⑬, 7,15,Ｐガルホｰム, 47,江田照, 0.7, 62,   1,   1,12, 68.8, ④⑤, 7, 9,Ｅエｰティｰガンダム, 67,鮫島良, 0.9, 63,  -6,   3,16, 83.7, ⑧⑦
 8, 3,Ｆトｰホウギルス, 56,吉田隼, 1.8, 54,   2,  -9, 6,  9.1,⑫⑦④, 8, 5,Ｌセプタｰドアイル, 65,津村明, 0.7, 65,   7, -13, 2,  4.9,⑨⑦④, 8, 8,Ｄコｰリンハッピｰ, 72,宮崎北, 0.8, 60,   0,   1, 8, 16.2, ⑤④, 8, 1,Ｈアンゲネｰム, 66,藤岡康, 1.0, 63, -10,   5, 7, 12.9, ⑩⑧
 9,13,Ｄシュペトレｰゼ, 58,柴山雄, 1.8, 56,   0,  -3, 9, 25.8,⑬⑩⑧, 9, 6,Ｇサイレントクロップ, 71,吉田隼, 0.8, 61,*  9, -22, 1,  4.4,②②②, 9,12,Ｉワキノネクサス, 66,国分恭, 0.9, 61,  -2,   3,11, 61.4, ⑩⑩, 9, 8,Ｍタイヨウパフュｰム, 64,高倉稜, 1.1, 66, -13,* 10,10, 16.5, ⑮⑮
10, 7,Ｃプライドキッズ, 59,松山弘, 2.0, 53,  -1,  -4, 5,  7.8,⑧⑫⑪,10,15,Ｅマイネマキアｰジュ, 73,柴田大, 1.1, 62,   9, -20,11, 33.9,⑧⑨⑩,10,11,Ｂフランキンセンス, 78,丸田恭, 1.0, 57, -11,   8, 3,  7.1, ⑯⑯,10,10,Ｇコスモルミナス, 66,吉田隼, 1.2, 60,  -4,  -2,12, 32.4, ⑦⑨
11,12,Ｉアトラスバロｰズ, 53,高倉稜, 2.6, 47,*  4, -24, 3,  6.8,②②③,11, 9,Ｉラミアプリマベｰラ, 69,荻野琢, 1.2, 60,   6, -14,14,109.9,⑬⑬⑫,11,10,Ａマッシヴヒｰロｰ, 78,松山弘, 1.0, 60,*  3,  -3, 1,  2.5, ②②,11,13,Ｌミッキｰホワイト, 65,古川吉, 1.3, 59, -11,   2, 4,  9.9, ⑫⑬
12, 4, デンコウイットウ,---,古川吉, 3.6, 41,  -5, -16,16,178.6,⑯⑯⑮,12,14,Ａハギノウィッシュ, 79,松山弘, 1.2, 58,   8, -22, 6, 10.4,⑦⑧⑨,12, 1,Ｎアマレット, 62,伊藤工, 1.1, 59,  -3,   1,13, 83.4, ⑦⑥,12, 6,Ａジャストザブレイン, 72,松田大, 1.3, 60, -13,   5, 2,  5.3, ⑭⑪
13,15,Ｎアｰビバラスボｰイ, 33,宮崎北, 3.7, 39,  -2, -25,14, 99.6,⑪⑬⑬,13,11,Ｎマイネキャスリｰン, 60,伊藤工, 1.4, 58,   3, -12,13, 75.5,⑮⑮⑮,13, 4,Ｋナムラビｰム, 63,津村明, 1.2, 59,*  5,  -6, 7, 15.0, ①①,13,15,Ｋアズマスタｰフィｰ, 65,江田照, 1.4, 58,   1, -10,13, 38.9, ④⑤
14,14,Ｋヤマニントルシュ, 48,伊藤工, 4.1, 35,   2, -39,12, 65.5,⑦⑥⑫,14,13,Ｍピンクジャスミン, 63,城戸義, 1.7, 54,*  9, -31,15,229.1,④④⑥,14,13,Ｏプラッキｰエリｰナ, 61,山崎亮, 1.2, 57,  -4,   1,14, 93.1, ⑫⑬,14, 7,Ｉシセイギンガ, 66,柴山雄, 1.5, 58, -19,*  8,14, 62.5, ⑯⑯
