13年10月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  芝1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,瓢湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂクリノプリムラ, 53,柴山雄,, 51,*  1,  -7, 4,  7.0, ①①, 1,12,Ａテイクファイア, 76,松田大,, 71,*  7,   3, 1,  3.7, ①①, 1, 6,Ｄゼウス, 71,西村太,, 69,   1,   5, 2,  5.1, ⑤③, 1, 9,Ａメイショウタマカゼ, 77,川島信,, 72,   9,*  6, 7, 12.4,⑨⑩⑩
 2,10,Ａフレンチフェロｰ, 55,木幡初, 0.2, 49,*  0,  -8, 1,  2.2, ②②, 2, 4,Ｊピｰスオブアイ, 66,杉原誠, 0.0, 71,   4,   6,10, 19.8, ④④, 2, 4,Ｊジョｰアカリン, 67,草野太, 0.0, 70,  -2,* 11,10, 26.3, ⑫⑪, 2, 5,Ｊオｰスミミズホ, 64,菱田裕, 0.1, 72,  10,   3,10, 35.0,⑧⑧⑦
 3, 6,Ｇケイジｰジュピタｰ, 40,伴啓太, 0.3, 47, -17,*  7, 6, 16.5, ⑭⑭, 3,15,Ｅアスコットシチｰ, 69,中井裕, 0.1, 73,*  6,   3, 3,  7.1, ③③, 3,14,Ｆケルンフォｰティｰ, 71,藤懸貴, 0.0, 70,  -1,*  9, 5, 10.0, ⑩⑧, 3,10,Ｄベンジャミン, 73,松田大, 0.1, 70,  11,  -2, 6, 10.4,⑤⑤⑤
 4, 8,Ｆロｰドメビウス, 41,吉田隼, 0.4, 46, -10,  -1, 3,  6.7, ⑦⑥, 4, 2,Ｈジェネシスロック, 67,太宰啓, 0.2, 70,  -3,* 11, 4,  9.5, ⑫⑩, 4,10,Ｃゴｰゲッタｰ, 71,菱田裕, 0.2, 67,   1,   3,11, 28.3, ⑥⑥, 4, 2,Ｇスリｰヴェロｰチェ, 71,柴山雄, 0.1, 70,* 13,  -7, 9, 15.4,②②②
 5, 4,Ｈトｰタルヒｰト, 39,藤懸貴, 0.6, 44, -15,*  3, 2,  4.7, ⑫⑫, 5, 5,Ｂタマノエスペランサ, 70,中谷雄, 0.3, 68,   0,   7, 2,  5.3, ⑧⑧, 5,18,Ａサトノヒｰロｰ, 75,杉原誠, 0.3, 66,*  5,  -4, 3,  5.1, ②②, 5, 4,Ｌトｰセンシｰザｰ, 64,横山和, 0.4, 67,  10,  -4,12, 42.0,⑥⑥⑥
 6, 3,Ｉコスモクラヴィス, 38,中井裕, 0.6, 46,* -2, -10, 8, 26.2, ③③, 6, 1,Ｇドリｰミングラヴ, 69,木幡初, 0.4, 68,  -3,* 10, 6, 11.0, ⑪⑨, 6, 7,Ｋホオポノポノ, 66,横山和, 0.3, 66,   0,   4, 9, 19.0, ⑧⑦, 6, 8,Ｃダンツクロノス, 75,村田一, 0.4, 69,   6,*  7, 5,  7.3,⑫⑫⑫
 7,15,Ｍタマモパンテオン, 28,太宰啓, 0.7, 45,* -2, -11,11, 74.9, ④④, 7, 6,Ｆシベリアンスオｰド, 69,勝浦正, 0.6, 65,   3,   1, 7, 12.3, ⑤⑤, 7, 5,Ｇポップアップハｰト, 69,長岡禎, 0.3, 67,  -4,*  9, 6, 14.3, ⑭⑯, 7, 1,Ｅハギノウィッシュ, 71,鮫島良, 0.5, 67,  11,  -9, 8, 14.1,④④④
 8, 2,Ｅニュｰエトワｰル, 41,川島信, 1.0, 41, -11,  -4, 9, 29.6, ⑧⑧, 8, 9,Ｎユキノマルガリｰタ, 45,横山和, 0.6, 66,*  6,  -1,12, 52.7, ②②, 8, 2,Ｈモエレベロｰチェ, 67,伊藤工, 0.5, 63,*  7,  -7, 7, 14.9, ①①, 8, 6,Ｋヴェイパｰコｰン, 64,丸田恭, 0.5, 66,   9,   0,11, 35.1,⑦⑨⑪
