13年10月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月12日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 6,Ｊシゲルウゴ, 41,高倉稜, 1.3, 45,  -9,  -4, 8, 56.5, ⑨⑨, 9, 9, エトラ,---,松山弘, 1.2, 28, -47,   4,10, 95.7, ⑦⑥, 9, 8,Ｈウォｰタｰメジャｰ, 62,菱田裕, 2.2, 54,* -2,  -8, 7, 32.6, ③③, 9, 6,Ａエｰシンバリントン, 86,小牧太, 1.4, 78,   7,   7, 5,  9.8,⑧⑧⑧
10,10,Ｋマルサンマリナｰ, 35,小林徹, 1.7, 43,  -7,  -9,13,182.5, ⑧⑧,10, 5, ジョウショｰノブシ,---,国分恭, 1.2, 32, -51,  11, 7, 32.9, ⑩⑩,10, 6,Ｋワンダｰパラジｰノ, 48,藤懸貴, 2.2, 54, -11,   0,11,221.2, ⑫⑫,10, 7,Ｌカリスマサンタイム, 74,国分優, 1.5, 76,   6,   9,13,208.7,⑪⑪⑪
11, 5,Ｉラディアンス, 42,藤懸貴, 1.9, 42, -12,  -5,10, 69.7, ⑫⑪,,,,,,,,,,,,,11, 4,Ｊビコｰワンダフル, 54,佐久間, 2.4, 53,  -7,  -5,12,226.8, ⑨⑨,11, 8,Ｎハギノサキガチ, 73,池添謙, 1.6, 77,   6,   8, 9, 24.0,⑩⑩⑩
12, 7,Ｍラブセレクタｰ, 26,中井裕, 3.0, 34,  -7, -20, 7, 53.3, ⑦⑩,,,,,,,,,,,,,12, 3,Ｉグレイトエンブレム, 59,高倉稜, 2.6, 51,  -8,  -6, 8, 58.8, ⑩⑪,12, 4,Ｊブライトジェム, 77,幸英明, 1.8, 77,   4,  10,12,176.0,⑬⑬⑬
13,11,Ｎキンショｰクロシオ, -7,鮫島良, 3.1, 32, -18, -10,14,301.8, ⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,13,11,Ｍサトノイクシｰド, 74,松山弘, 2.5, 70,   4,   4,11,102.0,⑭⑭⑭
14,12,Ｌウェザｰストｰム, 35,和田竜, 4.0, 23, -13, -24, 3, 11.3, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,14,14,Ｋジャニアリシックス, 75,酒井学, 2.7, 70,   7,  -1,14,298.1,⑫⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-27 ﾚｰｽｱｶﾞﾘ指数:+16 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:1,430円 複勝:08=270円 14=110円 09=350円 枠連:690円",,,,,,,,,,,,"単勝:900円 複勝:08=210円 02=190円 07=370円 枠連:1,050円",,,,,,,,,,,,単勝:130円 複勝:02=100円 09=130円 10=190円 枠連:190円,,,,,,,,,,,,"単勝:610円 複勝:02=220円 10=380円 13=330円 枠連:1,230円",,,,,,,,,,,
"馬連:810円 ワイド:08-14=370円 08-09=1,670円 09-14=530円",,,,,,,,,,,,"馬連:1,720円 ワイド:02-08=640円 07-08=730円 02-07=940円",,,,,,,,,,,,馬連:290円 ワイド:02-09=170円 02-10=240円 09-10=450円,,,,,,,,,,,,"馬連:3,150円 ワイド:02-10=1,310円 02-13=1,530円 10-13=1,960円",,,,,,,,,,,
"馬単:2,580円 3連複:2,660円 3連単:24,210円",,,,,,,,,,,,"馬単:4,100円 3連複:4,920円 3連単:29,660円",,,,,,,,,,,,"馬単:340円 3連複:680円 3連単:1,450円",,,,,,,,,,,,"馬単:6,130円 3連複:14,400円 3連単:64,890円",,,,,,,,,,,
■ 2R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1900m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 8R  芝1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,夕刊ﾌｼﾞ杯ｵﾊﾟｰﾙｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｂロｰハイド, 54,福永祐,, 64, -14,* 12, 1,  1.5,⑦⑨⑧, 1, 1,Ｄマッシヴプリンス, 77,藤田伸,, 80,*  1,* 18, 2,  3.2,①①①, 1,10,Ｃダンスディレクタｰ, 74,浜中俊,, 82,   3,* 17, 1,  2.7, ⑧⑥, 1,10,Ｄエピセアロｰム, 81,浜中俊,, 90,   6,  14, 2,  4.6, ⑤⑤
 2, 7,Ｃアグリッパｰバイオ, 53,浜中俊, 0.0, 62,*-11,   8, 6, 21.2,⑩⑥⑥, 2, 3,Ｃセブンフォｰス, 78,川田将, 0.3, 78,*  1,  17, 1,  3.0,②②②, 2, 5,Ｋディｰプウェｰブ, 68,川田将, 0.2, 81,   0,* 20, 3, 10.4, ⑮⑬, 2,11,Ｅサイレントソニック, 81,武豊  , 0.2, 88,   4,  14, 5, 11.2, ⑧⑧
 3, 3,Ａストｰムインパクト, 57,四位洋, 0.0, 60,*-11,   5, 3,  8.0,①②②, 3, 8,Ａシンゼンレンジャｰ, 80,四位洋, 0.3, 79,  -1,* 20, 3,  4.1,⑦⑥⑥, 3, 2,Ｄディｰプサウス, 74,福永祐, 0.3, 78,   1,  14, 2,  3.0, ⑦⑨, 3,12,Ｇメモリアルイヤｰ, 77,小牧太, 0.2, 86,* 11,   6, 9, 38.7, ②②
 4, 2,Ｄワクワクカンヲ, 52,武豊  , 0.1, 60,*-11,   7, 2,  5.5,③④④, 4, 7,Ｆスタンドバイミｰ, 75,岩田康, 0.6, 77,   0,  17, 5,  9.0,⑤⑤④, 4,15,Ｇタガノバスタｰ, 70,松田大, 0.5, 73,*  5,   5,10, 39.5, ②②, 4, 2,Ｋカラフルデイズ, 72,岩田康, 0.3, 88,   0,* 17, 7, 26.1, ⑩⑩
 5, 8,Ｅエアカミュゼ, 50,岩田康, 0.2, 60, -13,   6, 4,  9.4,④⑤⑤, 5, 2,Ｂロｰレルアウェイク, 79,松田大, 0.7, 74,   0,  15, 4,  8.6,③③③, 5, 4,Ｂミラクルラヴィ, 77,岩田康, 0.5, 77,  -2,* 17, 6, 15.8, ⑯⑯, 5, 4,Ｊアイラブリリ, 73,幸英明, 0.3, 86,   9,   8, 3,  7.1, ③③
 6, 1,Ｊクリノキングムｰン, 36,秋山真, 0.3, 60, -13,   9, 9,115.2,⑥⑦⑦, 6, 4,Ｇカノヤプレジデント, 72,藤懸貴, 0.7, 75,  -2,  18, 7, 35.5,⑥⑧⑦, 6, 1,Ｎアンジュエ, 67,武豊  , 0.5, 76,   0,  14, 5, 14.1, ⑫⑫, 6, 9,Ｆバｰバラ, 78,福永祐, 0.4, 85,   5,  10, 1,  2.1, ⑦⑦
 7,10,Ｇアルマセクレタ, 47,国分優, 0.5, 56, -13,   2, 5, 19.5,⑧⑩⑨, 7, 5,Ｅフミノメモリｰ, 76,幸英明, 0.7, 76,  -2,  17, 6, 12.1,⑧⑦⑧, 7,14,Ａタツストロング, 77,松山弘, 0.5, 76,  -2,* 17, 7, 22.2, ⑰⑰, 7, 6,Ｃビウイッチアス, 82,津村明, 0.4, 85,   6,   9, 6, 13.4, ④④
 8, 4,Ｆオｰルビｰファイン, 47,藤岡康, 0.5, 56, -14,   5,10,141.1,⑤⑧⑩, 8, 6,Ｈワンダｰシャスｰル, 66,国分恭, 2.1, 65,  -1,   7, 9, 87.0,⑨⑨⑨, 8, 9,Ｅロノ, 73,池添謙, 0.6, 74,*  5,   4, 4, 10.6, ⑤④, 8, 3,Ｌレジェトウショウ, 71,秋山真, 0.4, 87,  -4,* 19,11, 67.6, ⑫⑫
 9, 5,Ｉマルクナッテ, 43,藤懸貴, 0.6, 52,*-11,  -2, 8, 84.4,②③③, 9, 9,Ｉビックケン, 64,酒井学, 2.4, 63,   0,   0, 8, 66.1,④④⑤, 9,11,Ｌシンデレラボｰイ, 68,藤岡康, 0.8, 69,*  5,  -1, 8, 24.9, ①①, 9, 5,Ａアウトクラトｰル, 83,藤岡康, 0.5, 83,   4,  10, 8, 29.8, ⑥⑥
10, 9,Ｈドリｰムジュエリｰ, 46,和田竜, 0.8, 50,*-11,  -6, 7, 22.8,⑨①①,,,,,,,,,,,,,10, 7,Ｈイエスミｰトゥｰ, 69,中井裕, 0.8, 73,   1,   8,15,125.9, ⑩⑩,10, 8,Ｈロｰガンサファイア, 77,武幸四, 0.5, 85,   1,  13, 4,  8.9, ⑪⑪
,,,,,,,,,,,,,,,,,,,,,,,,11, 8,Ｍシャスタｰデイジｰ, 67,和田竜, 0.9, 71,*  4,   2,13, 57.0, ④⑤,11, 7,Ｉエイシンオスマン, 74,太宰啓, 0.6, 82,   1,  12,12, 96.1, ⑨⑨
,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｊオリｰブジュエル, 68,幸英明, 0.9, 73,   0,  10,14, 77.1, ⑱⑧,12, 1,Ｂリュンヌ, 82,岡田祥, 0.9, 76,* 13,  -4,10, 38.7, ①①
,,,,,,,,,,,,,,,,,,,,,,,,13,12,Ｉヒシアルコル, 69,菱田裕, 1.0, 70,   0,   7,17,304.1, ⑬⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,14,18,Ｒビリオネア, 58,太宰啓, 1.2, 67,   0,   4,16,146.3, ⑪⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,17,Ｆタガノグｰフォ, 73,鮫島良, 1.3, 67,  -2,   5,11, 55.4, ⑭⑱,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｑピュアソウル, 58,高倉稜, 1.4, 65,*  5,  -5, 9, 31.3, ③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,16,Ｏメイショウマルマル, 67,川須栄, 1.8, 60,   1,  -8,12, 56.1, ⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18,13,Ｐダンスインザスカイ, 61,国分優, 2.0, 58,*  4, -14,18,438.6, ⑥⑦,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:150円 複勝:06=110円 07=270円 03=190円 枠連:410円,,,,,,,,,,,,単勝:320円 複勝:01=130円 03=120円 08=140円 枠連:470円,,,,,,,,,,,,単勝:270円 複勝:10=130円 05=200円 02=130円 枠連:750円,,,,,,,,,,,,"単勝:460円 複勝:10=210円 11=330円 12=1,140円 枠連:560円",,,,,,,,,,,
"馬連:1,020円 ワイド:06-07=390円 03-06=220円 03-07=1,040円",,,,,,,,,,,,馬連:470円 ワイド:01-03=220円 01-08=300円 03-08=250円,,,,,,,,,,,,"馬連:1,550円 ワイド:05-10=580円 02-10=210円 02-05=370円",,,,,,,,,,,,"馬連:2,420円 ワイド:10-11=870円 10-12=3,070円 11-12=4,040円",,,,,,,,,,,
"馬単:1,280円 3連複:1,810円 3連単:6,730円",,,,,,,,,,,,"馬単:980円 3連複:560円 3連単:3,020円",,,,,,,,,,,,"馬単:2,150円 3連複:1,210円 3連単:6,850円",,,,,,,,,,,,"馬単:4,250円 3連複:26,200円 3連単:103,990円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳新馬 馬齢,,,,,,,,,,,,■ 6R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 9R  芝1400m 2 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,りんどう賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4, ゴｰルドアロｰ,---,岩田康,, 64,  -1,*  0, 3,  5.6, ③②, 1, 1,Ａアｰバンレジェンド, 80,岩田康,, 78,   8,* 10, 1,  1.5,④⑤④, 1, 8,Ｇエイシンオルドス, 50,川田将,, 65,* -5,   4, 1,  2.6, ②②, 1, 7,Ｄツルオカハチマン, 72,岩田康,, 72,  -1,*  9, 5,  8.3, ⑨⑥
 2, 9, シゲルミマサカ,---,国分優, 0.2, 63,*  1,* -4,10, 40.1, ①①, 2, 9,Ｄホワイトアルバム, 72,小林徹, 0.2, 75,* 10,   4, 4, 19.2,②②②, 2,10,Ｊマラムデｰル, 43,岩田康, 0.1, 65,  -6,   5, 6, 15.1, ⑤④, 2, 3,Ｋメイショウアルザス, 65,原田敬, 0.2, 70,*  6,  -2,14,141.0, ①①
 3, 6, アグネスオピニオン,---,菱田裕, 0.8, 56,  -2,* -5,13,119.3, ⑤⑤, 3, 3,Ｃブライトエルフ, 74,和田竜, 0.3, 77,   8,   8, 3, 13.8,⑤⑦⑥, 3, 5,Ｆリアルヴィｰナス, 51,武豊  , 0.2, 65, -10,*  8, 3,  5.6, ⑩⑨, 3, 9,Ａステイウェル, 79,水口優, 0.4, 69,   3,   1, 1,  3.9, ⑤⑧
 4,12, チョウテッパン,---,太宰啓, 1.6, 51,  -1, -14, 7, 23.0, ④④, 4,10,Ｂヴァレンティｰア, 75,川田将, 0.8, 74,   5,   8, 2,  4.3,⑪⑩⑩, 4, 1,Ｂエルノルテ, 62,福永祐, 0.2, 65, -10,*  8, 2,  3.1, ⑨⑩, 4,14,Ｉアドマイヤシェル, 67,川田将, 0.5, 67,   3,  -2, 2,  4.7, ④⑤
 5,15, ブラボｰランサｰ,---,高倉稜, 1.8, 47,  -3, -13, 9, 29.8, ⑥⑥, 5, 7,Ｇタｰフジェニック, 70,幸英明, 0.8, 72,   9,   1, 6, 23.0,③④③, 5, 4,Ｄタイセイララバイ, 53,松山弘, 0.4, 61,  -9,   3, 5, 12.2, ⑦⑧, 5, 4,Ｌグロシュラライト, 63,藤田伸, 0.5, 68,*  6,  -3, 9, 31.1, ②②
 6,13, ナガラフライト,---,幸英明, 2.3, 44,  -9, -10, 2,  4.2, ⑩⑨, 6, 6,Ｅシｰズガレット, 72,浜中俊, 1.1, 69,* 11,  -6, 9, 41.6,⑩①①, 6, 7,Ｃウメ, 56,酒井学, 0.6, 59,  -7,  -1, 8, 43.6, ④⑤, 6, 2,Ｊオリエンタルサン, 65,藤岡康, 0.6, 68,  -4,   7,10, 52.0, ⑪⑩
 7, 7, ジョウイチロウ,---,秋山真, 2.3, 42, -12,  -6, 5, 13.4, ⑬⑫, 7,11,Ｉシナｰラ, 66,岩崎翼, 1.4, 68,   8,  -1, 7, 30.9,⑥⑥⑨, 7, 3,Ａクｰルジョジョ, 62,幸英明, 0.7, 58,  -9,  -1, 4,  7.0, ⑥⑦, 7, 1,Ｅサンクフルネス, 70,幸英明, 0.7, 69,  -4,*  8, 6,  9.2, ⑬⑬
 8, 3, メイショウホウネン,---,武幸四, 2.7, 43,  -5, -19, 8, 29.4, ⑧⑧, 8, 5,Ｊメイショウユウヤケ, 65,藤懸貴, 1.5, 67,  10,  -6, 8, 32.1,①③⑤, 8, 2,Ｈカシノタロン, 47,国分優, 0.7, 57,  -6,  -3, 9, 60.4, ③③, 7, 8,Ｆアチｰヴ, 69,浜中俊, 0.7, 67,  -4,   6, 7, 12.3, ⑫⑫
 9, 2, ナムラジョｰズ,---,国分恭, 2.8, 38, -11, -13,12, 77.3, ⑪⑩, 9, 4,Ｈデコレイト, 67,福永祐, 1.5, 67,   6,   0, 5, 21.0,⑧⑨⑧, 9, 9,Ｅヤマニンアリエッタ, 51,和田竜, 0.8, 55,  -8,  -4, 7, 25.5, ⑧⑥, 9,10,Ｇエアギベオン, 69,岡田祥, 0.7, 67,  -1,   3,13,139.3, ⑩⑨
10,16, サンダｰボｰル,---,北村友, 3.5, 34, -10, -19, 4,  9.8, ⑫⑪,10, 8,Ｋタマモアルバ, 65,国分恭, 1.9, 65,   3,   4,11, 67.5,⑨⑪⑪,10, 6,Ｉピンクノサイロ, 45,小牧太, 1.5, 46,* -4, -18,10,238.3, ①①,10, 6,Ｃオｰバｰヘッド, 74,北村友, 1.0, 65,  -8,*  9,11, 52.5, ⑭⑭
11, 8, マヤノブリッツ,---,藤懸貴, 3.6, 33, -13, -16,14,129.5, ⑭⑭,11, 2,Ｆティボリハｰモニｰ, 70,高倉稜, 2.2, 61,   6,  -6,10, 63.1,⑦⑧⑦,,,,,,,,,,,,,11,11,Ｂマルカリョウマ, 78,国分恭, 1.7, 57,   2, -11, 4,  6.9, ⑥③
12, 1, スイｰトポｰラ,---,川島信, 3.7, 33, -14, -16,11, 48.9, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,12,12,Ｍシゲルオオカミザ, 61,国分優, 1.8, 57,   2, -10,12, 96.1, ⑦⑦
13,11, アリュｰジョン,---,小牧太, 3.9, 33,*  1, -36, 1,  2.5, ②③,,,,,,,,,,,,,,,,,,,,,,,,,13,13,Ｈトｰコｰグリｰン, 67,武豊  , 2.2, 55,   1, -13, 3,  6.2, ⑧⑪
14,14, サｰジェントペパｰ,---,和田竜, 4.7, 26,  -5, -37, 6, 17.4, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,14, 5,Ｎモズムラクモ, 46,和田竜, 2.3, 54,   4, -17, 8, 12.4, ③④
15,10, テイエムガｰネット,---,松田大, 5.5, 20,  -9, -39,16,205.1, ⑨⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:67 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:560円 複勝:04=220円 09=1,210円 06=3,050円 枠連:6,770円",,,,,,,,,,,,単勝:150円 複勝:01=110円 09=330円 03=280円 枠連:770円,,,,,,,,,,,,"単勝:260円 複勝:08=140円 10=310円 05=190円 枠連:1,000円",,,,,,,,,,,,"単勝:830円 複勝:07=300円 03=3,100円 09=190円 枠連:7,660円",,,,,,,,,,,
"馬連:8,940円 ワイド:04-09=2,740円 04-06=7,770円 06-09=23,630円",,,,,,,,,,,,"馬連:1,090円 ワイド:01-09=380円 01-03=360円 03-09=1,230円",,,,,,,,,,,,"馬連:2,040円 ワイド:08-10=760円 05-08=390円 05-10=1,030円",,,,,,,,,,,,"馬連:49,690円 ワイド:03-07=13,630円 07-09=790円 03-09=8,500円",,,,,,,,,,,
"馬単:13,010円 3連複:214,890円 3連単:615,530円",,,,,,,,,,,,"馬単:1,380円 3連複:2,480円 3連単:7,910円",,,,,,,,,,,,"馬単:2,980円 3連複:3,370円 3連単:14,820円",,,,,,,,,,,,"馬単:82,350円 3連複:69,620円 3連単:534,930円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
