13年 7月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 7月27日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 3,Ｍクリノカメハメハ, 30,松山弘, 0.9, 41,  -7, -10, 9, 46.9, ⑨⑧, 9, 3,Ｍミリタリｰアｰツ, 42,国分優, 3.6, 50,  -1, -12,10, 91.8,⑩⑨⑦, 9, 2,Ｍウルフ, 62,国分恭, 1.9, 59,   6,  -7,11, 69.3,③③⑤, 9, 4,Ｊスｰパｰオｰビット, 71,小牧太, 0.4, 71,   3,* 12,11, 73.3,⑫⑬⑬
10,15,Ｃトラストフェアリｰ, 52,中井裕, 0.9, 44,  -1, -15, 5, 12.9, ⑦⑦,10,12,Ｅルｰベル, 54,岩崎翼, 3.7, 48,  -5,  -9, 6, 44.8,⑬⑭⑬,10, 9,Ｐアサクサライジン, 54,真島正, 2.0, 61,   0,   4,16,249.7,⑯⑯⑬,10,13,Ｌサンガヴィｰノ, 68,和田竜, 0.5, 69,   4,   8,10, 72.3,⑬⑫⑫
11,10,Ｉトップザサブライ, 39,和田竜, 1.2, 39,  -4, -16,12,228.0, ⑧⑥,11,13,Ｉメイショウヨリキ, 51,熊沢重, 3.9, 52,  -1, -17, 7, 48.5,⑥⑧⑧,11,15,Ｃマｰクスマン, 75,松山弘, 3.1, 51,   5, -15, 8, 48.6,⑥⑨⑨,11, 9,Ｆホｰマンベルウィン, 74,酒井学, 0.5, 69,   4,   8,13, 88.8,⑪⑪⑪
12, 8,Ｇトップランナウェイ, 44,高倉稜, 1.6, 33, -14, -12,11,161.3, ⑫⑫,12, 2,Ｎワンダｰブライド, 39,小坂忠, 4.1, 52,*  5, -26,13,148.2,①①③,12,14,Ｌナムラバクサイ, 63,太宰啓, 3.1, 55,   1,  -9,12, 72.9,⑪⑭⑯,12, 2,Ｈメイショウブシン, 72,高倉稜, 0.7, 66,   4,   5, 6, 14.2,⑩⑩⑩
13, 1,Ｏエドノチャｰム, 16,岩崎翼, 1.8, 32, -19,  -9,15,458.4, ⑭⑮,13,14,Ｌビュｰティルック, 42,水口優, 4.8, 42,  -3, -20,16,301.4,⑪⑫⑭,13, 1,Ｆドンクｰガｰ, 73,高倉稜, 3.1, 51,   1,  -9, 7, 33.2,⑩⑮⑭,13,11,Ｅヤマニンガｰゴイル, 78,熊沢重, 1.2, 58,*  8, -11, 9, 49.6,④③⑤
14, 4,Ｎシゲルトカチ, 20,藤懸貴, 2.2, 26, -17, -18,13,245.6, ⑬⑭,14,15,Ｇクリノロブソン, 52,真島正, 6.5, 31,   0, -41,15,229.5,③⑦⑫,14, 5,Ｋキングスバｰン, 65,小牧太, 3.2, 50,*  7, -19, 9, 52.5,④④⑥,,,,,,,,,,,,
15,13,Ｈコンゴウサクラ, 41,鮫島良, 2.4, 25,   2, -37,10, 74.0, ⑤⑨,15, 9,Ｊシャッツ, 51,武幸四, 8.3, 26,  -8, -42,11,118.8,⑯⑮⑮,15,16,Ｄヒロノエンペラｰ, 74,藤岡康, 3.2, 51,   4, -14, 4, 14.1,⑧⑧⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｏメイショウゾンビ, 60,中井裕, 3.9, 49,   4, -21,13, 79.3,⑤⑦⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-6),,,,,,,,,,,
"単勝:2,370円 複勝:09=370円 07=180円 06=110円 枠連:1,410円",,,,,,,,,,,,単勝:610円 複勝:04=130円 05=120円 06=120円 枠連:410円,,,,,,,,,,,,"単勝:260円 複勝:11=140円 06=1,360円 08=200円 枠連:4,200円",,,,,,,,,,,,単勝:580円 複勝:03=170円 07=160円 06=150円 枠連:660円,,,,,,,,,,,
"馬連:4,590円 ワイド:07-09=1,460円 06-09=700円 06-07=310円",,,,,,,,,,,,馬連:710円 ワイド:04-05=220円 04-06=230円 05-06=170円,,,,,,,,,,,,"馬連:9,880円 ワイド:06-11=3,040円 08-11=410円 06-08=4,870円",,,,,,,,,,,,"馬連:1,560円 ワイド:03-07=480円 03-06=440円 06-07=370円",,,,,,,,,,,
"馬単:12,430円 3連複:3,030円 3連単:36,870円",,,,,,,,,,,,"馬単:1,810円 3連複:390円 3連単:3,850円",,,,,,,,,,,,"馬単:13,770円 3連複:18,250円 3連単:114,540円",,,,,,,,,,,,"馬単:3,390円 3連複:1,810円 3連単:13,240円",,,,,,,,,,,
■ 2R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1200m 2 歳新馬(九) 馬齢,,,,,,,,,,,,■ 8R  芝3390m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■11R  ダ1700m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,小倉ｻﾏｰｼﾞｬﾝﾌﾟ,,,,,,,,,,,,KBC杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂウエスタンレベッカ, 67,高倉稜,, 66,* -7,   7, 2,  3.1,③③③, 1, 5, カシノタロン,---,国分優,, 43,*-23,* -3, 5, 11.2, ③③, 1, 3, オｰスミムｰン,,高田潤,,,,, 1,  2.1,②①①, 1, 9,Ｄダノンゴｰルド, 82,武豊  ,, 89,*  9,* 19, 1,  2.9,②②①
 2, 8,Ｃクｰファゲルニカ, 66,浜中俊, 0.1, 65,  -8,   8, 1,  2.5,④⑤④, 2,10, カシノエｰデル,---,小坂忠, 0.4, 37, -32,*  0, 8, 32.3, ⑦⑦, 2, 4, トウショウデザイア,,白浜雄,226.0,,,, 2,  3.8,①②②, 2, 5,Ａタイセイシュバリエ, 89,浜中俊, 0.0, 89,   9,* 21, 2,  2.9,③③③
 3, 7,Ｇフェリｰチェレガロ, 60,藤岡康, 0.1, 63,* -7,   3, 3,  5.8,①①①, 3, 8, テイエムボッケモン,---,田中健, 0.5, 34, -28,* -6, 4,  9.9, ⑤⑤, 3, 7, ドングラシアス,,五十嵐,226.3,,,, 6, 18.2,⑤⑤⑤, 3, 1,Ｂフレイムオブピｰス, 87,幸英明, 0.6, 86,   7,  18, 3,  3.1,⑥⑦⑤
 4,13,Ｅディオジェｰヌ, 62,川田将, 0.1, 65,  -8,   7, 4,  9.3,⑥④⑤, 4, 7, テイエムゲッタドン,---,藤懸貴, 0.6, 33, -29,* -6, 1,  2.0, ④④, 4, 9, コウエイキング,,植野貴,226.4,,,, 4,  9.5,③③③, 4, 7,Ｆダノンハラショｰ, 81,和田竜, 0.7, 85,   8,  17, 7, 62.0,⑧⑥④
 5, 4,Ｉムｰンビスコッティ, 56,国分優, 0.2, 69, -12,* 14, 8, 38.1,⑨⑫⑥, 5,17, カシノリデル,---,岡田祥, 0.8, 30,*-21, -16,14,150.2, ②②, 5, 5, アグネスハイヤｰ,,北沢伸,226.8,,,, 8, 39.5,⑨⑨⑨, 5, 2,Ｃタガノジンガロ, 84,川田将, 1.6, 78,   8,   9, 4,  7.5,⑦⑤⑥
 6,14,Ｈキクヒメ, 57,高田潤, 0.2, 67, -11,* 13,10, 43.6,⑪⑩⑪, 6,13, コウエイプリンセス,---,和田竜, 0.9, 29,*-11, -27, 2,  5.1, ①①, 6, 2, トウシンボルト,,中村将,227.1,,,, 3,  7.0,⑩⑧⑦, 6, 6,Ｇグレイレジェンド, 79,熊沢重, 1.8, 81,   8,   6, 6, 43.3,⑨④⑦
 7, 2,Ａプリンセスフロｰラ, 67,松山弘, 0.3, 65,  -9,   9, 5, 13.0,⑦⑦⑧, 7, 4, キリシマホｰマ,---,小牧太, 1.2, 25, -33, -10, 3,  6.7, ⑨⑨, 7,11, ヤマニンメダイユ,,平沢健,227.2,,,, 7, 20.5,⑧⑥⑥, 7, 3,Ｊイセノスバル, 72,中井裕, 2.0, 77,   7,   7,10,146.9,⑩⑨⑧
 8,16,Ｋセｰノｰクイン, 50,酒井学, 0.5, 60,  -8,   2,11,134.2,⑤⑥⑦, 8,18, カシノサプライズ,---,国分恭, 1.4, 22, -29, -16,11, 58.5, ⑥⑥, 8,10, ジｰクジオン,,熊沢重,227.6,,,, 5, 10.5,④④④, 8, 8,Ｅアマノレインジャｰ, 81,国分優, 3.0, 67,   7,  -2, 5, 31.3,⑤⑧⑨
 9, 5,Ｄマコトラヴィッサン, 62,幸英明, 0.5, 61, -10,   4, 7, 29.6,⑧⑧⑨, 9, 2, キョウワコクリコ,---,真島正, 1.5, 21, -36, -11, 7, 29.1, ⑪⑩, 9, 8, サンレイランキング,,難波剛,228.9,,,,10,126.8,⑦⑦⑧, 9, 4,Ｈパルラメンタｰレ, 76,岡田祥, 3.4, 64,* 10, -11, 8, 64.1,①①②
10, 6,Ｏポンドゥレｰヴ, 35,岡田祥, 0.6, 61, -13,   8,14,345.0,⑫⑪⑫,10,14, テイエムトッピモン,---,中井裕, 1.7, 20, -40, -10,12, 67.8, ⑭⑭,10, 1, リバｰキャッスル,,田村太,230.5,,,,11,190.6,⑥⑩⑩,10,10,Ｉブルｰソックス, 74,太宰啓, 5.5, 53,   7, -23, 9,124.8,④⑩⑩
11,11,Ｆヘヴンリｰムｰン, 60,和田竜, 0.6, 60, -11,   5, 9, 41.7,⑩⑨⑩,11,16, テイエムヒットバセ,---,松山弘, 1.8, 20, -42,  -8, 6, 26.7, ⑰⑯,11, 6, アドマイヤテンクウ,,西谷誠,232.9,,,, 9, 71.9,⑪⑪⑪,,,,,,,,,,,,
12, 3,Ｌベリｰビスケット, 45,中井裕, 1.3, 55, -14,   2,12,239.5,⑮⑮⑭,12,11, テイエムダイヤメ,---,難波剛, 1.9, 19, -42,  -9,15,152.1, ⑯⑮,,,,,,,,,,,,,,,,,,,,,,,,
13, 9,Ｊメメキュｰティｰ, 53,武豊  , 1.4, 45,* -7, -15, 6, 25.1,②②②,13, 1, リッシンサムライ,---,太宰啓, 2.5,  9, -39, -22, 9, 39.0, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
14,12,Ｎゴッドスピｰドユｰ, 37,鮫島良, 1.4, 53, -13,   0,15,358.9,⑬⑭⑬,14, 3, アスカタキオン,---,高倉稜, 2.7,  6, -36, -27,10, 53.0, ⑩⑧,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｍカシノレアネス, 42,大下智, 1.9, 47, -15,  -3,16,501.8,⑯⑯⑯,15,12, キリシマムスメ,---,水口優, 2.8,  5, -36, -28,18,282.2, ⑫⑫,,,,,,,,,,,,,,,,,,,,,,,,
16, 1, エｰシンシャイナｰ,---,太宰啓, 2.7, 35, -14, -18,13,249.8,⑭⑬⑮,16, 9, カシノピカロ,---,酒井学, 3.1, -1, -44, -25,16,161.3, ⑮⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,15, マルシゲサクラ,---,鮫島良, 3.4, -5, -33, -39,13,134.9, ⑧⑪,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18, 6, タケノビッグスタｰ,---,森一馬, 4.2,-17, -47, -37,17,163.7, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-17 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-4),,,,,,,,,,,
単勝:310円 複勝:10=120円 08=110円 07=150円 枠連:280円,,,,,,,,,,,,"単勝:1,120円 複勝:05=320円 10=830円 08=290円 枠連:8,310円",,,,,,,,,,,,単勝:210円 複勝:03=120円 04=150円 07=300円 枠連:350円,,,,,,,,,,,,単勝:290円 複勝:09=120円 05=120円 01=120円 枠連:460円,,,,,,,,,,,
馬連:410円 ワイド:08-10=160円 07-10=290円 07-08=250円,,,,,,,,,,,,"馬連:12,210円 ワイド:05-10=3,090円 05-08=1,500円 08-10=3,310円",,,,,,,,,,,,馬連:320円 ワイド:03-04=180円 03-07=550円 04-07=850円,,,,,,,,,,,,馬連:440円 ワイド:05-09=190円 01-09=190円 01-05=170円,,,,,,,,,,,
"馬単:860円 3連複:670円 3連単:2,750円",,,,,,,,,,,,"馬単:22,910円 3連複:33,740円 3連単:236,360円",,,,,,,,,,,,"馬単:610円 3連複:1,600円 3連単:4,780円",,,,,,,,,,,,"馬単:850円 3連複:410円 3連単:1,820円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  芝2000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ小倉,,,,,,,,,,,,伊万里特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ａサンマルヴィグラス, 64,川田将,, 67,*  3,*  4, 1,  1.5, ①①, 1, 5, ホウライアキコ,---,和田竜,, 68,* -9,*  9, 3,  5.9, ①①, 1,12,Ａトｰホウアマポｰラ, 74,幸英明,, 77,*  2,   9, 1,  1.5, ④③, 1, 6,Ｄマｰティンボロ, 74,川田将,, 78,  -2,* 17, 2,  3.2,⑧⑦⑦
 2, 8,Ｈロケットダッシュ, 51,松山弘, 0.0, 66,*  2,*  5, 3, 10.9, ②②, 2, 2, キンシノキセキ,---,武豊  , 0.4, 63, -14,*  9, 2,  4.4, ④⑤, 2, 1,Ｅタイザンホクト, 68,和田竜, 0.0, 76,*  4,   7, 3,  7.4, ①①, 2, 7,Ａクリサンセマム, 81,浜中俊, 0.0, 75,  -2,* 14, 1,  3.1,⑮④④
 3, 7,Ｃキリノトップラン, 56,幸英明, 0.6, 60,  -1,   1, 7, 24.8, ④④, 3, 9, マイネヴァリエンテ,---,幸英明, 0.5, 62, -13,*  6, 1,  2.8, ⑤④, 3,10,Ｃドリｰムマｰクス, 70,小牧太, 0.1, 75,   0,  10, 2,  5.4, ⑤④, 3,15,Ｊゲットハッピｰ, 65,幸英明, 0.3, 71,* -1,   7, 9, 52.3,②②②
 4,10,Ｆナムラセキトバ, 52,国分優, 1.2, 53, -11,   3,11,132.2, ⑬⑩, 4, 6, ロスヴァイセ,---,松山弘, 0.5, 61,*-10,   4, 4,  6.7, ②②, 4, 3,Ｍスリｰキャピトル, 45,国分優, 0.4, 72,  -9,* 14,10,155.5, ⑩⑩, 4,10,Ｃハギノウィッシュ, 74,武豊  , 0.5, 69,  -3,   8, 3,  5.0,⑦⑥⑤
 5, 9,Ｄピサノカルメン, 55,和田竜, 1.2, 54,  -1,  -4, 6, 21.2, ⑤⑤, 5,11, エイシンチョッパｰ,---,太宰啓, 1.1, 53, -17,   2, 7, 15.9, ⑦⑥, 5,13,Ｇアイファｰコラソン, 65,酒井学, 0.6, 68,   0,   3,12,192.9, ⑥⑥, 5, 9,Ｇポポルブフ, 67,和田竜, 0.6, 66,* -1,   4, 6, 15.2,④③③
 6, 1,Ｂプリｰズドスマイル, 63,浜中俊, 1.3, 53,   1,  -6, 2,  5.6, ③③, 6, 3, フェアリｰスマイル,---,国分優, 1.9, 43, -18,  -7,10,108.5, ⑥⑦, 6, 4,Ｆアドマイヤクｰガｰ, 68,川田将, 0.8, 68, -15,* 16, 6, 20.9, ⑪⑪, 6, 4,Ｅジャングルパサｰ, 73,藤懸貴, 0.6, 69,  -4,  11, 4,  6.9,⑪⑩⑩
 7, 2,Ｉファウヌス, 49,岩崎翼, 1.4, 50,  -6,  -4,12,203.1, ⑧⑧, 7, 7, シゲルイワシロ,---,真島正, 2.1, 39,*-11, -16,12,189.3, ③③, 7,11,Ｂジョｰアカリン, 71,松山弘, 1.1, 62,  -4,   1, 5, 18.6, ⑧⑨, 7,11,Ｆナリタウィッシュ, 68,森一馬, 0.8, 69,  -5,  11,12, 94.7,⑩⑫⑫
 8,11,Ｇシャインエタニティ, 52,太宰啓, 1.4, 53,  -5,  -3, 9, 53.9, ⑨⑦, 8,12, デジタルスパｰク,---,酒井学, 2.2, 38, -24,  -6, 9, 34.2, ⑧⑨, 8, 9,Ｈオウケンハナミズキ, 63,武豊  , 1.2, 62,*  3,  -6, 4, 15.3, ③②, 8,13,Ｈツインテｰル, 67,国分恭, 0.8, 68,  -7,* 13,10, 68.1,⑬⑭⑬
 9, 4, アンテインテッド,---,藤懸貴, 1.5, 50,  -4,  -5,10, 58.3, ⑥⑥, 9, 4, アルレジェンヌ,---,川田将, 2.2, 40, -29,   0, 5,  8.1, ⑩⑩, 9, 7,Ｋメイショウコウボウ, 57,藤岡康, 1.3, 61, -19,* 13, 8, 88.0, ⑭⑬, 9, 2,Ｋサトノサウザｰ, 63,国分優, 0.9, 68,  -4,   7, 8, 39.7,⑥⑧⑧
10,13,Ｊアスカリンカｰン, 48,小牧太, 2.0, 45,  -5,  -9, 8, 40.5, ⑩⑪,10,10, テイエムサンキュウ,---,武幸四, 2.3, 39, -29,  -1,13,216.1, ⑪⑪,10, 2, クオｰレフォルテ,---,山下裕, 1.5, 56, -14,   5,14,347.2, ⑫⑫,10, 3,Ｂメイショウタマカゼ, 76,小牧太, 1.0, 67,  -5,   9, 5, 13.6,⑨⑪⑪
11, 6,Ｋビコｰハエレシス, 41,佐久間, 2.2, 42, -11,  -7,14,463.1, ⑫⑨,11,14, ヌｰヴェルミシオン,---,鮫島良, 2.8, 30, -22, -15, 6, 15.4, ⑨⑧,11, 5,Ｌジツリキネオ, 46,鮫島良, 1.5, 56,  -3,  -6,13,198.0, ⑦⑦,11,12,Ｎスプリングシャトル, 57,高倉稜, 1.3, 64,  -8,  10,13,129.0,⑭⑮⑮
12, 5, ロｰタスワンド,---,武幸四, 2.7, 40, -14,  -9, 4, 14.1, ⑭⑭,12,13, イルジェニオ,---,水口優, 4.0, 14, -32, -22,14,338.6, ⑫⑫,12, 8,Ｊリッカスウィｰプ, 62,高倉稜, 1.7, 56, -24,  11, 9,102.8, ⑮⑮,12, 8,Ｍツルマルナルト, 58,中井裕, 1.5, 60,  -7,   2, 7, 31.0,⑫⑬⑭
13,12,Ｅハクサンナチュラル, 55,森一馬, 3.3, 31,  -4, -22, 5, 15.6, ⑦⑫,13, 1, ピッカピカヒメ,---,中井裕, 4.1, 20, -59,   4,11,149.9, ⑭⑭,13,15,Ｄエクストラトｰン, 70,国分恭, 2.1, 47, -17,  -1,11,156.8, ⑬⑭,13, 5,Ｌペプチドキングピン, 60,岩崎翼, 1.9, 52,  -4,  -8,11, 88.3,⑤⑨⑨
14,14,Ｌクｰファリリｰ, 25,中井裕, 3.6, 29,  -9, -22,13,399.0, ⑪⑬,14, 8, メイケイハリケｰン,---,浜中俊, 4.1, 16, -49,  -7, 8, 19.5, ⑬⑬,14,14,Ｉレッドジャイヴ, 63,浜中俊, 2.3, 45,  -3, -16, 7, 22.2, ⑨⑧,14, 1,Ｉケイワイツヨシ, 67,松山弘, 1.9, 50,  -3, -12,14,139.7,③⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,15, 6, タカノアラエビス,---,真島正, 4.0, 23,*  4, -46,15,385.7, ②⑤,15,14,Ｏタマモピッコロ, 46,水口優, 2.3, 45,*  1, -23,15,170.6,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-6),,,,,,,,,,,
