13年 2月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月16日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｆベルウッドシｰマ, 54,西村太,, 61, -14,*  9, 6, 11.1, ⑧⑤, 1, 5,Ａウインアルザス, 71,中井裕,, 65,*  4,*  1, 1,  1.7,①①①, 1, 5,Ｇジルコニア, 66,横山和,, 76,*  3,*  6, 2,  7.3, ②②, 1, 6,Ｃシンネン, 66,北村友,, 76,   6,*  4, 3,  6.4,④③③
 2,11,Ｃトドロック, 58,黛弘人, 0.1, 59, -10,*  6, 1,  3.3, ⑤③, 2, 1,Ｄダイワレｰヌ, 58,松山弘, 0.7, 59,   2,  -1, 3,  8.4,⑤⑥⑥, 2,11,Ｊテイエムタイホｰ, 62,長岡禎, 0.2, 73,  -1,*  7,15, 67.2, ⑤④, 2, 1,Ｆウイングリｰト, 61,大野拓, 0.2, 72,*  7,  -4, 5, 11.4,①①①
 3,13,Ａエリモフェザｰ, 65,松田大, 0.2, 61,* -5,   3, 3,  5.4, ①①, 3, 2,Ｇヴェイパｰコｰン, 53,勝浦正, 0.8, 58,*  3,  -6, 7, 19.8,③④③, 3,15,Ｆクラウンカイザｰ, 67,柴山雄, 0.5, 69,  -2,   5, 5,  8.7, ④③, 3, 7,Ｄノｰスパストラル, 64,勝浦正, 0.4, 72,   6,  -3, 6, 12.8,⑤⑤④
 4, 4,Ｅメイショウラムダ, 56,菱田裕, 0.5, 59,* -5,  -1, 4,  7.3, ②②, 4, 4,Ｂミッキｰサクセス, 67,北村友, 0.8, 56,*  4,  -9, 2,  7.2,②②②, 4, 3,Ｂクロンドロｰリエ, 76,西村太, 0.9, 65, -12,*  9, 3,  7.7, ⑯⑫, 4, 2,Ｂテイエムレンジャｰ, 68,小牧太, 0.5, 73,   3,*  3, 2,  6.3,⑧⑧⑦
 5, 7,Ｂドラゴンオサム, 63,中井裕, 1.3, 49,  -9,  -7, 2,  3.8, ③⑥, 5,15,Ｐキクノセントロ, 39,川須栄, 1.2, 54,   2, -10, 8, 43.5,⑨⑤⑤, 5,10,Ａヴェリタスロｰズ, 77,菅原隆, 0.9, 64,  -6,   3, 4,  7.9, ⑧⑦, 5, 3,Ａジャングルパサｰ, 73,松山弘, 0.5, 70,   4,   0, 1,  1.6,⑦⑥⑥
 6,12,Ｄアイティコスモス, 57,丹内祐, 1.5, 48, -10,  -7, 7, 15.3, ⑦⑦, 6,11,Ｍマイネルランスタン, 45,丹内祐, 1.3, 54,  -1,  -3,11, 91.5,⑩⑩⑨, 6, 6,Ｄコスモルミナス, 68,丹内祐, 1.0, 63,  -9,   5, 6,  9.7, ⑩⑨, 6, 4,Ｈクレスコモア, 58,川須栄, 0.6, 69,*  7,  -9, 4,  8.8,②②②
 7, 1,Ｇシアｰジュ, 54,松山弘, 1.7, 44, -10,  -9, 5,  8.6, ④④, 7,18,Ｎウインプライズ, 45,荻野琢, 1.4, 54,  -3,*  2,15,337.8,⑰⑬⑭, 7, 9,Ｅゴｰルデンウィナｰ, 67,中井裕, 1.0, 63,  -6,   2, 7, 10.4, ⑦⑥, 7, 8,Ｇキンショｰタイム, 60,丸山元, 0.8, 67,   3,  -3, 8, 89.0,⑥⑦⑤
 8, 2,Ｍジョウショｰレディ, 41,勝浦正, 1.8, 43, -22,  -1,12,173.8, ⑫⑨, 8,13,Ｃヒカリサスペンス, 62,小牧太, 1.4, 57,  -5,*  6, 4,  9.6,⑮⑱⑯, 8, 4,Ｐコｰラルビュｰ, 57,原田和, 1.1, 61,*  0,  -6,11, 22.7, ③⑤, 8, 5,Ｅナムラバクサイ, 63,高倉稜, 4.2, 40,   6, -55, 7, 72.8,③④⑧
