13年 4月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月21日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  芝3170m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9,12,Ｍアンブレスド, 44,四位洋, 0.9, 54,  -4,* -1,11, 58.7, ⑮⑭, 9, 2, シゲルハッサク,,黒岩悠,221.9,,,,11,152.9,⑫⑪⑩, 9, 4,Ｊリッカシェクル, 55,酒井学, 1.4, 65,  -2,  -4,10,223.0,⑨⑨⑩, 9,10,Ｍダイバｰシティ, 75,松山弘, 1.5, 72,   9,* -1,13,225.7,⑬⑬⑬
10,10,Ｂドラゴンオサム, 64,和田竜, 0.9, 56,   7, -12, 1,  2.6, ⑤④,10,12, マルカファントム,,森一馬,222.1,,,,12,160.0,⑥⑩⑨,10, 6,Ｉクｰガｰストリｰト, 62,デムｰ, 2.7, 47,*  0, -34, 6, 32.0,②②③,10,12,Ｌグッドカレラ, 78,四位洋, 1.7, 72,  15, -16, 9, 38.7,④⑦⑥
11, 6,Ｊシゲルカニザ, 49,太宰啓, 0.9, 54,  -2,  -3,15,237.9, ⑬⑮,11, 7, メイショウブシドウ,,高田潤,228.9,,,, 9, 16.5,⑪⑫⑪,,,,,,,,,,,,,11,13,Ｋママキジャ, 80,松岡正, 3.1, 61,  14, -24, 7, 32.0,⑥⑨⑩
12, 7,Ｄスズカアルファ, 60,幸英明, 1.5, 51,   7, -17, 4,  6.6, ⑥⑦,,,,,,,,,,,,,,,,,,,,,,,,,12, 1,Ｆセトノメジャｰ, 85,浜中俊, 3.8, 56,  15, -34, 5, 14.0,③⑥⑧
13,16,Ｎリベラリスト, 43,松山弘, 1.6, 50,   9, -20, 9, 30.2, ④⑤,,,,,,,,,,,,,,,,,,,,,,,,,13, 6,Ｊポイマンドレｰス, 80,酒井学, 6.7, 44,  12, -53, 6, 27.3,⑦⑩⑫
14, 8,Ｏティティベンケイ, -4,酒井学, 1.9, 46,   4, -18,12, 60.5, ⑨⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15, 5, ワンダｰパラジｰノ,---,岩崎翼, 2.1, 42, -11,  -5,16,362.5, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 2,Ｋシゲルミズガメザ, 45,小牧太, 4.1, 26,   2, -36,14,199.4, ⑪⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:稍重(指数:-3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-19 馬場:稍重(指数:-3),,,,,,,,,,,
"単勝:2,350円 複勝:01=650円 09=180円 04=180円 枠連:1,840円",,,,,,,,,,,,単勝:560円 複勝:03=210円 05=470円 01=380円 枠連:570円,,,,,,,,,,,,"単勝:1,420円 複勝:09=290円 02=280円 03=110円 枠連:1,090円",,,,,,,,,,,,単勝:230円 複勝:04=110円 08=110円 09=200円 枠連:240円,,,,,,,,,,,
"馬連:5,230円 ワイド:01-09=1,680円 01-04=1,660円 04-09=520円",,,,,,,,,,,,"馬連:4,100円 ワイド:03-05=1,630円 01-03=1,560円 01-05=3,770円",,,,,,,,,,,,"馬連:7,640円 ワイド:02-09=1,750円 03-09=520円 02-03=360円",,,,,,,,,,,,馬連:270円 ワイド:04-08=140円 04-09=430円 08-09=360円,,,,,,,,,,,
"馬単:13,980円 3連複:8,410円 3連単:79,930円",,,,,,,,,,,,"馬単:7,350円 3連複:20,620円 3連単:125,530円",,,,,,,,,,,,"馬単:20,400円 3連複:3,070円 3連単:48,180円",,,,,,,,,,,,"馬単:510円 3連複:830円 3連単:2,590円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,読売ﾏｲﾗｰｽﾞｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃメイショウイマワカ, 61,和田竜,, 71,*  8,* -6, 1,  2.1,②②①, 1,15,Ｂサンライズピｰク, 66,川田将,, 65,   7,  -8, 2,  2.5, ⑤③, 1,15,Ｇアンビｰタブル, 67,デムｰ,, 70,   7,* -1, 5, 13.7, ⑩⑥, 1,17,Ｃグランプリボス, 93,浜中俊,, 92,  24,   2, 5,  9.3, ⑩⑨
 2,12,Ｂトゥヴァビエン, 64,高田潤, 0.0, 70,   6,* -2, 4,  9.2,⑧⑤⑤, 2, 1,Ａトルストイ, 69,デムｰ, 0.1, 65,   3,* -2, 1,  2.3, ⑫⑪, 2, 8,Ｃシゲルシュサ, 72,幸英明, 0.1, 67,   3,*  3, 4, 11.0, ⑭⑭, 2,14,Ｄサンレイレｰザｰ, 89,和田竜, 0.1, 91,  23,   3, 8, 33.7, ⑬⑬
 3,15,Ａゴｰルデンヒｰロｰ, 66,幸英明, 0.4, 67,*  8,  -8, 3,  7.1,⑤④③, 3,11,Ｃミッキｰマンデｰ, 65,和田竜, 0.1, 65,   6,  -6, 4, 16.4, ⑦⑦, 3,10,Ｅミヤジガンバレ, 68,和田竜, 0.4, 68,* 13, -10, 2,  6.3, ③③, 3,12,Ｂダノンシャｰク, 95,デムｰ, 0.1, 90,  26,  -1, 3,  6.1, ⑥⑦
 4,16,Ｈタｰフジェニック, 53,秋山真, 1.0, 63,   3,* -5, 9, 69.7,⑥⑦⑧, 4, 4,Ｅチェイスザゴｰルド, 62,松山弘, 0.1, 64,   3,*  0,12, 67.8, ⑩⑨, 4, 9,Ｄアポロパレス, 69,岩田康, 0.5, 63,   4,* -2, 8, 25.6, ⑬⑫, 4, 9,Ｊカレンブラックヒル, 86,秋山真, 0.1, 91,  26,  -2, 1,  2.2, ④④
 5, 9,Ｆゴｰルデンステッキ, 56,松山弘, 2.1, 55,*  8, -24, 7, 22.7,③③②, 5, 8,Ｌナンプｰ, 45,北村友, 0.7, 56,* 17, -38,15,202.0, ①①, 5,11,Ｂナムラドリｰミｰ, 72,松山弘, 0.8, 62,  10, -11, 6, 13.8, ⑧⑧, 5,11,Ｋフィフスペトル, 86,北村友, 0.3, 89,  22,   2,13,125.6, ⑫⑫
 6,11,Ｄトゥｰビｰハッピｰ, 59,デムｰ, 2.3, 57,   4, -18, 6, 12.3,⑩⑨⑥, 6,16,Ｊヒｰトヘイズ, 46,川島信, 0.8, 62,   1,  -5,18,522.7, ⑮⑬, 6,16,Ａフリップフロップ, 75,デムｰ, 0.9, 61,  11, -13, 1,  1.9, ⑤④, 6,10,Ｉマジンプロスパｰ, 87,小牧太, 0.3, 88,* 27,  -7,10, 49.6, ⑤⑤
 7, 6,Ｇヒシストｰミイ, 53,北村友, 3.3, 48,*  8, -33,11, 88.9,①①④, 7,13,Ｇディオネｰ, 60,川須栄, 0.9, 57,   8, -20, 6, 21.3, ⑨⑥, 7, 3,Ｊシゲルセキニンシャ, 62,秋山真, 1.0, 58,   4,  -7,15,345.8, ⑪⑬, 7,16,Ｑレインボｰダリア, 84,柴田善, 0.3, 89,  20,   6,11, 67.1, ⑮⑮
 8, 5,Ｍワンダｰデスタン, 38,太宰啓, 3.3, 53,  -5,  -7,12,121.5,⑯⑯⑭, 8, 2,Ｐトウカイルｰチェ, 38,国分恭, 0.9, 56,   0,  -6, 9, 53.9, ⑭⑮, 8,13,Ｏカシノラピス, 59,岩崎翼, 1.1, 57,   0,  -4,16,660.7, ⑯⑯, 8, 2,Ａクラレント, 96,岩田康, 0.3, 89,  24,  -2, 2,  5.8, ⑧⑧
 9, 7,Ｅエｰシンネクスト, 57,浜中俊, 3.8, 45,   4, -31, 5,  9.4,④⑧⑦, 9,10,Ｄラガｰライオン, 62,幸英明, 1.1, 55,   7, -23, 7, 22.1, ④④, 9, 7,Ｆエイユｰラピス, 68,国分恭, 1.1, 57,   4,  -8, 7, 23.4, ⑫⑪, 9, 7,Ｈファイナルフォｰム, 87,デムｰ, 0.5, 87,  15,* 12, 6, 13.6, ⑯⑯
10,13,Ｏツｰエムスイフト, 35,水口優, 3.9, 46,   1, -24,16,643.0,⑫⑪⑩,10,12,Ｈオムニバス, 48,岩田康, 1.3, 54,  -1,  -9,11, 66.3, ⑯⑯,10,12,Ｈジプシｰマイラブ, 65,浜中俊, 1.3, 59,  11, -16, 3,  6.5, ④⑤,10, 1,Ｇオセアニアボス, 88,国分恭, 0.5, 85,  24,  -4,15,166.3, ⑨⑩
11,14,Ｋイキイキシンサク, 46,岡田祥, 4.0, 45,  -4, -16,15,593.6,⑮⑮⑬,11,18,Ｎウォｰタｰグロｰレ, 43,秋山真, 1.4, 52,   2, -16,17,346.9, ⑬⑫,11,14,Ｎマヤステッラ, 60,酒井学, 1.5, 57,   8, -15,13,219.7, ⑨⑨,11, 8,Ｏアスカクリチャン, 85,酒井学, 0.6, 88,  20,   2,16,187.3, ⑭⑭
12, 2,Ｉヒミノコンドル, 50,酒井学, 5.0, 41,  -4, -25, 8, 42.9,⑭⑭⑫,12, 9, ウォｰシップマｰチ,---,浜中俊, 1.7, 52, -11,*  6, 5, 19.7, ⑰⑰,12, 1,Ｌメイショウオハツ, 60,川島信, 1.7, 58,* 15, -25,12,145.6, ①①,12, 4,Ｍカネトシディオス, 86,藤田伸, 0.6, 88,  14,* 14,14,140.3, ⑰⑱
13, 1, アルスヴィズ,---,岩田康, 5.1, 38,   1, -36, 2,  4.7,⑨⑩⑪,13, 7,Ｆシゲルコウマザ, 62,松岡正, 1.7, 49,   5, -27, 8, 23.4, ⑥⑧,13, 5,Ｋノヴェッロ, 62,熊沢重, 1.9, 53,   0, -11,14,253.8, ⑮⑮,13, 6,Ｆスマｰトギア, 88,松山弘, 0.6, 85,  15,* 11,18,278.3, ⑱⑰
14, 4,Ｌマイネアラベスク, 42,松岡正, 5.1, 39,   4, -42,10, 80.5,⑦⑥⑨,14, 3,Ｉメイショウオニグマ, 46,酒井学, 1.8, 48,* 10, -39,10, 57.7, ②②,14, 2,Ｍテイケイフロックス, 60,川須栄, 1.9, 55,* 14, -25, 9, 30.2, ②②,14,13,Ｅシルポｰト, 88,松岡正, 0.7, 83,* 29, -14, 4,  8.9, ②②
15,10,Ｊアイファｰサミット, 49,岩崎翼, 6.1, 35,  -2, -35,14,433.7,⑬⑬⑮,15,14,Ｏトウケイアメジスト, 42,黒岩悠, 2.4, 41,   4, -37,16,218.4, ⑧⑩,15, 4,Ｐダブルスパｰク, 57,松岡正, 2.1, 51,   9, -22,11, 45.1, ⑥⑩,15, 5,Ｎオｰスミスパｰク, 85,川島信, 0.9, 83,  26, -14,17,250.3, ③③
16, 8,Ｎサンライズバレｰ, 38,小牧太, 7.0, 29,  -3, -45,13,186.0,⑪⑫⑯,16, 6,Ｍシゲルサソリザ, 43,小牧太, 2.6, 41,   1, -32,14,191.3, ⑪⑭,16, 6,Ｉイｰリス, 62,太宰啓, 2.7, 46,  10, -28,10, 31.1, ⑦⑦,16, 3,Ｐダノンヨｰヨｰ, 84,幸英明, 1.0, 82,  23, -10, 7, 33.1, ⑪⑪
,,,,,,,,,,,,17, 5,Ｋショウチシマシタ, 45,太宰啓, 3.8, 33,   7, -64,13,130.7, ③⑤,,,,,,,,,,,,,17,18,Ｌエｰシンメンフィス, 86,川須栄, 1.1, 79,  26, -17, 9, 40.4, ⑦⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,15,Ｒタイキパｰシヴァル, 83,川田将, 1.2, 77,* 29, -23,12, 85.3, ①①
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-14 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,
単勝:210円 複勝:03=110円 12=180円 15=170円 枠連:410円,,,,,,,,,,,,単勝:250円 複勝:15=110円 01=120円 11=230円 枠連:210円,,,,,,,,,,,,"単勝:1,370円 複勝:15=410円 08=280円 10=170円 枠連:900円",,,,,,,,,,,,"単勝:930円 複勝:17=340円 14=630円 12=210円 枠連:1,500円",,,,,,,,,,,
馬連:760円 ワイド:03-12=310円 03-15=280円 12-15=490円,,,,,,,,,,,,馬連:240円 ワイド:01-15=140円 11-15=510円 01-11=520円,,,,,,,,,,,,"馬連:4,740円 ワイド:08-15=1,480円 10-15=1,090円 08-10=680円",,,,,,,,,,,,"馬連:12,880円 ワイド:14-17=3,590円 12-17=870円 12-14=1,620円",,,,,,,,,,,
"馬単:1,060円 3連複:980円 3連単:4,010円",,,,,,,,,,,,"馬単:550円 3連複:900円 3連単:3,180円",,,,,,,,,,,,"馬単:10,280円 3連複:7,000円 3連単:53,420円",,,,,,,,,,,,"馬単:22,510円 3連複:17,400円 3連単:137,990円",,,,,,,,,,,
■ 3R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 6R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 9R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あずさ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａサダムコｰテイ, 63,川田将,, 56,  -8,* -4, 1,  1.6, ⑩⑨, 1, 6,Ａタイセイバスタｰ, 77,小牧太,, 70,  13, -12, 1,  1.5,③③②, 1, 5,Ａペプチドアマゾン, 81,浜中俊,, 72,   6,* -3, 1,  2.7,⑦⑥⑥, 1, 9,Ｂロｰゼンケｰニッヒ, 88,デムｰ,, 82,   1,* 15, 2,  2.5, ⑨⑩
 2,16,Ｅディアプリンセス, 54,岩田康, 0.2, 56,* -1, -14,10, 43.1, ②②, 2, 2,Ｃタガノビリｰヴィン, 71,武幸四, 0.4, 75,  12, -12, 8, 22.7,⑥⑥⑤, 2, 8,Ｃエｰシンマックス, 73,酒井学, 0.4, 69,*  8, -13, 2,  3.1,②②②, 2,10,Ｅカピオラニパレス, 76,北村友, 0.1, 82,  -1,* 16, 4, 12.2, ⑩⑨
 3, 2,Ｇサンライズウォｰ, 51,国分恭, 0.3, 54,*  0, -18, 4, 13.3, ①①, 3, 3,Ｅフジノストロング, 68,和田竜, 0.5, 69,  13, -14, 3, 10.9,④④③, 3, 1,Ｅニホンピロバロン, 63,秋山真, 0.6, 66,   5,  -8, 8, 18.7,⑧⑧⑧, 3,11,Ａシェルビｰ, 88,浜中俊, 0.2, 81,  -2,* 16, 1,  2.0, ⑪⑪
 4, 9,Ｍハリバット, 42,柴田善, 0.3, 53,  -5, -10,12,161.7, ⑥⑥, 4, 9,Ｂシュミット, 72,川田将, 0.7, 67,   9,* -9, 5, 15.1,⑨⑧⑦, 4, 6,Ｈマイネルサンオペラ, 57,松岡正, 0.6, 66,*  8, -16, 5, 11.2,⑥③③, 4, 7,Ｆキョウエイバサラ, 76,岡田祥, 0.5, 74,*  8,  -4, 3, 12.0, ②②
 5,12,Ｃクリアモｰメント, 56,北村友, 0.4, 52, -12,* -3, 9, 36.0, ⑫⑪, 5, 8,Ｄカノヤプレジデント, 71,国分恭, 1.2, 63,  12, -18, 4, 13.6,⑦⑦⑥, 5, 3,Ｂスペキュレイタｰ, 80,幸英明, 0.8, 65,   6, -16, 3,  5.4,③④④, 5, 4,Ｃタツストロング, 78,松山弘, 0.6, 73,   1,   5, 5, 17.3, ⑦⑦
 6, 8,Ｄサトノユニコｰン, 54,小牧太, 0.4, 52,  -4, -14, 3,  7.5, ④④, 6, 7,Ｉハｰデス, 58,秋山真, 1.3, 61,  13, -20, 9, 30.9,⑤⑤④, 6, 7,Ｇティマイドリｰム, 58,デムｰ, 0.8, 63,*  8, -20, 4, 10.3,①①①, 6,12,Ｉメモリｰシャルマン, 74,幸英明, 0.6, 78,  -5,* 15, 8, 44.7, ⑫⑫
 7,13,Ｐメイショウカエデ, 30,デムｰ, 0.6, 48,  -8, -11, 6, 17.7, ⑧⑩, 7, 1,Ｈクレスコモア, 61,浜中俊, 2.4, 55,* 15, -35, 2,  6.2,①①①, 7, 4,Ｆウインデスティニｰ, 63,和田竜, 1.2, 62,   7, -21, 7, 15.4,④⑤⑤, 7, 6,Ｇマイネボヌｰル, 75,松岡正, 0.8, 72,   2,   1, 9, 56.9, ⑧⑧
 8,11, メイショウパルフェ,---,武幸四, 1.0, 43, -13,  -9, 7, 25.6, ⑭⑭, 8, 4,Ｆロｰレルベロボｰグ, 66,松山弘, 4.4, 44,   7, -35, 6, 19.3,⑧⑨⑨, 8, 2,Ｄトレｰドウィンド, 64,岩田康, 1.4, 60,   5, -20, 6, 15.3,⑤⑦⑦, 8, 2,Ｈブルｰハｰツクライ, 75,国分恭, 0.8, 70,   4,  -2, 6, 26.9, ④④
 9,18,Ｈブイダッシュ, 49,上村洋, 1.1, 44,  -8, -14,16,262.5, ⑪⑫, 9, 5,Ｇテイエムオオラジャ, 63,太宰啓, 5.8, 41,  13, -62, 7, 22.7,②②⑧,,,,,,,,,,,,, 9, 5,Ｋフェブムｰビング, 61,和田竜, 0.9, 70,*  8, -10,10, 92.4, ①①
10,14,Ｉアマストレ, 49,四位洋, 1.3, 41, -17,  -8,14,204.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,10, 8,Ｄトップチェッカｰ, 77,藤田伸, 1.0, 70,   4,  -5,11,196.2, ⑤⑤
11, 6,Ｋタガノシェルム, 45,幸英明, 1.3, 43,* -2, -27,11,109.9, ③③,,,,,,,,,,,,,,,,,,,,,,,,,11, 1,Ｊジョｰアカリン, 70,岩田康, 1.6, 64,   4, -12, 7, 38.2, ③③
12,17,Ｊゴｰルドカナン, 48,小林徹, 1.5, 39, -14, -14,18,740.5, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｌホワイトショウフク, 61,酒井学, 2.1, 59,   1, -16,12,390.2, ⑥⑥
13, 3,Ｌニシノワン, 44,岩崎翼, 1.7, 36, -13, -19,15,261.5, ⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 7,Ｏブラッキｰピサ, 33,和田竜, 1.8, 36,  -6, -28, 5, 14.1, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,10,Ｎノｰドブライティア, 37,松山弘, 2.0, 33,* -3, -36,13,177.4, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16, 5,Ｆマイネノンノ, 53,松岡正, 2.2, 31,  -8, -32, 8, 31.7, ⑨⑧,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17, 1,Ｂサクラシェンロン, 60,川須栄, 3.5,  8, -21, -31, 2,  7.2, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,15,Ｑブルｰキュｰピット,-13,岡田祥, 5.1,-17, -34, -35,17,521.6, ⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-21 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,
"単勝:160円 複勝:04=110円 16=580円 02=280円 枠連:2,090円",,,,,,,,,,,,"単勝:150円 複勝:06=110円 02=340円 03=240円 枠連:1,650円",,,,,,,,,,,,単勝:270円 複勝:05=130円 08=140円 01=350円 枠連:0円,,,,,,,,,,,,"単勝:250円 複勝:09=110円 10=170円 11=110円 枠連:1,470円",,,,,,,,,,,
