13年 3月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月17日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾌﾛｰﾗﾙｳｫｰｸ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｇメイショウユウヤケ, 52,横山和,, 60,   2,* -1,11, 41.0,③③②, 1,15,Ｆエスタｰブレ, 58,川須栄,, 66,  -9,  10, 4, 11.1,⑥⑦⑥, 1,14,Ｍダイワカリエンテ, 64,古川吉,, 74,  -4,*  9,14, 79.4, ⑥⑥, 1,11,Ａレッドアリオン, 78,川須栄,, 78,  -2,* 22, 1,  2.0,②④④
 2,10,Ｅボｰラキアｰラ, 52,川須栄, 0.3, 58,*  5,  -8, 5, 11.8,①①①, 2,11,Ｌスカイキュｰティｰ, 53,丸山元, 0.1, 69, -15,* 20, 1,  2.6,⑮⑯⑰, 2,13,Ｆヤマニンボンプアン, 69,菱田裕, 0.2, 70,*  1,   1, 6, 12.7, ①①, 2, 6,Ｊサトノプレステｰジ, 63,藤岡康, 0.6, 72,  -6,* 21, 4,  8.5,⑪⑪⑪
 3, 6,Ｋエｰシンオマｰン, 48,松山弘, 0.3, 57,   1,* -2, 2,  4.6,⑦④④, 3,10,Ｍディオｰサシチｰ, 51,藤岡康, 0.1, 66, -10,  11, 8, 34.5,⑧⑧⑩, 3, 9,Ｉエｰシンエムディｰ, 67,藤岡康, 0.2, 71,*  0,   3, 3,  9.2, ②②, 3, 4,Ｉフルｰキｰ, 63,菱田裕, 0.6, 72,  -6,* 21, 2,  6.4,⑧⑩⑩
 4, 9,Ｃカノン, 56,原田敬, 0.8, 55,   0,  -3, 7, 13.8,④⑥⑤, 4, 7,Ｇルｰメア, 57,高倉稜, 0.1, 67, -12,* 13,12, 60.9,⑫⑩⑨, 4,12,Ｂダイワミストレス, 70,吉田隼, 0.2, 71,  -8,* 10, 2,  6.0, ⑫⑫, 4,10,Ｂアルバタックス, 71,松山弘, 0.8, 67,  -5,  15, 6, 13.1,⑫⑧⑨
 5, 4,Ｊクインポルカ, 48,大野拓, 1.4, 52,  -3,* -2, 9, 34.1,⑧⑪⑪, 5, 2,Ｉマンノアクトレス, 55,菱田裕, 0.3, 65, -12,  11,14, 83.2,⑪⑫⑪, 5,16,Ａアグネスマチュア, 79,中井裕, 0.3, 71,  -9,* 10, 1,  2.4, ⑬⑭, 5,13,Ｃタガノトネｰル, 68,鮫島良, 0.8, 66,  -3,  12, 8, 27.9,⑦⑥⑥
 6,13,Ａタマモマイヒメ, 58,中舘英, 1.6, 47,*  4, -18, 1,  2.2,②②③, 6, 5,Ｃトゥザレジェンド, 61,松山弘, 0.3, 66, -13,* 15, 3,  5.5,⑱⑮⑮, 6, 8,Ｏロｰレルエナジｰ, 61,国分優, 0.5, 67,  -2,   1,10, 29.0, ⑤④, 6,12,Ｇラブラバｰド, 64,丸山元, 1.1, 62,* -1,   4, 3,  8.0,③②②
 7,12,Ｄタマモアルバ, 55,鮫島良, 2.0, 47,  -1, -11, 6, 12.7,⑥⑨⑧, 7, 8,Ｋサンミッシェル, 55,柴山雄, 0.4, 57,* -8,  -1,13, 76.7,③③②, 7,18,Ｄニシノカチヅクシ, 69,原田敬, 0.5, 67,  -5,   4, 8, 19.5, ⑪⑨, 7, 7,Ｄヤマノレオ, 66,西村太, 1.1, 64,  -2,   7,11, 68.4,⑥⑤⑤
 8, 2,Ｈアラタマセット, 51,菱田裕, 2.0, 50,  -3,  -5, 4, 10.6,⑬⑫⑫, 8,17,Ｊオｰアンジェリｰナ, 55,勝浦正, 0.4, 57,* -6,  -3, 9, 42.9,②②③, 8,15,Ｅヴェリタスロｰズ, 69,丸山元, 0.5, 68, -11,* 11, 9, 22.3, ⑰⑰, 8, 3,Ｋエｰシンマイェスタ, 60,高倉稜, 1.1, 67, -10,* 21,10, 60.0,⑬⑭⑭
