13年10月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年10月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2910m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大原ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａメイショウイチオシ, 70,武幸四,, 61,*  8,* -9, 1,  2.4,①②②, 1, 6, レｰザｰインパクト,,中村将,,,,, 4,  6.6,④③③, 1, 6,Ｊサンライズバロン, 70,池添謙,, 79,*  6,* 12, 7, 45.8,①①①, 1, 1,Ｅトリップ, 80,川田将,, 82,  -1,  10, 2,  4.1,③③③
 2, 4,Ｅヤマノボンバｰ, 44,岩崎翼, 0.9, 51,   6,*-11, 7, 29.5,⑥⑤⑤, 2, 8, ツィンクルブｰケ,,難波剛,197.3,,,, 2,  4.2,⑥④④, 2, 7,Ｂカｰティスバロｰズ, 80,北村友, 0.7, 73,*  6,   7, 2,  3.8,②②②, 2, 7,Ｆエディン, 79,藤田伸, 0.0, 81,*  1,   7, 6, 19.4,①①①
 3, 5,Ｃマウンテンライオン, 54,岩田康, 1.0, 50,   7, -16, 2,  2.8,③③③, 3, 3, アイアンラチェット,,田村太,197.3,,,, 3,  5.7,②②②, 3,12,Ｄゲｰムフェイス, 78,岩田康, 0.8, 74,   2,* 13, 4,  7.3,⑩⑨⑨, 3, 3,Ｄタガノイノセンス, 81,菱田裕, 0.1, 82,  -2,* 11, 5, 13.8,⑥⑧⑧
 4, 3,Ｄボｰルドジャパン, 48,川須栄, 1.4, 48,*  9, -22, 3,  7.1,②①①, 4, 1, メイショウゾウセン,,熊沢重,197.4,,,, 1,  1.9,①①①, 4,10,Ｈサダムダイジョウブ, 70,川田将, 0.8, 75,   1,* 14, 5, 12.3,⑬⑪⑪, 4,10,Ｃロｰゼンケｰニッヒ, 81,岩田康, 0.2, 83,  -3,* 13, 1,  1.9,⑩⑩⑨
 5, 6,Ｋティｰポイズン, 28,国分優, 1.6, 45,   7, -21, 6, 21.2,⑤④④, 5, 5, ハマノヴィグラス,,黒岩悠,200.5,,,, 8, 39.0,③⑤⑤, 5, 3,Ａオｰシャンドライブ, 81,浜中俊, 0.8, 73,   4,   8, 1,  2.3,⑤⑤⑤, 5, 5,Ａアロマカフェ, 84,武幸四, 0.2, 80,  -1,   6, 4, 10.0,④④④
 6, 1,Ｂマイネルプレセンテ, 57,和田竜, 2.2, 44,   5, -20, 8, 38.0,⑧⑧⑨, 6, 7, スタｰペスジンタ,,林満明,201.6,,,, 5, 18.8,⑤⑥⑥, 6, 2,Ｌストライクルｰト, 53,国分優, 0.9, 72,*  5,   7,11,138.9,③④③, 6, 4,Ｇロｰドエアフォｰス, 77,池添謙, 0.3, 77,*  1,   2, 3,  6.4,②②②
 7, 8,Ｇフジノゴｰルド, 36,三浦皇, 2.4, 42,   5, -22, 5, 12.9,⑨⑨⑥, 7, 2, カイトケイラｰ,,平沢健,203.2,,,, 7, 32.0,⑦⑦⑦, 7, 4,Ｃラフィングインメイ, 79,和田竜, 1.3, 71,   3,   7, 3,  4.6,⑦⑧⑧, 7, 2,Ｈタガノキャプテン, 74,太宰啓, 0.4, 78,  -2,   7, 9,182.7,⑤⑦⑦
 8,10,Ｉメアリｰアｰト, 33,森一馬, 3.0, 39,  -2, -14,11,175.1,⑫⑪⑪, 8, 4, ベストドロップ,,森一馬,205.3,,,, 6, 27.1,⑧⑧⑧, 8, 1,Ｇサダルメリク, 72,幸英明, 1.4, 71,   3,   6, 8, 47.0,⑥⑦⑦, 8, 9,Ｊシルクランスロット, 65,北村友, 0.5, 79,  -4,  10,10,212.9,⑨⑨⑩
