13年11月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月16日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2910m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高雄特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａチｰフアセスメント, 65,デムｰ,, 65,  -3,*  4, 1,  1.8, ⑤⑤, 1, 4, マッキｰバッハ,,高田潤,,,,, 2,  5.2,⑦②②, 1, 5,Ｍエｰシンヘディング, 69,酒井学,, 81,   7,* 13,14,175.8,⑥⑤④, 1, 5,Ｇメイショウタマカゼ, 77,浜中俊,, 88,*  7,  24, 7, 22.7,⑥②②
 2,10,Ｂクｰゲル, 63,酒井学, 0.0, 67,* -2,*  3, 4, 10.5, ③③, 2, 6, ノッティングボｰイ,,上野翔,201.0,,,, 5, 12.6,⑥③③, 2, 4,Ｆタマモプラネット, 77,水口優, 0.3, 80,*  8,   9, 7, 29.2,②②②, 2, 2,Ａエｰティｰタラント, 91,酒井学, 0.2, 88,   4,* 28, 3,  6.6,⑦⑦⑦
 3, 3,Ｇサウンドカｰル, 48,幸英明, 0.4, 64,  -3,*  1, 5, 15.4, ④④, 3, 7, シゲルソウウン,,平沢健,201.3,,,, 1,  1.5,①①①, 3, 3,Ｌカレングラスジョｰ, 70,デムｰ, 0.4, 75,   5,  12, 3,  6.9,⑧⑦⑥, 3, 3,Ｂサカジロオｰ, 89,国分優, 0.2, 90,   6,* 27, 5,  9.6,⑤⑤⑤
 4, 4,Ｊブラックソヴリン, 42,森一馬, 1.1, 58,* -1,  -7,10,127.1, ②②, 4,10, ラインレグルス,,森一馬,201.4,,,, 4, 10.9,②④④, 4, 9,Ｃキングスバｰン, 79,小牧太, 0.5, 77,*  9,   5, 8, 30.4,①①①, 4, 4,Ｆタガノレイヨネ, 79,太宰啓, 0.4, 82,*  9,  14, 2,  5.1,①①①
 5, 1,Ｃタガノエｰクラス, 61,浜中俊, 1.4, 55,*  0, -11, 2,  3.7, ①①, 5,11, アルゴリズム,,小坂忠,202.0,,,, 3,  7.6,③⑥⑥, 5, 6,Ｊサカジロスイセイ, 76,国分優, 0.5, 76,   7,   9,12, 68.7,④④③, 5, 1,Ｅグッドカフェ, 79,武豊  , 0.5, 84,   6,  21, 6, 14.1,②③③
 6, 7,Ｄハピネスイズヒア, 55,武豊  , 1.7, 51, -12,  -2, 3, 10.5, ⑮⑬, 6, 3, アイファｰハイカラ,,林満明,202.2,,,, 8, 95.2,④⑤⑤, 6, 2,Ａウォｰシップマｰチ, 82,岡田祥, 0.6, 78,   4,* 13, 2,  5.9,⑬⑪⑩, 6, 6,Ｄアドマイヤスピカ, 86,川田将, 0.7, 84,   5,  24, 1,  2.0,⑧⑧⑧
 7,13,Ｅカネツスペシャル, 52,武幸四, 1.8, 52,  -7,  -7, 6, 16.9, ⑩⑨, 7, 5, テイエムシシｰポス,,田村太,202.3,,,, 7, 36.8,⑨⑧⑦, 7, 8,Ｋオレアリア, 73,浜中俊, 0.6, 78,   3,* 14,10, 39.0,⑪⑫⑧, 7, 7,Ｃマイネルアイザック, 89,幸英明, 0.8, 82,   6,  16, 4,  8.6,③④④
 8, 2,Ｍトットコ, 36,岩崎翼, 1.8, 50,  -8,  -6, 9,118.4, ⑪⑩, 8, 2, アンジェロフォｰグ,,難波剛,204.1,,,, 6, 30.6,⑤⑦⑧, 8, 1,Ｈスズカルパン, 76,福永祐, 1.0, 76,   3,* 13, 6, 14.7,⑭⑭⑫, 8, 9,Ｉスリｰロブロイ, 76,和田竜, 1.0, 81,   3,  21,10, 80.3,⑩⑨⑨
