13年 9月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月15日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝2000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,初風特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｆツクバアスナロ, 46,横山典,, 52, -19,*  2, 1,  3.1,⑯⑪⑪, 1, 8,Ｇエムオｰタイガｰ, 56,横山典,, 57,* -1,  -5, 1,  3.5, ②②, 1,13,Ｄノｰブルジュピタ, 70,江田照,, 79,  14,*  2, 3,  6.8,⑫⑨④, 1, 7,Ａツインクルスタｰ, 81,江田照,, 83,* 15,   1, 1,  2.4, ①①
 2,12,Ｄタカラジェニファ, 49,武士沢, 0.3, 45,*-12, -14, 4,  6.9,②②②, 2,10,Ｋサクラプリムロｰズ, 45,吉田隼, 0.0, 59,* -2,  -4, 3,  5.5, ③③, 2, 1,Ｆカナルナニ, 68,勝浦正, 0.3, 76,  12,*  0, 4,  8.5,⑬⑪⑦, 2, 9,Ｃワキノブレイブ, 73,田辺裕, 0.0, 84,   5,  12, 2,  5.1, ⑥④
 3, 1,Ｂブラックチョコ, 53,嘉藤貴, 0.4, 45,*-11, -15, 2,  3.6,①①①, 3, 2,Ｂノアメロディ, 61,杉原誠, 0.2, 57,  -5,  -3, 4,  7.4, ④④, 3, 8,Ｂインナｰアｰジ, 73,北村宏, 0.3, 75,  15,  -5, 2,  3.2,⑨⑤⑥, 3,16,Ｂラヴァｰズポイント, 75,吉田隼, 0.4, 78,* 11,   0, 3,  7.6, ③③
 4,10,Ａコスモラパン, 54,柴田大, 0.4, 49, -15,  -9, 3,  6.4,⑦⑥⑥, 4, 5,Ｈブロンドムスタング, 55,横山和, 0.4, 54,  -6,  -4, 8, 23.1, ⑧⑦, 4,12,Ａダイアゴナルクロス, 77,大野拓, 0.5, 72,* 16, -13, 1,  3.2,③③②, 4,14,Ｇフレイムヘイロｰ, 72,大庭和, 0.5, 77,* 13,  -2, 5, 11.8, ②②
 5,14,Ｋファインシュシュ, 38,的場勇, 0.5, 44, -14, -12,11, 35.0,⑨⑦④, 5,14,Ｊエアコダリｰ, 45,津村明, 0.5, 55,  -6,  -3, 6, 14.0, ⑩⑩, 5, 6,Ｊラムｰレブルｰ, 61,荻野琢, 0.9, 71,  13,  -8,11, 77.6,⑪⑩⑧, 5,11,Ｍトレノソルｰテ, 69,宮崎北, 0.5, 77,  -4,* 14,13,121.3, ⑫⑪
 6, 6,Ｊコアクマ, 39,嶋田純, 0.9, 40, -17, -13, 8, 23.8,⑤⑨⑩, 6,12,Ａハナレイビｰチ, 66,北村宏, 0.6, 52,  -4,  -7, 2,  3.7, ⑥⑥, 6, 3,Ｉナイトブルｰミング, 64,丸山元, 0.9, 70,  10,  -3, 9, 23.7,⑭⑭⑩, 6, 8,Ｅマルタｰズグロウヴ, 72,松岡正, 0.6, 76, -14,* 22,16,220.1, ⑯⑯
 7, 4,Ｇクラウンイヴ, 42,田辺裕, 0.9, 41, -17, -14, 6, 16.9,⑩⑧⑨, 7, 4,Ｆアステｰルタキオン, 56,大庭和, 0.7, 52,  -4,  -8,11,100.5, ⑤⑤, 7,15,Ｇマイネマキアｰジュ, 67,柴田大, 1.3, 71,   8,*  0,10, 30.7,⑮⑮⑫, 7, 5,Ｄアステｰルネオ, 73,石崎隆, 0.7, 74,  -3,  10, 4,  7.9, ⑩⑩
 8,11,Ｅサンタレジｰナ, 46,北村宏, 0.9, 38,*-13, -21, 5, 12.7,⑥③③, 8, 3,Ｃヤマニンソルシェ, 60,江田照, 1.0, 50,* -1, -13, 5,  8.4, ①①, 8,10,Ｃルミナスレッド, 70,松岡正, 1.4, 64,  15, -24, 5,  9.8,④④⑤, 8, 2,Ｊスリｰアルテミス, 70,丸山元, 0.7, 74,   2,   5,10, 44.0, ⑦⑧
 9, 8,Ｉグレｰスグランド, 39,大野拓, 1.0, 42, -21,* -7,10, 32.5,⑮⑭⑭, 9,11,Ｄゴｰルドマズル, 59,田中博, 1.0, 50,  -5,  -9, 7, 18.6, ⑨⑨, 9, 4,Ｈフロｰズンムｰン, 65,柴田善, 1.6, 63,  11, -16, 6, 17.4,⑧⑫⑪, 9, 6,Ｈワンダフルジュエル, 72,丸田恭, 0.8, 73,   1,   5,12, 91.5, ⑧⑦
10, 5,Ｌデンジャラｰ, 34,西田雄, 1.1, 37, -16, -18,13,199.1,⑧⑩⑧,10, 9,Ｏコウジンチｰタｰ, 30,武士沢, 1.1, 50, -17,*  1,14,257.3, ⑮⑮,10,16,Ｍレインボｰカムカム, 57,宮崎北, 1.6, 64,  16, -23,13,216.0,⑥⑥③,10,15,Ｌシャドウエミネンス, 69,田中勝, 0.9, 72,  -6,  11, 6, 13.2, ⑭⑫
