13年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1900m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,與杼特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｉアムｰルポエジｰ, 57,岩田康,, 69,* 10,* -5, 1,  3.5,②②②, 1,10, アドマイヤツバサ,,高田潤,,,,, 3,  4.6,②①①, 1,15,Ｏゴットラウディｰ, 59,藤田伸,, 77,   1,*  8, 7, 14.8, ⑦⑥, 1, 1,Ａダイヤノゲンセキ, 86,川田将,, 84,  16,*  1, 3,  4.9,⑤⑤④
 2, 8,Ｂモズマッテタワ, 62,藤田伸, 0.8, 65,   8,  -9, 4,  7.3,⑤⑤③, 2, 5, ヴィｰヴァギブソン,,小坂忠,197.2,,,, 5, 11.5,⑥④④, 2, 8,Ｃマコトサンパギｰタ, 73,岩田康, 0.3, 75,   0,   7, 2,  4.3, ⑨⑧, 2, 2,Ｄラガｰトモヒｰロ, 85,太宰啓, 0.1, 87,  14,*  9, 5, 14.5,⑮⑬⑫
 3,15,Ａワンダｰテルヌｰラ, 63,和田竜, 1.1, 64,* 10, -15, 2,  4.3,①①①, 3, 2, マンノプロジェクト,,北沢伸,197.2,,,, 4,  7.6,⑤③③, 3,17,Ｉダブルイｰグル, 68,太宰啓, 0.4, 73,   0,   5, 6, 14.7, ⑩⑨, 3,10,Ｂブルｰタンザナイト, 85,川須栄, 0.2, 82,* 18,  -3, 7, 15.5,⑬③③
 4, 5,Ｈクロカミノオトメ, 59,幸英明, 1.4, 62,   4,* -5,11, 52.0,⑩⑫⑬, 4,11, ジｰクジオン,,植野貴,197.3,,,, 1,  2.9,⑧⑤⑤, 4, 4,Ｂアドマイヤバｰトン, 73,川田将, 0.6, 72,  -4,* 10, 3,  4.7, ⑭⑭, 4, 3,Ｅノボリドリｰム, 84,秋山真, 0.5, 80,* 19,  -6, 4,  6.6,①①①
 5, 6,Ｆスカイグラフィティ, 60,デムｰ, 1.4, 59,   4,* -6, 6,  9.8,⑫⑬⑩, 5, 9, クレバｰベスト,,森一馬,197.7,,,,10, 51.6,③⑧⑧, 5,10,Ｊタガノルミナｰレ, 65,秋山真, 0.6, 69,   0,   1,12, 93.0, ⑥⑦, 5,12,Ｆタイガｰシｰド, 82,熊沢重, 0.6, 84,  16,  -2, 9, 22.2,⑪⑦⑤
 6, 4,Ｎオｰルウェイズラブ, 47,川須栄, 1.4, 61,   7, -12,10, 46.6,⑧⑦⑦, 6, 3, シルヴァｰノ,,西谷誠,197.8,,,, 8, 34.5,④②②, 6, 3,Ｄウインサｰガ, 72,小牧太, 0.7, 70,  -4,   7, 4,  7.5, ⑫⑬, 6, 4,Ｃワイドバッハ, 85,小牧太, 0.7, 78,* 18,  -8, 2,  4.7,②②②
 7,10,Ｋティボリハｰモニｰ, 56,岩崎翼, 1.6, 59,   5, -10, 9, 44.9,⑪⑧⑧, 7, 1, ラガｰリンリン,,熊沢重,197.8,,,, 6, 12.4,①⑦⑦, 7,16,Ｇマイティｰスコｰル, 69,国分恭, 0.7, 67,*  3,  -5,11, 66.0, ④③, 7,16,Ｌスリｰタイタン, 76,国分恭, 0.8, 79,  14,   0,11, 55.9,⑩⑪⑨
 8,11,Ｃサンマルジュエリｰ, 61,国分恭, 1.8, 57,   7, -15, 8, 33.2,⑦⑥⑥, 8, 6, スエヒロジュピタｰ,,黒岩悠,198.7,,,,11,116.5,⑪⑩⑩, 8,11,Ｅヒｰラ, 70,小林徹, 0.8, 67,*  5,  -9,13,132.4, ①①, 8, 6,Ｈヒルノマドリｰド, 81,四位洋, 0.9, 80,  16,  -4, 8, 16.6,⑥⑥⑦
