13年 4月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月14日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1200m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,京葉ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｄスペリオル, 56,デムｰ,, 56,* -4,   2, 3,  6.4, ①①, 1, 2,Ａマイネルミラノ, 64,柴田大,, 59,*-21,  10, 1,  3.0,①①①, 1, 2,Ａハｰコット, 76,北村宏,, 74,  12,   4, 1,  2.0,④④②, 1,14,Ｂスノｰドラゴン, 90,蛯名正,, 86,  -2,* 25, 2,  4.8, ⑥⑤
 2,11,Ａオスカルアンドラス, 61,戸崎圭, 0.3, 51, -10,   5, 2,  2.9, ⑥⑥, 2,11,Ｃブライトチェリｰ, 57,田中勝, 0.1, 59, -24,* 14, 5, 12.3,④⑥⑥, 2, 5,Ｆコスモマイギフト, 70,柴田大, 0.1, 73,  10,   6, 4, 11.2,⑪⑩⑤, 2,11,Ｉフィｰルドシャイン, 86,戸崎圭, 0.0, 86,*  1,  21,14, 74.2, ②②
 3, 8,Ｂブライティアミル, 57,デムｰ, 0.3, 52,* -5,   1, 4,  9.3, ②②, 3, 5,Ｄイヴピアジェ, 56,福永祐, 0.2, 58,*-23,  10, 2,  3.2,③③③, 3, 4,Ｉフィｰユブルｰ, 67,三浦皇, 0.3, 72,* 14,  -2,10, 50.4,①①①, 3,10,Ｏブライトライン, 81,川田将, 0.1, 86,  -1,  22, 7, 14.9, ③③
 4, 7,Ｃビックファントム, 57,田中勝, 0.3, 52,  -9,   4, 1,  2.9, ⑤⑤, 4, 4,Ｆオベロン, 49,シュタ, 0.2, 56,*-23,   8, 7, 15.6,②②②, 4, 3,Ｂダイゴロｰ, 74,横山和, 0.5, 74,  11,   1, 3,  5.9,⑦⑦⑥, 4, 4,Ｄマルカバッケン, 89,横山典, 0.3, 83, -10,* 29, 1,  3.4, ⑪⑪
 5, 1,Ｆノボサイボｰグ, 51,三浦皇, 0.3, 53, -13,*  9, 5, 10.0, ⑧⑧, 5,14,Ｈマイネルゴスホｰク, 48,三浦皇, 0.6, 54, -27,   9, 6, 15.5,⑥⑨⑦, 5,12,Ｊマックスロノ, 65,内田博, 0.8, 72,   4,* 14, 7, 28.2,⑬⑭⑬, 5,16,Ｋシセイオウジ, 84,和田竜, 0.5, 84,  -5,  23, 6, 10.8, ⑦⑦
 6, 4,Ｅナムラコンジョウ, 54,田辺裕, 0.3, 52,  -7,   2, 6, 11.4, ③③, 6, 7,Ｂルタドｰル, 58,内田博, 0.6, 53, -27,  10, 3,  6.2,⑨⑧⑨, 6, 9,Ｇリネンタキシｰド, 70,田中勝, 1.0, 68,   7,   4, 9, 49.6,⑫⑬⑫, 6, 8,Ｊエクセルシオｰル, 85,北村宏, 0.6, 81,*  3,  15, 9, 15.7, ①①
 7,12,Ｉマザｰズアイ, 47,和田竜, 0.6, 51,  -6,  -1, 8, 32.4, ④④, 7,12,Ｊベルゲンクライ, 47,吉田豊, 0.7, 54, -29,* 12,10, 41.0,⑩⑪⑩, 7, 1,Ｌレッドガルシア, 60,吉田豊, 1.3, 67,  10,  -4, 8, 39.1,⑨⑧③, 7,12,Ｇメイショウツチヤマ, 87,シュタ, 0.8, 80,  -8,  23,11, 49.0, ⑩⑨
 8, 9,Ｈバシニアティヴ, 48,大庭和, 0.8, 48, -13,   5,11,143.6, ⑦⑦, 8, 3,Ｎマインユアｰズ, 39,横山和, 0.7, 51, -24,   5,16,280.7,⑧④④, 8,11,Ｃリｰサムポイント, 72,藤岡佑, 1.9, 64,   7,  -3,11, 60.1,⑭⑪⑩, 8, 1,Ａスリｰボストン, 90,武豊  , 0.9, 79,  -1,  16, 4,  8.3, ④④
