13年 4月27日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月27日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  ダ1150m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,高湯温泉特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｃワンダｰブラザウン, 64,横山和,, 68,   3,*  2, 6, 15.4,⑥⑤⑤, 1,13,Ａグランソルシエｰル, 63,嶋田純,, 58,*  3,  -6, 1,  2.9, ①①, 1, 4,Ａラシｰク, 74,山崎亮,, 70,*  9,   2, 1,  2.8, ①①, 1, 3,Ａロジサンデｰ, 79,丸山元,, 71,*  3,*  5, 1,  2.8,②②①
 2,11,Ｅヒミノオオタカ, 61,松田大, 0.3, 63,*  4,  -3, 2,  9.9,①①①, 2, 2,Ｃグランデミルク, 61,的場勇, 0.0, 60,*  2,  -5, 2,  4.0, ②②, 2, 2,Ｋデンコウデア, 64,大野拓, 0.3, 66,  -4,* 10, 9, 25.7, ⑫⑨, 2, 7,Ｆコスモユウチャン, 71,丹内祐, 0.5, 68,   2,   1, 4,  6.3,④④③
 3, 7,Ｊノアオｰカン, 55,古川吉, 0.6, 65,   3,  -3, 5, 14.6,⑬⑥④, 3, 8,Ｇヒアルロンサン, 51,嘉藤貴, 0.4, 56, -13,*  5,10, 42.9, ⑫⑫, 3, 5,Ｎタイセイクインス, 63,古川吉, 0.5, 66,   5,   1,11, 32.4, ④②, 3,10,Ｅロットネスト, 72,木幡初, 0.7, 66,   0,   1, 5,  8.1,⑦⑧⑧
 4,13,Ａスリｰヨｰク, 67,中井裕, 0.6, 63,*  4,  -5, 1,  1.4,④③③, 4, 1,Ｂメイショウメロディ, 62,西田雄, 0.5, 55,   0,  -7, 3,  4.6, ④③, 4, 1,Ｂサイズミックレディ, 71,柴山雄, 0.9, 60,  -1,   3, 6, 11.3, ⑪⑩, 4, 9,Ｃエイダイポイント, 73,田中博, 0.7, 69,  -1,*  5, 7, 17.6,⑩⑩⑩
 5, 9,Ｂレオソルシエｰル, 67,嶋田純, 0.7, 60,   1,  -1, 4, 13.7,⑤⑦⑦, 5, 7,Ｄクリスウィング, 56,横山和, 0.7, 54,  -2,  -8, 5, 10.4, ⑦⑦, 5,12,Ｅドリｰムバラｰド, 68,横山和, 0.9, 61,  -7,*  7, 7, 22.8, ⑮⑮, 5, 1,Ｇマイネルスパｰブ, 71,大野拓, 0.7, 66,   2,  -2, 2,  3.9,①③⑤
 6, 5,Ｆバンクシｰ, 61,大野拓, 0.7, 62,  -1,*  2, 7, 18.1,⑨⑪⑨, 6, 3,Ｊシゲルスコピウス, 42,鮫島良, 0.8, 52,  -1,  -9, 6, 17.5, ⑥⑥, 6,10,Ｈスノｰクラフト, 65,木幡初, 1.1, 60,   2,  -1,10, 27.6, ⑧⑧, 6, 2,Ｉシゲルジョウム, 60,津村明, 1.1, 63,  -1,  -3, 9, 51.4,③⑥⑥
 7, 4,Ｇペリドットムｰン, 60,丸山元, 1.0, 60,   2,  -5, 8, 21.8,③④⑥, 7,15,Ｌアンフォｰギビング, 33,吉田隼, 0.8, 52,   0, -10, 7, 19.9, ⑤⑤, 7,13,Ｐカプリｰスレディｰ, 61,伊藤工, 1.1, 60,  -5,   5,16,242.7, ⑭⑭, 7, 8,Ｂウエスタンディオ, 75,吉田隼, 1.1, 63,  -1,  -1, 6, 11.4,⑧⑨⑨
 8,12,Ｈトドロック, 59,黛弘人, 1.1, 58,*  4,  -9, 3, 12.9,②②②, 8,11,Ｅアヴェンタドｰル, 54,中井裕, 0.9, 51,  -4,  -9, 4,  8.2, ⑧⑩, 8, 8,Ｆナイスゴｰルド, 68,津村明, 1.2, 59,   5,  -5, 2,  5.5, ⑤⑥, 8, 6,Ｄアシュヴィン, 72,古川吉, 1.2, 61,   2,  -9, 3,  6.0,⑤⑤④
 9, 3,Ｄヒｰロｰゴｰルド, 63,嘉藤貴, 1.2, 59,  -1,  -3, 9, 59.9,⑦⑩⑪, 9, 9,Ｉアイボリｰベｰジュ, 45,大野拓, 1.4, 46, -10,  -7, 9, 38.1, ⑪⑪, 9, 3,Ｊクラウンリバｰ, 65,中谷雄, 1.2, 58,   2,  -2,13, 63.7, ⑦⑤, 9, 5,Ｈビリｰヴマイン, 66,西村太, 1.2, 61,  -1,  -5, 8, 43.7,⑥⑦⑦
10, 6,Ｌメイショウエジソン, 49,鮫島良, 1.5, 57,  -2,  -3,10, 85.4,⑫⑫⑩,10,10, コラソンロコ,---,丹内祐, 2.0, 41, -24,* -1,14,282.8, ⑮⑮,10,15,Ｉドキドキガｰル, 65,杉原誠, 1.4, 57,   2,  -4, 5, 11.2, ⑨⑪,10, 4,Ｊマヤノカデンツァ, 52,松田大, 2.1, 51,*  3, -24,10, 77.0,⑨①②
11,10,Ｋマルヨディロｰゼ, 53,城戸義, 1.7, 56,  -8,*  6,14,226.3,⑮⑭⑭,11, 5,Ｍランドリｰマｰ, 33,長岡禎, 2.0, 41,  -7, -14,15,393.7, ⑩⑨,11, 9,Ｍヒヅグｰタス, 63,西田雄, 1.6, 54,  -9,   4,14,129.5, ⑯⑯,,,,,,,,,,,,
