13年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年11月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,衣笠特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ｃブラボｰランサｰ, 58,高倉稜,, 60,*  0,   1, 8, 53.4, ②②, 1,12,Ｉルファルシオン, 49,福永祐,, 66,*-10,   6, 5, 11.1, ①①, 1,16,Ｇミッキｰヘネシｰ, 71,小牧太,, 74,  -2,* 12, 9, 34.2, ⑦⑥, 1, 3,Ｅウリウリ, 76,浜中俊,, 86,   0,* 17, 1,  1.8, ⑦⑧
 2, 5,Ｍコスモグラフィティ, 43,ムｰア, 0.1, 59,  -1,   2, 2,  7.0, ④③, 2,11,Ｋステファノス, 43,浜中俊, 0.0, 68,*-13,* 11, 2,  3.8, ⑤⑤, 2, 2,Ｃエｰシンブランコス, 77,川田将, 0.1, 75,  -1,  11, 4,  5.6, ④⑤, 2, 9,Ｉウイングドウィｰル, 72,ルメｰ, 0.1, 85,   1,  13, 7, 27.3, ⑥⑤
 3,14,Ａゼアミ, 65,ビュイ, 0.1, 59,  -2,   3, 1,  1.5, ⑤⑤, 3,15,Ａブランネｰジュ, 63,藤岡康, 0.2, 64,*-10,   4, 1,  3.7, ②②, 3, 3,Ａステイウェル, 79,水口優, 0.1, 74,*  1,   9, 1,  3.6, ②②, 3,13,Ｄイリュミナンス, 79,武豊  , 0.1, 83,   1,  11, 2,  6.3, ③②
 4, 9,Ｂダテノハクトラ, 63,幸英明, 0.3, 59,  -3,   3, 4, 11.9, ⑦⑦, 4,10,Ｆメイショウビザン, 55,岩田康, 0.3, 68, -17,* 14, 3,  4.6, ⑨⑧, 4,12,Ｄシゲルケンシン, 74,戸崎圭, 0.3, 72,  -5,* 14, 6, 13.9, ⑮⑮, 4,12,Ｌフィロパトｰル, 69,石橋脩, 0.4, 78,*  4,   2, 8, 28.4, ①①
 5, 8,Ｋトｰタルヒｰト, 45,浜中俊, 0.3, 59,  -3,   4, 7, 18.1, ⑥⑥, 5, 9,Ｂニホンピロディｰル, 59,横山典, 0.5, 60,*-12,   4, 7, 13.9, ④④, 5, 1,Ｂオビｰディエント, 78,秋山真, 0.3, 72,  -3,  12, 2,  4.4, ⑪⑩, 5, 4,Ｆデルマイザナミ, 76,岩田康, 0.4, 84,  -3,* 16, 9, 36.8, ⑪⑨
 6,13,Ｄフジノゴｰルド, 57,和田竜, 0.9, 54,  -5,   0, 6, 16.4, ⑪⑨, 6, 2,Ｄスズカグランデ, 57,戸崎圭, 0.8, 62, -19,* 12, 4, 10.3, ⑫⑪, 6,15,Ｅシゲルシュサ, 74,和田竜, 0.4, 71,  -1,   8, 8, 26.4, ⑤④, 6, 7,Ａラシンティランテ, 81,ムｰア, 0.5, 79,   0,   8, 3,  7.3, ⑧⑦
 7,10,Ｊエイシンソルティｰ, 46,川田将, 1.0, 53,  -1,  -5, 3,  8.8, ③④, 7, 8,Ｅタガノトラベラｰ, 56,蛯名正, 1.1, 56, -15,   0, 8, 28.0, ⑦⑦, 7, 4,Ｈマルカリョウマ, 69,武幸四, 0.5, 72,  -4,  10, 5,  8.7, ⑩⑪, 7,10,Ｇスリｰカｰニバル, 74,和田竜, 0.5, 77,*  3,   4,10, 49.7, ④④
 8, 4,Ｆハタノデバット, 51,横山典, 1.0, 52, -11,*  6, 5, 15.3, ⑬⑬, 8, 4,Ｊフランキｰバロｰズ, 48,バルザ, 1.4, 54, -21,   5, 6, 12.1, ⑬⑭, 8, 9,Ｉトウショウタイド, 68,国分優, 0.5, 69,  -7,* 14,15,223.6, ⑭⑭, 8,14,Ｈダンツカナリｰ, 72,横山典, 0.6, 74,*  3,   2, 4, 12.2, ②③
 9, 3,Ｉシゲルイヨ, 47,藤岡康, 1.2, 50,*  0, -10,10, 71.6, ①①, 9,16,Ｇダイシンウィン, 53,ルメｰ, 1.4, 54, -18,   1,14,106.7, ⑩⑫, 9, 8,Ｊゼンノコンゴウ, 68,浜中俊, 0.6, 69,*  0,   5, 7, 16.5, ③③, 9, 1,Ｊカノン, 71,高倉稜, 0.6, 77,   0,   7,12, 87.9, ⑤⑥
10, 1,Ｌベルリネッタ, 44,戸崎圭, 1.6, 48,  -5,  -6, 9, 53.8, ⑨⑧,10, 7,Ｎミンディ, 41,和田竜, 1.4, 51, -15,  -4,15,164.4, ⑥⑥,10,11,Ｌサトノモンスタｰ, 66,蛯名正, 0.9, 66,  -5,   8,12, 55.1, ⑫⑫,10,15,Ｋアルアマｰナ, 71,ビュイ, 0.7, 80,  -2,  13,11, 51.2, ⑫⑫
