13年 9月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 9月17日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美作特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂエンドレスシャイン, 47,浜中俊,, 54,*  3, -10, 2,  3.5, ①①, 1, 4,Ｈサンレイフロｰラ, 60,酒井学,, 65,   3,  -3, 9, 26.8,⑨⑧⑧, 1,16,Ｃディアデラマドレ, 76,藤岡康,, 82,  -5,* 25, 5,  7.3, ⑰⑯, 1, 6,Ｂエディン, 78,藤田伸,, 80,*  9,   1, 4,  5.0,①①①
 2, 4,Ａコパノハリｰ, 48,福永祐, 0.0, 53,  -7,* -2, 1,  1.9, ④②, 2, 7,Ｊマムティ, 59,中井裕, 0.3, 66,   2,  -5,11, 35.1,⑩⑨⑨, 2, 9,Ｊディｰプサウス, 69,福永祐, 0.4, 77,  -2,* 14, 1,  3.8, ⑭⑮, 2, 3,Ａエｰティｰタラント, 82,中井裕, 0.2, 79,   6,*  5, 1,  3.6,⑩⑦⑦
 3,12,Ｌシゲルイガ, 14,熊沢重, 0.6, 50, -10,  -5, 6, 21.0, ③⑤, 3, 6,Ｌウインマルゲリｰタ, 56,幸英明, 0.3, 65,   2,  -2,13,130.7,⑬⑩⑩, 3,12,Ｂオｰキッドレイ, 76,浜中俊, 0.6, 73,  -1,   7, 3,  5.3, ⑯⑩, 3,10,Ｅロｰドランパｰト, 72,小牧太, 0.4, 76,*  9,  -5, 5,  8.7,④③②
 4, 6,Ｋドナプロミス, 15,岩崎翼, 0.9, 45,  -7, -10, 7, 28.8, ②③, 4,15,Ｇニシノヒメゴト, 61,北村友, 0.4, 64,  -3,*  7, 7, 24.5,⑯⑯⑭, 4, 8,Ｍダイワユニティｰ, 67,川須栄, 0.6, 72,*  4,   0, 4,  6.1, ③③, 4, 8,Ｉメイショウブシン, 68,幸英明, 0.5, 76,   8,  -3, 7, 16.5,⑤④⑤
 5, 3,Ｄテイエムトッピモン, 44,菱田裕, 1.1, 43, -21,*  3, 4, 11.8, ⑬⑫, 5, 8,Ｃミニョネット, 63,藤岡康, 0.6, 61,   5, -12, 3,  6.5,⑥⑤④, 5, 4,Ｅワタシマッテルワ, 74,松田大, 0.8, 70,   1,   3,10, 40.8, ⑨⑧, 5, 2,Ｃコアレスドラｰド, 75,池添謙, 0.5, 78,   5,*  4, 2,  4.1,⑧⑨⑨
 6, 7,Ｇシゲルトカチ, 37,藤懸貴, 1.2, 42, -13,  -7, 8, 49.1, ⑧⑥, 6,16,Ｄエアマデレｰン, 62,福永祐, 0.7, 58,   4, -12, 4,  9.2,⑦⑥⑦, 6, 1,Ｈインカンデセンス, 70,国分優, 0.9, 70,   2,  -2, 7, 24.4, ④⑤, 6, 4,Ｆハギノサキガチ, 70,高倉稜, 0.7, 74,   4,   2, 6, 13.3,⑨⑩⑩
 7, 5,Ｃテンペラメントホル, 45,高倉稜, 1.3, 41, -10, -11, 3,  8.3, ⑤④, 7,11,Ｍアラタマセット, 56,高倉稜, 1.0, 59,  -2,* -1,14,145.0,⑮⑮⑬, 7, 2,Ｋグインネヴィア, 68,和田竜, 0.9, 68,   2,  -3, 9, 38.0, ⑥④, 7, 7,Ｄタガノラルフ, 74,川田将, 0.7, 73,   6,  -4, 3,  4.7,⑦⑥⑥
 8, 8,Ｅテイエムオドロキ, 41,佐久間, 1.6, 39, -13, -10, 9, 61.6, ⑨⑦, 8, 9,Ｎタピスドフルｰル, 51,小牧太, 1.3, 55,*  6, -20,12, 39.5,④④②, 8,17,Ｌヒシアルコル, 68,菱田裕, 1.0, 70,  -2,   6,16,152.6, ⑬⑭, 8, 9,Ｇメイショウシレトコ, 70,国分優, 1.6, 64,*  9, -22, 8, 35.6,②②③
