13年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-7,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
 9, 9,Ｄミッキｰルドラ, 57,吉田隼, 2.7, 48,  -1,  -5, 6, 14.4,④⑤⑤, 9, 9,Ｋダイヤパッション, 41,柴山雄, 2.0, 41, -18,   0,15,252.6, ⑭⑫, 9, 1,Ｆカルトマリｰヌ, 70,西田雄, 0.6, 64,  -6,  13,10, 33.0,⑩⑬⑪, 9, 4,Ｉフェニックスソｰド, 70,柴山雄, 0.7, 63,   5,  -1,10, 28.5,⑧⑨⑨
10, 8,Ｆプラサスティ, 55,嶋田純, 2.9, 47,  -3,  -4, 8, 16.4,⑤⑨⑫,10, 5,Ｌギンヤンマ, 37,杉原誠, 2.0, 41, -20,*  0, 9, 57.0, ⑮⑮,10, 5,Ｏシンコｰロマン, 42,鮫島良, 1.0, 59,  -5,   6,15,236.7,④⑧⑦,10, 1,Ｅアメイジングアスク, 73,鮫島良, 0.8, 64,   5,   4,12, 44.2,⑬⑭⑭
11, 6,Ｈブロｰドスタｰ, 53,津村明, 3.0, 47,  -3,  -4,11, 22.2,⑧⑩⑪,11, 3,Ｉタイセイホｰク, 42,吉田隼, 2.1, 40,  -6, -12, 7, 17.3, ⑦⑦,11,11,Ｈラブリイステラ, 68,勝浦正, 1.2, 56,* -2,   0, 9, 20.7,③③④,11,11,Ｐモンドナハト, 51,杉原誠, 0.9, 65,   5,   1,16,259.9,⑫⑫⑩
12, 5,Ｂカシノハッピｰ, 59,横山和, 3.2, 49,  -3,  -6,10, 19.4,⑪⑫⑬,12,13,Ｈトウケイプラチナ, 43,原田敬, 2.2, 39, -17,  -4,11, 73.0, ⑬⑭,12,10,Ｉランブイエ, 68,丸田恭, 1.2, 56,  -4,   5, 5,  9.5,⑧⑪⑫,12,15,Ｋテナシティｰ, 68,伊藤工, 0.9, 61,*  8,  -9, 8, 24.7,⑥④⑥
13,10, テンカイチ,---,黛弘人, 4.1, 44, -13,   5,15,179.6,⑮⑭⑭,13, 6,Ｏウェンディシチｰ, 19,横山和, 2.4, 39, -23,*  0,13,140.2, ⑯⑯,13, 8,Ｌフィｰルザライト, 63,横山和, 1.3, 62,  -9,  11,14,108.5,⑬⑮⑮,13,14,Ｎヴァｰチュスタｰ, 65,松田大, 1.0, 60,*  8, -12, 9, 24.9,②②④
14, 1, ヴァンダリア,---,高倉稜, 9.7,  5, -18, -33,13, 71.4,⑭⑮⑮,14,14, サイドリアル,---,宮崎北, 2.4, 37, -15,  -6, 8, 41.4, ⑫⑬,14,12,Ｎウイングオブソング, 60,丸山元, 1.5, 56,  -3,   1,13, 58.9,⑦⑦⑨,14,12,Ｏスプリングオｰ, 63,横山和, 1.8, 56,   4,  -8,15,259.4,⑮⑮⑮
,,,,,,,,,,,,15,16,Ｍフレンドメモリｰ, 32,大庭和, 2.5, 38, -14,  -8,16,290.1, ⑪⑪,15, 3,Ｋクニコチャン, 63,的場勇, 1.6, 55,* -2,  -3,12, 53.1,⑨⑤⑥,15, 7,Ｄメジロダイボサツ, 76,中舘英, 2.1, 52,   7, -22, 3,  6.1,④⑦⑬
,,,,,,,,,,,,16,10,Ｎガッテンテン, 24,西田雄, 5.1, 14,  -5, -39,10, 66.7, ⑥⑨,,,,,,,,,,,,,16,16,Ｌストｰンヘンジ, 68,田中博, 2.5, 49,   2, -16,11, 40.3,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:680円 複勝:14=210円 13=270円 03=150円 枠連:2,360円",,,,,,,,,,,,"単勝:450円 複勝:07=190円 02=320円 12=180円 枠連:3,220円",,,,,,,,,,,,"単勝:930円 複勝:14=280円 07=220円 06=140円 枠連:1,180円",,,,,,,,,,,,"単勝:720円 複勝:03=240円 05=140円 02=310円 枠連:1,080円",,,,,,,,,,,
"馬連:3,170円 ワイド:13-14=980円 03-14=570円 03-13=620円",,,,,,,,,,,,"馬連:2,880円 ワイド:02-07=850円 07-12=550円 02-12=960円",,,,,,,,,,,,"馬連:2,440円 ワイド:07-14=1,070円 06-14=690円 06-07=610円",,,,,,,,,,,,"馬連:1,380円 ワイド:03-05=600円 02-03=930円 02-05=640円",,,,,,,,,,,
"馬単:6,780円 3連複:4,060円 3連単:24,760円",,,,,,,,,,,,"馬単:5,140円 3連複:3,390円 3連単:22,650円",,,,,,,,,,,,"馬単:5,010円 3連複:3,840円 3連単:26,770円",,,,,,,,,,,,"馬単:3,070円 3連複:2,950円 3連単:19,800円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 5R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■11R  ダ1700m 4歳上1000万 ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｼﾞｵ福島賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａトウシンヴィｰナス, 56,吉田隼,, 55,* -9,*  5, 1,  1.2, ①①, 1, 4,Ｈカナルナニ, 49,大野拓,, 59,  -1,*  0, 3,  7.7,⑨⑫⑥, 1,10,Ｊメイショウタマカゼ, 67,吉田隼,, 75,  -2,* 19, 8, 14.7,⑩⑩⑤, 1,15,Ｆセニョリｰタ, 76,中舘英,, 73,* -1,  17, 8, 21.0,②②②
 2, 5,Ｇヤマノアイリｰ, 35,中井裕, 0.6, 47, -13,   0,13,101.9, ③④, 2,15,Ｄトｰセンアルニカ, 58,吉田隼, 0.0, 59,   1,* -3, 2,  3.5,⑬⑩⑩, 2, 2,Ｆマイネルスパｰブ, 72,大野拓, 0.3, 69,*  1,   7, 4,  7.8,④③④, 2, 8,Ｋカネトシリｰプイン, 73,藤岡康, 0.0, 74,* -1,  17, 4,  8.2,①①①
 3, 8,Ｋタケショウナデシコ, 26,嶋田純, 1.0, 41,*-11,  -8, 7, 33.2, ②②, 3,14,Ｂウインクルキラリ, 61,藤岡康, 0.0, 57,*  3, -10, 8, 20.0,②②②, 3, 4,Ｈマグメル, 67,黛弘人, 0.4, 70,  -1,  10, 9, 15.5,⑥⑥⑥, 3, 4,Ｂエイトプリンス, 80,杉原誠, 0.3, 77,  -6,* 25, 3,  7.8,⑭⑮⑭
 4, 7,Ｊアクアブルｰバレｰ, 28,勝浦正, 1.1, 40, -16,  -4, 8, 39.1, ⑥⑥, 4, 1,Ｅウエスタンレベッカ, 56,高倉稜, 0.0, 60,*  4,  -8, 7, 11.3,③③③, 4,14,Ｄコスモユウチャン, 74,丹内祐, 0.4, 68,*  1,   7, 3,  7.2,③④②, 4,11,Ａシルクキングリｰ, 81,丸山元, 0.4, 72,  -3,  16, 1,  2.3,⑧⑦⑤
 5, 3, ロングボラｰレ,---,藤岡康, 1.2, 40, -23,*  1,10, 73.5, ⑫⑫, 5,13,Ｆソムニアシチｰ, 55,二本柳, 0.7, 51,*  5, -22, 5,  9.3,①①①, 5, 5,Ａマツリダジャパン, 75,丸田恭, 0.4, 71,  -3,* 17, 6, 10.9,⑭⑯⑨, 5,12,Ｃアドマイヤジャコモ, 78,吉田隼, 0.6, 70,  -4,  16, 5, 11.2,⑪⑩⑨
 6, 2,Ｃセプテンバｰロｰズ, 49,横山和, 1.2, 40, -21,   0, 4, 21.8, ⑪⑪, 6,16,Ａサンタクロｰチェ, 62,津村明, 1.0, 51,  -2, -11, 4,  8.5,⑫⑬⑪, 6, 1,Ｃアサクサマジック, 74,杉原誠, 0.4, 72,  -2,* 14, 1,  3.8,⑪⑬⑫, 6, 6,Ｍシゲルクルミ, 71,宮崎北, 0.7, 68,  -4,  14,10, 34.4,⑥⑤⑦
 7, 1,Ｄレディｰピンク, 43,長岡禎, 1.2, 39, -20,  -1, 5, 27.0, ⑩⑨, 7, 8,Ｍスイｰトクラウン, 41,西村太, 1.2, 47,  -1, -18,14,194.6,⑪⑪⑭, 7, 6,Ｅガッテンキャンパス, 73,横山和, 0.5, 70,  -3,* 14,10, 17.8,⑯⑮⑭, 7,13,Ｏトウカイアストロ, 64,木幡初, 0.9, 68,* -2,  10,14,168.1,④③③
 8,14,Ｆジョｰパルカ, 37,古川吉, 1.3, 38,*-12, -10, 6, 27.5, ④③, 8, 7,Ｊリリｰエンゼル, 44,柴山雄, 1.3, 47,  -5, -10,11, 52.3,⑯⑮⑮, 8, 7,Ｂコウユｰタイセイ, 75,中井裕, 0.7, 67,  -1,   7, 7, 12.2,⑬⑨⑪, 8, 5,Ｄジェットヴォイス, 78,丸田恭, 1.0, 66,  -4,  14, 6, 15.3,⑨⑪⑪
 9,16,Ｂデルマアマノジャク, 53,中谷雄, 1.4, 37, -14,  -9, 2,  9.2, ⑤⑤, 9, 2,Ｏムｰンスケイプ, 38,宮崎北, 1.4, 45,   1, -22,13,124.5,⑥⑧④, 9,16,Ｇアルティスト, 72,二本柳, 0.7, 65,*  1,   3, 2,  6.3,⑤⑤⑦, 9, 9,Ｈシルクコスモス, 75,松田大, 1.1, 65,  -3,  12,13, 43.7,⑩⑨⑧
10,10, ビコｰズ,---,西田雄, 1.4, 37, -25,*  1,16,400.6, ⑭⑬,10,12,Ｃミラクルルｰジュ, 61,丸山元, 1.4, 43,*  4, -28, 6, 11.0,④④⑤,10,11,Ｋチェルカトロｰバ, 66,中谷雄, 1.1, 62,  -1,   2,16,245.0,⑧⑧⑩,10, 7,Ｅミラグロッサ, 77,大野拓, 1.1, 68,  -5,  15, 2,  6.7,⑬⑭⑫
11,11, ラッカｰサ,---,大野拓, 1.5, 35, -18,  -6,15,162.2, ⑧⑦,11, 9,Ｇダンスフェイム, 53,杉原誠, 1.4, 46,   1, -23, 1,  3.5,⑩⑨⑫,11,15,Ｉスズカチャンプ, 67,松田大, 1.1, 61,*  1,  -4, 5,  8.4,②②③,11, 3,Ｌタイセイワイルド, 72,柴山雄, 1.2, 65,  -3,   9, 7, 18.7,③④⑥
12,13,Ｈグロｰブ, 35,鮫島良, 1.6, 33, -17,  -9, 3, 16.3, ⑨⑧,12, 3,Ｉアルファグッキｰ, 45,梶晃啓, 1.9, 40,   2, -32,15,295.7,⑤⑥⑦,12, 8,Ｐシャイニｰブラック, 44,嶋田純, 1.3, 61,  -2,   1,13, 57.8,⑦⑫⑬,12,10,Ｎナンヨｰスラッガｰ, 69,西村太, 1.4, 63,  -5,  10,15,171.7,⑮⑫⑬
13,12,Ｉミラクルベル, 33,大庭和, 2.6, 23, -34,  -5,14,106.9, ⑮⑮,13,11,Ｋオｰケストラピット, 43,中舘英, 1.9, 42,  -2, -23,12, 81.5,⑭⑭⑬,13,13,Ｍクラｰロデルナ, 57,勝浦正, 1.6, 55,  -1,  -8,12, 44.2,⑨⑦⑧,13,14,Ｇレッドアンバｰ, 76,丹内祐, 1.4, 67,  -3,   7, 9, 25.1,⑤⑥④
14, 6, キョウワミラｰジュ,---,津村明, 2.8, 19, -23, -20,11, 77.8, ⑬⑭,14, 6,Ｎショウナンアデヤカ, 40,松田大, 2.0, 40,   2, -34,16,330.1,⑦⑦⑧,14, 9,Ｌビコｰミハイル, 65,佐久間, 1.7, 53,*  2, -15,11, 39.9,①①①,14, 1,Ｉブライティアトップ, 74,高倉稜, 1.4, 64,  -4,   9,11, 35.2,⑦⑧⑩
15,15,Ｅメボン, 41,伴啓太, 2.9, 17, -17, -26, 9, 43.2, ⑦⑩,15, 5,Ｐダイワフレｰム, 36,古川吉, 2.8, 36,  -5, -24,10, 49.5,⑮⑯⑯,15, 3,Ｎゴｰズオン, 57,高倉稜, 1.8, 55,  -2,  -6,14, 88.3,⑮⑭⑯,15, 2,Ｊダｰクブレイズ, 74,鮫島良, 1.6, 64,  -6,  11,12, 37.8,⑫⑬⑮
16, 9, レｰスル,---,丸田恭,10.9,-88, -71, -76,12, 98.5, ⑯⑯,16,10,Ｌアンサｰソング, 42,勝浦正, 3.4, 31,   2, -55, 9, 44.1,⑧⑤⑨,16,12,Ｏマヤノカデンツァ, 49,柴山雄, 1.8, 55,  -2,  -7,15,107.5,⑫⑪⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,
"単勝:120円 複勝:04=110円 05=1,680円 08=440円 枠連:1,610円",,,,,,,,,,,,単勝:770円 複勝:04=250円 15=190円 14=440円 枠連:990円,,,,,,,,,,,,"単勝:1,470円 複勝:10=460円 02=250円 04=430円 枠連:1,580円",,,,,,,,,,,,"単勝:2,100円 複勝:15=680円 08=260円 04=270円 枠連:2,950円",,,,,,,,,,,
"馬連:3,590円 ワイド:04-05=1,700円 04-08=770円 05-08=12,610円",,,,,,,,,,,,"馬連:1,160円 ワイド:04-15=600円 04-14=1,930円 14-15=1,400円",,,,,,,,,,,,"馬連:4,950円 ワイド:02-10=1,510円 04-10=1,770円 02-04=1,490円",,,,,,,,,,,,"馬連:7,970円 ワイド:08-15=2,630円 04-15=2,560円 04-08=1,210円",,,,,,,,,,,
"馬単:4,890円 3連複:17,610円 3連単:55,750円",,,,,,,,,,,,"馬単:3,240円 3連複:8,920円 3連単:43,410円",,,,,,,,,,,,"馬単:10,210円 3連複:12,940円 3連単:93,380円",,,,,,,,,,,,"馬単:18,560円 3連複:22,070円 3連単:157,660円",,,,,,,,,,,
■ 3R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,医王寺特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃフュｰチャステップ, 56,藤岡康,, 54,* -4,  -6, 1,  4.0,⑧②②, 1,11,Ｆレフア, 52,嶋田純,, 57,*  1, -10, 3,  8.0, ②②, 1,15,Ｇアポロダッシュ, 69,勝浦正,, 73,*  8,   9, 1,  2.8,③③③, 1, 5,Ｄタイセイマテンロウ, 69,吉田隼,, 65,* -5,   4, 6, 12.4, ②②
 2, 9, フライトゥザピｰク,---,嶋田純, 0.0, 59,  -9,*  5, 5, 10.8,⑩⑬⑪, 2, 2,Ｂメイショウソウイン, 55,中井裕, 0.3, 53,*  0, -13, 1,  3.0, ④④, 2,14,Ｆコｰラルビュｰ, 70,中舘英, 0.5, 67,*  9,   3, 4,  7.0,①①①, 2, 2,Ｋレｰガン, 64,佐久間, 0.2, 63,  -8,   4,12, 61.7, ⑦⑥
 3, 2,Ｆコスモサンチャン, 54,黛弘人, 0.1, 55,  -6,  -3, 9, 16.5,④⑦⑦, 3,12,Ｇクラウンストラｰダ, 51,横山和, 0.4, 49,  -4, -11, 5, 13.0, ⑥⑦, 3, 4,Ａジョナパランセ, 75,横山和, 0.7, 72,   5,   8, 3,  6.8,⑦⑤⑥, 3, 7,Ｇユキノアイオロス, 68,西村太, 0.2, 64, -12,   8, 8, 14.6, ⑪⑨
 4,11,Ｋジプシｰスウィング, 44,吉田隼, 0.1, 54,* -5,  -5, 3,  5.1,⑥⑤④, 4, 1,Ｋエンジェライト, 42,津村明, 0.5, 50,  -5, -10,14, 66.0, ⑦⑤, 4, 7,Ｈナリタタイフｰン, 69,中井裕, 0.7, 71,   2,* 13, 5, 10.5,⑨⑪⑧, 4,10,Ｂヤマニンカヴァリエ, 71,柴山雄, 0.2, 63,  -7,   2, 2,  4.0, ⑤⑦
 5,12,Ｍアキノライセンス, 37,大野拓, 0.1, 54,  -7,  -3,15,143.2,②⑥⑥, 5, 7,Ｃショウナンバグｰス, 55,大野拓, 0.5, 52,*  3, -18, 2,  3.5, ①①, 5, 5,Ｌサンデンマックス, 63,伴啓太, 0.8, 66,*  9,   0,13, 95.0,②②②, 5,12,Ｆディザイラブル, 68,藤岡康, 0.3, 66, -19,* 15, 3,  7.0, ⑯⑯
 6,13, トウショウウルフ,---,田中博, 0.3, 56,  -9,*  1,12, 44.7,⑯⑮⑭, 6,13,Ｄキマモリ, 54,丸山元, 0.6, 44, -13,* -4,10, 30.0, ⑬⑬, 6,10,Ｉラッキｰスタｰ, 67,宮崎北, 1.0, 64,   5,   5,14,250.1,⑬⑦⑤, 6, 6,Ｅラブグランデｰ, 69,大野拓, 0.3, 63, -13,   8, 7, 12.7, ⑬⑬
 7, 3,Ｄゲンキチタチカゼ, 55,横山和, 0.4, 51,  -8,  -5,13, 80.5,⑦⑪⑧, 7,16,Ｊコスモソｰク, 45,丹内祐, 0.7, 44,  -8, -11, 7, 16.6, ⑨⑨, 7,12,Ｊドラゴンフラッシュ, 65,杉原誠, 1.1, 67,   4,   6, 6, 14.0,⑩⑧⑦, 7,11,Ｊチアフルアイズ, 65,中舘英, 0.3, 65, -18,* 13,15,101.0, ⑭⑭
 8, 7,Ａマルイチワンダｰ, 58,高倉稜, 0.5, 49,* -5, -11, 2,  4.7,⑤③③, 8, 4,Ｉパティキュラリｰ, 49,勝浦正, 0.7, 48,*  0, -18, 4, 12.1, ③③, 8, 9,Ｃエスペリア, 72,丸山元, 1.2, 68,   0,* 14, 2,  4.4,⑮⑬⑬, 8, 9,Ｍスピログラフ, 61,松田大, 0.3, 63, -12,   6,11, 55.8, ⑫⑫
 9,15,Ｉコスモフェイト, 49,丹内祐, 0.5, 50,  -6,  -7,11, 41.8,⑪⑧⑬, 9, 3,Ａエレガントアゲン, 61,吉田隼, 0.7, 45,  -9,  -9, 6, 15.3, ⑩⑪, 9, 3,Ｂヤマニンミミック, 74,吉田隼, 1.5, 62,   6,  -1, 7, 20.0,⑤④④, 9, 8,Ａアグネスマチュア, 73,中井裕, 0.4, 61,  -9,   3, 1,  3.7, ⑧⑩
10, 8,Ｂコウヨウエンプレス, 56,丸田恭, 0.8, 43,* -4, -19, 4,  8.4,①①①,10, 9,Ｍエメラルドリバｰ, 33,高倉稜, 0.9, 44,  -5, -15,11, 37.7, ⑧⑧,10, 8,Ｅゴｰルドジェｰン, 70,長岡禎, 2.1, 60,   2,   1,10, 37.6,⑧⑩⑩,10,15,Ｉサウンドマンデュロ, 68,鮫島良, 0.4, 60,* -5,  -1, 5, 10.2, ③③
11,14,Ｅデンカノホウトウ, 55,丸山元, 0.9, 45,  -8, -10, 6, 11.3,⑨⑫⑫,11,10,Ｌアクロマティック, 42,古川吉, 0.9, 43, -13,* -7,13, 49.8, ⑭⑭,11, 1,Ｄファンタズミック, 71,柴山雄, 2.4, 59,  -2,   6, 8, 20.1,⑭⑮⑭,11,14,Ｈユキノラムセス, 68,西田雄, 0.5, 59,  -6,  -1, 4,  7.3, ⑥④
12, 1,Ｈセラミックアｰト, 49,松田大, 0.9, 44,* -5, -16, 7, 14.2,③④⑤,12, 5,Ｈマジシャンズレッド, 50,大庭和, 1.0, 43,  -1, -21, 9, 27.6, ⑤⑥,12,13,Ｋニホンピロルノン, 65,藤岡康, 3.1, 51,   5, -13,12, 66.1,⑥⑥⑨,12,16,Ｎキボウダクリチャン, 61,宮崎北, 0.6, 59, -10,   2,13, 61.9, ⑨⑪
13, 4,Ｌシングンジャガｰ, 43,宮崎北, 1.1, 42,  -7, -16,10, 34.3,⑮⑩⑩,13, 6,Ｅクレメンタイン, 52,宮崎北, 1.1, 41,  -8, -14, 8, 17.8, ⑪⑩,13, 6,Ｎサプライズ, 61,松田大, 3.6, 47,   2, -11,11, 56.1,⑫⑫⑫,13,13,Ｌクィンビｰクイｰン, 64,丸山元, 0.6, 59, -18,   9,10, 47.8, ⑮⑮
