13年 2月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 2月 2日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,,■ 4R  ダ1900m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 2, 3,Ｄエｰシンカオルｰン, 53,川須栄, 0.2, 67,*  5,* -3, 1,  3.1,①①①, 2, 1,Ｉケイアイホクトセイ, 53,勝浦正, 0.4, 62,   7, -11, 4,  7.8,⑥⑧⑥, 2, 4,Ａブランクヴァｰス, 79,鮫島良, 0.0, 81,  -7,* 28, 1,  1.8,⑫⑨⑨, 2, 6,Ｂビッグスマイル, 81,勝浦正, 0.0, 80,  -3,* 19, 4,  8.0, ⑪⑩
 3, 4,Ｃヴェルフェン, 59,丸田恭, 1.5, 55,*  3, -12, 3,  4.2,⑪③③, 3, 7,Ｄカミｰリア, 64,藤懸貴, 0.4, 61,* 11, -19, 5,  9.2,①①①, 3,11,Ｅベルニｰニ, 75,菱田裕, 0.2, 78,* -5,  23, 2,  4.2,⑧⑧⑦, 3,13,Ｇウインスラッガｰ, 77,丸山元, 0.1, 77,  -2,* 16, 6, 11.2, ⑧⑧
 4,13,Ｂマイネルエウロス, 60,丹内祐, 2.2, 54,   2, -15, 5, 10.9,⑧④④, 4,12,Ｆワイドワンダｰ, 59,鮫島良, 0.5, 61,   5,* -5,10, 44.6,⑭⑬⑬, 4, 7,Ｆダノンフェニックス, 74,川須栄, 0.2, 79,* -5,  23, 6, 13.6,④⑤⑤, 4,12,Ｆシンコｰプリンス, 78,高倉稜, 0.1, 79,* -1,  15, 7, 16.7, ③⑤
 5,14,Ｏショウサンメグレス, 16,藤懸貴, 2.6, 50,  -1, -14, 9, 46.1,⑤⑧⑦, 5,13,Ｇヤマニンプｰドレ, 55,松山弘, 0.5, 61,   6,*-10, 7, 21.7,⑪⑨⑩, 5,10,Ｂスタｰトセンス, 78,丸田恭, 0.4, 75,* -5,  20, 4, 11.5,⑥⑦⑥, 5, 2,Ｊリビングストン, 72,宮崎北, 0.2, 77,  -4,* 16,12, 54.9, ⑨⑨
 6, 7,Ｐブランドハヤテ, -3,大野拓, 3.4, 46,  -4, -14,15,375.1,⑮⑭⑭, 6, 4,Ｃシｰクレットレシピ, 65,川須栄, 0.8, 59,   6, -14, 1,  2.7,⑩⑩⑨, 6,12,Ｇマイネルイグアス, 72,丹内祐, 0.4, 74,* -5,  19, 7, 42.2,⑨③③, 6, 8,Ｃダイワスペシャル, 80,丸田恭, 0.4, 74,  -2,  12, 3,  6.1, ⑤⑦
 7,10,Ｇマゼｰル, 50,勝浦正, 3.5, 44,  -3, -17, 8, 40.5,⑭⑬⑪, 7, 9,Ｌロｰレルラスタｰ, 47,的場勇, 0.9, 58,   5, -12,11, 58.5,⑫⑫⑫, 7, 8,Ｋカネトシカトリｰヌ, 64,水口優, 0.5, 77,  -8,* 24,10,146.0,⑪⑪⑩, 7,10,Ｅシェルエメｰル, 78,和田竜, 0.4, 76,  -5,  15, 5, 10.3, ⑫⑫
 8,15,Ｌヘルシｰバイオ, 38,丸山元, 3.8, 42,*  4, -33, 7, 37.7,②②②, 8,10,Ｈエｰシンアプロｰズ, 55,菱田裕, 1.0, 55,   7, -21, 9, 26.1,④④⑤, 8, 5,Ｃパッシフロｰラ, 76,中井裕, 0.7, 69,* -4,  12, 3,  6.6,①①①, 8, 7,Ｈルアｰズストリｰト, 77,中舘英, 0.5, 74,  -5,  14, 9, 24.4, ⑦⑪
 9,16,Ｈナムラケンシロウ, 49,菱田裕, 4.5, 41,   1, -33, 4, 10.4,④⑤⑥, 9, 5,Ｍシュンケイリ, 46,古川吉, 1.2, 54,   4, -13,13,124.5,⑮⑮⑭, 9, 3,Ｉブルｰスビスティｰ, 68,高倉稜, 0.9, 72,  -8,  19, 8, 58.6,⑩⑫⑪, 9, 4,Ｄエクセラントカｰヴ, 80,松山弘, 0.6, 72,*  0,   9, 1,  3.4, ④④
10, 9,Ｊアティトラン, 47,高倉稜, 4.8, 36,  -1, -31, 6, 13.6,⑫⑨⑨,10, 2,Ｅサクラクｰベラ, 60,丸山元, 1.3, 52,*  9, -27, 6, 11.8,③③③,10, 9,Ｊカシマパフュｰム, 67,西田雄, 0.9, 71,  -6,  16,12,387.6,⑤⑥⑧,10, 3,Ｋブルｰピアス, 71,中井裕, 0.7, 72,  -5,  13,14,103.0, ⑩⑬
11,11,Ｉトウケイプラチナ, 47,中井裕, 4.8, 40,  -3, -28,10, 66.3,⑩⑫⑫,11, 3,Ｎダイメイホｰム, 39,西田雄, 1.8, 49,   6, -26,14,235.2,⑨⑪⑪,11, 1,Ｈロッセ, 71,勝浦正, 1.1, 67,* -5,  10, 9, 74.0,③④④,11, 5,Ｌフィリラ, 71,菱田裕, 0.7, 70,* -1,   6,13, 55.6, ②②
12, 5,Ｍロングピアチェｰレ, 37,松山弘, 5.1, 35,  -5, -26,12,153.9,⑨⑮⑮,12, 6,Ｂサンライズウェイ, 66,高倉稜, 1.9, 49,   8, -31, 2,  5.1,⑦⑥⑦,12, 2,Ｌビコｰクラウン, 61,古川吉, 3.5, 44, -12,  -5,11,286.1,⑦⑩⑫,12, 9,Ｉアイムヒアｰ, 73,川島信, 0.8, 68,*  0,   4,10, 29.0, ①①
13,12,Ｋナイストップラン, 41,横山和, 5.1, 35,   0, -37,14,268.4,⑥⑦⑧,13,11,Ｋリリｰゴｰゴｰ, 48,和田竜, 2.0, 49,* 11, -38,12,117.7,②②②,,,,,,,,,,,,,13, 1,Ｍリキサンマックス, 63,上村洋, 0.9, 71,  -7,  13,11, 53.9, ⑬⑭
14, 2,Ｎミヅハノメ, 34,柴山雄, 5.4, 33,  -2, -34,11,150.3,⑦⑪⑩,14,15,Ｊスノｰストｰム, 52,中井裕, 2.3, 45,   7, -36, 8, 24.3,⑧⑦⑧,,,,,,,,,,,,,14,14,Ｎメイショウハガクレ, 61,大野拓, 1.2, 64,* -1,   1, 8, 21.2, ⑥⑥
15, 1,Ｆヴィヴァシティｰ, 52,宮崎北, 5.7, 31,  -2, -36,13,169.3,③⑩⑬,15,14,Ｏアムｰルバニヤン, 37,大野拓, 3.8, 36,   4, -46,15,268.4,⑬⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+13 馬場:良(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:7),,,,,,,,,,,
単勝:320円 複勝:08=120円 03=120円 04=120円 枠連:340円,,,,,,,,,,,,"単勝:560円 複勝:08=220円 01=270円 07=300円 枠連:1,910円",,,,,,,,,,,,"単勝:1,260円 複勝:06=250円 04=110円 11=160円 枠連:370円",,,,,,,,,,,,"単勝:410円 複勝:11=170円 06=240円 13=320円 枠連:1,470円",,,,,,,,,,,
馬連:510円 ワイド:03-08=220円 04-08=220円 03-04=230円,,,,,,,,,,,,"馬連:2,050円 ワイド:01-08=730円 07-08=1,150円 01-07=1,710円",,,,,,,,,,,,"馬連:1,320円 ワイド:04-06=490円 06-11=760円 04-11=240円",,,,,,,,,,,,"馬連:1,760円 ワイド:06-11=670円 11-13=800円 06-13=1,760円",,,,,,,,,,,
"馬単:1,200円 3連複:530円 3連単:2,600円",,,,,,,,,,,,"馬単:3,600円 3連複:8,120円 3連単:37,740円",,,,,,,,,,,,"馬単:3,810円 3連複:1,620円 3連単:16,260円",,,,,,,,,,,,"馬単:3,230円 3連複:6,910円 3連単:32,580円",,,,,,,,,,,
■ 3R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 6R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鞍ｹ池特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｂガｰルズストｰリｰ, 71,菱田裕,, 70,  -2,   6, 2,  4.6, ⑤④, 1, 5,Ｂゴｰルドディガｰ, 72,水口優,, 72,   1,*  8, 5,  9.6, ⑥⑤, 1, 7,Ｄナリタハリケｰン, 69,藤懸貴,, 75,  -3,* 14, 4,  7.9, ⑤⑤, 1,12,Ｄマイネイディｰル, 74,大野拓,, 86,* -2,  18, 6, 11.3,②②②
 2,11,Ｇミヤジガンバレ, 66,中井裕, 0.3, 67,*  3,  -1, 5,  8.8, ①①, 2,14,Ａオペラモｰヴ, 72,松山弘, 0.1, 70,*  6,   3, 1,  4.0, ①①, 2, 1,Ａルミナススカイ, 74,丸田恭, 0.2, 73,  -2,* 12, 1,  1.9, ④④, 2,13,Ｋマイネルマルシェ, 71,和田竜, 0.5, 80,* -3,  13, 5, 10.1,③⑤④
 3, 5,Ｆタガノプラｰジュ, 69,藤懸貴, 0.3, 65,  -4,   5, 4,  6.3, ⑧⑨, 3, 3,Ｇストリｰトハンタｰ, 68,菱田裕, 0.3, 70,   2,   5, 3,  4.8, ④④, 3, 9,Ｇマッシヴリｰダｰ, 64,中井裕, 0.5, 72,*  0,   6, 3,  7.0, ②②, 3, 3,Ｃジェネスサンキュｰ, 76,柴山雄, 0.5, 81,  -5,  18, 4,  8.1,⑧⑦⑦
 4, 1,Ｃキャロルロゼ, 71,飯田祐, 0.3, 65,  -8,*  9, 6,  9.7, ⑫⑪, 4,12,Ｉシナスタジア, 65,鮫島良, 0.6, 66,*  5,   0,12, 79.3, ③③, 4, 4,Ｈアラディン, 59,川須栄, 1.0, 69,  -4,   9, 8, 24.7, ⑥⑦, 4,15,Ａマイネルナタリス, 79,丹内祐, 0.6, 80,  -4,  15, 3,  7.4,⑪⑥⑥
 5, 2,Ｄテングジョウ, 70,宮崎北, 0.3, 65,  -9,* 10, 8, 21.2, ⑬⑬, 5, 9,Ｆエルウェｰオｰジャ, 70,丸田恭, 0.7, 65,  -3,   7, 6, 13.3, ⑫⑫, 5, 5,Ｂゴｰゲッタｰ, 72,水口優, 1.3, 64,  -6,   7, 2,  5.1, ⑨⑧, 5,11,Ｅキングロンシャｰプ, 74,勝浦正, 0.6, 81,  -7,  19, 2,  4.9,⑩⑩⑪
 6,10,Ａモエレフルｰル, 72,丸田恭, 0.4, 64,  -4,   4, 1,  4.5, ⑨⑦, 6, 7,Ｄサカジロスイセイ, 70,川須栄, 0.7, 66,  -6,*  9, 2,  4.5, ⑭⑭, 6,10,Ｆアドバンスコンドル, 66,勝浦正, 2.2, 57,*  0,  -7, 5, 12.3, ③③, 6, 7,Ｊタツストロング, 71,松山弘, 0.6, 84, -11,* 26, 7, 15.3,⑬⑭⑮
 7, 6,Ｈヴェリタスロｰズ, 64,和田竜, 0.6, 64,  -5,   4, 7,  9.7, ⑩⑩, 7, 1,Ｃサウンドレｰサｰ, 71,和田竜, 0.9, 65,  -2,   4, 4,  5.0, ⑪⑩, 7, 2,Ｅクナンガン, 67,上野翔, 2.2, 57,  -6,  -1,11, 92.5, ⑦⑥, 7, 5,Ｇリバｰハイランド, 74,菱田裕, 0.6, 81,  -6,  17,10, 21.5,⑥⑧⑧
 8, 7,Ｉメイショウジビュス, 64,高倉稜, 1.2, 57,  -2,  -5,12,103.3, ⑥⑥, 8,13,Ｎタツショウワ, 61,勝浦正, 0.9, 63,  -1,   2,10, 36.4, ⑩⑪, 8,11,Ｃサワヤカユウタ, 70,高倉稜, 2.7, 54,  -9,   0, 6, 17.2, ⑩⑩, 8, 1,Ｍステｰジナｰヴ, 66,宮崎北, 0.7, 78,* -2,  11,13, 42.4,④③③
 9,14,Ｅスノｰクラフト, 70,松山弘, 1.6, 54,   0, -10, 3,  4.8, ④⑤, 9, 8,Ｊサクラライジング, 64,丸山元, 1.0, 63,  -1,   2, 9, 33.9, ⑨⑧, 9, 8,Ｉボｰルドマックス, 57,大野拓, 2.9, 52,*  0, -14, 9, 59.7, ①①, 9, 9,Ｂゼフィランサス, 77,上村洋, 0.8, 77,  -4,  11, 1,  3.7,⑤④⑤
10,12,Ｊディｰプランマ, 63,勝浦正, 1.7, 54,  -5,  -5, 9, 33.6, ⑪⑫,10, 2,Ｅメイショウホロベツ, 70,飯田祐, 1.0, 63,  -1,   1, 7, 18.9, ⑧⑦,10, 6,Ｊファｰザｰリｰプ, 49,菱田裕, 3.6, 47,  -6, -13, 7, 24.2, ⑧⑨,10, 8,Ｆアスｰルアラテラ, 74,丸田恭, 0.8, 79,  -8,  19, 8, 17.9,⑭⑬⑬
11,13,Ｌヨシｰルプリンセス, 57,的場勇, 1.8, 53,*  2, -13,11, 63.2, ②②,11, 6,Ｌカンタベリｰママ, 61,西田雄, 1.4, 60,  -5,   4,13,228.4, ⑬⑬,11, 3,Ｋストロングレグナム, 37,古川吉, 5.1, 37, -13, -17,10, 62.4, ⑪⑪,11, 6,Ｎトｰアディアマンテ, 66,鮫島良, 1.0, 72,*  0,   2,14, 56.5,①①①
12, 3,Ｋミルテ, 60,大野拓, 1.9, 53,  -3,  -9,13,107.1, ⑦⑧,12,10,Ｈシゲルカイチョウ, 67,藤懸貴, 1.5, 58,*  5,  -8, 8, 22.0, ②②,,,,,,,,,,,,,12, 2,Ｉマイティｰスコｰル, 71,高倉稜, 1.2, 75, -10,  15,11, 22.6,⑮⑮⑭
13, 9,Ｎドルフィンハｰト, 39,柴山雄, 2.1, 49,   0, -15,10, 53.6, ③③,13, 4,Ｋキンシツｰストン, 62,高倉稜, 2.6, 48,   2, -15,14,253.3, ⑤⑥,,,,,,,,,,,,,13,14,Ｏアンビホｰルドゥン, 63,川須栄, 1.3, 72,  -6,   7, 9, 20.6,⑦⑨⑨
14, 4,Ｍナｰゴナｰゴサユリ, 46,川島信, 2.2, 51, -10,  -4,14,258.8, ⑭⑭,14,11,Ｍドントゥリバｰレ, 61,中井裕, 2.9, 47,   1, -17,11, 54.4, ⑦⑨,,,,,,,,,,,,,14,10,Ｌコスモマクスウェル, 66,丸山元, 1.3, 70,  -7,   9,15,104.2,⑫⑪⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 4,Ｈイｰスタリｰガスト, 72,黛弘人, 1.5, 70,  -9,   9,12, 35.5,⑨⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:7),,,,,,,,,,,
