13年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 3月 3日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1800m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,仁川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂチャｰムドヴェｰル, 64,岩田康,, 60,*  4,*  3, 1,  1.9,②②②, 1, 2, ティアｰモ,---,藤岡佑,, 53,* -8,  -7, 8, 24.3, ①①, 1, 1,Ｆサンクフルネス, 69,幸英明,, 75,  -5,* 17, 7, 22.6, ⑬⑫, 1, 4,Ｅナイスミｰチュｰ, 90,小牧太,, 89,  13,* 13, 4,  6.1,⑨⑧⑧
 2, 6,Ａブルｰチッパｰ, 70,幸英明, 0.2, 58,*  5,*  0, 2,  2.5,①①①, 2, 6, アサクサティアラ,---,池添謙, 0.0, 55, -11,*  1, 2,  5.3, ⑥⑦, 2,10,Ｂオビｰディエント, 75,秋山真, 0.2, 72,   3,   5, 2,  3.1, ⑤③, 2,12,Ｇメテオロロジスト, 90,デムｰ, 0.0, 91,* 15,   9, 7, 12.6,②③①
 3, 5,Ｈティボリハｰモニｰ, 49,岩崎翼, 1.7, 49,  -2,*  0, 6, 23.4,⑥⑧⑦, 3, 3, ゴｰルドテｰラｰ,---,岩崎翼, 0.1, 54, -12,*  1, 5,  9.0, ⑧⑨, 2,13,Ｄペガサスヒルズ, 73,川田将, 0.2, 73,  -3,* 12, 1,  3.0, ⑫⑩, 3, 9,Ａグランドシチｰ, 94,津村明, 0.2, 91,  11,* 18, 1,  3.1,⑯⑯⑯
 4, 7,Ｋアラタマセット, 39,国分恭, 2.1, 48,  -2,  -1,11,301.7,⑫⑫⑩, 4,14, アニマトゥｰル,---,川田将, 0.3, 50, -11,  -5, 1,  2.4, ⑨⑧, 4,11,Ｋシルクアポロン, 66,津村明, 0.2, 71,*  7,  -1,10, 34.6, ①①, 4,13,Ｂバｰディバｰディ, 92,川田将, 0.2, 89,* 15,   8, 5,  9.8,④④②
 5, 9,Ｅルナリア, 53,川田将, 2.2, 48,   1,  -8, 5, 18.8,⑧⑥⑤, 5,13, アドマイヤマリリン,---,岩田康, 0.3, 51,*-10,  -7, 4,  8.8, ⑦⑥, 5, 7,Ｃミッキｰヘネシｰ, 73,小牧太, 0.2, 72,  -5,* 14, 3,  5.1, ⑭⑬, 5, 8,Ｄスタッドジェルラン, 91,池添謙, 0.3, 89,  13,  12, 6, 11.2,⑩⑩⑨
 6,12,Ｄブレイヴフィｰト, 55,藤岡佑, 2.4, 45,   4, -15, 4, 11.9,⑤④③, 6,12, マコトビジャｰチ,---,津村明, 0.5, 49,* -8, -14, 6, 15.8, ②②, 6, 2,Ｅサウンドブレｰヴ, 71,太宰啓, 0.9, 67,   0,   3, 9, 30.4, ⑦⑥, 6, 2,Ｈセイリオス, 89,四位洋, 0.6, 88,  13,   7,10, 49.6,⑦⑦⑥
 6, 4,Ｇタマモアルバ, 51,太宰啓, 2.4, 47,  -4,  -3, 7, 30.7,⑨⑩⑪, 7,11, エｰシンケツァｰル,---,幸英明, 0.5, 51, -12,  -5, 7, 16.1, ⑪⑩, 7, 3,Ｈキングブラｰボ, 68,上村洋, 0.9, 66,   0,   2,13, 71.8, ⑧⑦, 7,15,Ｆクラシカルノヴァ, 90,幸英明, 0.9, 85,  13,   8, 2,  5.7,⑪⑫⑪
 8, 8,Ｃヌｰヴェルリュンヌ, 57,秋山真, 2.6, 42,  -1, -10, 3, 10.7,⑦⑤⑥, 8, 1, ゴッデスオｰス,---,長岡禎, 0.7, 46,*-10, -12,14,179.1, ③⑤, 8,12,Ｍサｰカスタウン, 62,池添謙, 1.0, 65,*  5,  -4, 6, 21.5, ②②, 8,14,Ｃマルカプレジオ, 92,岩田康, 1.0, 84,  12,   9, 3,  5.9,⑬⑭⑭
 9,10,Ｉプティアノンス, 46,川島信, 3.4, 41,  -1, -13,12,423.6,⑪⑪⑨, 9, 5, ビックリマｰチャン,---,川島信, 0.9, 44,*-10, -17,12, 84.4, ⑤④, 9, 8,Ａユッカマウンテン, 76,荻野琢, 1.1, 64,  -4,   5, 4, 11.9, ⑪⑪, 9, 3,Ｊパワｰストラグル, 88,藤田伸, 1.1, 86,  11,  10,11, 57.0,⑮⑮⑮
10, 1,Ｊマイネラヴァリｰノ, 44,バルジ, 3.9, 36,  -1, -19, 8,124.9,⑩⑨⑧,10,15, ホｰルロッタラヴ,---,デムｰ, 1.0, 43, -14, -10, 3,  6.1, ⑬⑬,10,14,Ｊカイルアロマンス, 67,バルジ, 1.4, 62,   2,  -4,11, 62.5, ⑥⑤,10,10,Ｉフリソ, 89,上村洋, 1.1, 85,  12,   7, 9, 34.7,⑭⑬⑬
11,11,Ｌメイショウテンニョ, 33,熊沢重, 4.8, 30,   4, -36,10,135.5,③③④,11, 9, バｰグペガサス,---,国分恭, 1.3, 39, -14, -14,15,186.0, ⑩⑫,11, 6,Ｌカネトシファイタｰ, 62,川島信, 1.5, 63,  -8,   8,15,410.7, ⑯⑯,11, 5,Ｏナリタシルクロｰド, 85,熊沢重, 1.5, 80,  14,  -2,12, 60.4,⑤⑤⑤
12, 2,Ｆマルサンムテキ, 51,岡田祥, 5.7, 24,  -3, -33, 9,132.4,④⑦⑫,12,10, ホイホイ,---,小牧太, 1.9, 35, -16, -20,11, 74.7, ⑭⑭,12,15,Ｏニュｰロジカル, 57,長岡禎, 1.7, 60,  -3,  -2,16,470.7, ⑩⑨,12,16,Ｌエアマックｰル, 87,国分恭, 1.6, 80,  13,   1,16,272.5,⑫⑪⑫
,,,,,,,,,,,,13, 8, タマモエクレｰル,---,太宰啓, 2.5, 31, -15, -24,13, 95.4, ⑮⑮,13, 5,Ｇアンビｰタブル, 69,四位洋, 1.7, 62,  -6,   4, 5, 14.0, ⑮⑭,13, 6,Ｎチョイワルグランパ, 85,バルジ, 3.6, 66,  13, -19,15,130.9,⑥⑥⑩
,,,,,,,,,,,,14, 7, シャッツ,---,四位洋, 2.5, 28, -12, -33,10, 67.8, ⑫⑪,14, 4,Ｉノｰザンソング, 67,国分恭, 1.8, 59,  -5,   0,12, 66.7, ⑨⑮,14,11,Ｋバックトゥジエｰス, 88,荻野琢, 3.9, 63,* 15, -26,14,101.6,③②④
,,,,,,,,,,,,15, 4, スマｰトエンデバｰ,---,秋山真, 2.8, 26,*-10, -44, 9, 26.4, ④③,15,16,Ｎウォｰタｰメジャｰ, 58,岡田祥, 2.6, 52,   4, -17,14,304.6, ③④,15, 7,Ｍプレファシオ, 85,藤岡佑, 4.0, 65,  13, -20,13, 93.4,⑧⑨⑦
,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｐスカイコンフォｰト, 56,藤岡佑, 4.1, 41,   3, -28, 8, 28.0, ④⑧,16, 1,Ｐバトルドンジョン, 84,太宰啓, 9.2, 45,* 16, -72, 8, 22.8,①①③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-3),,,,,,,,,,,
単勝:190円 複勝:03=110円 06=110円 05=330円 枠連:170円,,,,,,,,,,,,"単勝:2,430円 複勝:02=690円 06=210円 03=300円 枠連:2,020円",,,,,,,,,,,,"単勝:2,260円 複勝:01=360円 10=140円 13=120円 枠連:870円",,,,,,,,,,,,"単勝:610円 複勝:04=200円 12=340円 09=150円 枠連:3,950円",,,,,,,,,,,
馬連:180円 ワイド:03-06=130円 03-05=670円 05-06=720円,,,,,,,,,,,,"馬連:6,350円 ワイド:02-06=1,870円 02-03=2,880円 03-06=840円",,,,,,,,,,,,"馬連:1,360円 ワイド:01-10=1,000円 01-13=720円 10-13=190円",,,,,,,,,,,,"馬連:4,560円 ワイド:04-12=1,640円 04-09=500円 09-12=940円",,,,,,,,,,,
"馬単:330円 3連複:1,290円 3連単:3,770円",,,,,,,,,,,,"馬単:18,240円 3連複:17,970円 3連単:132,140円",,,,,,,,,,,,"馬単:3,780円 3連複:1,720円 3連単:10,940円",,,,,,,,,,,,"馬単:7,520円 3連複:4,990円 3連単:39,750円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1200m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 8R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1800m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,大阪城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｌカイシュウヤマト, 39,津村明,, 58,*  5,*  1,12, 78.8, ②②, 1, 9,Ａスマｰトアレンジ, 71,岩田康,, 71,*  1,*  8, 1,  2.5, ②②, 1, 1,Ｅタマラマ, 78,デムｰ,, 78,   4,* 10, 3,  5.1, ⑤⑤, 1, 4,Ｇエアソミュｰル, 81,デムｰ,, 88,  12,*  7, 3,  5.6, ⑦⑧
 2, 1,Ｂメイショウラムダ, 62,小牧太, 0.3, 55,*  7,  -3, 4, 13.6, ①①, 2, 1,Ｂボストンビリｰヴ, 69,国分恭, 0.3, 68,  -7,* 13, 4,  8.6, ⑩⑩, 2, 4,Ｄロｰドエアフォｰス, 79,池添謙, 0.2, 75,*  8,   0, 1,  3.7, ①①, 2,15,Ｃサクラアルディｰト, 85,川田将, 0.2, 87,  12,*  6, 1,  3.3, ⑨⑨
 3,12,Ａアメｰジングタクト, 63,秋山真, 0.4, 54,   1,*  2, 1,  1.4, ⑦⑦, 3, 6,Ｇテツナゴオ, 65,藤田伸, 0.6, 67,   0,   4, 8, 17.3, ③③, 3, 6,Ｆメイショウヤタロウ, 75,藤田伸, 0.2, 76,   6,   4, 7, 18.2, ④④, 3, 3,Ｆタガノエルシコ, 82,藤岡佑, 0.3, 88,  10,*  9, 5,  9.8, ⑭⑭
 4, 2,Ｏアスタｰストｰム, 35,幸英明, 0.7, 51,   4,  -4, 7, 22.0, ④④, 4,10,Ｄフジマサマキシム, 67,太宰啓, 0.6, 66,*  3,   1, 2,  5.4, ①①, 4,10,Ｃヴァリアシオン, 80,バルジ, 0.2, 75,   4,   6, 5,  8.2, ⑥⑥, 4, 9,Ｂリルダヴァル, 86,池添謙, 0.4, 85,  10,   4, 2,  4.2, ⑪⑪
 5,16,Ｅミリアグラシア, 56,四位洋, 1.0, 49,  -1,  -3, 2,  9.7, ⑩⑧, 5, 3,Ｅスピリットレイク, 66,川田将, 1.0, 62,  -1,   1, 6, 10.2, ④④, 5,12,Ｇディｰプフィｰルド, 74,川田将, 0.4, 74,   3,   7, 4,  5.5, ⑨⑨, 5, 6,Ｋトリップ, 78,岩田康, 0.4, 85,  13,   0, 4,  6.2, ⑧⑦
 6, 3,Ｆドントタッチミｰ, 55,バルジ, 1.3, 46,   3,  -8, 5, 15.2, ⑤⑤, 6, 7,Ｆストゥｰディアス, 65,津村明, 1.1, 61,  -3,   2, 9, 18.1, ⑦⑥, 6, 9,Ａヴァンセンヌ, 81,四位洋, 0.4, 74,   0,* 12, 2,  3.8, ⑫⑪, 6,14,Ｌグラスゴッド, 77,荻野琢, 0.7, 81,   9,   4,13,191.6, ⑮⑮
