13年 1月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,13年 1月19日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 7R  ダ1900m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,なずな賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａノブオズボｰン, 68,高田潤,, 60,  -3,*  2, 2,  3.8,⑤⑤⑤, 1, 7,Ｍピエナトップガン, 42,松山弘,, 60,  -9,*  7, 6, 13.3, ⑫⑫, 1,12,Ａシベリアンファクト, 77,丸山元,, 72,   0,* 13, 1,  2.8,⑭⑯⑯, 1, 1,Ｃラインミｰティア, 68,松田大,, 67,   2,   0, 3, 10.6, ③③
 2, 2,Ｅアメリカンドリｰム, 56,松山弘, 0.1, 59,* -2,  -1, 1,  2.8,①①①, 2, 6,Ａドラグレスク, 60,古川吉, 0.2, 58,* -3,  -3, 2,  4.2, ①①, 2, 7,Ｍプルｰフポジティブ, 66,藤懸貴, 0.0, 69,*  5,   1, 2,  5.8,②②②, 2, 2,Ｌカシノピカチュウ, 58,西田雄, 0.1, 64,   1,   0,17,136.7, ⑥⑥
 3, 7,Ｂスペキュレイタｰ, 59,水口優, 0.3, 57,  -5,*  3, 3,  5.1,⑨⑪⑧, 3,15,Ｄロイヤルレイド, 55,太宰啓, 0.2, 59,  -6,   0, 5, 12.8, ⑦⑦, 3, 3,Ｅメイショウシャイン, 72,菱田裕, 0.0, 72,   3,*  7, 9, 21.9,⑫⑪⑪, 3, 3,Ａアグネスキズナ, 73,中舘英, 0.1, 65,*  3,  -2, 2,  4.5, ②②
 4, 8,Ｊマイネルエウロス, 48,丹内祐, 0.7, 59,  -6,*  2,12, 76.0,⑫⑫⑫, 4,14,Ｂレオアクシス, 59,岩部純, 0.3, 57,  -7,*  1, 3,  6.2, ⑩⑩, 4, 5,Ｈホクシン, 69,勝浦正, 0.1, 69,   4,   3,11, 40.3,⑨⑩⑧, 4,12,Ｎスズノフウジン, 57,丸山元, 0.2, 63,   2,  -2,13, 58.0, ⑤⑤
 5,10,Ｆアルカサｰバ, 54,菱田裕, 0.8, 57,* -2,  -6,10, 29.4,③③③, 5,11,Ｈサマニトップレディ, 51,武幸四, 0.6, 55,* -3,  -6,12, 56.0, ③③, 5,16,Ｋワンダｰバライル, 68,水口優, 0.5, 64,   2,   4,15, 84.2,⑯⑫⑮, 5,17,Ｄサイモンラムセス, 67,丸田恭, 0.3, 64,  -8,* 11, 5, 17.0, ⑰⑰
 6, 5,Ｌトミケンブリランテ, 47,勝浦正, 1.1, 53,* -2,  -9, 7, 24.3,②②②, 6, 1,Ｃトｰセンツリｰ, 58,黛弘人, 0.8, 53,  -6,  -5, 4,  6.8, ⑤④, 6,14,Ｂシゲルダイセン, 75,松田大, 0.6, 64,   1,   5, 8, 16.4,⑮⑮⑭, 6,13,Ｐピンゾロ, 53,松山弘, 0.3, 63,  -1,   0, 8, 37.4, ⑧⑨
 7,12,Ｄロｰドアストロ, 56,丸田恭, 1.6, 48,  -4, -10, 5, 17.6,⑥⑥⑥, 7, 4,Ｅアルマライズ, 54,勝浦正, 0.8, 53,  -9,  -1, 1,  2.5, ⑬⑬, 7, 4,Ｇホウウン, 70,田中健, 0.7, 65,   3,  -1, 6, 12.6,⑤⑧⑨, 7,14,Ｉジェネクラｰジュ, 60,古川吉, 0.3, 64,  -6,*  7,11, 49.9, ⑭⑮
 8,13,Ｉシｰクレットゾｰン, 52,太宰啓, 1.8, 50,* -2, -15, 9, 29.1,④④④, 8, 9,Ｇカノン, 52,川島信, 1.1, 51,  -5,  -8, 7, 28.1, ④⑥, 8, 9,Ｐエイダイボルト, 39,中井裕, 0.7, 70,   4,   0,14, 78.9,⑥⑨⑩, 8, 5,Ｊエイユｰモモチャン, 59,川島信, 0.3, 64,  -7,*  8, 4, 11.6, ⑮⑯
