11年11月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月 5日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
 9,10,Ｅウォｰタｰボルカノ, 49,芹沢純, 2.1, 45,  -5, -15, 6, 44.4,⑩⑤⑤, 9,10, タツショウワ,---,和田竜, 1.9, 44,   0, -20, 6, 13.1, ⑦⑥, 9,11,Ｃスｰサンストリｰム, 77,和田竜, 1.6, 64,   1,   4, 3, 10.5,⑤④⑤, 9, 8,Ｅポｰカｰフェイス, 86,佐藤哲, 0.7, 82,  12,   8,13,189.2,⑪⑪⑩
10,13,Ｇシゲルスモモ, 47,国分恭, 2.2, 46,  -7, -11,11,268.6,⑬⑫⑪,10,13, メイショウシンペイ,---,藤懸貴, 2.0, 42,  -5, -16,13,160.8, ⑩⑩,10, 9,Ｇシャインストｰン, 71,藤懸貴, 2.2, 58,   1,  -2,10,166.4,④③④,10, 4,Ｄパルラメンタｰレ, 86,武豊  , 0.8, 80,* 17,  -4, 1,  2.7,①①①
11, 2,Ｃサウンドアフリｰト, 59,川島信, 2.2, 46,  -7, -12, 2,  9.8,⑥⑩⑨,11,14, バレイブランシュ,---,秋山真, 2.8, 34, -13, -16,11, 70.2, ⑬⑬,11, 7,Ｉシンワカントリｰ, 66,川島信, 3.5, 50,  -2,  -8,11,245.3,⑪⑩⑪,11,16,Ｊエナｰジバイオ, 85,国分優, 1.0, 82,  10,   9,14,190.5,⑬⑭⑭
12,11,Ｍマルサンタイトル, 31,国分優, 2.4, 44,  -5, -16,12,378.3,⑤⑥⑦,12,15, ヤルｰデンス,---,浜中俊, 3.0, 35,  -2, -27, 2,  4.7, ⑨⑨,,,,,,,,,,,,,12, 1,Ｏマイネルオベリスク, 81,メンデ, 1.4, 77,* 16,  -7, 8, 21.2,②③③
13, 3,Ｈイルテアトリｰノ, 47,岩田康, 3.5, 36,  -6, -24, 8, 70.0,⑦⑨⑥,13, 7, スポットライト,---,酒井学, 3.1, 33, -20, -12,14,174.2, ⑮⑮,,,,,,,,,,,,,13,12,Ｍダノンハラショｰ, 83,吉田豊, 1.5, 75,  15,  -5,10, 39.1,⑦⑦⑧
,,,,,,,,,,,,14,11, カネトシアｰジ,---,国分恭, 3.8, 28, -18, -19,16,236.7, ⑭⑯,,,,,,,,,,,,,14,13,Ｉテイエムドンマイ, 85,池添謙, 1.9, 74,  11,  -2, 6, 15.8,⑨⑩⑬
,,,,,,,,,,,,15, 8, ゴｰルデンフラワｰ,---,福永祐, 3.9, 28,   1, -38, 3,  5.4, ⑤④,,,,,,,,,,,,,15,15,Ｈトｰセンスタｰン, 85,小牧太, 2.0, 74,   8,   3,16,222.8,⑮⑮⑮
,,,,,,,,,,,,16, 9, ストリｰムライン,---,メンデ, 4.7, 19,  -1, -44, 5,  8.4, ⑥⑧,,,,,,,,,,,,,16, 2,Ｎプラチナメｰン, 82,四位洋, 2.0, 76,   7,   5,12,142.2,⑯⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-2),,,,,,,,,,,
"単勝:7,420円 複勝:12=800円 09=110円 07=240円 枠連:1,900円",,,,,,,,,,,,"単勝:1,620円 複勝:12=400円 03=200円 06=420円 枠連:2,140円",,,,,,,,,,,,"単勝:190円 複勝:05=130円 08=280円 06=360円 枠連:1,220円",,,,,,,,,,,,"単勝:450円 複勝:06=200円 11=3,760円 05=470円 枠連:4,640円",,,,,,,,,,,
"馬連:2,400円 ワイド:09-12=850円 07-12=3,990円 07-09=260円",,,,,,,,,,,,"馬連:3,780円 ワイド:03-12=1,270円 06-12=2,290円 03-06=1,290円",,,,,,,,,,,,"馬連:1,200円 ワイド:05-08=480円 05-06=520円 06-08=1,350円",,,,,,,,,,,,"馬連:49,690円 ワイド:06-11=11,070円 05-06=920円 05-11=20,500円",,,,,,,,,,,
"馬単:8,550円 3連複:5,010円 3連単:75,980円",,,,,,,,,,,,"馬単:11,220円 3連複:16,400円 3連単:111,540円",,,,,,,,,,,,"馬単:1,650円 3連複:4,310円 3連単:10,830円",,,,,,,,,,,,"馬単:80,780円 3連複:174,600円 3連単:1,209,100円",,,,,,,,,,,
■ 2R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 5R  芝1600m 2 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■11R  芝1400m 2 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,KBS京都賞ﾌｧﾝﾀｼﾞｰｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａコリンブレッセ, 76,川田将,, 64,*  2,*  0, 1,  1.2, ②②, 1,11, フレイムコｰド,---,北村友,, 56,*-10,* -2, 7, 11.7, ②②, 1, 4,Ｂナリタプラチナ, 75,和田竜,, 83,  -2,* 11, 2,  4.0,⑤⑤⑤, 1,12,Ｇアイムユアｰズ, 63,メンデ,, 75,  12,* -7, 8, 19.4, ⑩⑩
 2, 1,Ｇスズカルパン, 51,岩崎祐, 0.7, 59,  -1,* -1, 7, 51.8, ⑧⑦, 2,15, プリュム,---,和田竜, 0.3, 55,*-11,* -5, 2,  4.6, ④③, 2,11,Ｅマコトサンパギｰタ, 73,池添謙, 0.3, 77,  -3,*  9, 3,  6.1,⑦⑦⑧, 2, 3,Ｂアンチュラス, 67,川田将, 0.2, 73,  14, -13, 4, 10.9, ③③
 3, 2,Ｂタマノフウジン, 62,国分恭, 0.7, 58,   0,  -3, 3, 15.2, ④④, 3,17, オｰドゥルルド,---,秋山真, 0.6, 49, -13,* -7, 6,  8.7, ⑦⑦, 3, 3,Ｆカピオラニパレス, 72,小牧太, 0.4, 75,  -2,   6, 5,  7.5,⑥⑥⑦, 3, 5,Ｃファインチョイス, 66,岩田康, 0.2, 73,  13, -10, 1,  2.8, ⑥⑤
 4, 8,Ｃフミノメルキオｰル, 57,北村友, 1.0, 56,  -2,  -3, 6, 47.6, ⑨⑨, 4,13, ヤマカツナタリｰ,---,池添謙, 0.8, 47, -14,  -8, 1,  3.9, ⑪⑧, 4, 5,Ｉシャドウエミネンス, 67,福永祐, 0.4, 71,*  2,  -5, 7, 12.7,①①①, 4, 7,Ｅサヴァｰレ, 65,浜中俊, 0.2, 73,  13, -11,11, 38.6, ⑦⑥
 5, 4,Ｈヒミノオオワシ, 51,藤懸貴, 1.1, 54,  -3,  -3,13,549.1, ⑪⑩, 5, 1, サトノジョリｰ,---,岩田康, 0.8, 48, -14,  -8, 3,  6.8, ⑧⑨, 5, 2,Ａヤマニンガｰゴイル, 76,川田将, 0.5, 74,   0,   2, 1,  3.7,④④④, 5, 1,Ｍニコｰルバロｰズ, 59,北村友, 0.3, 71,  11, -10,13, 83.5, ⑨⑧
 6,14,Ｄエイシントラベラｰ, 55,岩田康, 1.2, 55,*  2, -10, 2,  6.1, ③③, 6,14, サイモンガｰランド,---,国分優, 0.9, 46, -16,* -7,13,140.7, ⑬⑫, 6, 6,Ｄタマモグランプリ, 74,浜中俊, 0.6, 77,  -2,   8, 8, 18.3,⑧⑧⑥, 6,11,Ｑタガノミュルザンヌ, 55,安藤勝, 0.3, 71,   8,* -4, 5, 11.0, ⑬⑬
 7, 5,Ｋカシノチョッパｰ, 43,小坂忠, 1.9, 48,  -5,  -8,12,320.6, ⑫⑫, 7, 2, ロマンスリップ,---,佐藤哲, 1.0, 46, -17,* -7,14,149.5, ⑫⑬, 7, 9,Ｇインナｰジョイ, 71,メンデ, 0.6, 76,  -3,   8, 4,  6.2,⑨⑨⑨, 7,13,Ｉエイシンキンチェム, 61,福永祐, 0.5, 68,   9,  -9, 2,  4.5, ⑫⑫
 8,10,Ｉシゲルスイカ, 50,中村将, 2.1, 45,  -7,  -6,10,111.9, ⑭⑭, 8,10, メイショウヒメユリ,---,武豊  , 1.0, 46, -14,  -9, 5,  8.6, ⑩⑪, 8, 1,Ｃアドマイヤスキップ, 75,岩田康, 0.7, 70,*  1,  -4, 6, 10.3,③③③, 8,15,Ｄゴｰルデンムｰン, 65,武豊  , 0.7, 65,   5,* -7, 3,  8.0, ⑯⑰
 9, 3,Ｊアマノスペリオｰル, 46,国分優, 2.5, 43,  -3, -16, 8, 68.4, ⑩⑪, 9,16, タマモスタｰライト,---,幸英明, 1.1, 43, -12, -14, 8, 23.6, ⑥⑥, 9, 8,Ｈシンボリアミアン, 69,小林慎, 1.3, 61,*  1, -14,10, 83.6,②②②, 9,17,Ａビウイッチアス, 73,吉田豊, 1.0, 63,  14, -23, 6, 12.8, ⑧⑦
10,11,Ｆジョウノメジャｰ, 53,小牧太, 2.5, 44,   0, -19, 5, 32.9, ⑥⑥,10, 5, ドナメジャｰ,---,吉田豊, 1.1, 41, -13, -15,11, 49.7, ③④,10,10,Ｊゴｰズオン, 64,武豊  , 1.5, 64,  -5,  -4, 9, 42.5,⑩⑪⑪,10, 2,Ｆレディｰメグネイト, 64,飯田祐, 1.0, 64,* 16, -26, 7, 14.8, ①①
11, 7,Ｅコウエイロックオン, 53,池添謙, 2.7, 42,  -1, -20, 9,103.1, ⑦⑧,11, 8, ジツリキネオ,---,渡辺薫, 1.7, 35, -13, -24,10, 26.8, ⑤⑤,11, 7,Ｋロックフルマｰク, 63,幸英明, 1.6, 65,  -4,  -3,11,130.0,⑪⑩⑩,11,16,Ｐヒｰラ, 55,四位洋, 1.1, 62,   4, -10,10, 21.9, ⑰⑯
12, 6,Ｍシゲルカカオ, 37,幸英明, 2.7, 43,*  3, -24, 4, 23.1, ①①,12, 4, キョウワメルシｰ,---,藤岡佑, 1.7, 35,*-10, -28, 4,  7.1, ①①,,,,,,,,,,,,,12, 4,Ｊブロッケン, 60,田中克, 1.2, 60,   9, -19,12, 55.7, ⑪⑪
13,13,Ｌテイエムブルｰミン, 39,田中克, 2.9, 40,  -6, -14,14,597.7, ⑬⑬,13,12, ディンプル,---,酒井学, 1.8, 33, -16, -20,12, 89.6, ⑨⑩,,,,,,,,,,,,,13,14,Ｌツｰオブアス, 59,藤岡佑, 1.3, 62,* 15, -29,14,119.2, ⑤④
14, 9,Ｎトップイｰジス, 29,和田竜, 4.0, 33,   1, -33,11,160.9, ⑤⑤,14, 9, フェアブルｰム,---,小牧太, 2.6, 25, -20, -24, 9, 26.1, ⑭⑭,,,,,,,,,,,,,14, 6,Ｎミラクルピッチ, 57,藤田伸, 1.4, 59,   6, -18,16,188.6, ⑭⑭
,,,,,,,,,,,,15,18, ホッコｰアスカ,---,国分恭, 2.7, 28, -27, -14,18,289.0, ⑰⑰,,,,,,,,,,,,,15, 8,Ｈタガノルミナｰレ, 62,池添謙, 1.5, 56,   7, -21, 9, 21.9, ⑮⑮
,,,,,,,,,,,,16, 3, メイショウアリアケ,---,田中克, 2.8, 27, -25, -17,15,179.9, ⑯⑮,,,,,,,,,,,,,16, 9,Ｋドナメデュｰサ, 59,幸英明, 1.9, 54,* 16, -38,15,178.7, ②②
,,,,,,,,,,,,17, 6, ヒシアロｰ,---,田嶋翔, 3.0, 27, -30, -12,17,240.4, ⑱⑱,,,,,,,,,,,,,17,10,Ｏミスマルシゲ, 57,酒井学, 5.4,  9,  14, -81,17,314.5, ④⑨
,,,,,,,,,,,,18, 7, レディライト,---,芹沢純, 3.0, 23, -24, -22,16,185.7, ⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-4),,,,,,,,,,,
"単勝:120円 複勝:12=110円 01=580円 02=190円 枠連:2,200円",,,,,,,,,,,,"単勝:1,170円 複勝:11=300円 15=200円 17=300円 枠連:1,280円",,,,,,,,,,,,単勝:400円 複勝:04=150円 11=180円 03=210円 枠連:750円,,,,,,,,,,,,"単勝:1,940円 複勝:12=410円 03=360円 05=150円 枠連:3,940円",,,,,,,,,,,
"馬連:2,060円 ワイド:01-12=820円 02-12=240円 01-02=2,230円",,,,,,,,,,,,"馬連:2,370円 ワイド:11-15=950円 11-17=1,280円 15-17=720円",,,,,,,,,,,,馬連:820円 ワイド:04-11=330円 03-04=410円 03-11=660円,,,,,,,,,,,,"馬連:11,000円 ワイド:03-12=3,090円 05-12=1,040円 03-05=740円",,,,,,,,,,,
"馬単:2,790円 3連複:3,080円 3連単:11,990円",,,,,,,,,,,,"馬単:5,450円 3連複:5,680円 3連単:36,510円",,,,,,,,,,,,"馬単:1,870円 3連複:1,960円 3連単:9,030円",,,,,,,,,,,,"馬単:25,230円 3連複:9,690円 3連単:106,860円",,,,,,,,,,,
■ 3R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 6R  芝1400m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  ダ1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,保津峡特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂエｰシンスナイパｰ, 54,浜中俊,, 60,  -1,* -5, 8, 29.1, ⑬⑬, 1, 3,Ｅプレノタｰト, 56,佐藤哲,, 68, -10,*  7, 5,  9.2, ⑦⑦, 1, 8,Ａナムラオウドウ, 83,北村友,, 81,   5,* 10, 2,  5.0, ⑬⑬, 1, 4,Ａニシオドリｰム, 88,高橋亮,, 82,* 15,   8, 2,  3.8, ①①
 2, 8,Ａマイネルドメニカ, 58,和田竜, 0.2, 58,   1, -14, 4, 11.2, ⑦⑥, 2, 1,Ｃニンジャ, 59,メンデ, 0.2, 62,  -6,  -1, 1,  2.4, ③④, 2, 5,Ｄリヴェレンテ, 78,四位洋, 0.0, 80,   6,   6, 4,  8.1, ⑪⑪, 2,14,Ｇスリｰボストン, 79,武豊  , 0.5, 75,   8,*  9, 4,  7.1, ⑦⑨
 3,13,Ｇタガノレイヨネ, 51,藤田伸, 0.3, 55,*  4, -20, 2,  4.7, ④②, 3, 6,Ｆルリシュブｰル, 56,小牧太, 0.2, 62,* -4,  -3, 2,  3.2, ②②, 3, 6,Ｂアドマイヤバｰトン, 81,安藤勝, 0.1, 79,   6,   4, 1,  3.1, ⑨⑩, 3, 3,Ｂホクトキングダム, 86,吉田豊, 0.7, 73,   8,   7, 7, 14.8, ⑧⑦
 4,12,Ｄジョウショｰキング, 53,国分恭, 0.3, 55,   3, -17, 5, 12.9, ⑧⑦, 4, 5,Ｂナオミノユメ, 59,北村友, 0.4, 61,  -7,   0, 4,  7.4, ⑥⑥, 4, 3,Ｉタムロスカイ, 76,佐藤哲, 0.1, 78,* 12,  -7, 6, 11.2, ②②, 4,12,Ｆホクセツダンス, 79,浜中俊, 0.8, 74,   7,   8, 1,  3.5, ⑩⑧
 5,15,Ｎアンジェロフォｰグ, 24,福永祐, 0.4, 54,   0, -15,12, 96.7, ⑨⑨, 5, 7,Ｄトミｰバロｰズ, 57,秋山真, 0.7, 55,  -6,  -7, 6, 14.6, ⑤③, 5, 7,Ｆサフランディライト, 77,岩田康, 0.2, 78,   6,   3, 5, 10.1, ⑫⑫, 5, 5,Ｌオペラモｰヴ, 74,佐藤哲, 0.8, 74,* 13,   2,12, 87.2, ②②
 6, 7,Ｅシゲルアンズ, 53,幸英明, 0.7, 50,   0, -20, 3, 10.2, ⑩⑩, 6, 2,Ｇシシリアンルｰジュ, 39,岩田康, 0.7, 56,* -4, -10, 7, 15.2, ①①, 6,13,Ｎアバウト, 69,福永祐, 0.2, 77,* 10,  -6, 9, 26.7, ④③, 6,15,Ｉエイシンフルハｰト, 77,岩田康, 0.9, 71,   6,   7,10, 34.1, ⑨⑪
 7, 2,Ｆミッキｰクリスエス, 52,北村友, 0.9, 47,  -3, -17, 9, 66.4, ⑭⑭, 7, 4,Ａシゲルオレンジ, 60,国分恭, 0.9, 53,  -6, -10, 3,  7.3, ④⑤, 7, 9,Ｅハｰドダダンダン, 77,メンデ, 0.3, 76,* 11,  -7, 7, 14.5, ③④, 7,10,Ｐトップアテンション, 64,和田竜, 0.9, 74,* 12,   2,14,152.0, ③③
 8, 4,Ｊエｰシンスピｰダｰ, 44,酒井学, 1.6, 39,   3, -36, 7, 17.9, ⑥⑧,,,,,,,,,,,,, 8,11,Ｌデンコウジュピタｰ, 71,武豊  , 0.4, 77,   2,* 10, 8, 20.6, ⑮⑭, 8, 1,Ｅコパノカチｰノ, 80,メンデ, 1.0, 71,  10,   3, 5, 11.9, ⑥⑤
 9, 9,Ｈシゲルザクロ, 49,国分優, 1.6, 41,   0, -31,11, 95.0, ⑫⑫,,,,,,,,,,,,, 9,14,Ｈアドマイヤテンバ, 77,藤岡佑, 0.6, 75,   8,  -6, 3,  5.5, ⑧⑧, 9, 7,Ｍコンフォｰコ, 73,幸英明, 1.0, 70,   3,* 10,11, 77.0, ⑮⑮
10, 3,Ｌタガノジョイナｰ, 42,岩田康, 1.7, 39,   3, -37, 6, 13.0, ⑤⑤,,,,,,,,,,,,,10, 4,Ｏトップミノル, 68,和田竜, 1.0, 70,   9, -15,14,157.3, ⑥⑤,10, 8,Ｄテイクエイム, 80,国分優, 1.1, 70,   5,   8, 3,  5.3, ⑫⑫
11, 1,Ｉドｰントレス, 46,中村将, 1.8, 38,*  5, -43,10, 75.8, ②③,,,,,,,,,,,,,11,15,Ｃスズカスパｰク, 78,小牧太, 1.2, 67,   3,  -6,12, 79.1, ⑭⑮,11,11,Ｃファンドリカップ, 81,小牧太, 1.4, 66,   4,   5, 6, 12.0, ⑬⑬
12, 6,Ｋサンレイホｰム, 43,渡辺薫, 1.9, 38,   0, -36,13,152.2, ⑪⑪,,,,,,,,,,,,,12,10,Ｍイデア, 70,藤田伸, 1.3, 66,   8, -15,11, 60.8, ⑩⑨,12,16,Ｏロｰドセイバｰ, 66,藤岡佑, 2.2, 60,   1,   2,13,136.9, ⑯⑯
13, 5,Ｃツヨシノブルｰム, 54,藤岡佑, 2.4, 34,*  6, -53, 1,  1.8, ①①,,,,,,,,,,,,,13, 2,Ｇマイネルプリマス, 77,幸英明, 1.3, 65,   9, -19,13, 98.7, ⑤⑥,13, 6,Ｎセントエドワｰド, 70,藤懸貴, 2.6, 55,   4,  -6,16,398.7, ⑪⑩
14,10,Ｍサチノタカチホ, 32,藤懸貴, 2.4, 32,*  4, -50,15,386.1, ③④,,,,,,,,,,,,,14, 1,Ｋパｰソナルブレｰン, 72,酒井学, 1.5, 62,* 13, -29,15,179.1, ①①,14, 2,Ｊテイクアベット, 77,国分恭, 2.7, 56,  10, -12, 8, 22.9, ④④
,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｊフサイチオフトラ, 74,川田将, 2.1, 58,   9, -29,10, 31.6, ⑦⑦,15,13,Ｈメイショウトリノ, 78,福永祐, 2.7, 57,  10, -12, 9, 32.7, ⑤⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 9,Ｋカツノセカンド, 74,四位洋, 3.1, 52,   5, -10,15,186.9, ⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
