11年 4月30日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月30日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立夏ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａオメガロｰズマリｰ, 65,三浦皇,, 63,  -8,* 10, 2,  3.2, ⑨⑨, 1,11, バトルブリンディス,,高田潤,,,,, 1,  1.7,③①①, 1, 9,Ａミヤビファルネｰゼ, 79,吉田豊,, 78,  -1,* 18, 1,  3.5, ⑨⑧, 1,11,Ａピュｰタｰ, 89,横山典,, 85,* 11,   9, 1,  2.9, ①①
 2,14,Ｃナムラエメラルド, 57,横山典, 0.2, 62,  -9,* 10, 3,  5.6, ⑩⑩, 2, 9, クロスファイト,,草野太,204.1,,,,13,128.6,⑨②②, 2, 8,Ｄエｰブポセイドｰン, 67,田中勝, 0.6, 70,  -1,   7, 6, 13.1, ⑧⑦, 2, 4,Ｍアンシャンレジｰム, 80,蛯名正, 0.8, 78,* 11,   3, 9, 39.8, ②②
 3, 9,Ｂラヴァｰズキッス, 63,蛯名正, 0.3, 59,* -2,   1, 1,  2.7, ②②, 3,12, ドゥｰエン,,白浜雄,204.8,,,, 4, 12.1,⑧④④, 3, 3,Ｂベリアル, 71,松岡正, 0.7, 69,   5,  -2, 2,  3.5, ③③, 3,15,Ｂケイアイダイオウ, 86,吉田豊, 1.0, 76,   6,   6, 2,  4.2, ⑥⑥
 4, 5,Ｇフロｰラルホｰル, 52,小林淳, 0.6, 58,  -5,   1, 9, 32.1, ⑤⑥, 4, 6, ハツカリ,,高野和,204.9,,,, 2,  3.9,①③③, 4,10,Ｃショウナンカライス, 69,柴田善, 0.7, 66,* 10, -12, 4,  6.0, ①①, 4, 2,Ｌゴｰルドバシリスク, 80,三浦皇, 1.0, 79,   0,* 15, 4,  7.1, ⑫⑮
 5, 6,Ｉサトノヴィクトリア, 47,北村宏, 0.6, 57,* -2,  -3,10, 48.5, ①①, 5, 5, コアレスグルｰム,,金子光,205.1,,,, 8, 30.4,④⑤⑤, 5, 6,Ｅダイワベルベ, 65,北村宏, 1.0, 64,   4,  -4, 5,  9.9, ⑥⑥, 5, 3,Ｄメイショウダグザ, 85,和田竜, 1.2, 77,* 10,   0, 6,  9.6, ③③
 6, 3,Ｆコスモオルバｰス, 54,中谷雄, 0.8, 57,  -5,   0,11, 83.3, ⑥⑤, 6, 3, サウスエポック,,大江原,205.9,,,,11,121.7,⑦⑦⑦, 6, 5,Ｈリルバイリル, 60,三浦皇, 1.3, 64,  -5,   6, 8, 16.6, ⑩⑩, 6, 6,Ｇダイレクトキャッチ, 83,柴山雄, 1.3, 75,   4,   7,11,104.9, ⑩⑨
 7,10, シルバｰレジｰナ,---,吉田豊, 0.9, 56, -14,* 11,12,109.6, ⑬⑬, 7, 7, クリノイマジン,,江田勇,206.1,,,,10, 85.2,②⑥⑥, 7, 7,Ｇメルトアウェイ, 64,後藤浩, 1.3, 60,*  8, -17, 9, 43.0, ②②, 7, 5,Ｆデンコウヤマト, 84,小島太, 1.3, 76,   1,* 11, 7, 17.8, ⑬⑬
 8,12,Ｅミスグロリアス, 54,丸田恭, 1.1, 53,* -3,  -4, 7, 23.9, ④④, 8, 8, サトノハピネス,,横山義,206.6,,,, 3, 11.6,⑪⑩⑨, 8, 1,Ｉプレミアムパス, 47,蛯名正, 1.5, 59,   3, -11, 7, 14.1, ⑤⑤, 8,14,Ｅオオトリオウジャ, 84,後藤浩, 1.4, 74,   4,   6, 5,  8.8, ⑪⑪
 9, 1,Ｊリュウシンアド, 46,後藤浩, 1.4, 51,* -3,  -7, 6, 23.2, ③③, 9, 4, トｰセンウィン,,山本康,207.0,,,, 9, 32.8,⑩⑨⑧, 9, 4,Ｆリンゴット, 65,浜中俊, 1.7, 56,   5, -17, 3,  5.5, ④④, 9, 9,Ｉブラッシュアップ, 82,田面木, 1.5, 75,   2,   8, 8, 36.1, ⑭⑫
10, 2, ヤマニンリブレット,---,浜中俊, 1.8, 50, -10,  -2,13,169.3, ⑪⑪,10, 2, ケイアイブル,,蓑島靖,208.8,,,,12,128.1,⑬⑪⑪,10, 2,Ｊスメルスイｰト, 42,和田竜, 2.2, 51,  -2, -13,10,191.7, ⑦⑨,10, 8,Ｎノボレインボｰ, 78,浜中俊, 1.7, 72,   9,  -3,10, 54.7, ⑤⑤
11,11,Ｈゴガツノカゼ, 51,江田照, 2.4, 44,  -6, -12, 4,  9.6, ⑦⑧,11, 1, サトノサｰガ,,五十嵐,209.1,,,, 7, 29.1,⑫⑬⑫,,,,,,,,,,,,,11, 7,Ｈスマｰトブレｰド, 83,大庭和, 1.7, 72,   5,   2,12,113.8, ⑧⑦
12, 8,Ｄプリンセスドリｰム, 55,田中勝, 2.4, 43,  -7, -12, 5, 12.6, ⑧⑦,12,14, ヤマニンノベリスト,,柴田大,209.9,,,, 6, 19.0,⑥⑧⑩,,,,,,,,,,,,,12, 1,Ｊアンヴァルト, 81,ウィリ, 1.8, 71,   9,  -4, 3,  6.4, ④④
13,13,Ｋベイビｰブルｰアイ, 40,柴田善, 3.1, 39, -12, -10,15,332.5, ⑫⑫,13,10, オレリュウ,,水出大,227.7,,,,14,148.4,⑭⑭⑬,,,,,,,,,,,,,13,16,Ｋフィｰルドジュエル, 81,金子光, 1.9, 71,   1,   6,14,265.9, ⑮⑭
14, 4, グリｰンフォンテン,---,内田博, 3.2, 40, -14,  -7, 8, 27.2, ⑮⑭,,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｏチャレンジシチｰ, 72,田中克, 2.3, 67,   5,  -3,13,132.7, ⑦⑧
15,15, カタカンチンタ,---,岩部純, 3.4, 37, -16,  -8,14,286.7, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,15,12,Ｐアサヒバロン, 70,柴田善, 5.0, 46,   4, -25,15,304.7, ⑨⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
