11年11月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月 5日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
 9,11,Ｉコスモクｰニャン, 30,丹内祐, 2.2, 35,  -7, -12,11,123.3, ③④, 9,13,Ｊアスパイヤリング, 62,勝浦正, 1.0, 59,  -2,   6,10, 81.1, ⑬⑫,,,,,,,,,,,,, 9, 9,Ｅアラビアンザサン, 71,丹内祐, 1.5, 63,  -5,  10, 5,  9.0,⑨⑨⑨
10,10,Ｊコスモライデイン, 29,津村明, 2.4, 31, -13,  -9,12,136.5, ⑧⑨,10,10,Ｍプレザントブリｰズ, 59,黛弘人, 1.0, 62,   6,  -2,12,168.1, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,
11, 6,Ｏビゼンファイト, 10,高倉稜, 2.7, 29, -19,  -7,13,186.9, ⑫⑫,11, 7,Ｋサンマルプリンセス, 61,小島太, 1.7, 58,* 13, -14, 8, 32.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,
12, 5,Ｌクラウンプリズム, 26,古川吉, 2.8, 27,  -9, -17,10, 77.0, ⑤⑤,12, 6,Ｇカゼノマイヒメ, 65,杉原誠, 1.7, 55,   4,  -6,13,218.2, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,
13, 7,Ｍジェイケイヒｰロｰ, 25,西田雄, 2.9, 27, -12, -15, 6, 15.2, ⑥⑥,13, 2,Ｂキクノフェｰデ, 74,中舘英, 5.2, 24,   7, -40, 1,  2.6, ⑤⑤,,,,,,,,,,,,,,,,,,,,,,,,
14,13,Ｎハヌルソンムル, 17,西村太, 3.2, 24, -28,  -2,15,368.3, ⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,12,Ｋアｰトルムフｰガ, 28,勝浦正, 3.3, 24, -22,  -9,14,266.6, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,
単勝:200円 複勝:14=110円 09=270円 01=110円 枠連:560円,,,,,,,,,,,,"単勝:360円 複勝:08=170円 09=520円 05=3,120円 枠連:4,230円",,,,,,,,,,,,"単勝:1,010円 複勝:06=190円 04=110円 03=170円 枠連:0円",,,,,,,,,,,,単勝:400円 複勝:03=130円 08=120円 04=160円 枠連:330円,,,,,,,,,,,
"馬連:1,560円 ワイド:09-14=480円 01-14=140円 01-09=600円",,,,,,,,,,,,"馬連:4,600円 ワイド:08-09=1,200円 05-08=4,560円 05-09=18,290円",,,,,,,,,,,,馬連:700円 ワイド:04-06=230円 03-06=330円 03-04=230円,,,,,,,,,,,,馬連:530円 ワイド:03-08=230円 03-04=360円 04-08=380円,,,,,,,,,,,
"馬単:2,040円 3連複:1,210円 3連単:6,790円",,,,,,,,,,,,"馬単:6,690円 3連複:114,100円 3連単:186,850円",,,,,,,,,,,,"馬単:1,900円 3連複:800円 3連単:7,420円",,,,,,,,,,,,"馬単:1,140円 3連複:1,320円 3連単:6,860円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  ダ2500m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 8R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,姫川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｉスタリア, 41,吉田隼,, 59,  -4,*  7, 1,  2.7, ④④, 1,11,Ｉセイカミカワ, 65,吉田隼,, 60,*  3,   5, 5, 12.0,①①①, 1, 4,Ｅアルマリンピア, 69,川須栄,, 74,   4,   7, 1,  2.7, ⑧⑧, 1, 2,Ｅゴｰルドブライアン, 81,吉田隼,, 89,   1,* 21, 2,  4.2,⑬⑪⑫
 2, 5,Ｂデンコウアクティブ, 58,中舘英, 0.6, 52,  -4,  -2, 4,  8.6, ⑤⑤, 2, 8,Ａロケットダイヴ, 77,川須栄, 0.0, 65,   1,* 14, 1,  1.8,⑦⑩⑩, 2,12,Ｆボンジュｰルメロン, 68,村田一, 0.1, 72,  -4,* 13, 4,  7.6, ⑯⑬, 2, 3,Ａマイネルメダリスト, 84,丹内祐, 0.0, 92,   0,* 25, 1,  3.7,⑭⑭⑬
 3, 6,Ｄシゲルササグリ, 52,川須栄, 0.6, 50,* -1,  -6, 2,  3.6, ②②, 3, 6,Ｆフィルハｰマジック, 68,松田大, 0.1, 62,*  3,   7, 2,  5.7,④③③, 3,11,Ｄメイショウサバト, 69,木幡初, 0.2, 71,  -2,  11, 2,  5.3, ⑮⑯, 3, 6,Ｂサトノタイガｰ, 83,的場勇, 0.2, 84,   3,  14, 3,  4.6,⑤⑤④
 4, 2,Ｈマイネルバルドル, 42,大野拓, 0.9, 48,* -1, -11, 5, 11.0, ①①, 4, 4,Ｊリバｰクリｰク, 57,柴山雄, 0.3, 59,*  2,   5,10,108.2,②②④, 4, 7,Ｉトロンプルイユ, 67,中舘英, 0.4, 70,   8,  -2, 3,  7.5, ⑥⑤, 4, 1,Ｌカリスマミッキｰ, 75,川須栄, 0.3, 80,*  4,   8, 4,  9.8,②②②
 5, 3,Ｊコスモユウチャン, 41,津村明, 1.1, 45,  -5,  -6, 6, 23.8, ⑦⑥, 5,12,Ｈタイソンバロｰズ, 66,高倉稜, 0.4, 61,   1,   9, 8, 58.3,⑧⑨⑧, 5,17,Ｑランダムトｰク, 60,丸田恭, 0.4, 68,  -6,* 12,11, 41.3, ⑰⑰, 5, 8,Ｉシンボリロｰレンス, 77,木幡初, 0.3, 81,   3,  11,13, 60.4,④④⑤
 6,10,Ｇキョウワアマテラス, 42,木幡初, 1.3, 44,  -5,  -8,10,107.8, ⑥⑦, 6, 7,Ｇニシノシャイナｰ, 66,村田一, 0.5, 60,   2,   7, 6, 15.9,⑥⑥⑤, 6,18,Ｇヤマニンファンシｰ, 67,水口優, 0.5, 67,  -1,   5,10, 39.5, ⑬⑩, 6,11,Ｄファｰストグロｰス, 81,中舘英, 0.4, 81,*  4,   8, 7, 15.8,③③③
 7, 9,Ｅアラビアンジョｰジ, 48,柴山雄, 1.4, 42,  -2, -15, 7, 26.8, ③③, 7, 9,Ｃシルクマッドネス, 72,松山弘, 0.5, 62,   0,* 12, 3,  6.1,⑪⑫⑫, 7, 2,Ｂナムラドリｰミｰ, 70,松山弘, 0.5, 68,* 13,  -9, 5,  9.9, ①①, 7,10,Ｈキンセイポラリス, 78,大野拓, 0.5, 83,   3,  12,11, 37.6,⑩⑦⑦
 8, 8,Ｆガッテンキャンパス, 43,村田一, 1.4, 44,  -9,  -2, 8, 37.6, ⑩⑩, 8, 2,Ｂテラボルト, 73,鮫島良, 0.7, 58,*  3,   1, 7, 19.6,⑨④②, 8,14,Ａパスピエ, 72,太宰啓, 0.6, 66,   7,  -3, 7, 17.6, ⑦⑥, 8, 4,Ｇサクセスヒュｰゴｰ, 79,津村明, 0.6, 80,   1,  14, 9, 27.0,⑫⑫⑩
 9, 7,Ｃフラカン, 52,西田雄, 1.5, 42,  -8,  -6, 9, 78.6, ⑨⑧, 9, 3,Ｋフジノベルモット, 56,西村太, 1.4, 54,   1,   0,12,136.5,⑤⑧⑨, 9,10,Ｏカワキタラブポップ, 61,津村明, 0.6, 65,  -4,   7,13, 68.8, ⑭⑮, 9, 5,Ｊスズカゲイル, 76,古川吉, 0.6, 82,   2,  12, 6, 14.4,⑨⑨⑨
10, 4,Ａコスモオアシス, 63,丹内祐, 1.8, 42,  -8,  -9, 3,  3.8, ⑧⑨,10, 5,Ｅテイエムスリリング, 69,古川吉, 1.4, 55,   0,   4, 9, 60.6,⑫⑪⑪,10, 8,Ｍコｰラルビュｰ, 64,大野拓, 0.6, 67,* 12,  -9, 9, 27.3, ②②,10,15,Ｏテンシノマズル, 65,太宰啓, 0.8, 72,*  5,  -2,14, 64.9,①①①
,,,,,,,,,,,,11, 1,Ｌヒップホップダンス, 47,横山和, 1.5, 52,   2,  -3,11,131.6,③⑤⑦,10,16,Ｈキャロルロゼ, 67,森一馬, 0.6, 66,   1,   1,15,137.3, ⑩⑨,11,13,Ｎディアフロイデ, 70,丸田恭, 0.9, 74,   3,   4,10, 35.8,⑥⑥⑥
,,,,,,,,,,,,12,10,Ｄメイショウダイクン, 70,中舘英, 1.7, 52,   2,  -4, 4, 11.4,⑩⑦⑥,12,15,Ｐレッドマｰベル, 60,古川吉, 0.6, 66,*  9,  -6, 6, 15.2, ④④,12,14,Ｆグッドバニヤン, 80,松田大, 1.0, 75,   2,   6, 8, 21.2,⑦⑩⑪
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｌノブクィｰン, 64,平野優, 0.8, 64,   0,   0,16,165.5, ⑫⑪,13, 9,Ｋメイショウイチバン, 75,高倉稜, 1.0, 79,   0,  12,12, 44.7,⑮⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｃモエレシノノメ, 70,横山和, 0.9, 62, -25,* 23, 8, 20.6, ⑱⑱,14, 7,Ｍギムレットアイ, 74,鈴来直, 1.0, 77,   0,  10,15,125.9,⑪⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｊスプリングアウェク, 66,高倉稜, 1.0, 61,* 11, -13,12, 55.5, ③③,15,12,Ｃマルラニビスティｰ, 82,勝浦正, 1.0, 74,   3,   4, 5, 10.3,⑧⑧⑧
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｎキャラメルボイス, 62,杉原誠, 1.1, 60,   7, -10,18,199.7, ⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,13,Ｒディアウィキッド, 57,松田大, 1.2, 59,   2,  -6,14, 79.6, ⑨⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,18, 6,Ｋパシャ, 66,西田雄, 1.3, 58,   1,  -6,17,196.3, ⑪⑭,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
"単勝:270円 複勝:01=130円 05=190円 06=140円 枠連:1,070円",,,,,,,,,,,,"単勝:1,200円 複勝:11=210円 08=110円 06=160円 枠連:630円",,,,,,,,,,,,単勝:270円 複勝:04=150円 12=230円 11=170円 枠連:530円,,,,,,,,,,,,単勝:420円 複勝:02=150円 03=140円 06=160円 枠連:760円,,,,,,,,,,,
"馬連:1,230円 ワイド:01-05=470円 01-06=240円 05-06=370円",,,,,,,,,,,,馬連:900円 ワイド:08-11=350円 06-11=730円 06-08=220円,,,,,,,,,,,,"馬連:1,560円 ワイド:04-12=610円 04-11=350円 11-12=610円",,,,,,,,,,,,馬連:740円 ワイド:02-03=280円 02-06=410円 03-06=300円,,,,,,,,,,,
"馬単:1,890円 3連複:1,160円 3連単:5,960円",,,,,,,,,,,,"馬単:3,070円 3連複:1,370円 3連単:14,150円",,,,,,,,,,,,"馬単:2,490円 3連複:2,190円 3連単:13,660円",,,,,,,,,,,,"馬単:1,450円 3連複:970円 3連単:4,200円",,,,,,,,,,,
■ 3R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 6R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 9R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,飛天特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄアプレレクｰル, 67,川須栄,, 69,  -4,* 15, 2,  2.6,⑦⑥⑤, 1, 2,Ｅナリタシｰズン, 63,小野寺,, 68,  11,   0, 4,  8.7, ③③, 1, 6,Ｍトラストワン, 64,丸田恭,, 74,   4,*  5,11, 23.9, ⑤⑤, 1, 8,Ｂスイｰトライラ, 73,西田雄,, 71,  -6,*  6, 2,  3.2,   
 2, 8,Ａメロウメロディ, 76,松山弘, 0.0, 69,  -4,* 13, 1,  2.1,④④③, 2,10,Ｄゴｰルドサムソン, 64,松山弘, 0.2, 62,   1,   7, 5, 13.2, ⑨⑨, 2,11,Ａコンカラン, 73,川須栄, 0.1, 76,   1,* 10, 1,  3.8, ⑪⑩, 2,14,Ａヨアケ, 74,太宰啓, 0.0, 70,*  1,   2, 1,  3.2,   
 3, 3,Ｃヴィッテリア, 68,平野優, 0.8, 67,  -5,  12, 6, 21.1,⑨⑨⑨, 3, 9,Ａサルココッカ, 71,高倉稜, 0.3, 66,* 12,  -3, 2,  3.8, ②②, 3,13,Ｃハギノトラスト, 72,太宰啓, 0.1, 73,*  6,   1, 4, 10.8, ③③, 3, 7,Ｃフラッパｰミク, 72,勝浦正, 0.1, 68,*  2,  -1, 9, 28.8,   
 4, 2,Ｆヤサシイキモチ, 65,中舘英, 1.3, 59,  -4,   2, 5, 17.7,③③④, 4, 7,Ｂケイアイアシュラ, 70,平野優, 0.5, 61,   5,   1, 1,  2.3, ⑦⑦, 4,17,Ｆノヴァグロリア, 71,中舘英, 0.2, 75,   4,   4, 3,  6.2, ⑥⑥, 4, 5,Ｉフレデフォｰト, 61,古川吉, 0.2, 69,  -9,*  6, 5, 20.0,   
 5, 1,Ｈマンマルコ, 61,木幡初, 1.6, 57,  -5,   2, 9, 44.1,⑤⑤⑦, 5, 8,Ｃノアノア, 67,川須栄, 0.5, 61,   8,  -2, 3,  4.1, ⑥⑥, 5, 2,Ｏマイネルドルチェ, 61,丹内祐, 0.5, 70,*  7,  -8,10, 21.0, ②②, 5,13,Ｊワイズアンドクｰル, 59,西村太, 0.2, 67,  -6,*  3,13, 51.6,   
 6, 7,Ｂドラゴンソニック, 70,黛弘人, 1.7, 59,  -6,   4, 4, 11.6,⑧⑧⑧, 6, 6,Ｊホワイトルシアン, 49,森一馬, 0.6, 58,   1,   4, 8, 63.2, ⑧⑧, 6, 1,Ｊトｰセンドンファン, 67,横山和, 0.6, 68,*  7,  -9,12, 42.7, ①①, 6,10,Ｅタバルナ, 69,村田一, 0.2, 67,  -3,   2, 3,  4.7,   
 7, 6,Ｇシルクプロミス, 64,吉田隼, 1.9, 55,  -4,  -1, 3,  8.1,⑥⑦⑥, 7, 4,Ｇスタｰリバイバル, 58,横山和, 1.2, 50, -14,* 12, 7, 58.8, ⑩⑩, 7,14,Ｋバンスタンウォルツ, 65,古川吉, 0.7, 69,   3,  -1, 6, 11.4, ⑦⑧, 7, 9,Ｆディｰプインアスク, 66,丸田恭, 0.4, 63,*  1,  -4, 6, 20.9,   
 8, 4,Ｅユキノクイｰン, 66,西田雄, 2.3, 51,* -3,  -9, 8, 31.7,②②②, 8, 5,Ｉテイエムサウスダン, 55,黛弘人, 1.4, 57,* 14, -14, 9, 78.3, ①①, 8, 7,Ｂシンボリカｰジナル, 73,吉田隼, 0.8, 69,   0,   3, 2,  5.0, ⑩⑪, 8, 6,Ｄユキノラムセス, 70,木幡初, 0.6, 61,  -3,  -4,10, 32.0,   
 9, 9,Ｉクレバｰホｰク, 58,高倉稜, 2.8, 48,* -2, -14, 7, 28.5,①①①, 9, 3,Ｆクイックスタｰ, 62,西村太, 1.7, 51,   9, -13, 6, 14.2, ④⑤, 9,16,Ｈトモロマイスタｰ, 70,松田大, 1.0, 66,   3,  -4, 7, 11.7, ⑧⑨, 9, 3,Ｇベストブルｰム, 66,松山弘, 0.6, 61,  -3,  -4, 8, 26.1,   
,,,,,,,,,,,,10, 1,Ｈシングンデパｰチャ, 57,水口優, 1.7, 50,   8, -12,10,103.4, ⑤④,10,15,Ｅサイキョウアサカゼ, 71,鮫島良, 1.0, 69,   0,   5, 5, 11.1, ⑮⑭,10,12,Ｈジョｰプラチネラ, 65,吉田隼, 0.7, 60,*  1,  -8, 4, 10.6,   
,,,,,,,,,,,,,,,,,,,,,,,,11, 9,Ｇヒダカアルテミス, 70,杉原誠, 1.0, 65,   3,  -5, 8, 17.6, ⑨⑦,11,15,Ｎエヴァンブルｰ, 51,大野拓, 0.8, 58,  -6,  -5, 7, 22.3,   
,,,,,,,,,,,,,,,,,,,,,,,,12, 3,Ｉアレアｰラック, 68,村田一, 1.3, 63,  -1,   0, 9, 18.7, ⑫⑬,12, 2,Ｍクレムリンシチｰ, 56,川須栄, 0.8, 57,  -3,  -7,12, 46.4,   
,,,,,,,,,,,,,,,,,,,,,,,,13, 4,Ｄトミケンプライム, 72,勝浦正, 1.4, 64,  -2,   2,13, 45.1, ⑭⑮,13, 1,Ｌジェニコ, 57,松田大, 0.8, 57,*  1,  -9,15,228.3,   
,,,,,,,,,,,,,,,,,,,,,,,,14,10,Ｎラシアンウッズ, 63,高倉稜, 1.5, 62,  -3,   0,16,145.7, ⑰⑯,14,11,Ｋショウナンサｰジュ, 59,平野優, 1.0, 54,  -3,  -9,11, 32.3,   
,,,,,,,,,,,,,,,,,,,,,,,,15, 8,Ｌアルファメガハｰト, 65,大野拓, 1.6, 63,  -5,   3,15,144.3, ⑯⑰,15, 4,Ｏインテレス, 49,高倉稜, 1.2, 53,*  2, -14,14,117.9,   
,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｐナンヨｰオウトｰ, 58,津村明, 2.1, 51,   4, -24,14, 77.3, ④④,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,17,12,Ｑスズヨタキオン, 58,木幡初, 2.4, 51,  -1, -18,17,149.9, ⑬⑫,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,
単勝:260円 複勝:05=120円 08=110円 03=280円 枠連:230円,,,,,,,,,,,,"単勝:870円 複勝:02=250円 10=250円 09=160円 枠連:1,100円",,,,,,,,,,,,"単勝:2,390円 複勝:06=580円 11=170円 13=290円 枠連:3,160円",,,,,,,,,,,,単勝:320円 複勝:08=130円 14=130円 07=450円 枠連:330円,,,,,,,,,,,
馬連:200円 ワイド:05-08=140円 03-05=770円 03-08=470円,,,,,,,,,,,,"馬連:3,670円 ワイド:02-10=800円 02-09=550円 09-10=450円",,,,,,,,,,,,"馬連:4,760円 ワイド:06-11=2,010円 06-13=3,870円 11-13=720円",,,,,,,,,,,,"馬連:460円 ワイド:08-14=180円 07-08=1,190円 07-14=1,470円",,,,,,,,,,,
"馬単:630円 3連複:1,270円 3連単:5,560円",,,,,,,,,,,,"馬単:6,550円 3連複:3,970円 3連単:29,140円",,,,,,,,,,,,"馬単:12,950円 3連複:17,960円 3連単:143,520円",,,,,,,,,,,,"馬単:880円 3連複:3,780円 3連単:13,050円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
