11年 6月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 6月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,粟島特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ａプットオンザリッツ, 64,丸山元,, 56,   1,  -4, 1,  2.4, ④④, 1, 2,Ａエアギベオン, 66,松山弘,, 67,*  5,   5, 1,  2.1,①①①, 1,11,Ａマカリオス, 74,松田大,, 75,*  6,   6, 1,  2.3,②②②, 1,14,Ｎペンテシレイア, 57,吉田隼,, 76,*  7,   9, 3,  5.1,①①①
 2, 4,Ｂサトノヴィクトリア, 61,平野優, 0.0, 56,*  5,  -8, 4,  8.9, ①①, 2,10,Ｄコスモソユｰズ, 62,丹内祐, 0.3, 67,   3,*  6, 4,  7.2,⑥④③, 2, 4,Ｂブルｰライジング, 73,宮崎北, 0.1, 70,   4,   8, 4,  6.6,⑤④④, 2, 1,Ｇエｰシンアガペｰ, 68,丸山元, 0.4, 73,*  5,   9, 5,  9.0,③②②
 3,15,Ｅシンコｰロマン, 56,小野寺, 0.3, 52,  -7,*  0, 2,  4.4, ⑨⑦, 3, 6,Ｉベジャｰルコｰド, 55,松田大, 0.3, 68,*  4,   3, 5, 10.7,③②②, 3, 6,Ｅツクバタイヨウ, 70,吉田隼, 0.2, 73,   4,   7, 3,  5.4,③③③, 3, 6,Ｆペパｰミントラヴ, 68,丸田恭, 0.4, 73,   2,* 15, 4,  8.0,⑪⑪⑪
 4, 8,Ｇデルマラクシュミｰ, 47,古川吉, 0.3, 50, -13,*  7,10, 93.9, ⑫⑪, 4, 4,Ｇウインテイクオフ, 60,田辺裕, 0.9, 60,   2,   4, 9, 32.2,④⑦⑦, 4, 5,Ｃアポロストｰム, 72,丹内祐, 1.1, 68,  -2,* 10, 2,  3.7,⑩⑪⑪, 4, 7,Ｅミリアム, 70,松山弘, 0.4, 75,   4,* 13, 8, 14.5,⑧⑧⑧
 5,11,Ｃスイｰトフラム, 58,西村太, 0.7, 49,  -4,  -6, 8, 49.0, ⑦⑥, 5, 7,Ｆイキナヤツ, 60,勝浦正, 0.9, 62,   0,*  6, 7, 28.2,⑩⑨⑧, 5, 3,Ｄキョウエイナゲット, 70,木幡初, 1.2, 64,   2,   3, 7, 32.1,④⑤⑤, 5, 5,Ｄエルメスグリｰン, 72,川須栄, 1.4, 66,   4,   2, 2,  3.9,④⑤⑤
 6, 9,Ｄヤギリエスペランサ, 57,中舘英, 0.8, 49,*  4, -14, 5,  9.0, ②②, 6,12,Ｂキルデビルヒルズ, 65,平野優, 1.1, 59,   1,   3, 6, 26.8,⑪⑧⑨, 6,13,Ｇキャニオンブラウン, 67,松山弘, 1.5, 63,   2,   0, 5, 14.9,⑦⑥⑥, 6, 2,Ｈドラゴンソニック, 67,黛弘人, 1.6, 68,   2,   7,11,100.5,⑭⑫⑫
 7,12,Ｋエムオｰファミリｰ, 42,田辺裕, 1.0, 47,*  3, -15, 6, 14.3, ③③, 6, 1,Ｈアグネスネオ, 56,吉田隼, 1.1, 62,  -1,*  8, 8, 29.5,⑬⑫⑩, 7, 7,Ｋボンジュｰルキセキ, 62,中舘英, 1.6, 60,*  6,  -9, 6, 19.0,①①①, 7, 3,Ｌネオジェイズレｰヌ, 62,藤岡康, 1.8, 66,   1,   5, 9, 45.1,⑫⑬⑭
 8, 1,Ｌビュｰティタキオン, 42,杉原誠, 1.6, 39, -15,  -3,12,156.6, ⑬⑬, 8, 8,Ｃテイエムミライオｰ, 64,古川吉, 1.3, 56,*  4,  -3, 2,  4.3,⑤③④, 8, 1,Ｈストロングジョイス, 64,田辺裕, 1.6, 61,   0,   2, 8, 33.3,⑧⑨⑨, 8, 4,Ｊミアコルサ, 65,勝浦正, 2.0, 64,   1,   4,10, 50.6,⑬⑭⑬
