11年 8月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月 6日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湯浜特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａタマモキャッツアイ, 59,丸山元,, 59,* -3,*  0, 1,  1.8, ①①, 1, 8,Ｅアラマサスチｰル, 56,的場勇,, 59,  -6,*  2, 5, 18.2, ⑥⑥, 1,12,Ｄスナｰクヒロイン, 72,秋山真,, 74,*  6,   7, 6, 10.8,②②②, 1,11,Ｈシルクオフィサｰ, 69,安藤勝,, 77,   7,*  3, 1,  4.5,⑧⑦②
 2, 6,Ｅフリｰトアロｰ, 37,横山典, 0.7, 51, -11,  -1, 3,  4.5, ④③, 2, 4,Ａモリトブイコｰル, 64,岩田康, 0.0, 58,   0,  -2, 1,  1.4, ④③, 2, 8,Ｅテイクザサン, 72,岩田康, 0.1, 74,*  5,   8, 4,  5.4,③③③, 2, 9,Ｇカネスアドラシオン, 70,丸田恭, 0.0, 76,*  9,  -1,11, 47.9,②②①
 3, 8,Ｃエゾムサシ, 41,柴山雄, 0.7, 50,  -9,  -2, 5, 21.9, ③④, 3, 6,Ｄトミケンジェラｰチ, 57,西村太, 0.1, 55, -11,*  4, 6, 28.6, ⑧⑦, 3,13,Ｃツヨイキモチ, 73,藤岡佑, 0.3, 74,   3,   9, 3,  4.9,⑧⑦⑦, 3, 4,Ｄシｰドダイレクト, 74,岩田康, 0.2, 77,   4,*  7, 2,  5.9,⑪⑪⑩
 4, 2,Ｂデイジｰバロｰズ, 55,古川吉, 0.7, 50, -14,*  1, 2,  3.9, ⑦⑤, 4, 3,Ｃボｰルドグラン, 63,三浦皇, 0.2, 57,*  2,  -4, 2,  5.7, ②①, 4, 6,Ｂビレッジスマイル, 73,三浦皇, 0.4, 74,   0,* 13, 1,  3.8,⑪⑪⑪, 4, 2,Ｍフィｰルドダンス, 63,藤岡佑, 0.3, 76,   5,   2,10, 39.7,⑨⑧⑧
 5, 9, ラウレア,---,松田大, 0.8, 52,* -7,  -5, 6, 23.2, ②②, 5,11,Ｋマイディアソング, 47,秋山真, 0.2, 53,  -9,*  2, 4, 10.7, ⑦⑧, 5, 7,Ｆキタサンハナミチ, 72,勝浦正, 0.5, 71,   4,   6,10, 46.1,⑤⑤⑤, 5, 3,Ｂニチドウルチル, 75,小林徹, 0.5, 72,*  8,  -5, 5,  7.3,⑤③⑤
 6, 4,Ｄサマｰヴィクトリア, 39,吉田隼, 2.2, 36, -12, -14, 4, 12.0, ⑥⑥, 6,10,Ｇクｰルグラン, 54,小林徹, 0.5, 54,*  3,  -8, 8, 55.0, ①②, 6, 3,Ｈヤマニンミミック, 71,横山典, 0.6, 73,  -1,* 13, 8, 22.9,⑬⑫⑫, 6, 8,Ｆアルマトゥｰラ, 72,勝浦正, 0.6, 70,   5,  -1, 3,  6.3,⑩⑩⑦
 7, 3,Ｈイデアシュリュｰ, 15,菅原隆, 2.5, 32, -17, -14, 8, 86.7, ⑧⑧, 7, 5,Ｆシャドｰボｰル, 55,藤岡佑, 0.7, 50,  -6,  -4, 7, 50.7, ⑤⑤, 7, 9,Ｊデルマプロティナ, 69,古川吉, 0.7, 69,   4,   4, 7, 12.0,⑥⑥⑥, 7,12,Ｅタイキエイワン, 74,秋山真, 0.6, 72,   5,  -2, 6,  7.6,⑦⑨⑥
 8, 7,Ｆビレッジオブベスト, 28,丹内祐, 2.6, 32, -11, -18, 7, 52.0, ⑤⑦, 8, 7,Ｉマンボフェスタ, 50,松田大, 0.9, 49, -14,   0,10,154.0, ⑨⑨, 8, 5,Ｍセイピｰシｰズ, 66,吉田隼, 0.8, 72,   2,   6,13,229.0,⑨⑨⑨, 8, 5,Ａメジロカトリｰヌ, 78,黛弘人, 0.7, 70,*  8,  -8, 7,  9.3,④④④
