11年11月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月19日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島2歳ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｇプｰラヴィｰダ, 50,勝浦正,, 59,*  2,* -1, 4,  7.6,②④③, 1, 2,Ｃエキゾチックバニラ, 56,木幡初,, 57,* -1, -10, 7, 16.7,   , 1, 5,Ｅプレゼピオ, 71,平野優,, 72,   5,*  7, 6, 17.2,⑪⑨⑥, 1, 3,Ａエクセルシオｰル, 70,中舘英,, 84,* 15,  -2, 1,  3.5, ①①
 2, 8,Ｂクリスマスマｰベル, 54,太宰啓, 0.2, 57,   1,* -1, 9, 46.6,④⑤⑤, 2, 9,Ｆコスモティアラ, 49,丹内祐, 0.0, 54,  -8,* -6, 9, 40.9,   , 2, 6,Ｂブルｰライジング, 73,宮崎北, 0.0, 70,   8,*  4, 2,  3.2,⑫⑥⑤, 2, 5,Ｄビウイッチアス, 67,宮崎北, 0.6, 73,   7,  -2, 3,  6.2, ⑤⑤
 3, 3,Ｋメイスンキャプテン, 45,西田雄, 0.6, 54,  -1,*  1,10, 73.5,⑩⑪⑪, 3, 7,Ｂバブルジェット, 57,柴山雄, 0.2, 51,  -5, -10, 5, 13.1,   , 3,10,Ａメイショウイッシン, 73,高倉稜, 0.1, 69,* 10,  -3, 1,  2.1,①①①, 3,17,Ｊキングオブロｰ, 59,勝浦正, 0.7, 66, -13,* 16,11, 32.0, ⑰⑰
 4, 1,Ｈサウスパシフィック, 49,平野優, 1.0, 51,*  3, -12, 5,  8.2,①①①, 4,13,Ｉレインボｰカムカム, 45,宮崎北, 0.2, 48, -24,*  2,14, 95.4,   , 4, 8,Ｃシャカリキオｰ, 71,菅原隆, 0.7, 66,   4,   2, 7, 44.9,⑭⑫⑪, 4, 9,Ｇグラントリノ, 62,村田一, 0.9, 64,  -4,   6,13, 67.6, ⑫⑪
 5,15,Ａショウナンハヤブサ, 60,川須栄, 1.6, 48,  -1, -11, 3,  6.2,⑪⑧⑦, 5, 8,Ａカルナヴァレ, 61,太宰啓, 0.4, 50,* -1, -15, 2,  4.1,   , 5, 1,Ｆベストフェット, 70,黛弘人, 0.7, 67,   5,   0, 4, 10.1,⑧⑦⑨, 5,13,Ｂブランダムｰル, 68,古川吉, 1.1, 66,   6,  -7, 4,  8.6, ⑧⑧
 6,11,Ｅメイショウイチフジ, 51,吉田隼, 1.7, 46,*  3, -17, 2,  4.8,⑤②②, 6,18,Ｅケｰジｰカグヤヒメ, 51,西村太, 0.4, 49,  -4, -14, 1,  3.7,   , 6,14,Ｄレッフェルン, 71,杉原誠, 0.7, 65,   7,  -3, 3,  7.9,⑥⑤④, 6,15,Ｃヴェアデイロス, 67,佐藤哲, 1.1, 65,   1,  -1, 2,  3.9, ⑩⑩
 7,10,Ｉロｰリングストｰン, 49,高倉稜, 1.8, 48,  -5,  -4, 8, 22.7,⑭⑮⑮, 7,10,Ｇトキノワイルド, 48,平野優, 0.7, 43,  -5, -17, 3,  5.0,   , 7, 2,Ｇレオアラシ, 68,高嶋活, 0.8, 65,   4,   1, 8, 45.4,⑨⑪⑩, 7,12,Ｏシゲルシバグリ, 51,川須栄, 1.3, 60,  -9,   4, 7, 14.7, ⑬⑭
 8,12,Ｍディアスピリトゥス, 42,柴山雄, 2.0, 46,  -4,  -7,13,195.0,⑮⑭⑭, 8,12,Ｒストレｰトアウェイ, 21,高嶋活, 0.7, 44,  -4, -18,18,238.4,   , 8, 9,Ｊウィズインカチドキ, 61,森一馬, 1.5, 62,   0,*  4,13,179.0,⑮⑮⑮, 8, 4, サクラインザスカイ,---,吉田隼, 1.3, 66,* 13, -16,12, 57.8, ②②
