11年12月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月25日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八女特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｆイｰスタｰパレｰド, 53,荻野琢,, 68,* 10,  -2, 3,  5.8,①①①, 1,14,Ｇエｰシンテンモク, 70,吉田隼,, 77,   1,* 16, 5,  9.2,⑥⑥⑤, 1, 1,Ｂヤマニンボンプアン, 74,国分優,, 71,*  6,   3, 2,  4.6, ①①, 1, 2,Ｍメタギャラクシｰ, 75,松田大,, 85,   7,* 23,14, 64.9,⑦⑦⑥
 2, 6,Ｌサプライズ, 37,大野拓, 0.7, 63,   2,*  6, 9, 23.1,⑫⑩⑦, 2,16,Ｆテｰオｰマグナム, 70,大野拓, 0.3, 74,  -1,* 16, 6, 14.1,⑪⑧⑨, 2,14,Ｆオモイデサクラ, 68,西村太, 0.1, 69,*  4,   4, 9, 29.6, ③③, 2,14,Ｂモエレジュンキン, 83,黛弘人, 0.2, 82,* 10,  16, 1,  3.0,①①①
 3, 5,Ｅハヤブサ, 54,村田一, 0.7, 63,*  6,  -2, 5,  7.9,③②②, 3,11,Ｂハタノゼフィロス, 75,柴山雄, 0.5, 71,*  3,   9, 2,  5.0,⑤③③, 3, 5,Ｃシエラデルタ, 72,太宰啓, 0.2, 68,   0,   7, 3,  6.1, ⑨⑨, 3, 1,Ｅエタｰナルロブロイ, 79,吉田隼, 0.4, 81,*  9,  17, 5,  8.0,④③③
 4, 1,Ｋエイユｰミラクル, 47,藤懸貴, 0.9, 59,*  6,  -4,13,113.4,⑤④③, 4, 7,Ａコイスキャｰレ, 75,国分優, 0.5, 73,  -2,* 16, 8, 22.2,⑩⑪⑫, 4, 3,Ａシセイギンガ, 78,村田一, 0.2, 68,  -4,* 11, 5, 12.0, ⑮⑬, 4, 4,Ａアクティビュｰティ, 84,柴山雄, 0.7, 77,* 10,  13, 3,  6.9,②②②
 5, 2,Ｈエｰシンフルハウス, 52,藤岡康, 1.2, 61,   3,*  0, 6,  9.8,⑩⑧④, 5, 9,Ｍセトノハリケｰン, 66,水口優, 0.7, 73,  -3,* 16,14,107.6,⑮⑫⑪, 5, 4,Ｅショウナンスマイル, 70,吉田隼, 0.2, 69,  -3,* 10, 6, 12.9, ⑫⑫, 5, 8,Ｏスマイルミッキｰ, 75,藤岡康, 0.8, 81,   5,  19,12, 52.9,⑫⑩⑪
 6,16,Ｂデンコウアクティブ, 59,中舘英, 2.0, 54,   4,  -9, 1,  3.3,⑦⑦⑤, 6,12,Ｉカネトシリｰプイン, 69,中舘英, 0.8, 70,*  3,   6, 1,  2.9,②②②, 6,10,Ｄダノンボルケｰノ, 72,川須栄, 0.3, 68,*  7,  -1, 1,  3.8, ②②, 6, 9,Ｊシャイニｰダンディ, 77,古川吉, 0.8, 79,   5,* 21, 9, 25.6,⑩⑫⑫
 7, 8,Ｉゴｰルドマイスタｰ, 52,西村太, 2.1, 53,   0,  -4,10, 34.9,⑮⑬⑪, 7, 4,Ｊダヴィンチバロｰズ, 69,古川吉, 0.8, 71,  -3,* 17, 4,  9.1,⑫⑮⑮, 7,13,Ｇヴィｰヴァブｰケ, 68,丸田恭, 0.3, 68,  -7,* 14,12, 33.0, ⑱⑱, 7, 5,Ｆユウキマリアッチ, 77,国分優, 1.0, 77,   8,  13, 6,  9.4,⑤⑤⑦
 8,10,Ｄトウショウハマｰ, 54,太宰啓, 2.9, 46,   2, -14, 2,  5.5,⑧⑨⑩, 8,10,Ｎレッドオブガバナｰ, 63,伊藤工, 0.8, 72,  -3,  15,11, 47.2,⑭⑭⑭, 8,15,Ｍビｰム, 61,酒井学, 0.4, 65,  -4,   8, 7, 15.9, ⑯⑯, 8,12,Ｈスピルオｰバｰ, 77,渡辺薫, 1.1, 78,   5,  17, 2,  6.1,⑪⑪⑩
 9,12,Ｃチョウウン, 55,横山和, 2.9, 47,   3, -16, 8, 20.2,⑥⑥⑨, 8, 8,Ｃタガノエテルネル, 72,川須栄, 0.8, 72,   0,  11, 3,  5.7,⑧⑦⑧, 9, 2,Ｉマックスストレイン, 64,丹内祐, 0.4, 66,   1,   3,14, 51.1, ⑥④, 9,13,Ｃダノンジュピタｰ, 81,中舘英, 1.1, 78,   4,  19, 4,  7.8,⑬⑬⑭
