11年 5月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 5月14日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｇゴｰルドアゲイン, 55,柴田善,, 63,  -4,*  4, 9, 23.0, ⑬⑨, 1, 3, ヴェルトマイスタｰ,,穂苅寿,,,,, 1,  1.7,②②②, 1,10,Ｉピサノカルティエ, 58,石橋脩,, 78,  -3,*  9, 1,  2.6,⑥⑥⑤, 1, 1,Ｄエイシンサクセス, 80,岩田康,, 84,  -1,* 22, 1,  2.7, ⑧⑧
 2, 2,Ｂサハラグレｰス, 64,北村宏, 0.1, 60,*  0,  -4, 2,  4.3, ①①, 2,12, ゴｰカイフォンテン,,金子光,201.9,,,, 6, 27.4,⑤④④, 2, 6,Ａクｰルエレガンス, 75,柴田善, 0.1, 74,*  0,   1, 2,  2.8,①①①, 2, 4,Ｈケイアイルｰラｰ, 72,松岡正, 0.0, 82,*  4,  10, 4,  8.4, ①①
 3,16,Ｆニュｰスタｰ, 56,三浦皇, 0.2, 60,  -6,*  4, 3,  6.3, ⑩⑪, 3, 2, サンデｰチョウサン,,浜野谷,201.9,,,, 4, 11.1,③③③, 3, 8,Ｂスイｰトテン, 74,武豊  , 0.1, 75,*  0,   3, 3,  5.5,③③③, 3, 2,Ｆマイネルマルシェ, 77,ウィリ, 0.2, 78,   3,  12, 5,  8.5, ③③
 4,13,Ａトｰセンパピヨン, 65,横山典, 0.3, 59,  -3,  -2, 1,  3.3, ⑤⑤, 4, 5, デルマリゲル,,石神深,202.0,,,,10, 55.2,⑧⑥⑤, 4, 4,Ｆシルクプロミス, 64,小林淳, 0.7, 70,  -4,   5, 7, 57.3,⑩⑨⑨, 4, 8,Ｃドリｰムバスケット, 81,柴山雄, 0.3, 78,   2,  12, 3,  4.6, ④⑥
 5,12,Ｃクラウディア, 62,後藤浩, 0.9, 54,  -2,  -7, 6, 10.8, ⑥⑥, 5,10, ドラゴンハンタｰ,,平沢健,202.4,,,, 3,  6.6,⑪⑧⑦, 5, 1,Ｈロｰドパンサｰ, 61,三浦皇, 0.8, 70,  -3,   0, 4,  7.3,⑦⑤⑥, 5, 7,Ｂダノンヒデキ, 81,横山典, 0.3, 77,   0,  13, 7, 12.5, ⑥⑤
 6, 8,Ｉスイｰトフラム, 49,田中勝, 1.0, 54,  -8,   0,11,144.4, ⑫⑭, 6, 4, メジロジェラルド,,江田勇,202.6,,,, 2,  5.3,①①①, 6, 9,Ｇデザｰトコンドル, 64,柴山雄, 0.9, 66,  -3,  -4, 9,130.8,⑤④④, 6, 5,Ａティアップゴｰルド, 82,後藤浩, 0.4, 77,   0,  12, 2,  4.3, ⑦⑦
 7,15,Ｊミリオネアワルツ, 47,武士沢, 1.3, 51,  -4,  -8,10,113.7, ⑧⑧, 7, 1, ノｰブルエｰス,,大江原,203.7,,,,12,114.6,⑨⑩⑧, 7, 2,Ｃメジロクリントン, 71,吉田豊, 0.9, 67,  -3,  -2, 5, 12.7,⑧⑦⑦, 7, 9,Ｇウエスタンディオ, 75,柴田善, 1.0, 69,   3,   0, 6,  9.1, ⑤④
 8, 6, ニシノヒナギク,---,松岡正, 1.4, 50, -10,  -2, 8, 21.0, ⑮⑮, 8, 7, オンワｰドネス,,宗像徹,206.1,,,,13,163.4,⑩⑪⑪, 8, 3,Ｊリュウシンゴｰルド, 50,宗像徹, 2.2, 52,  -3, -20,10,358.5,⑨⑧⑧, 8, 3,Ｉマイネルナタリス, 70,武士沢, 1.3, 66,*  4,  -7, 8, 71.2, ②②
