11年 4月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月30日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝2910m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,鴨川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａスマイリングムｰン, 71,岩田康,, 60,*  1,  -7, 1,  2.1, ①①, 1,12, マサライト,,西谷誠,,,,, 2,  5.0,②②②, 1,12,Ｃニホンピロシュラブ, 69,国分優,, 71,*  4,   6, 3,  5.8, ②②, 1, 3,Ｂエドノヤマト, 81,武豊  ,, 80,   5,* 17, 2,  4.4,⑦⑥⑤
 2,13,Ｃトｰアシシイ, 60,川田将, 0.3, 57,  -1,  -5, 3,  6.5, ⑦⑨, 2,14, アイティｰバトル,,浜野谷,199.0,,,, 5,  6.2,③③③, 2, 2,Ｌトップオブザヘヴン, 61,藤田伸, 0.1, 72,  -3,* 13, 2,  4.3, ⑨⑨, 2,10,Ｅトップゾｰン, 79,岩田康, 0.1, 78,*  6,  12, 4,  5.7,②③③
 3, 6,Ｊステラ, 47,柴原央, 0.6, 54,  -4,* -4, 6, 16.6, ⑫⑫, 3, 3, モチ,,小坂忠,199.2,,,, 3,  5.0,⑤④④, 3, 6,Ｂコｰリングオブラブ, 70,藤岡佑, 0.4, 69,  -7,* 14, 5,  9.2, ⑬⑫, 3, 5,Ａエイシンサクセス, 86,川田将, 0.3, 75,*  6,   6, 1,  2.8,⑬①①
 4, 5,Ｂフェイスバンブｰ, 67,中村将, 0.7, 55,*  2, -11, 4, 12.2, ②②, 4,10, ラフレッシュブルｰ,,中村将,199.4,,,, 1,  4.7,①①①, 4, 8,Ｉシャイニイチカ, 65,赤木高, 0.7, 65,  -3,   9, 9, 52.2, ⑩⑩, 4,13,Ｄマコトヴォイジャｰ, 79,秋山真, 0.5, 77,   2,* 16, 3,  4.9,⑩⑪⑪
 5,14,Ｄリｰアノン, 58,藤田伸, 0.7, 54,   0, -10, 2,  3.3, ⑤⑥, 5, 2, カワキタトップ,,植野貴,199.5,,,,10, 54.8,⑥⑤⑤, 5,16,Ｆサマｰコｰド, 66,幸英明, 0.7, 67,*  4,   2, 6,  9.8, ④③, 5, 4,Ｃヴァンダライズ, 80,佐藤哲, 0.5, 75,   2,  15, 5, 10.1,⑧⑨⑨
 6,10,Ｅグランドコリン, 53,国分優, 0.8, 52,  -6,* -4,10, 99.8, ⑬⑭, 6, 5, カシマレジェンド,,千葉直,200.8,,,, 7, 12.1,⑧⑦⑦, 6, 4,Ｊウインルナ, 65,岩田康, 0.7, 65,  -1,   5, 4,  6.9, ⑦⑥, 6, 6,Ｉマイネルガヴロシュ, 72,幸英明, 0.5, 77,   2,* 17,10, 80.2,⑨⑩⑩
 7,12,Ｇルレｰヴドメｰル, 51,秋山真, 1.0, 50,  -1, -12, 8, 43.6, ⑥⑤, 7,11, ワイズプロロｰグ,,北沢伸,200.9,,,, 4,  5.6,⑩⑨⑨, 7, 1,Ａグランスカイ, 73,武豊  , 0.8, 65,*  6,  -3, 1,  3.2, ①①, 7, 7,Ｌテイエムシバスキｰ, 70,赤木高, 0.6, 70,*  6,   4, 6, 14.4,①②②
 8, 3, マイティｰオｰク,---,小牧太, 1.1, 49, -12,*  2, 7, 25.0, ⑯⑯, 8, 6, ディアユウキ,,平沢健,201.0,,,,11, 56.2,⑦⑧⑧, 8,13,Ｄディアイリス, 68,池添謙, 1.1, 61,  -4,   5, 7, 15.4, ⑫⑪, 8, 1,Ｋリアルプリンス, 71,藤岡佑, 0.7, 74,   2,  11, 7, 16.4,⑥⑧⑧
