11年 4月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月 3日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
11, 5,Ａアウリｰストｰム, 73,高倉稜, 1.3, 47,  -3, -10, 1,  3.2,⑧⑭⑮,11, 6,Ｍテイエムタマゲタ, 39,森一馬, 2.7, 43,  -4, -11, 9, 41.3,⑩⑦⑩,11,10,Ｊビスカヤ, 67,太宰啓, 1.0, 60,  -4,  -3,10, 29.1, ⑨⑨,11,16,Ｏエアキリヤン, 72,小野寺, 1.3, 70,* 18, -28,15,117.1,①①①
12, 9,Ｎギャロップタイム, 43,木幡初, 2.2, 43,  -2, -19,13,108.5,⑤⑨⑨,12, 4,Ｂピルニッツ, 61,嶋田純, 3.5, 39,  -6, -11, 4,  7.9,⑪⑫⑬,12, 1,Ｐマッシヴジェネラル, 45,森一馬, 1.0, 58,  -8,  -1,15,243.4, ⑩⑪,12, 2,Ｅイグゼキュティヴ, 81,石橋脩, 1.4, 72,  10,  -9, 6, 14.9,⑯⑬⑯
13,11,Ｄクイｰンセレニティ, 55,宮崎北, 2.7, 38,  -1, -24,14,168.8,⑨⑧⑬,13, 9,Ｎエフティレフア, 32,田中博, 3.5, 41,  -7, -10,14,119.3,⑭⑬⑭,13, 9,Ｋメイショウテッペイ, 67,田中健, 1.2, 56,  -8,  -4,13, 54.0, ⑪⑫,13,12,Ｂスリｰキセキ, 82,高倉稜, 1.8, 66,  12, -21,13, 90.4,⑨⑦⑨
14, 6,Ｈクレバｰホｰク, 52,大野拓, 3.1, 37,  -3, -25, 7, 17.9,⑪⑫⑧,14, 3,Ｌクｰルココ, 39,丸田恭, 3.7, 35,  -3, -18,13,116.0,④⑧⑧,14, 8,Ｏマックスリオ, 50,丹内祐, 1.4, 54,  -4, -10,16,275.6, ⑦⑤,14, 9,Ｐミサトフリｰト, 62,丸田恭, 2.3, 61,  12, -27,16,159.7,⑦⑧⑦
15,10,Ｏダイワジョリｰ, 28,田中博, 3.7, 35,   0, -34,16,234.3,④④⑩,15, 7,Ｏレイメイ, 25,嘉藤貴, 4.8, 31,  -9, -19,15,195.4,⑫⑮⑮,15, 5,Ｌミルトス, 66,荻野琢, 1.7, 50,*  3, -21,12, 30.1, ①①,15, 6,Ｌテイエムシバスキｰ, 75,赤木高, 2.6, 58,* 18, -45, 4,  9.6,②②③
16,16,Ｉクリスタリン, 51,伊藤工, 4.7, 28,  -2, -40,12, 96.7,⑥⑩⑯,,,,,,,,,,,,,16,14,Ｎロｰザペルラ, 62,松田大, 3.2, 31,*  1, -37,14, 68.9, ④⑧,16,10,Ｉクラックシｰド, 80,中舘英, 2.9, 60,  12, -32, 2,  4.0,⑪⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,
"単勝:890円 複勝:12=390円 03=630円 02=180円 枠連:5,930円",,,,,,,,,,,,単勝:240円 複勝:01=120円 11=160円 08=230円 枠連:450円,,,,,,,,,,,,単勝:460円 複勝:04=190円 02=260円 12=280円 枠連:980円,,,,,,,,,,,,"単勝:1,610円 複勝:07=460円 01=280円 04=640円 枠連:560円",,,,,,,,,,,
"馬連:14,220円 ワイド:03-12=4,310円 02-12=880円 02-03=1,250円",,,,,,,,,,,,馬連:600円 ワイド:01-11=290円 01-08=470円 08-11=760円,,,,,,,,,,,,"馬連:1,350円 ワイド:02-04=630円 04-12=980円 02-12=1,380円",,,,,,,,,,,,"馬連:5,080円 ワイド:01-07=1,830円 04-07=3,760円 01-04=1,560円",,,,,,,,,,,
"馬単:27,030円 3連複:17,410円 3連単:145,970円",,,,,,,,,,,,"馬単:1,080円 3連複:1,680円 3連単:5,690円",,,,,,,,,,,,"馬単:2,820円 3連複:5,400円 3連単:21,620円",,,,,,,,,,,,"馬単:11,210円 3連複:23,920円 3連単:151,540円",,,,,,,,,,,
■ 2R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-11,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾗｼｵﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａエｰシンパナギア, 66,中舘英,, 55,* -2,  -2, 1,  1.1, ①①, 1, 7,Ｄセレブリティ, 62,中舘英,, 63,*  3,*  3, 3,  5.3,①①①, 1,12,Ｍジンデンバルト, 66,田辺裕,, 78,  10,* 10, 7, 14.0,⑧⑦④, 1,13,Ｍエｰシンヴァｰゴウ, 77,鮫島良,, 82,* 10,   9, 4,  7.9, ②②
 2,11,Ｂイツモジョウキゲン, 61,高倉稜, 0.4, 50,* -4,  -5, 3, 16.0, ②②, 2, 2,Ｊサンライズマルス, 47,吉田隼, 0.2, 61,*  2,*  4, 6, 14.8,③③②, 2,13,Ｅウインスカイハイ, 74,中舘英, 0.7, 73,* 11,   1, 3,  5.5,④③②, 2, 2,Ｃダノンブライアン, 84,中舘英, 0.0, 82,* 11,   8, 6, 11.7, ①①
 3, 5,Ｄラルガヴィｰタ, 44,西村太, 0.6, 48,  -8,  -4, 6, 44.3, ④③, 3, 3,Ａアサクサポイント, 70,田辺裕, 0.4, 57,   0,*  4, 2,  4.4,⑥⑦⑤, 3,10,Ａスマｰトイｰグル, 86,大野拓, 0.7, 73,   9,*  6, 4,  5.9,⑦⑧⑤, 3,14,Ｉインプレスウィナｰ, 78,丸田恭, 0.2, 78,   2,  15,10, 19.4, ⑦⑦
 4,14,Ｊハｰティプレアｰ, 36,吉田隼, 0.8, 47, -18,*  1, 5, 36.3, ⑦⑦, 4,13,Ｎミッキｰクリスタル, 43,鮫島良, 0.9, 57,  -1,   2,11, 57.3,⑩⑩⑧, 4, 2,Ｇロイヤルダリア, 70,丸山元, 1.0, 71,* 12,  -4, 2,  5.0,③①①, 4, 8,Ｂラインブラッド, 85,田辺裕, 0.2, 77,  -1,  17, 2,  6.1, ⑧⑧
 5,10, サクラカノン,---,石橋脩, 0.9, 43, -19,*  0, 4, 28.6, ⑧⑧, 5, 9,Ｈロｰドクリスタル, 50,上村洋, 1.1, 52,*  2,  -8,10, 50.6,⑤④④, 5, 4,Ｆティキマハロ, 72,佐藤哲, 1.1, 72,* 11,  -1, 5,  7.8,⑤⑤③, 5, 3,Ｆシゲルモトナリ, 80,酒井学, 0.2, 78,   3,  13, 1,  5.8, ⑤③
 6, 3,Ｃベル, 45,小野寺, 1.5, 40, -12,  -9, 7, 47.7, ⑥⑥, 6,14,Ｌショウナンランド, 47,丹内祐, 1.2, 53,   0,  -6, 7, 16.5,⑧⑥⑪, 6, 8,Ｐバンダムミュｰトス, 59,丸田恭, 1.2, 70,   9,   4,14,129.9,⑫⑫⑪, 6,16,Ｅベイリングボｰイ, 81,津村明, 0.2, 79,   0,  17, 9, 13.9, ⑨⑨
 7, 8,Ｆスナオニアイシテ, 43,宮崎北, 1.5, 37, -21,  -4, 9, 82.6, ⑩⑪, 7, 8,Ｅカズノトウショウ, 60,大野拓, 1.2, 55,  -2,   0, 1,  2.7,⑬⑭⑭, 7, 9,Ｉエドヒガン, 69,伊藤工, 1.3, 71,   8,*  6, 8, 14.0,⑭⑮⑬, 7, 9,Ｏマイネルプルｰト, 72,丹内祐, 0.4, 78,  -3,  17,15, 44.6, ⑩⑪
 8,13,Ｇサンマルファイア, 39,大野拓, 1.6, 36, -21,  -5,10, 93.9, ⑪⑨, 8,12,Ｃカシノウィンド, 63,赤木高, 1.2, 50,   0,  -6, 4,  8.7,⑨⑧⑨, 8, 7,Ｃテイエムリュウジン, 75,川須栄, 1.5, 69,  10,  -3, 6,  9.6,⑥⑥⑦, 8,11,Ｋユメイッポ, 77,赤木高, 0.4, 75,   5,   9, 7, 12.6, ④⑤
 9, 2,Ｅタガノランビｰ, 43,丸山元, 1.6, 36, -21,  -5, 2, 13.0, ⑨⑩, 9,10,Ｐフレンドリｰパｰル, 27,丸田恭, 1.3, 51,  -3,  -1,14,159.8,⑭⑬⑬, 9, 6,Ｂマイネルトレｰス, 83,丹内祐, 2.2, 67,  10,  -5, 1,  4.7,⑮⑩⑧, 9, 1,Ｎデュアルプロセッサ, 77,木幡初, 0.6, 76,  -9,* 20, 8, 13.3, ⑭⑭
10,12,Ｈリネントワイニング, 39,加藤士, 1.8, 36, -10, -14,14,267.5, ⑤⑤,10,11,Ｆマギストラ, 58,藤懸貴, 1.5, 49,  -1,  -7, 5, 10.9,⑫⑪⑩,10, 1,Ｋテラノパンサｰ, 68,赤木高, 2.4, 67,  11,  -6,10, 64.5,⑩⑨⑫,10,12,Ｐノｰワンエルス, 69,吉田隼, 0.7, 72,  -6,  16,13, 36.5, ⑫⑫
11, 6,Ｉカシノドルチェ, 38,野元昭, 1.8, 37,  -7, -15,11,165.5, ③④,11, 1,Ｋメダリオンスタｰ, 47,酒井学, 1.6, 48,  -3,  -7,13,115.4,⑪⑫⑫,11, 3,Ｎハヤブサイッポン, 65,吉田隼, 2.4, 65,   9,  -6,13,107.9,⑨⑪⑩,11,10,Ｌトップオブピｰコイ, 77,石橋脩, 0.7, 74,  -9,* 18, 3,  6.3, ⑮⑬
12, 1,Ｌトミケンヴォｰリア, 33,嶋田純, 2.1, 31, -27,  -6,13,219.3, ⑫⑫,12, 6,Ｏエｰシンサンファン, 36,勝浦正, 1.6, 47,  -4,  -3,16,234.2,⑯⑯⑯,12,11,Ｌデンコウアルセウス, 66,川島信, 2.7, 63,   9,  -8,15,180.2,⑬⑭⑮,12, 5,Ｇクリｰルバレット, 80,黛弘人, 0.7, 72,   2,   8,14, 39.0, ⑥⑥
13, 7,Ｋダイヤピアス, 35,川須栄, 2.4, 28, -27,  -7, 8, 59.8, ⑭⑬,13,15,Ｇオｰビｰキング, 56,西村太, 1.7, 47,  -3,  -7, 9, 36.7,⑮⑮⑮,13,15,Ｊメジロフランクリン, 69,黛弘人, 2.9, 62,   9,  -9,12, 87.3,⑪⑬⑭,13, 6,Ｈドリｰムゼロワン, 79,松山弘, 0.8, 70,  -5,  13,11, 26.1, ⑪⑩
14, 4,Ｍムｰンアミュレット, 26,太宰啓, 3.1, 22, -27, -13,12,173.3, ⑬⑭,14,16,Ｂハイランドダンス, 66,伊藤工, 1.8, 45,   0, -15, 8, 26.0,⑦⑨⑦,14, 5,Ｏレッドプラネット, 64,田中博, 3.0, 61,* 11, -19,11, 82.6,①②⑥,14, 4,Ｄハッピｰダイアリｰ, 82,丸山元, 1.2, 65,*  7,  -4, 5,  8.6, ③④
,,,,,,,,,,,,15, 4,Ｉロゼブルｰ, 48,川須栄, 2.7, 36,*  3, -34,12, 87.6,②②③,15,14,Ｈドリｰムヘリテｰジ, 69,津村明, 3.3, 59,   8, -10,16,195.8,⑯⑯⑯,15,15,Ｊスｰパｰワシントン, 78,芹沢純, 1.6, 60,  -7,   6,16, 77.8, ⑬⑮
,,,,,,,,,,,,16, 5,Ｍグッドフライト, 45,太宰啓, 3.0, 35,*  2, -33,15,183.6,④⑤⑥,16,16,Ｄジャングルストｰン, 74,高倉稜, 3.8, 56,* 11, -24, 9, 17.2,②④⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:0),,,,,,,,,,,
単勝:110円 複勝:09=100円 11=170円 05=330円 枠連:350円,,,,,,,,,,,,"単勝:530円 複勝:07=210円 02=340円 03=220円 枠連:1,000円",,,,,,,,,,,,"単勝:1,400円 複勝:12=320円 13=220円 10=200円 枠連:5,460円",,,,,,,,,,,,"単勝:790円 複勝:13=310円 02=390円 14=540円 枠連:1,760円",,,,,,,,,,,
馬連:370円 ワイド:09-11=190円 05-09=500円 05-11=800円,,,,,,,,,,,,"馬連:2,670円 ワイド:02-07=990円 03-07=530円 02-03=890円",,,,,,,,,,,,"馬連:6,130円 ワイド:12-13=2,020円 10-12=1,360円 10-13=830円",,,,,,,,,,,,"馬連:5,400円 ワイド:02-13=1,950円 13-14=2,660円 02-14=3,820円",,,,,,,,,,,
"馬単:430円 3連複:1,410円 3連単:2,970円",,,,,,,,,,,,"馬単:5,070円 3連複:5,180円 3連単:28,800円",,,,,,,,,,,,"馬単:14,440円 3連複:9,580円 3連単:93,640円",,,,,,,,,,,,"馬単:10,080円 3連複:37,990円 3連単:203,600円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  ダ1700m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■12R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,久留米特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ｂクラシカルノヴァ, 61,吉田隼,, 65,   2,*  1, 1,  3.1,⑨⑥④, 1, 6,Ｄビｰビｰアックス, 66,嶋田純,, 66,   6,*  3,11, 27.6,④⑥③, 1, 5,Ａミッキｰシュタルク, 74,田辺裕,, 68,*  1,*  4, 1,  1.8, ①①, 1, 8,Ａボタニカルアｰト, 84,高倉稜,, 64,*  4,   6, 1,  2.6,③②①
 2, 3,Ｆマルブツクラウン, 53,川須栄, 0.5, 60,   0,*  2, 8, 15.5,⑩⑩⑦, 2, 3,Ａアントウェルペン, 72,田辺裕, 0.3, 62,*  7,  -1, 2,  5.2,②②②, 2,12,Ｃマックスハナレイ, 72,丸山元, 0.3, 64,  -4,*  4, 2,  6.3, ④③, 2,12,Ｆヤマニンフリスキｰ, 71,太宰啓, 0.1, 66,   3,   8, 8, 35.9,⑪⑨④
 3,10,Ｄトｰホウベスト, 54,小野寺, 0.5, 60,*  4,  -6, 7, 12.7,②②①, 3, 4,Ｊノッティングボｰイ, 63,黛弘人, 0.5, 63,   2,*  5,14, 64.5,⑫⑭⑫, 3, 3,Ｂモアザンストｰム, 73,木幡初, 0.5, 62,  -4,   2, 3,  6.3, ②②, 3,13,Ｎトップオブカハラ, 61,松山弘, 0.3, 67,   0,* 11,15,120.1,⑩⑭⑬
 4,13,Ｍベルモントスコッチ, 45,武士沢, 0.6, 57,*  3,  -6,10, 65.2,④③②, 4,11,Ｃラブミｰニキｰタ, 67,大野拓, 0.6, 61,   5,   0,10, 23.7,⑩⑨⑨, 4, 6,Ｆディアイリス, 69,勝浦正, 0.7, 61,  -5,   2, 9, 38.8, ⑤④, 4,11,Ｇマイネルレガｰロ, 70,中谷雄, 0.3, 64,*  4,   4, 9, 36.4,⑤③②
 5, 5,Ｇコスモノｰハｰム, 51,嶋田純, 1.5, 52,   2, -12, 5,  8.7,③④⑤, 5,16,Ｇユウキマリアッチ, 64,安藤光, 0.7, 61,*  7,  -4, 7, 18.0,⑥⑤④, 5, 4,Ｈレオカミカゼ, 66,伊藤工, 0.7, 60,  -8,   3, 7, 24.5, ⑧⑥, 5, 5,Ｂベストフェット, 74,田辺裕, 0.4, 62,   3,   4, 2,  3.2,④④⑥
 6, 9,Ａラヴァリｰデファｰ, 62,丹内祐, 1.7, 54,   1, -12, 6, 10.6,⑦⑦⑥, 6, 7,Ｍラブリイステラ, 59,川須栄, 0.7, 60,*  8,  -7, 4,  8.1,①①①, 6,10,Ｇハｰドパワｰ, 67,石橋脩, 0.9, 58,  -5,   0, 5, 18.2, ⑥⑧, 6,16,Ｄグラスブレイド, 72,大野拓, 0.5, 63,  -1,* 11, 5, 14.7,⑮⑮⑭
 7,14,Ｈアドマイヤジャコモ, 50,勝浦正, 2.1, 49,   1, -13, 4,  8.3,⑪⑨⑧, 7,13,Ｅロｰジｰライト, 66,丸田恭, 0.8, 59,   6,  -3, 8, 18.8,⑧⑧⑧, 7, 7,Ｅルナエクリプス, 70,宮崎北, 1.0, 57,  -7,   0, 4,  8.7, ⑦⑦, 7,10,Ｏグランデタキオン, 59,津村明, 0.6, 62,   1,   6, 7, 25.0,⑭⑪⑧
 8, 6,Ｃブロンクステイル, 56,田中博, 2.5, 47,*  3, -21, 2,  4.3,⑧⑤③, 8, 9,Ｋマイネルソラｰナ, 61,丹内祐, 0.8, 65,   6,  -3,15,113.6,⑦⑦⑤, 8,11,Ｄスズカスコｰル, 71,高倉稜, 1.0, 55, -15,*  5,10, 85.0, ⑬⑬, 8, 1,Ｃバリアントバイオ, 73,丸山元, 0.8, 61,   0,   7, 4, 14.2,⑬⑬⑫
 9,12,Ｐマイネルタイムレス, 24,中谷雄, 2.6, 45,  -2, -13,15,147.2,⑬⑫⑫, 9,12,Ｉロｰレルジャブラニ, 64,森一馬, 0.9, 60,   4,  -1, 9, 20.0,⑪⑩⑪, 9,14,Ｋデプラｰタ, 64,岩部純, 1.1, 56, -13,   4,11, 86.1, ⑫⑪, 9, 2,Ｉテイケイワイズ, 68,松田大, 0.8, 63,*  4,  -1,16,161.3,①①⑤
10, 1,Ｉロングコウテイ, 50,武幸四, 2.6, 48,  -3,  -9,14,144.3,⑭⑮⑭,10,14,Ｏダｰリブ, 53,嘉藤貴, 1.0, 61,   3,   1,16,343.3,⑭⑬⑩,10,13,Ｌナムラトリトン, 55,西村太, 1.1, 56, -12,   3,13,148.1, ⑩⑫,10, 7,Ｅチュウワキング, 71,荻野琢, 0.9, 62,   2,   2,12, 88.7,⑧⑩⑪
11, 4,Ｊネセサリｰ, 49,宮崎北, 2.8, 43,  -1, -15,12,104.7,⑤⑪⑪,11, 8,Ｌモズハリケｰン, 61,松山弘, 1.4, 57,   4,  -5, 6, 16.4,⑨⑪⑬,11, 9,Ｉピｰスオブケイク, 65,大野拓, 1.4, 51, -14,   1, 8, 33.8, ⑪⑩,11,15,Ｐスガノタキオン, 58,勝浦正, 1.1, 61,  -4,* 10,11, 50.9,⑯⑯⑯
12, 8,Ｅキョカキョク, 53,伊藤工, 2.9, 44,  -2, -14,13,116.9,⑯⑬⑮,12, 2,Ｆマヤノクレド, 66,高倉稜, 1.5, 55,   1,   0,12, 45.3,⑬⑮⑯,12, 2,Ｊクリノスレンダｰ, 65,丸田恭, 1.4, 51, -13,   0, 6, 20.1, ⑨⑨,12, 4,Ｋマイネルプロｰトス, 67,丹内祐, 1.4, 60,   3,  -4,10, 47.5,⑦⑥⑦
