11年12月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月24日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,元町ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｏメイショウコンカｰ, 34,川田将,, 64,*  1,* -1, 6, 18.3,⑤⑤④, 1, 2, アスカノバッハ,,南井大,,,,, 7, 11.2,④④⑤, 1,13, ヤマニンファラオ,---,藤田伸,, 65, -19,* 13, 5,  7.3, ⑧⑥, 1, 7,Ｂリッカロイヤル, 85,福永祐,, 83,  -4,  15, 6, 13.1,④④④
 2,11,Ｉパレスメダｰリア, 52,田嶋翔, 0.3, 62,*  1,  -4,14,337.4,③③③, 2, 8, カシノネロ,,植野貴,204.1,,,, 2,  4.4,③②②, 2, 1, トｰセンホマレボシ,---,メンデ, 0.1, 63, -20,* 13, 1,  2.1, ⑥④, 2, 1,Ｄワンダｰムシャ, 82,幸英明, 0.1, 79,* -1,   9, 5, 11.6,①①①
 3,12,Ｄハリケｰンミノル, 57,池添謙, 0.4, 60,*  1,  -5, 5, 15.6,⑥⑧⑤, 3, 3, シゲルキョクチョウ,,中村将,204.8,,,, 9, 15.8,②③③, 3, 9, グランプリブラッド,---,藤岡佑, 0.3, 63, -19,   9, 2,  5.7, ⑤⑤, 3,12,Ｉリフトザウイングス, 80,ルメｰ, 0.2, 82,  -5,  15, 2,  3.8,⑥⑥⑥
 4, 8,Ｂプリンシペアスｰル, 64,ルメｰ, 0.4, 60,*  2,  -6, 4, 11.7,②②②, 4,14, アグネスハイヤｰ,,北沢伸,205.0,,,, 1,  4.0,⑤⑦⑧, 4, 5, ハギノクィｰン,---,福永祐, 0.7, 57, -20,   6, 7, 23.6, ⑦⑧, 4,13,Ａムスカテｰル, 90,ウィリ, 0.4, 80,  -8,* 18, 1,  3.1,⑨⑨⑨
 5, 2,Ｅシゲルスイカ, 56,国分恭, 0.6, 60,  -1,* -1,10,127.5,⑪⑪⑪, 5, 7, バックハウス,,五十嵐,205.1,,,, 6, 10.9,⑦⑧④, 5, 3, トｰアディアマンテ,---,北村友, 0.8, 58, -26,* 13,13,204.1, ⑫⑬, 5,14,Ｌアヴェンティｰノ, 76,秋山真, 0.4, 79,  -6,  15,13,190.2,⑧⑧⑦
 6,13,Ｃブライトポジｰ, 58,秋山真, 0.6, 61,   1,  -4,11,141.2,⑩⑥⑩, 5, 4, ビヨンドマックス,,西谷誠,205.1,,,, 4,  6.7,①①①, 6,11, サウンドガガ,---,ウィリ, 0.9, 49,*-17,  -3, 3,  6.2, ②②, 6, 3,Ｋレジェンドブルｰ, 79,藤岡佑, 0.4, 78,* -2,   7,12, 62.4,②②②
 7,15,Ｎシルクルガｰル, 47,長谷川, 0.8, 58,   0,  -7,12,210.6,⑨⑩⑦, 7,10, シティボス,,黒岩悠,205.6,,,,11, 98.2,⑥⑨⑨, 7, 7, クレバｰインパクト,---,幸英明, 1.0, 53, -21,   3, 6, 22.5, ⑩⑨, 7,10,Ｇトウカイオｰロラ, 81,佐藤哲, 0.4, 85,  -9,* 23, 3,  5.4,⑪⑫⑪
 8, 7,Ｊプライドキングダム, 50,四位洋, 1.0, 58,  -1,  -6, 3, 11.5,⑬⑫⑫, 8,12, メイショウユウシャ,,今村康,205.6,,,, 5,  8.5,⑧⑤⑥, 8,12, エレガントカクテル,---,小牧太, 1.2, 49, -20,  -2,11, 82.1, ③⑦, 8,11,Ｆメイショウジンム, 81,武豊  , 0.6, 76,  -3,   9, 8, 25.3,⑤⑤⑤
