11年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年11月13日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾉﾍﾞﾝﾊﾞｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｇチャｰチクワイア, 54,メンデ,, 72, -12,* 12, 6,  9.2, ⑤⑥, 1, 8, ボンジュｰルヒカリ,,五十嵐,,,,, 2,  5.0,①①①, 1, 5,Ａエｰスインザホｰル, 78,ルメｰ,, 77,*  6,*  7, 1,  2.8, ③③, 1, 1,Ｇムｰンリットレイク, 85,ルメｰ,, 93,   2,* 20, 1,  2.2,⑥⑤④
 2,13,Ｂダイワズｰム, 69,ルメｰ, 0.1, 68,* -7,   4, 1,  3.8, ②②, 2, 1, ディアマイホｰス,,横山義,201.8,,,, 3,  6.6,⑤④④, 2, 9,Ｊニシノゲイナｰ, 67,ベリｰ, 0.4, 74,   2,* 10, 9, 28.2, ⑪⑩, 2, 9,Ｂランリョウオｰ, 91,メンデ, 0.0, 95,   1,* 23, 2,  2.9,⑨⑦⑨
 3,14,Ａロンギングトゥユｰ, 78,三浦皇, 0.3, 67, -10,   4, 2,  3.9, ④④, 3, 4, ヴィｰヴァシャトル,,江田勇,203.1,,,, 8, 65.1,⑦⑤⑤, 3, 2,Ｆハタノゼフィロス, 70,柴山雄, 0.4, 74,   6,   6, 4, 12.1, ⑤⑤, 3, 8,Ｄネオサクセス, 87,石橋脩, 0.2, 93,  -1,* 23, 8, 32.1,⑪⑭⑬
 4, 8,Ｆクリスタルブランカ, 56,石橋脩, 0.5, 62,* -6,  -4, 5,  8.4, ①①, 4, 3, ミラクルオブレナ,,高野和,203.4,,,, 5, 28.8,④③②, 4, 7,Ｃシルクドミニオン, 74,江田照, 1.0, 70,   4,   2, 7, 18.0, ⑨⑦, 4, 4,Ｉプレイ, 81,ベリｰ, 0.4, 86,   2,  13, 3,  7.8,④③⑤
 5, 6,Ｅバルスピュｰル, 60,丸山元, 0.6, 66, -17,* 11, 9, 26.2, ⑫⑫, 5, 2, ニシノファブレッド,,穂苅寿,204.3,,,,12,174.3,⑥⑥⑥, 5, 1,Ｄミトラ, 74,三浦皇, 1.1, 69,*  7,  -3, 3,  5.3, ①①, 5, 7,Ｃアロマカフェ, 89,田中勝, 0.4, 88,   1,  16, 6, 18.4,⑦⑧⑦
 6, 5,Ｏベルシエロ, 40,吉田豊, 0.6, 64, -15,   7, 7, 10.7, ⑧⑧, 6,13, ベｰトｰヴェン,,黒岩悠,205.4,,,, 6, 40.3,②②③, 6,12,Ｅリンドブルム, 70,吉田豊, 1.2, 67,   4,   1,10, 34.5, ⑧⑨, 6, 2,Ｈケニアブラック, 85,三浦皇, 0.5, 89,  -1,  17, 5, 17.9,⑫⑬⑫
 7,11,Ｄスノｰクラフト, 62,嶋田純, 0.7, 62, -12,   3, 4,  8.3, ⑥⑦, 7, 9, ブライトジェム,,山本康,206.0,,,, 9, 90.4,⑩⑨⑦, 7, 3,Ｌキョウエイショウリ, 64,岩部純, 1.3, 68,*  8,  -5,12,102.2, ②②, 7, 3,Ａビンテｰジチャｰト, 93,横山典, 0.5, 85,   0,  14, 4, 13.9,⑩⑩⑥
 8,17,Ｈダノンエレガント, 52,横山典, 0.7, 64, -17,*  9, 3,  7.2, ⑭⑭, 8, 7, メジロアマギ,,浜野谷,208.0,,,,10,131.4,⑪⑩⑩, 8, 6,Ｍヒカリキャピタル, 61,森泰斗, 1.6, 65,   0,   3,14,211.4, ⑭⑭, 8,11,Ｆドリｰムトラベラｰ, 85,丸田恭, 0.6, 84,   0,  14,12,277.5,⑤⑥⑩
