11年10月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年10月 2日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝1200m 2 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 6,Ｂクロンヌドｰル, 55,松田大, 1.2, 39,* -4, -29, 1,  2.8,③③②, 9, 6,Ｉカプリｰスレディｰ, 58,岩橋勇, 0.6, 59,  -6,   2,11,208.4, ⑦⑧, 9, 8,Ｆネオジェイズレｰヌ, 65,秋山真, 1.0, 59,  -6,*  1, 7, 38.2, ⑯⑯, 9, 9,Ｃアイアムネフライト, 67,上村洋, 0.8, 63,   7,  -9, 3,  5.4, ⑦⑩
10, 9,Ｈエタｰナルフェイム, 46,秋山真, 1.4, 36, -11, -22, 2,  4.1,⑭⑬⑬,10, 2,Ｃグレイスサンセット, 68,横山和, 0.8, 57,*  2,  -6, 7, 16.7, ①①,10,11,Ｇワンダフルスイｰト, 63,宮崎北, 1.2, 56,   3, -11,13,117.8, ⑭⑭,10,15,Ｌシｰキングブレｰヴ, 52,小嶋久, 0.9, 60,   1,  -5,12, 64.0, ⑪⑪
11, 1,Ｉグランデフォルテ, 44,鈴来直, 1.4, 38,  -5, -29,11, 60.0,⑤④③,11, 1,Ｄグランドシャｰプ, 67,服部茂, 1.1, 54,  -6,  -3, 4,  8.8, ⑤⑥,11, 3,Ｏシンワハｰツクライ, 52,西村太, 1.2, 56,   5, -13,11, 80.4, ⑪⑪,11, 7, グッドタイガｰ,---,小国博, 1.0, 60,   4,  -9,11, 63.2, ⑧⑧
12, 4,Ｎリワｰドゴｰドン, 34,勝浦正, 1.5, 37,* -1, -35,14,178.3,①①①,12, 9,Ｌドリｰムムサシ, 43,西村太, 1.8, 45, -19,  -2,12,301.6, ⑫⑫,12,13,Ｌアラマサマンボウ, 59,川島信, 1.4, 55,  -4,  -7,14,157.3, ⑮⑮,12, 8, マハリク,---,吉田稔, 1.1, 56,  -9,*  2,16,284.0, ⑮⑬
13, 2,Ｄデルマビシャモン, 49,西村太, 2.2, 29,  -7, -37,13,105.7,⑥⑥⑦,,,,,,,,,,,,,13, 4,Ｍハギノハｰセルフ, 57,三浦皇, 1.4, 59,  17, -27, 9, 48.2, ③④,13, 1,Ｄドリｰムバラｰド, 60,村田一, 1.2, 57,   3, -10,13, 95.5, ⑩⑨
14, 5,Ｌサンレイホｰム, 39,藤岡佑, 6.8,-24,* -4, ---, 8, 30.2,②②⑭,,,,,,,,,,,,,14, 1,Ｐビｰビｰマキシマス, 46,武英智, 1.4, 56,  13, -23,15,159.0, ⑦⑧,14,10,Ｇレｰザｰインパクト, 56,四位洋, 1.5, 52,  -6,  -5, 7, 21.3, ⑭⑮
,,,,,,,,,,,,,,,,,,,,,,,,15, 7,Ｈラブチャｰミｰ, 63,古川吉, 1.7, 52,  12, -26, 5, 21.5, ⑨⑨,15,13, ヤングエンパイア,---,岩橋勇, 1.5, 51,  -6,  -6,15,119.3, ⑬⑭
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｎクリノライデン, 53,服部茂, 1.9, 52,* 18, -35,16,223.3, ⑤⑥,16, 2,Ｆパチャママ, 57,秋山真, 1.9, 49,   8, -24, 9, 32.9, ④⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:66 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:6),,,,,,,,,,,
"単勝:760円 複勝:11=270円 13=210円 14=750円 枠連:1,210円",,,,,,,,,,,,"単勝:390円 複勝:12=160円 03=140円 07=1,270円 枠連:520円",,,,,,,,,,,,"単勝:330円 複勝:06=160円 12=110円 10=1,470円 枠連:210円",,,,,,,,,,,,"単勝:1,290円 複勝:03=370円 04=770円 11=180円 枠連:8,150円",,,,,,,,,,,
"馬連:1,970円 ワイド:11-13=740円 11-14=1,920円 13-14=1,160円",,,,,,,,,,,,"馬連:630円 ワイド:03-12=250円 07-12=4,350円 03-07=2,730円",,,,,,,,,,,,"馬連:350円 ワイド:06-12=210円 06-10=3,940円 10-12=2,390円",,,,,,,,,,,,"馬連:8,690円 ワイド:03-04=2,660円 03-11=1,060円 04-11=2,650円",,,,,,,,,,,
"馬単:3,860円 3連複:8,360円 3連単:42,900円",,,,,,,,,,,,"馬単:1,620円 3連複:16,300円 3連単:70,350円",,,,,,,,,,,,"馬単:880円 3連複:8,850円 3連単:31,860円",,,,,,,,,,,,"馬単:18,320円 3連複:19,620円 3連単:146,180円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-19,,,,,■11R  芝2000m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾗｲﾗｯｸ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆビッグプレゼンタｰ, 49,西村太,, 54,  -9,  -4, 6,  8.8, ③⑤, 1, 3,Ｂエルヘイロｰ, 73,西村太,, 73,* 12,  -4, 6, 20.0,③③②, 1, 4,Ｅロｰドハリアｰ, 66,三浦皇,, 69,  -1,*  5, 3,  5.8, ④③, 1, 6,Ａアナバティック, 83,津村明,, 82,   7,* 14, 4,  8.1,⑤⑦②
 2,12,Ｊヒラボクダッシュ, 43,三浦皇, 0.2, 54, -15,*  0, 9, 22.8, ⑬⑬, 2, 2,Ｃジェットヴォイス, 71,服部茂, 0.0, 74,* 13,  -5, 3,  6.2,②②①, 2,10,Ｂイッツアチャンス, 72,竹之下, 0.0, 69,*  5,   1, 2,  4.2, ②②, 2, 2,Ｆメジロジェニファｰ, 79,四位洋, 0.1, 80,   8,   9, 3,  6.8,③③①
 3, 6,Ｄゼロワンシンジロｰ, 52,吉田稔, 0.3, 52, -21,*  4, 7,  9.3, ⑮⑮, 3,11,Ａメイプルリンカｰン, 74,柴山雄, 0.2, 72,  10,*  0, 1,  1.8,⑩⑥⑤, 3,11,Ｃアシュア, 70,川島信, 0.1, 68,*  4,   1, 6, 12.8, ③④, 3, 9,Ｃイグゼキュティヴ, 81,丹内祐, 0.1, 81,* 10,   7, 1,  4.6,④④④
 4, 2,Ｅリトルボス, 51,服部茂, 0.5, 49, -12,  -6, 4,  7.8, ⑩⑦, 4, 4,Ｅリキアイクロフネ, 70,吉田稔, 0.4, 72,  11,  -3, 4, 14.0,⑥④④, 4, 3,Ｉシンビオシス, 64,丸田恭, 0.3, 65,  -4,*  5, 5,  7.9, ⑨⑥, 4,11,Ｂセトノメジャｰ, 82,柴山雄, 0.4, 80,   6,  11, 6, 10.8,⑪⑩⑨
 5,16,Ａトｰセンマグナム, 54,丸田恭, 0.5, 48,  -9, -10, 3,  6.8, ⑥④, 5, 5,Ｄマンボダンサｰ, 70,長谷川, 0.6, 71,   9,* -1, 5, 17.2,⑨⑦⑥, 5, 6,Ｈグレイホｰク, 64,村田一, 0.4, 63,  -3,   3,12,127.5, ⑦⑤, 5,13,Ｎプロヴィデンス, 69,三浦皇, 0.4, 80,   8,   6, 7, 13.0,⑥⑥⑤
 6,10,Ｇデンコウスナイパｰ, 47,古川吉, 0.6, 47, -11,  -9, 5,  8.4, ⑨⑨, 6,12,Ｆペガサスキングビｰ, 69,古川吉, 1.6, 61,* 13, -18, 2,  4.2,①①③, 6, 9,Ｌペプチドルパン, 58,武英智, 0.9, 58,  -6,   1,11, 28.5, ⑪⑩, 6,12,Ｌラヴィンライフ, 73,藤岡佑, 0.5, 83,   3,* 19, 2,  5.8,⑮⑮⑭
 7,14,Ｂディアサルｰテ, 54,吉田隼, 0.7, 47,* -7, -14, 1,  3.9, ⑤③, 7,13,Ｋヨシステップ, 53,三浦皇, 2.0, 63,   5,  -5,11,122.1,⑫⑪⑧, 7, 5,Ｄゴｰルドオリｰブ, 68,荻野琢, 1.0, 60,*  5,  -8, 4,  7.3, ①①, 7, 5,Ｇマヤノゴクウ, 78,丸田恭, 0.5, 76,   7,   6,13, 29.7,⑨⑤⑥
 8, 7,Ｉカシノアゲｰト, 43,横山和, 0.8, 44, -12, -12,13, 82.2, ⑦⑩, 8, 9,Ｇファンキｰタウン, 68,黛弘人, 2.1, 62,   4,  -7, 8, 38.3,⑪⑫⑪, 8, 1,Ａバｰジニアキャット, 74,丸山元, 1.1, 56, -13,   3, 1,  3.5, ⑫⑫, 8, 3,Ｈトキノヤマトボシ, 76,柴原央, 0.5, 79,   6,  12,12, 24.4,⑦⑪⑦
 9, 9,Ｍビジュアルサポｰト, 38,勝浦正, 0.8, 44, -11, -12,11, 41.6, ⑧⑧, 9,10,Ｍタタップラｰ, 36,横山和, 3.7, 49,   2, -17,12,128.9,⑬⑬⑬, 9,12,Ｊマｰベラスビジン, 63,藤岡佑, 1.4, 54,  -3,  -6, 9, 25.5, ⑧⑦, 9,15,Ｅルナフライト, 79,古川吉, 0.8, 76,   4,  10,10, 22.4,⑭⑫⑪
10, 8, ボクノテンシ,---,菅原隆, 0.9, 44,  -9, -15,14, 97.7, ④⑥,10, 7,Ｌワｰルドホｰリング, 53,丹内祐, 3.8, 51,   8, -27,13,317.9,⑦⑩⑩,10, 2,Ｆハヤブサエミネンス, 66,服部茂, 1.4, 54,  -1,  -7, 7, 15.4, ⑤⑧,10, 7,Ｊウインブシドウ, 74,吉田稔, 0.9, 73,   6,   5,14, 37.0,⑧⑨⑩
11, 4,Ｋタイキプリマドンナ, 38,藤岡佑, 0.9, 44, -14, -10,12, 81.7, ⑪⑪,11, 6,Ｉブラックバニヤン, 64,丸田恭, 3.9, 47,   7, -28, 9, 40.6,⑧⑨⑨,11, 8,Ｋタイセイクライマｰ, 62,吉田稔, 1.5, 52,  -6,  -5,10, 28.2, ⑩⑪,11,16,Ｉグレイスフルソング, 74,上村洋, 1.1, 74,   3,   9, 9, 20.5,⑯⑯⑮
12, 3,Ｈマイネルプレジャｰ, 45,丹内祐, 1.0, 42, -15, -11, 8, 17.5, ⑫⑫,12, 1,Ｊテラノチョイス, 61,津村明, 4.6, 42,  10, -40, 7, 29.2,⑤⑤⑦,12, 7,Ｇフェアユｰス, 65,吉田隼, 1.8, 50,  -2, -11, 8, 23.4, ⑥⑨,12, 4,Ｋアバウト, 74,芹沢純, 1.4, 66,* 11, -13, 5,  9.5,①①③
13, 5,Ｏボｰルドドリｰム, 31,柴山雄, 1.1, 41, -19,  -8,15,137.6, ⑭⑭,13, 8,Ｈトｰアシングン, 65,岩橋勇, 6.5, 33,   9, -53,10, 73.4,④⑧⑫,,,,,,,,,,,,,13,14,Ｄシルクエステｰト, 81,丸山元, 1.4, 68,   7,  -3,11, 23.2,⑩⑧⑬
14,11,Ｌイデアシュリュｰ, 38,黛弘人, 1.3, 39,* -6, -23,16,174.1, ①①,,,,,,,,,,,,,,,,,,,,,,,,,14, 8,Ｐミウラリチャｰド, 65,黛弘人, 1.4, 70,   3,   4,16,217.6,⑬⑭⑯
15,15,Ｎビリｰヴユウ, 35,柴原央, 1.7, 34, -20, -14,10, 34.2, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｏクリノスレンダｰ, 67,川島信, 1.4, 72,   3,   5,15,138.6,⑫⑬⑫
16,13,Ｃスフィンクス, 54,丸山元, 1.8, 31,* -6, -29, 2,  5.4, ②②,,,,,,,,,,,,,,,,,,,,,,,,,16,10,Ｍアントウェルペン, 71,吉田隼, 2.8, 54,* 10, -31, 8, 13.3,②②⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-12 馬場:重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:80 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:6),,,,,,,,,,,
"単勝:880円 複勝:01=290円 12=600円 06=460円 枠連:5,210円",,,,,,,,,,,,"単勝:2,000円 複勝:03=350円 02=170円 11=110円 枠連:3,500円",,,,,,,,,,,,単勝:580円 複勝:04=190円 10=160円 11=330円 枠連:930円,,,,,,,,,,,,"単勝:810円 複勝:06=290円 02=270円 09=190円 枠連:2,330円",,,,,,,,,,,
"馬連:13,540円 ワイド:01-12=4,140円 01-06=2,090円 06-12=3,230円",,,,,,,,,,,,"馬連:3,220円 ワイド:02-03=940円 03-11=650円 02-11=250円",,,,,,,,,,,,"馬連:1,120円 ワイド:04-10=510円 04-11=1,630円 10-11=610円",,,,,,,,,,,,"馬連:2,580円 ワイド:02-06=980円 06-09=800円 02-09=730円",,,,,,,,,,,
"馬単:23,430円 3連複:53,500円 3連単:316,930円",,,,,,,,,,,,"馬単:8,220円 3連複:1,890円 3連単:28,920円",,,,,,,,,,,,"馬単:2,610円 3連複:4,730円 3連単:22,280円",,,,,,,,,,,,"馬単:5,820円 3連複:3,760円 3連単:27,550円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,利尻特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａスリｰアルテミス, 72,服部茂,, 71,*  0,* 10, 1,  2.6,⑨⑤③, 1, 1,Ａフォｰミｰ, 73,横山和,, 71,   5,*  4, 6, 11.1,⑨⑪⑨, 1, 8,Ａシャイニｰダンディ, 78,古川吉,, 72,   6,* 11, 1,  2.8,⑩⑨⑤, 1,11,Ｈリヴェレンテ, 63,四位洋,, 78,   6,*  5, 4,  7.2,⑨⑧⑥
 2, 8,Ｆレイテッド, 62,秋山真, 0.3, 69,   0,* 11, 2,  3.5,⑧⑥⑤, 2, 9,Ｅデルマプロティナ, 71,竹之下, 0.0, 70,   6,*  2, 3,  6.0,⑩⑩⑥, 2,12,Ｂヤマニンシャスｰル, 77,丸山元, 0.0, 74,   6,* 10, 2,  3.8,⑧⑥⑦, 2,12,Ｃアドマイヤタイシ, 75,上村洋, 0.1, 77,*  9,  -2, 2,  4.3,④④④
 3,11,Ｅミライポケット, 65,宮崎北, 0.3, 68,  -3,* 15, 3,  4.5,⑬⑫⑨, 3,13,Ｆホワイトアルバム, 69,小林徹, 0.4, 69,   7,  -4, 7, 11.1,⑧⑦⑤, 3, 1,Ｅアラビアンザサン, 74,丹内祐, 0.2, 73,*  9,   4, 7, 17.3,②①①, 3, 6,Ｆスマｰトリバティｰ, 70,藤岡佑, 0.3, 77,   5,*  2, 5,  9.0,⑧⑪⑩
 4,12,Ｂシュガｰキッス, 69,吉田稔, 0.4, 68,*  0,   7, 6, 17.2,⑥④②, 4, 5,Ｂプントバンコ, 73,藤岡佑, 0.5, 68,   7,  -4, 2,  5.3,⑤⑤③, 4, 3,Ｊエンジンゼンカイ, 65,服部茂, 0.5, 69,*  9,   2, 6, 15.2,③②②, 4, 3,Ｄショウナンカライス, 72,秋山真, 0.4, 72,*  9,  -6, 3,  4.7,③③③
 5,10,Ｈブラックオｰキッド, 57,西村太, 0.6, 66,*  1,   3, 7, 47.0,④②①, 5,10,Ｊワニタバンテン, 62,鈴来直, 0.7, 66,   6,  -4,10, 50.5,⑦⑨⑩, 5, 6,Ｈグｰテデロワ, 68,黛弘人, 0.7, 70,   7,   3,10, 96.6,④⑤③, 5,10,Ｇコスモカンタｰビレ, 69,丹内祐, 0.6, 72,   3,*  1, 8, 21.3,⑭⑬⑦
 6, 3,Ｄケｰジｰアミｰガ, 66,鈴来直, 1.0, 64,  -2,   6, 4,  8.4,⑫⑧⑥, 6, 8,Ｃニシノテキｰラ, 72,三浦皇, 0.7, 66,   7,  -6, 1,  3.3,④⑥④, 6,13,Ｉバシリクス, 68,丸田恭, 0.8, 67,   8,   1, 8, 17.5,⑤④④, 6,14,Ｌマヤノテムジン, 61,松田大, 0.7, 69,   8,  -8,13,213.7,⑤⑤⑤
 7, 9,Ｇイノセントムｰン, 57,津村明, 1.9, 58,  -3,   1,12,234.9,⑦⑩⑧, 7, 7,Ｉラブアスコットｰ, 65,水口優, 0.8, 65,   6,  -5,13,365.1,⑥⑧⑦, 7,10,Ｃアドマイヤプレミア, 76,藤岡佑, 1.0, 71,   6,   7, 3,  5.5,⑫⑪⑨, 7, 9,Ｊランブイエ, 62,三浦皇, 0.7, 70,* 10, -15, 7, 14.2,①①①
 8, 4,Ｉキャンドルロｰド, 56,丹内祐, 2.4, 56,  -3,  -4,11,104.9,⑤⑪⑪, 8, 2,Ｄミラクルフラッグ, 72,松田大, 1.0, 65,*  9, -12, 4,  7.1,②③②, 8, 4,Ｆバｰチャルトラック, 72,三浦皇, 1.0, 69,   5,   6, 9, 34.5,⑨⑩⑧, 8, 2,Ｅカルトマリｰヌ, 71,吉田稔, 0.8, 68,   6,  -7, 6, 12.7,⑥⑥⑧
 9, 1,Ｃゴｰルドジェｰン, 66,三浦皇, 2.4, 54,*  1, -11, 5,  8.5,①①④, 9, 3,Ｈキュルミナン, 65,柴山雄, 1.3, 59,*  9, -13, 5,  8.5,③④⑧, 9, 7,Ｇゴｰルドルｰスタｰ, 69,吉田稔, 1.3, 65,   3,   6, 5, 10.8,⑪⑫⑪, 9, 1,Ａタイタン, 79,丸山元, 0.9, 67,   5,  -5, 1,  3.6,⑪⑫⑪
10, 5,Ｊノッティングガｰル, 49,横山和, 2.6, 52,*  0, -12,13,342.7,②③⑦,10,11,Ｋラブギャラクシｰ, 60,黛弘人, 1.4, 62,   4,  -6, 8, 11.4,⑫⑫⑪,10, 9,Ｌホワイトジュエル, 65,松田大, 1.6, 66,   6,  -3,12,107.4,⑥⑦⑩,10, 4,Ｂフレシｰタ, 76,丸田恭, 1.0, 66,   5,  -7, 9, 23.8,⑩⑩⑫
11, 2,Ｌフィエラメンテ, 36,吉田隼, 2.8, 52,  -3,  -9, 9, 92.9,③⑦⑩,11, 6,Ｇバイブレイションズ, 67,服部茂, 1.7, 58,* 11, -20, 9, 49.3,⑪①①,11, 5,Ｄヴァンダライズ, 75,水口優, 1.7, 62,   6,  -4, 4,  8.6,⑦⑧⑥,11,13,Ｉサクラシリアス, 62,津村明, 1.6, 58,* 10, -26,10, 73.2,②②②
12, 7,Ｋモンステラ, 42,柴山雄, 3.3, 47,  -2, -13, 8, 57.6,⑪⑨⑬,12,12,Ｌイケマドンナ, 58,宮崎北, 1.7, 57,   4,  -8,11, 61.3,⑬⑬⑬,12,11,Ｋスエヒロジュピタｰ, 65,小林徹, 2.1, 61,   2,   0,13,133.4,⑬⑬⑫,12, 8,Ｍハピネスハンタｰ, 53,井上俊, 1.6, 60,   6, -17,12, 90.5,⑫⑨⑬
13, 6,Ｍレッドフィオｰレ, 34,丸田恭, 4.8, 39,  -4, -20,10,101.3,⑩⑬⑫,13, 4,Ｍルナドリｰム, 49,西村太, 3.0, 49,*  9, -28,12, 84.4,①②⑫,13, 2,Ｍアポロジェニｰ, 49,西村太, 5.9, 33,*  9, -45,11,103.6,①③⑬,13, 5,Ｋスパｰブクィｰン, 61,吉田隼, 1.7, 60,   4, -13,11, 81.8,⑬⑭⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14, 7,Ｎデルマアプサラス, 52,黛弘人, 1.8, 58,   6, -21,14,348.3,⑦⑦⑨
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
