11年 8月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 8月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝2850m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信濃川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｃリョウラン, 35,村田一,, 39, -11,* -8, 2,  3.6,   , 1,14, メジロジェラルド,,江田勇,,,,, 2,  4.6,①①①, 1, 9,Ａトウカイレジｰナ, 82,松岡正,, 75,   7,*  5, 2,  3.3, ⑥⑥, 1,13,Ｈプティプランセス, 77,武士沢,, 84,   9,   8, 6, 18.7, ⑧⑧
 2, 8,Ｉギフテッドスマイル, 20,西田雄, 0.2, 36, -15,* -8, 6, 24.0,   , 2, 4, ドラゴンハンタｰ,,石神深,185.3,,,, 5, 10.5,⑫⑨⑦, 2,10,Ｂエリモエポナ, 80,福永祐, 0.5, 71,*  8,  -1, 1,  2.9, ③③, 2,15,Ｂマナクｰラ, 84,田辺裕, 0.0, 82,   9,*  9, 2,  7.3, ⑫⑫
 3, 1,Ａワンパクテンシ, 49,田辺裕, 0.2, 36, -15,* -8, 1,  2.2,   , 3, 3, ディアマイホｰス,,山本康,185.5,,,, 7, 14.8,⑨⑥⑤, 3, 1,Ｃラガｰリンリン, 80,田辺裕, 0.6, 71,* 10,  -4, 3,  4.3, ①①, 3, 7,Ｊチュウワプリンス, 76,松岡正, 0.1, 83,  11,   3,10, 48.8, ⑤⑤
 4,12,Ｂフォｰマリスト, 37,小野寺, 0.4, 32,* -7, -17, 4,  9.8,   , 4, 1, オンワｰドシェルタ,,穂苅寿,185.8,,,, 6, 12.1,⑪⑦⑧, 4,11,Ｇロックドクトリン, 73,武士沢, 0.8, 63,  -4,*  8, 7, 29.6, ⑬⑬, 4, 1,Ｑロックバルｰン, 69,北村宏, 0.1, 80,* 12,  -1,12, 75.1, ③③
 5, 2,Ｇプｰラヴィｰダ, 23,北村宏, 0.5, 31, -12, -14, 3,  5.0,   , 5, 8, ソｰクアップザサン,,草野太,185.8,,,, 9, 52.4,⑧⑧⑨, 5, 7,Ｌツインテｰル, 61,北村宏, 0.9, 65,   4,   0, 8, 34.1, ⑦⑦, 5,11,Ｌクラレットジャグ, 75,大庭和, 0.2, 80,* 12,  -1,16,132.9, ④④
 6,11,Ｅジャパンファイト, 27,中舘英, 0.6, 31, -10, -16, 5, 15.0,   , 6,13, ダンスフォｰウィン,,横山義,185.9,,,, 4,  6.8,⑥⑤⑥, 6,15,Ｄミニｰバロｰズ, 79,村田一, 1.0, 63,   1,   2, 6, 16.6, ⑩⑨, 6, 5,Ｍレイナソフィア, 73,柴田善, 0.2, 82,   6,* 12,11, 70.9, ⑮⑮
 7, 4,Ｄハルピュイア, 30,柴田大, 0.6, 29, -15, -14, 8, 42.8,   , 7, 6, クリスタルウイング,,五十嵐,186.4,,,, 1,  2.6,④④④, 7, 6,Ｉラブミｰダン, 70,嶋田純, 1.2, 61,   0,   1, 4,  8.4, ⑫⑪, 7,14,Ａロｰドオブザリング, 85,福永祐, 0.3, 80,   9,   3, 1,  1.7, ⑨⑨
 8,10,Ｊトワイライトダンス, 20,大野拓, 0.7, 31, -22,  -9,10, 79.0,   , 8,10, ボンジュｰルヒカリ,,高野和,186.5,,,,11,106.1,⑤⑩⑩, 8, 2,Ｆオンワｰドセジｰル, 73,加藤士, 1.3, 60,  -1,   1, 9, 49.7, ⑪⑫, 8, 4,Ｆシゲルリジチョウ, 78,木幡初, 0.3, 80,   8,   7, 7, 19.4, ⑬⑬
 9, 9,Ｋブルジュハリファ, 19,伊藤直, 0.9, 25, -14, -18,11,116.6,   , 9,12, フロｰライゼ,,平沢健,186.6,,,,10, 65.2,⑦⑪⑪, 9, 5,Ｈスメルスイｰト, 72,吉田豊, 1.4, 61,   7,  -8,12,108.7, ⑤⑤, 9,17,Ｏロｰレルエルヴェル, 72,小林淳, 0.3, 78,   8,   6,17,371.4, ⑪⑪
10, 6,Ｌベルモントブレイク,  1,石神深, 1.0, 24, -31,* -8,12,219.1,   ,10,11, サンデｰチョウサン,,浜野谷,187.4,,,, 3,  5.6,②②②,10,14,Ｅベルモントエルメス, 74,蛯名正, 1.5, 59,   4,  -6, 5, 15.1, ⑧⑧,10, 2,Ｅアｰバンウィナｰ, 78,中舘英, 0.5, 79,   8,   3, 8, 24.1, ⑩⑩
11, 3,Ｈストレｰトアウェイ, 23,高嶋活, 1.1, 21, -11, -24, 9, 48.6,   ,11, 9, ハツノボリ,,大庭和,187.6,,,, 8, 51.9,⑭⑫⑫,11, 8,Ｎダノンボンジュｰル, 57,中舘英, 1.6, 61,*  9, -12,14,294.5, ②②,11, 3,Ｃデンコウオクトパス, 83,吉田豊, 0.6, 78,   7,   7, 3,  8.9, ⑭⑭
12, 7,Ｆエクセレントアイ, 25,平野優, 1.4, 17, -12, -26, 7, 39.7,   ,12, 7, エアキリヤン,,柴田大,187.9,,,,13,124.7,③③③,12,13,Ｍシルキｰカレント, 60,大野拓, 1.7, 55,  -5,   2,13,254.9, ⑮⑮,12, 9,Ｉテイエムシバスキｰ, 76,赤木高, 0.7, 72,* 15, -16, 4,  9.8, ①①
