11年12月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月10日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1000m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝1200m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,耶馬渓特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｂメイショウジビュス, 62,吉田隼,, 53,  -6,*  0, 3,  4.9, ⑤⑥, 1, 2,Ｃエキナシア, 68,西田雄,, 67,* -3,   6, 6, 13.0, ②②, 1, 3,Ｃフィルハｰマジック, 69,松田大,, 70,*  8,   9, 2,  4.5,②②②, 1, 2,Ｄジュエルオブナイル, 78,デムｰ,, 81,  13,   2, 1,  1.9, ④④
 2, 5,Ｆアラビアンマジック, 54,川須栄, 0.0, 55,*  0,  -4, 7, 23.0, ②②, 2, 1,Ｈコｰラルビュｰ, 64,中舘英, 0.0, 68,* -1,   5, 8, 16.3, ①①, 2, 4,Ｉゲットハッピｰ, 63,吉田隼, 0.1, 69,*  8,   8, 1,  3.1,①①①, 2,18,Ｅリｰサムハｰツ, 78,浜中俊, 0.0, 82,* 15,  -1, 2,  5.3, ③②
 3, 2,Ｄサクラアクティブ, 59,福永祐, 0.1, 52, -11,*  2, 5,  8.4, ⑧⑤, 3, 9,Ｂオンワｰドセジｰル, 69,西村太, 0.2, 65,  -6,   7, 3,  9.7, ⑥⑥, 3, 1,Ｇフォンテｰヌブロｰ, 64,柴山雄, 0.1, 69,   7,* 11, 9, 28.4,⑩⑦⑦, 3, 8,Ｈチェリｰビスティｰ, 74,小牧太, 0.2, 77,   8,   4, 5, 15.5, ⑨⑨
 4,10,Ｇタツショウワ, 50,デムｰ, 0.3, 48, -11,*  0, 4,  7.3, ⑪⑦, 4, 5,Ａネイヴルトウショウ, 71,黛弘人, 0.2, 65,  -5,   6, 1,  1.8, ⑤⑤, 4, 5,Ｂアグネスフリｰダム, 69,勝浦正, 0.2, 70,   7,  10, 5,  9.6,⑤⑥⑤, 4,15,Ｊブルｰムｰンピサ, 74,福永祐, 0.3, 75,   6,   4, 7, 20.6, ⑩⑩
 5,12,Ｃエンプレスラブ, 62,宮崎北, 0.5, 48,*  0, -10, 2,  3.5, ③③, 5, 6,Ｌマウントフジ, 61,丸田恭, 0.4, 63,  -9,   8,10, 42.4, ⑧⑨, 5, 2,Ｅシルクドルフィン, 68,宮崎北, 0.2, 68,*  8,   8, 4,  8.2,⑪⑤⑥, 5, 4,Ｒトウカイセレブ, 65,柴山雄, 0.4, 71,  -3,* 12,18,181.4, ⑮⑮
 6, 1,Ａゴットゴｰゴｰ, 68,国分優, 0.5, 48,*  0, -10, 1,  3.3, ①①, 6, 4,Ｆフレイヤ, 65,大野拓, 0.6, 60,  -6,   2,12, 47.9, ④③, 6, 8,Ｆタイソンバロｰズ, 65,藤岡佑, 0.2, 69,*  8,   8,11, 31.4,③③③, 6,17,Ｇサクラオハナ, 75,勝浦正, 0.5, 73,   9,  -1,13, 66.9, ⑧⑧
 7, 4,Ｅオサキニシツレイ, 55,横山和, 0.7, 45, -17,*  0, 6, 20.3, ⑬⑫, 7, 7,Ｇカノヤキャプテン, 65,荻野琢, 0.9, 58,  -8,   2, 7, 16.1, ⑦⑦, 6, 6,Ｈテラボルト, 63,鮫島良, 0.2, 72,   7,* 13,10, 31.3,⑧⑩⑧, 7,16,Ｂクロワラモｰ, 78,太宰啓, 0.5, 74,  12,  -3, 8, 23.7, ⑥⑥
 8, 6,Ｋスペランツァｰレ, 31,柴山雄, 0.8, 44,  -9,  -5,12,127.3, ⑥⑧, 8,12,Ｉパシャ, 63,杉原誠, 1.0, 56, -16,   7, 5, 12.0, ⑫⑪, 8,11,Ｋマサシ, 59,国分優, 1.0, 63,*  8,   0, 8, 18.2,④④④, 8, 1,Ａロｰブドヴルｰル, 80,西田雄, 0.6, 71,   9,  -2,12, 61.0, ⑦⑦
 9, 3,Ｌストレｰトアウェイ, 31,高嶋活, 1.0, 42, -12,  -6,10, 75.0, ⑫⑩, 9,10,Ｎペプチドパラス, 37,鮫島良, 1.0, 57, -14,   5,14,269.2, ⑪⑫, 9, 7,Ｊツカサゲンキ, 62,長谷川, 1.2, 63,   6,   3, 7, 18.0,⑨⑨⑩, 9,10,Ｌハピシン, 72,酒井学, 0.6, 70,   4,   3, 4, 11.7, ⑭⑬
10, 7,Ｈアｰトオブパナシェ, 45,水口優, 1.1, 41,  -9,  -9, 8, 24.6, ⑦⑨,10,13,Ｅハロｰエフェクト, 65,藤岡佑, 1.0, 56, -23,* 11, 9, 32.9, ⑭⑬,10,10,Ｄミッキｰリヒト, 69,川須栄, 1.5, 63,   7,   2, 3,  4.6,⑦⑧⑨,10, 6,Ｋアイスカｰビング, 72,大野拓, 0.7, 67,  -6,* 11, 9, 30.9, ⑰⑯
11,14,Ｉトｰワオモカゲ, 44,森一馬, 1.3, 40,  -3, -15,11,110.0, ④④,11,11,Ｍキクノキアラ, 61,村田一, 1.1, 55, -12,   3,11, 46.5, ⑩⑩,11, 9,Ａシルクマッドネス, 72,オドノ, 1.6, 63,   6,   4, 6, 15.8,⑥⑪⑪,11,14,Ｑタツサファイヤ, 65,国分優, 0.7, 72,  13,  -8,14, 71.1, ⑤⑤
12, 8,Ｎチョウストライカｰ, 12,藤懸貴, 1.4, 37, -11, -10,13,197.4, ⑨⑬,12,14,Ｄケツァｰル, 68,柴山雄, 1.3, 51, -18,   4, 2,  8.3, ⑬⑭,,,,,,,,,,,,,12, 3,Ｐビュｰティバラｰド, 65,石橋守, 0.8, 68,   5,  -1,16,146.3, ⑪⑪
13, 9,Ｊケセラセラ, 43,芹沢純, 1.7, 35, -11, -13, 9, 25.1, ⑩⑪,13, 8,Ｊオウカランマン, 62,勝浦正, 1.4, 52,* -3,  -6, 4, 11.9, ③④,,,,,,,,,,,,,13,13,Ｎシルクナデシコ, 68,古川吉, 0.9, 65,  -6,*  8,17,174.8, ⑱⑱
14,13,Ｍパシステント, 31,黛弘人, 1.9, 33, -20,  -9,14,440.9, ⑭⑭,14, 3,Ｋミスグロリアス, 62,丹内祐, 1.4, 53, -11,  -1,13, 58.6, ⑨⑧,,,,,,,,,,,,,14, 7,Ｍオリオンザブラック, 70,嘉藤貴, 1.0, 65,   2,  -1,15,129.3, ⑫⑭
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15, 9,Ｆルリニガナ, 75,中舘英, 1.2, 63,   4,  -5, 3, 11.6, ⑬⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16, 5,Ｃスマｰトムｰビｰ, 78,藤岡佑, 1.3, 69,* 20, -21, 6, 15.6, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,11,Ｉオレンジティアラ, 74,黛弘人, 1.4, 66,* 18, -21,10, 34.4, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,12,Ｏリビングプルｰフ, 67,川須栄, 2.0, 53,  -3,  -8,11, 55.4, ⑯⑰
