11年12月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年12月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
14, 5,Ｍナンヨｰウゼン, 28,野元昭, 2.4, 30,  -4, -20,13,320.6,⑫⑫⑬,14,14,Ａラパリｰガ, 73,西村太, 3.2, 57,   6, -12, 6, 11.5,⑦④⑤,14,11,Ｋセイカペガサス, 65,勝浦正, 1.8, 64,   4,  -5,11, 68.2,⑨⑨⑪,,,,,,,,,,,,
,,,,,,,,,,,,15, 8,Ｐアドマイヤシケｰダ, 51,安藤光, 3.2, 60,   5,  -6,12, 40.0,⑤⑪⑬,15, 8,Ｎテイエムスリリング, 59,古川吉, 3.1, 55,   3, -17,16,374.4,⑩⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｍシルキｰレッド, 63,江田照, 4.5, 52,   4, -16,16,258.6,⑬⑫⑭,16, 2,Ｐロマンスアンダルザ, 52,吉田隼, 4.1, 48,*  7, -43,15,150.8,②③⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:良(指数:1),,,,,,,,,,,
"単勝:250円 複勝:14=140円 12=400円 13=230円 枠連:1,190円",,,,,,,,,,,,"単勝:2,710円 複勝:04=900円 03=770円 09=340円 枠連:34,620円",,,,,,,,,,,,"単勝:240円 複勝:04=140円 12=370円 01=200円 枠連:2,120円",,,,,,,,,,,,"単勝:330円 複勝:06=150円 08=310円 13=150円 枠連:1,040円",,,,,,,,,,,
"馬連:3,080円 ワイド:12-14=1,050円 13-14=300円 12-13=1,970円",,,,,,,,,,,,"馬連:27,180円 ワイド:03-04=6,860円 04-09=3,910円 03-09=3,650円",,,,,,,,,,,,"馬連:2,300円 ワイド:04-12=940円 01-04=290円 01-12=1,140円",,,,,,,,,,,,"馬連:4,340円 ワイド:06-08=1,400円 06-13=270円 08-13=1,620円",,,,,,,,,,,
"馬単:4,320円 3連複:4,920円 3連単:23,300円",,,,,,,,,,,,"馬単:46,250円 3連複:84,520円 3連単:614,730円",,,,,,,,,,,,"馬単:3,690円 3連複:3,470円 3連単:20,460円",,,,,,,,,,,,"馬単:6,750円 3連複:4,980円 3連単:35,270円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,,,※結果･払戻は必ず主催者発表のものと照合･確認して下さい｡,,,,,,,,,,,,,,,,,,,,,,
