11年 1月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 1月22日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東雲賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａトｰセンナスクラ, 66,横山典,, 63,*  3,   0, 1,  1.3, ②②, 1,12, トップシノワｰズ,,五十嵐,,,,, 2,  2.4,②①①, 1,11,Ｆシルクミライ, 70,吉田豊,, 70,   1,   6, 2,  4.0, ⑨⑩, 1, 6,Ｈマコトギャラクシｰ, 77,吉田豊,, 86,   3,* 20, 1,  3.4,⑩⑪⑪
 2, 1,Ｂハロｰバニヤン, 57,松岡正, 0.1, 62,  -1,*  2, 2,  5.9, ④④, 2, 7, ビｰアウェイク,,佐久間,193.3,,,, 7, 37.2,⑤③②, 2, 5,Ｈグレイスサンセット, 69,松岡正, 0.0, 71,   3,   5, 7, 26.1, ⑤⑤, 2, 4,Ａエｰブチェアマン, 84,田辺裕, 0.1, 83,   3,* 17, 7, 12.6,⑧⑩⑩
 3,15,Ｆレッツゴｰマｰクン, 49,吉田隼, 0.3, 62,   0,   0, 3, 11.5, ⑤⑤, 3,13, スズヨジハｰド,,穂苅寿,194.1,,,, 4, 17.3,④④③, 3,13,Ａケイアイカミｰリア, 75,吉田隼, 0.0, 72,*  5,   3, 1,  3.9, ③④, 3,10,Ｉトウショウデザｰト, 76,三浦皇, 0.1, 84,   4,  16, 8, 19.4,⑪⑧⑨
 4,14,Ｍノｰスランド, 40,吉田豊, 1.1, 52,*  2,  -9, 6, 37.4, ③③, 4, 9, ディアマイホｰス,,江田勇,194.4,,,, 6, 26.5,⑥⑥④, 4,15,Ｄアヌエヌエ, 71,横山典, 0.0, 71,   1,   6, 5,  6.8, ⑩⑨, 4, 7,Ｅマイネルグｰト, 78,松岡正, 0.3, 80,*  5,   9, 4,  7.0,②②②
 5, 9,Ｃマルタｰズグロウヴ, 54,蛯名正, 1.3, 49,  -6,  -4, 4, 19.1, ⑩⑩, 5, 2, ハツカリ,,高野和,195.3,,,, 1,  1.9,⑦⑦⑦, 5,12,Ｋバラベルサイユ, 65,石橋脩, 0.1, 70,*  6,   1, 9, 54.9, ②②, 5, 2,Ｊマルラニビスティｰ, 76,北村宏, 0.5, 79,   3,  12,11,110.8,⑤⑨⑥
 6, 5,Ｋサｰストンヴィンス, 42,田中勝, 1.5, 48, -12,*  1,12,230.4, ⑬⑭, 6,11, トｰセンブルｰアイ,,蓑島靖,195.9,,,, 5, 22.3,⑨⑧⑧, 6, 8,Ｃセイウンエンドラン, 73,田辺裕, 0.2, 68,  -2,   7, 4,  5.2, ⑪⑫, 6, 1,Ｇユメノトキメキ, 77,蛯名正, 0.6, 77,   4,   7, 6,  9.2,③⑤③
 7,16,Ｊシャンソン, 42,田辺裕, 1.7, 44, -12,  -1,14,279.9, ⑮⑬, 7,14, ブルｰフォｰチュン,,大江原,196.2,,,, 3, 15.5,①②⑤, 7, 6,Ｌイルドロｰル, 62,田中勝, 0.3, 69,  -6,* 10,11, 76.0, ⑮⑭, 7, 8,Ｄネオレボルｰション, 79,横山典, 0.9, 72,*  5,   0, 3,  5.9,④③④
 8, 2,Ｅフルフｰテル, 49,三浦皇, 1.7, 48,  -3,  -8, 5, 19.9, ⑧⑥, 8, 6, コアレスグルｰム,,柴田未,197.7,,,,12,180.6,③⑤⑥, 8, 7,Ｇオｰダｰラッシュ, 69,柴山雄, 0.5, 66,  -4,   7,10, 57.5, ⑭⑮, 8,11,Ｃネコパンチ, 80,大庭和, 1.0, 73,*  5,  -1, 2,  4.3,⑨④⑤
 9,13,Ｌチャｰミングロック, 41,武士沢, 2.0, 42,  -4, -12,11,225.6, ⑨⑧, 9, 4, ノｰブルエｰス,,柴田大,197.7,,,,13,218.7,⑫⑩⑩, 9, 9,Ｉディアイリス, 68,内田博, 0.5, 67,  -5,*  8, 8, 46.2, ⑯⑯, 9, 5,Ｋシルクウェッジ, 74,吉田隼, 1.0, 72,*  5,  -3,10, 62.4,①①①
10,10,Ｐヒシサッチモ, 30,的場勇, 2.2, 43, -12,  -6, 7, 47.6, ⑭⑮,10, 5, タツタイコウ,,大庭和,198.8,,,, 8, 46.2,⑧⑨⑨,10, 3,Ｂトｰホウブエナス, 74,蛯名正, 0.5, 67,   4,  -1, 3,  5.0, ④③,10, 9,Ｆビコｰペグｰ, 78,中谷雄, 1.2, 71,   4,  -1, 9, 48.1,⑦⑦⑧
11, 8,Ｄコマンドアゲン, 50,平野優, 2.5, 39,  -8, -12, 8, 67.3, ⑫⑫,11,10, シルクウィｰク,,水出大,199.5,,,,14,243.1,⑬⑫⑫,11, 2,Ｊエスジｰナミ, 66,三浦皇, 0.9, 64,   2,  -1,13,101.4, ⑦⑥,11, 3,Ｂグリッドマトリクス, 80,田中勝, 1.2, 71,   4,  -1, 5,  7.4,⑥⑥⑦
12, 7,Ｎアクビサテルバン, 34,柴田大, 3.0, 36,  -2, -22,15,320.5, ⑥⑨,12, 3, メジロカｰタｰ,,宗像徹,200.0,,,,10, 93.5,⑭⑭⑭,12, 4,Ｅマスタｰルティア, 71,小林淳, 1.1, 61,   1,  -3, 6, 14.0, ⑧⑦,,,,,,,,,,,,
13, 6,Ｈロｰズベリｰ, 46,北村宏, 3.4, 36,*  4, -28, 9, 89.3, ①①,13, 8, サンワｰドネオ,,石神深,200.0,,,,11,142.9,⑪⑬⑬,13,14,Ｍオタカラムスメ, 58,木幡初, 1.4, 60,  -2,  -3,12, 95.1, ⑫⑬,,,,,,,,,,,,
14,11,Ｉダイワロック, 44,後藤浩, 3.9, 27,  -2, -30,10,106.0, ⑦⑦,14, 1, ゴｰルデンリング,,横山義,201.2,,,, 9, 52.2,⑩⑪⑪,14,16,Ｐダイヤアストライア, 33,後藤浩, 2.1, 51,   3, -14,16,228.9, ⑥⑧,,,,,,,,,,,,
15, 4,Ｏカシノマリン, 30,菅原隆, 4.1, 25,  -9, -26,13,256.8, ⑪⑪,,,,,,,,,,,,,15,10,Ｎミルトス, 53,平野優, 2.1, 52,*  7, -18,14,196.0, ①①,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 1,Ｏモリトアヤメ, 49,江田照, 2.4, 51,  -2, -11,15,224.2, ⑬⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,
単勝:130円 複勝:12=100円 01=130円 15=200円 枠連:180円,,,,,,,,,,,,"単勝:240円 複勝:12=120円 07=520円 13=290円 枠連:3,150円",,,,,,,,,,,,"単勝:400円 複勝:11=160円 05=500円 13=160円 枠連:4,350円",,,,,,,,,,,,"単勝:340円 複勝:06=160円 04=350円 10=420円 枠連:1,200円",,,,,,,,,,,
馬連:260円 ワイド:01-12=130円 12-15=280円 01-15=550円,,,,,,,,,,,,"馬連:4,250円 ワイド:07-12=1,230円 12-13=530円 07-13=3,320円",,,,,,,,,,,,"馬連:5,540円 ワイド:05-11=1,780円 11-13=290円 05-13=1,250円",,,,,,,,,,,,"馬連:2,500円 ワイド:04-06=890円 06-10=990円 04-10=2,340円",,,,,,,,,,,
"馬単:340円 3連複:760円 3連単:1,810円",,,,,,,,,,,,"馬単:5,440円 3連複:11,170円 3連単:45,360円",,,,,,,,,,,,"馬単:9,780円 3連複:6,060円 3連単:48,970円",,,,,,,,,,,,"馬単:4,250円 3連複:11,280円 3連単:49,230円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 8R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｱﾚｷｻﾝﾄﾞﾗｲﾄｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
