11年 2月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 2月 6日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■10R  ダ1200m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,14,Ｉニュｰセレクト, 51,安藤光, 1.8, 49,   0, -11,13,279.1, ⑧⑩, 9,10, クンダリｰニ,,西谷誠,199.7,,,, 6, 20.2,④④⑥, 9, 6,Ｄミヤジシェンロン, 74,国分恭, 0.9, 72,  -3,   4, 4,  9.4, ⑧⑧, 9,12,Ｃセレスダイナミック, 86,高倉稜, 0.9, 76,   4,   8,15,178.9, ⑧⑦
10,16,Ｂワンダｰゴヴェルノ, 57,秋山真, 2.0, 49,   4, -17, 4, 11.6, ⑤③,10, 3, クロスファイト,,草野太,199.8,,,,12,134.4,⑩⑨⑨,10,14,Ｆセイルラｰジ, 71,福永祐, 0.9, 71,   0,   0, 1,  3.3, ⑤⑤,10, 7,Ａエアティアｰモ, 89,藤田伸, 1.0, 77,* 14,  -1, 1,  2.8, ①①
11,12,Ｋムｰンライトリリｰ, 43,国分恭, 2.0, 48,  -4,  -9,14,322.4, ⑪⑪,11, 7, キシリトｰル,,熊沢重,200.5,,,, 3,  5.9,②②④,11,10,Ｈトップオブザヘヴン, 71,国分優, 1.0, 73,  -7,   8, 8, 24.8, ⑬⑭,11, 9,Ｅアグネスマクシマム, 83,小林徹, 1.1, 76,  -2,  13,13, 93.6, ⑭⑭
12, 8,Ｆジョイライド, 55,藤岡佑, 2.0, 47,   2, -17, 7, 20.6, ④⑤,12, 1, セフティファンキｰ,,難波剛,204.1,,,,11, 55.7,⑬⑫⑫,12, 8,Ｎファビュラスセンス, 67,佐藤哲, 1.0, 71,  -4,   4,13,108.4, ⑫⑫,12, 3,Ｋメイショウイッキ, 82,石橋守, 1.1, 76,  -7,* 18,12, 86.8, ⑯⑯
13, 3,Ｐタマモビｰナス, 27,国分優, 2.1, 46,   1, -16, 9,118.6, ⑦⑥,13, 5, ナムラマハラジャ,,北沢伸,206.9,,,,10, 45.1,⑫⑬⑬,13, 3,Ｏアンプレショニスト, 65,熊沢重, 1.0, 73,  -4,   5,15,196.8, ⑩⑩,13, 6,Ｄトウショウクエスト, 84,池添謙, 1.4, 72,  10,  -1, 9, 36.7, ③④
14, 7,Ｍケイエスキセキ, 38,幸英明, 2.2, 42, -14,  -3,11,210.5, ⑯⑯,14, 8, スズカフェロｰ,,大江原,207.3,,,,13,160.9,⑭⑭⑭,14,11,Ｃキャニオンブラウン, 76,和田竜, 1.1, 72,  -6,   5,10, 39.1, ⑭⑬,14, 1,Ｊリリｰハｰバｰ, 82,小坂忠, 1.6, 71,   2,   5,10, 37.1, ⑩⑩
15,10,Ｎセトノアカリ, 35,赤木高, 2.2, 43, -10,  -6,12,220.7, ⑭⑭,,,,,,,,,,,,,15, 4,Ｉラジャポネｰズ, 71,秋山真, 1.1, 67,   0,  -5,13,108.4, ④③,15,11,Ｐドリｰムフォワｰド, 65,秋山真, 1.8, 70,   3,   2,14,176.8, ⑨⑪
16, 1,Ｏトウケイムｰディ, 30,鷹野宏, 4.5, 25, -12, -24,16,581.2, ⑮⑮,,,,,,,,,,,,,16, 2,Ｐアルティスト, 62,吉田稔, 1.2, 71,  -8,   8,16,263.6, ⑮⑮,16, 2,Ｏチャレンジシチｰ, 73,田村太, 2.5, 63,   4,  -6,16,436.3, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:3),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:85 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:3),,,,,,,,,,,
単勝:170円 複勝:05=110円 04=220円 06=160円 枠連:480円,,,,,,,,,,,,"単勝:2,690円 複勝:06=580円 11=150円 02=140円 枠連:3,170円",,,,,,,,,,,,"単勝:350円 複勝:13=160円 16=550円 07=1,380円 枠連:1,280円",,,,,,,,,,,,"単勝:430円 複勝:04=170円 16=200円 15=860円 枠連:1,210円",,,,,,,,,,,
馬連:650円 ワイド:04-05=250円 05-06=200円 04-06=760円,,,,,,,,,,,,"馬連:5,420円 ワイド:06-11=1,650円 02-06=1,170円 02-11=220円",,,,,,,,,,,,"馬連:2,920円 ワイド:13-16=1,130円 07-13=4,960円 07-16=14,880円",,,,,,,,,,,,"馬連:1,410円 ワイド:04-16=570円 04-15=2,830円 15-16=2,850円",,,,,,,,,,,
"馬単:980円 3連複:990円 3連単:3,570円",,,,,,,,,,,,"馬単:14,420円 3連複:3,910円 3連単:49,600円",,,,,,,,,,,,"馬単:4,650円 3連複:65,500円 3連単:213,590円",,,,,,,,,,,,"馬単:2,440円 3連複:15,730円 3連単:65,620円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 5R  芝1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1400m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1800m 3 歳ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-12,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,きさらぎ賞 ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｊピエナオリオン, 53,デムｰ,, 69,* -1,* 10, 3,  3.6,⑤③②, 1, 7,Ｆダズリングワｰルド, 60,岩田康,, 62,   1,  -6, 2,  3.3, ⑤⑤, 1, 5,Ａメイショウデイム, 83,藤岡佑,, 84,   5,* 14, 1,  2.2, ⑧⑦, 1, 6,Ｂトｰセンラｰ, 77,デムｰ,, 91,  -3,* 25, 3,  5.1, ⑤④
 2,15,Ｆインペリアルピサ, 58,川田将, 1.1, 65,  -2,   2, 1,  3.2,⑥⑤④, 2,13,Ｉラポｰル, 53,国分恭, 0.2, 59,  -3,* -2, 5, 15.3, ⑫⑩, 2, 1,Ｆグリッタｰエルフ, 78,和田竜, 0.6, 79,   2,* 12, 6, 17.9, ⑫⑭, 2, 7,Ｈリキサンマックス, 68,柴原央, 0.0, 79,* 10,  -4, 8, 43.3, ①①
 3, 9,Ｃコルｰジャ, 66,川島信, 1.1, 65,  -3,*  4, 2,  3.3,⑪⑨⑦, 3, 8,Ｌエアジュプロンサ, 45,福永祐, 0.6, 55,   0, -10, 6, 17.9, ⑧⑧, 3,11,Ｇフェイドレスシｰン, 77,吉田稔, 0.7, 78,   2,* 12,10, 31.8, ⑮⑬, 3,10,Ａオルフェｰヴル, 85,池添謙, 0.2, 91,  -6,* 28, 2,  2.9, ⑨⑧
 4, 1,Ｄユキノミラクル, 62,藤岡佑, 1.5, 63,  -4,   3, 4, 14.5,⑮⑪⑧, 4,15,Ａミラクルベリｰ, 72,池添謙, 0.6, 55,*  4, -17, 1,  2.9, ③③, 4,16,Ｂナリタシルエット, 81,渡辺薫, 0.8, 76,*  8,   3, 2,  3.2, ③③, 4, 9,Ｃウインバリアシオン, 73,福永祐, 0.4, 87,  -5,  22, 1,  2.8, ⑧⑥
 5, 3,Ｅセイプロスペリティ, 60,幸英明, 1.8, 61,  -3,   0, 7, 22.0,⑨⑩⑨, 5, 5,Ｂエカルラｰト, 62,秋山真, 0.6, 54,   1, -14, 3,  5.5, ④④, 5, 8,Ｊスイリンカ, 76,四位洋, 1.0, 76,   7,   5, 3, 14.5, ⑤⑤, 5,12,Ｇメイショウナルト, 68,幸英明, 0.5, 79,*  2,   5, 5, 13.4, ②②
 6,12,Ｇマイネルヴィゴｰレ, 56,佐藤哲, 1.9, 59,  -3,  -4, 8, 24.2,⑦⑦⑥, 6, 4,Ｎパンドラクラウン, 44,高倉稜, 0.7, 54,  -7,* -2,14,198.3, ⑯⑯, 6,12,Ｍメイショウヤワラ, 72,秋山真, 1.1, 73,*  9,  -1, 9, 29.1, ②②, 6, 3,Ｅコティリオン, 73,安藤勝, 0.7, 87,  -9,* 26, 4,  6.4, ⑪⑨
 7,13,Ｋエｰシンイグアス, 50,岩田康, 2.1, 58,*  0, -10, 6, 19.3,①①①, 7,12,Ｃピエナメダリスト, 61,和田竜, 0.7, 56,   2, -15, 4, 11.8, ⑦⑥, 7,14,Ｉファイブスタｰ, 77,デムｰ, 1.1, 73,   4,   7, 8, 20.4, ⑪⑪, 7,11,Ｉカｰマイン, 68,和田竜, 1.2, 74,  -2,   3, 6, 30.1, ④③
 8, 6,Ｂメイショウブリッジ, 66,丸野勝, 2.6, 54,  -6,  -3,10, 47.6,⑧⑮⑭, 8,10,Ｋモカビｰン, 45,藤田伸, 0.8, 52,*  4, -20,12, 91.5, ②②, 8, 2,Ｃゴッドフェニックス, 80,池添謙, 1.5, 70,   4,   3, 5, 15.8, ⑩⑨, 8, 5,Ｊタナトス, 66,岩田康, 1.4, 76,  -6,  11,10, 87.8, ⑦⑦
 9, 4,Ｎスプリングルシオ, 47,秋山真, 3.0, 52,  -4,  -9,13,194.8,⑫⑫⑫, 9, 2,Ｏサンレイプレシャス, 30,岩崎祐, 0.9, 51,  -3, -10,13,116.0, ⑪⑪, 9,15,Ｎタマモワルツ, 71,幸英明, 1.5, 71,   3,   4,13, 75.1, ⑬⑫, 9, 2,Ｄマｰベラスカイザｰ, 73,渡辺薫, 1.5, 76,  -9,  13, 9, 77.9, ⑩⑫
10,11,Ｐタガノルビコン,-53,高倉稜, 3.1, 49,  -6,  -7,14,196.7,⑯⑯⑬,10, 9,Ｍモズレジェンド, 44,丸野勝, 0.9, 52,  -4,  -7,16,447.5, ⑭⑭,10, 9,Ｅマヤフィオｰレ, 78,丸野勝, 1.7, 70,   6,  -1,14,103.1, ⑥⑥,10, 4,Ｆギリギリヒｰロｰ, 69,藤岡佑, 1.7, 75,  -9,  13, 7, 31.6, ⑫⑩
11, 5,Ｌサンライズスタｰ, 50,国分恭, 3.7, 50,  -5, -14,11, 74.2,⑬⑬⑯,11,14,Ｄホワイトアルバム, 60,国分優, 0.9, 50,   1, -19, 9, 25.1, ⑥⑦,11, 3,Ｐビッグロｰズ, 69,高倉稜, 2.0, 67,   1,   2,15,445.2, ⑭⑮,11, 8,Ｌセトノシャンクス, 59,川田将, 2.9, 53,  -4, -17,12,314.1, ③⑤
12, 2,Ｏハロｰザロック, 44,和田竜, 3.8, 48,  -2, -19, 9, 28.3,④⑥⑩,12, 6,Ｐミステリｰキｰ, 30,熊沢重, 1.0, 54,  -5,  -7,15,378.6, ⑮⑮,12,13,Ｈベネラ, 77,熊沢重, 2.1, 67,   6,  -5, 4, 15.1, ⑨⑧,12, 1,Ｋリアライズペガサス, 61,吉田稔, 5.1, 31,  -6, -43,11,286.0, ⑥⑪
13,16,Ｈハコダテイチバン, 56,吉田稔, 3.9, 44,* -1, -23, 5, 18.7,②②③,13,11,Ｅオｰソｰキュｰティ, 60,吉田稔, 1.0, 51,  -3, -11, 8, 25.0, ⑬⑫,13, 6,Ｄストｰムツイスタｰ, 78,岩田康, 2.1, 67,   7,  -5, 7, 19.1, ④④,,,,,,,,,,,,
14,10,Ｉカシノエイカン, 54,渡辺薫, 4.0, 45,  -5, -16,16,243.3,⑭⑭⑮,14,16,Ｈエｰシンミモザ, 55,幸英明, 1.1, 49,   0, -19,11, 42.9, ⑨⑨,14, 7,Ｋカイゼリン, 74,国分優, 2.2, 65,   4,  -5,12, 59.1, ⑦⑩,,,,,,,,,,,,
15, 8,Ｍダイナミックガｰド, 47,国分優, 4.7, 40,  -2, -29,15,204.0,③④⑤,15, 3,Ｇセラヴィ, 58,四位洋, 1.8, 42,*  5, -36, 7, 19.1, ①①,15, 4,Ｏアイシｰクレット, 70,国分恭, 2.6, 63,*  9, -14,11, 32.4, ①①,,,,,,,,,,,,
16, 7,Ａシルクハイボｰル, 66,安藤光, 4.9, 39,  -2, -29,12, 86.8,⑩⑧⑪,16, 1,Ｊアｰトスポット, 50,藤岡佑, 3.6, 25,  -3, -50,10, 30.9, ⑩⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:1),,,,,,,,,,,
単勝:360円 複勝:14=160円 15=120円 09=130円 枠連:400円,,,,,,,,,,,,"単勝:330円 複勝:07=160円 13=600円 08=550円 枠連:2,040円",,,,,,,,,,,,単勝:220円 複勝:05=140円 01=430円 11=520円 枠連:770円,,,,,,,,,,,,"単勝:510円 複勝:06=190円 07=880円 10=160円 枠連:7,740円",,,,,,,,,,,
馬連:590円 ワイド:14-15=250円 09-14=310円 09-15=190円,,,,,,,,,,,,"馬連:4,430円 ワイド:07-13=1,480円 07-08=1,140円 08-13=3,870円",,,,,,,,,,,,"馬連:1,690円 ワイド:01-05=490円 05-11=1,050円 01-11=3,190円",,,,,,,,,,,,"馬連:10,280円 ワイド:06-07=2,250円 06-10=330円 07-10=1,770円",,,,,,,,,,,
"馬単:1,130円 3連複:550円 3連単:2,760円",,,,,,,,,,,,"馬単:7,050円 3連複:19,410円 3連単:95,200円",,,,,,,,,,,,"馬単:2,610円 3連複:8,950円 3連単:35,180円",,,,,,,,,,,,"馬単:18,610円 3連複:10,200円 3連単:89,500円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳新馬(牝) 馬齢,,,,,,,,,,,,■ 6R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  ダ1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,宇治川特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, ヒカリノｰブル,---,国分優,, 55,* -1,  -9, 7, 22.2, ①①, 1, 1,Ｂグレｰプブランデｰ, 72,デムｰ,, 74,   7,* 12, 1,  1.5,③④③, 1,12,Ｇクロワラモｰ, 78,藤田伸,, 80,*  7,   9, 1,  4.0, ①①, 1, 5,Ｂキラウエア, 84,藤田伸,, 82,   0,* 20, 1,  1.6,③④②
 2,11, ロンド,---,藤岡佑, 0.4, 51, -10,* -4, 1,  2.1, ⑩⑪, 2, 4,Ａベストリガｰズ, 73,秋山真, 1.0, 70,*  8,   2, 2,  3.4,⑤③②, 2,11,Ｄスプリングサンダｰ, 79,四位洋, 0.0, 81,*  6,  12, 3,  4.5, ③②, 2, 1,Ｇユジェニックブルｰ, 77,国分優, 0.0, 80,*  2,  17, 4, 10.3,②②①
 3,14, ウィンディバレｰ,---,川田将, 0.6, 51,  -8,  -7, 5, 16.0, ⑨⑦, 3, 3,Ｈロｰレルジャブラニ, 57,石橋守, 2.5, 60,   2,  -1, 4, 14.7,⑧⑦⑦, 3, 5,Ｃメイショウルシェロ, 79,飯田祐, 0.4, 76,   2,  10, 9, 23.8, ⑤⑤, 3, 2,Ａスエズ, 84,佐藤哲, 0.4, 78,   0,  16, 2,  4.1,④③④
 4, 2, キャリｰウェｰブ,---,熊沢重, 0.6, 50,  -4, -11, 4, 12.1, ③④, 4, 5,Ｆオグリシュンコｰ, 60,丸野勝, 2.5, 61,   4,  -3, 8,196.8,⑥⑥⑤, 4,10,Ｉワｰルドロレックス, 75,国分優, 0.5, 75,  -1,* 13,12, 68.1, ⑩⑩, 4, 7,Ｅタイキジャガｰ, 78,岩田康, 0.5, 80,  -1,* 18, 5, 13.3,⑥⑦⑥
 5,12, イマカツミライ,---,藤田伸, 0.7, 49,  -4, -13, 6, 18.4, ④③, 5, 8,Ｃクｰルファルコン, 63,国分優, 2.8, 57,*  8, -15, 5, 22.0,①①①, 5,15,Ｋフレッドバロｰズ, 71,岩田康, 0.5, 75,   2,   9, 7, 19.3, ⑦⑥, 5, 8,Ｃアイアムイチバン, 80,デムｰ, 0.6, 75,  -1,  16, 3,  7.5,⑧⑥⑧
 6, 4, アドマイヤシェマカ,---,デムｰ, 1.1, 44,  -7, -12, 3,  7.3, ⑦⑤, 6, 6,Ｇシェイクラブハｰト, 59,渡辺薫, 3.2, 56,*  8, -16, 6, 37.7,②②④, 6, 7,Ｊジョｰメテオ, 74,和田竜, 0.5, 76,   0,  11, 4,  5.7, ⑪⑧, 6, 6,Ｄライジングバイオ, 79,高倉稜, 0.8, 74,   0,  13, 6, 32.1,⑤⑤③
 7,13, ライトアップゲラン,---,中村将, 1.1, 44, -15,* -4,14,239.3, ⑬⑬, 7, 7,Ｅムｰダ, 62,吉田稔, 4.0, 51,   3, -13, 7,139.0,⑦⑧⑧, 7,14,Ｎバンダムクラウス, 68,国分恭, 0.6, 73,   3,   6,11, 57.3, ④④, 7, 3,Ｆミコノス, 78,国分恭, 0.8, 79,  -1,  15, 8, 63.8,⑦⑧⑦
 8, 5, コウユｰエルザ,---,国分恭, 1.2, 45, -12,  -9,11, 93.1, ⑪⑫, 8, 2,Ｄアドマイヤクｰガｰ, 62,川田将, 5.2, 45,   6, -28, 3,  7.1,④⑤⑥, 8, 4,Ａハッピｰパレｰド, 85,デムｰ, 0.6, 74,  -2,* 14, 2,  4.3, ⑮⑬, 8, 9,Ｉエスジｰセブンティ, 72,小林徹, 1.0, 76,  -2,  16,10,270.3,⑩⑩⑩
 9, 6, インテンスラン,---,福永祐, 1.6, 40, -10, -14, 2,  3.2, ⑫⑨,,,,,,,,,,,,, 9, 1,Ｆアディアフォｰン, 79,高倉稜, 0.7, 72,   1,   9, 6, 12.4, ⑨⑨, 9, 4,Ｈホクトスワン, 75,藤岡佑, 1.4, 73,  -2,  12, 7, 47.0,⑨⑨⑨
10, 9, スリｰエレガント,---,高倉稜, 1.7, 38, -20,* -5,10, 66.8, ⑭⑭,,,,,,,,,,,,,10, 8,Ｏフォレストルｰラｰ, 62,丸野勝, 0.7, 72,  -1,  10,15,183.9, ⑧⑫,10,10,Ｊチャｰミｰハヅキ, 68,小坂忠, 3.9, 53,*  1, -16, 9,108.8,①①⑤
11, 7, ダンツシスタｰ,---,池添謙, 2.0, 37,  -6, -21, 8, 53.1, ⑤⑥,,,,,,,,,,,,,11, 2,Ｂピｰスピｰス, 79,川田将, 0.8, 73,  -2,  12, 5, 11.9, ⑭⑪,,,,,,,,,,,,
12,10, サンマルダンサｰ,---,幸英明, 2.4, 33,  -8, -23,13,174.2, ⑧⑩,,,,,,,,,,,,,12, 3,Ｅメルシｰヨｰク, 79,幸英明, 0.8, 73,  -2,  12, 8, 19.6, ⑫⑭,,,,,,,,,,,,
13, 3, テイエムエメラルド,---,和田竜, 2.8, 32,* -2, -31,12,120.8, ②②,,,,,,,,,,,,,13, 9,Ｈアグネスティンクル, 75,福永祐, 0.8, 71,   2,   6,10, 55.3, ⑥⑦,,,,,,,,,,,,
14, 1, シャトｰプレンティ,---,小坂忠, 3.2, 26,  -7, -31, 9, 58.9, ⑥⑧,,,,,,,,,,,,,14, 6,Ｍザザ, 69,秋山真, 0.9, 70,  -2,  10,14,143.4, ⑬⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15,13,Ｌトシザコジｰン, 70,中村将, 1.5, 62,*  6,  -8,13,143.3, ②③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:58 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:3),,,,,,,,,,,
"単勝:2,220円 複勝:08=290円 11=110円 14=330円 枠連:1,130円",,,,,,,,,,,,単勝:150円 複勝:01=110円 04=110円 03=180円 枠連:0円,,,,,,,,,,,,単勝:400円 複勝:12=180円 11=190円 05=520円 枠連:900円,,,,,,,,,,,,単勝:160円 複勝:05=110円 01=160円 02=130円 枠連:750円,,,,,,,,,,,
