11年 4月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,11年 4月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 7R  ダ1000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宇佐特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｇキングダンサｰ, 53,勝浦正,, 60,*  4,* -2, 2,  3.1,①①①, 1,13,Ａシゲルカイチョウ, 66,川須栄,, 56,  -5,*  2, 2,  3.0, ⑥⑦, 1,12,Ｈアフィリエイト, 64,吉田隼,, 69,*  8,   3, 5, 11.6, ②②, 1, 1,Ｈハイタッチクイｰン, 77,丸山元,, 79,* 11,  -1, 6, 12.8,①①①
 2,16,Ｉボディアピｰル, 49,酒井学, 1.2, 52,*  3, -10, 6, 12.2,⑥④③, 2, 6,Ｆキョウエイショウリ, 56,村田一, 0.3, 53,  -8,   1, 5, 16.6, ⑦⑥, 2, 6,Ｂプリサイストップ, 75,高倉稜, 0.1, 65,   2,   6, 3,  6.3, ⑤⑥, 2, 9,Ｇサクラキングオｰ, 77,上村洋, 0.0, 80,* 10,   1, 8, 20.3,②②③
 3, 2,Ｄエｰシンミモザ, 57,村田一, 1.5, 52,  -2,* -3, 8, 36.8,⑨⑪⑪, 3,10,Ｄエｰシンホｰマｰ, 58,石橋脩, 0.4, 49, -20,*  8, 4, 13.1, ⑫⑪, 3, 4,Ｄガリレオシチｰ, 70,太宰啓, 0.1, 65,   0,*  7, 4,  7.1, ⑦⑤, 3,13,Ｉマコトヴォイジャｰ, 76,中舘英, 0.1, 81,   7,*  7, 4,  7.8,⑧⑧⑦
 4, 7,Ｂストリングビｰン, 58,中舘英, 1.6, 49,   0,  -9,10, 59.2,⑫⑦⑤, 4,11,Ｃヤマニンアルシェ, 60,田辺裕, 0.5, 50,  -6,  -2, 6, 18.8, ⑧⑧, 4,13,Ａピｰスオブキング, 81,中舘英, 0.1, 66,   6,   4, 1,  2.0, ③③, 4, 6,Ａナリタダイコク, 82,太宰啓, 0.3, 77,* 10,  -3, 2,  3.5,③③②
 5,11,Ｈタガノグレイグｰス, 52,松山弘, 1.6, 51,   1,  -9, 3,  6.6,⑤⑥④, 5, 9,Ｈアスタｰポメリｰ, 48,中舘英, 0.5, 57,*  6,  -8, 8, 35.7, ②②, 5, 7,Ｇウインルナ, 66,古川吉, 0.4, 62,  -3,*  7, 6, 28.4, ⑩⑪, 5,12,Ｂマイネルプリマス, 81,丹内祐, 0.4, 78,   8,   0, 1,  3.2,⑥⑥④
 6, 8,Ｃデルマアプサラス, 58,黛弘人, 1.7, 49,  -1,  -8, 4,  9.2,⑪⑧⑧, 6, 4,Ｊプレジデントペスカ, 47,森一馬, 0.7, 51,   0,  -8, 9, 49.0, ③③, 6,11,Ｆキングスウィｰプ, 66,小野寺, 0.4, 64,   5,   2, 7, 34.2, ④④, 6, 4,Ｅレディパレｰド, 79,勝浦正, 0.5, 74,   4,*  7, 5, 12.6,⑨⑪⑪
 7,15,Ｍカミニｰト, 45,丸田恭, 1.8, 47,  -3,* -4,12, 91.0,⑮⑬⑫, 7, 5,Ｅラルガヴィｰタ, 57,西村太, 0.8, 50,   0,  -9, 3,  5.3, ④④, 7,10,Ｊフラッパｰミク, 63,勝浦正, 0.4, 64,*  8,   0,11,142.6, ①①, 7, 5,Ｋコハクジョｰ, 76,宮崎北, 0.5, 76,   7,   1,10, 31.0,⑦⑦⑧
 8, 3,Ｋクリノマドンナ, 47,田辺裕, 2.0, 47,  -5,* -3,14,159.7,⑬⑮⑭, 8,12,Ｌメイショウカｰネル, 29,武幸四, 0.9, 45, -12,  -2,13,140.9, ⑩⑩, 8,14,Ｉテイエムデスカイ, 64,芹沢純, 0.6, 61,  -3,   6,12,161.0, ⑪⑩, 8, 7,Ｄスｰサンストリｰム, 79,野元昭, 0.6, 76,   6,   4,12, 95.3,⑩⑨⑨
